[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 1] Μετὰ δὲ πέντε ἡμέρας κατέβη ὁ ἀρχιερεὺς Ἁνανίας μετὰ ⸂πρεσβυτέρων τινῶν⸃ καὶ ῥήτορος Τερτύλλου τινός, οἵτινες ἐνεφάνισαν τῷ ἡγεμόνι κατὰ τοῦ Παύλου.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 16] ἐν τούτῳ ⸀καὶ αὐτὸς ἀσκῶ ἀπρόσκοπον συνείδησιν ⸀ἔχειν πρὸς τὸν θεὸν καὶ τοὺς ἀνθρώπους διὰ παντός.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 17] διʼ ἐτῶν δὲ πλειόνων ⸂ἐλεημοσύνας ποιήσων εἰς τὸ ἔθνος μου παρεγενόμην⸃ καὶ προσφοράς,
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 18] ἐν ⸀αἷς εὗρόν με ἡγνισμένον ἐν τῷ ἱερῷ, οὐ μετὰ ὄχλου οὐδὲ μετὰ θορύβου,
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 19] τινὲς δὲ ἀπὸ τῆς Ἀσίας Ἰουδαῖοι, οὓς ⸀ἔδει ἐπὶ σοῦ παρεῖναι καὶ κατηγορεῖν εἴ τι ἔχοιεν πρὸς ⸀ἐμέ,
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 20] ἢ αὐτοὶ οὗτοι εἰπάτωσαν τί ⸀εὗρον ἀδίκημα στάντος μου ἐπὶ τοῦ συνεδρίου
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 21] ἢ περὶ μιᾶς ταύτης φωνῆς ἧς ἐκέκραξα ⸂ἐν αὐτοῖς ἑστὼς⸃ ὅτι Περὶ ἀναστάσεως νεκρῶν ἐγὼ κρίνομαι σήμερον ⸀ἐφʼ ὑμῶν.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 22] ⸂Ἀνεβάλετο δὲ αὐτοὺς ὁ Φῆλιξ⸃, ἀκριβέστερον εἰδὼς τὰ περὶ τῆς ὁδοῦ, ⸀εἴπας· Ὅταν Λυσίας ὁ χιλίαρχος καταβῇ διαγνώσομαι τὰ καθʼ ὑμᾶς·
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 23] ⸀διαταξάμενος τῷ ἑκατοντάρχῃ τηρεῖσθαι ⸀αὐτὸν ἔχειν τε ἄνεσιν καὶ μηδένα κωλύειν τῶν ἰδίων αὐτοῦ ⸀ὑπηρετεῖν αὐτῷ.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 24] Μετὰ δὲ ἡμέρας τινὰς παραγενόμενος ὁ Φῆλιξ σὺν Δρουσίλλῃ τῇ ⸀ἰδίᾳ γυναικὶ οὔσῃ Ἰουδαίᾳ μετεπέμψατο τὸν Παῦλον καὶ ἤκουσεν αὐτοῦ περὶ τῆς εἰς Χριστὸν ⸀Ἰησοῦν πίστεως.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 25] διαλεγομένου δὲ αὐτοῦ περὶ δικαιοσύνης καὶ ἐγκρατείας καὶ τοῦ κρίματος τοῦ ⸀μέλλοντος ἔμφοβος γενόμενος ὁ Φῆλιξ ἀπεκρίθη· Τὸ νῦν ἔχον πορεύου, καιρὸν δὲ μεταλαβὼν μετακαλέσομαί σε·
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 26] ἅμα καὶ ἐλπίζων ὅτι χρήματα δοθήσεται αὐτῷ ὑπὸ τοῦ ⸀Παύλου· διὸ καὶ πυκνότερον αὐτὸν μεταπεμπόμενος ὡμίλει αὐτῷ.
[SBLGNT | EL | NT | Acts | Chapter 24 | Verse 27] Διετίας δὲ πληρωθείσης ἔλαβεν διάδοχον ὁ Φῆλιξ Πόρκιον Φῆστον· θέλων τε ⸀χάριτα καταθέσθαι τοῖς Ἰουδαίοις ὁ Φῆλιξ κατέλιπε τὸν Παῦλον δεδεμένον.
