[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 1] Ἦσαν ⸀δὲ ἐν Ἀντιοχείᾳ κατὰ τὴν οὖσαν ἐκκλησίαν προφῆται καὶ διδάσκαλοι ὅ τε Βαρναβᾶς καὶ Συμεὼν ὁ καλούμενος Νίγερ, καὶ Λούκιος ὁ Κυρηναῖος, Μαναήν τε Ἡρῴδου τοῦ τετραάρχου σύντροφος καὶ Σαῦλος.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 12] τότε ἰδὼν ὁ ἀνθύπατος τὸ γεγονὸς ἐπίστευσεν ἐκπλησσόμενος ἐπὶ τῇ διδαχῇ τοῦ κυρίου.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 13] Ἀναχθέντες δὲ ἀπὸ τῆς Πάφου οἱ ⸀περὶ Παῦλον ἦλθον εἰς Πέργην τῆς Παμφυλίας· Ἰωάννης δὲ ἀποχωρήσας ἀπʼ αὐτῶν ὑπέστρεψεν εἰς Ἱεροσόλυμα.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 14] αὐτοὶ δὲ διελθόντες ἀπὸ τῆς Πέργης παρεγένοντο εἰς Ἀντιόχειαν ⸂τὴν Πισιδίαν⸃, καὶ ⸀εἰσελθόντες εἰς τὴν συναγωγὴν τῇ ἡμέρᾳ τῶν σαββάτων ἐκάθισαν.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 15] μετὰ δὲ τὴν ἀνάγνωσιν τοῦ νόμου καὶ τῶν προφητῶν ἀπέστειλαν οἱ ἀρχισυνάγωγοι πρὸς αὐτοὺς λέγοντες· Ἄνδρες ἀδελφοί, εἴ ⸀τίς ἐστιν ⸂ἐν ὑμῖν λόγος⸃ παρακλήσεως πρὸς τὸν λαόν, λέγετε.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 16] ἀναστὰς δὲ Παῦλος καὶ κατασείσας τῇ χειρὶ εἶπεν· Ἄνδρες Ἰσραηλῖται καὶ οἱ φοβούμενοι τὸν θεόν, ἀκούσατε.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 17] ὁ θεὸς τοῦ λαοῦ τούτου ⸀Ἰσραὴλ ἐξελέξατο τοὺς πατέρας ἡμῶν, καὶ τὸν λαὸν ὕψωσεν ἐν τῇ παροικίᾳ ἐν γῇ ⸀Αἰγύπτου, καὶ μετὰ βραχίονος ὑψηλοῦ ἐξήγαγεν αὐτοὺς ἐξ αὐτῆς,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 18] καί, ὡς τεσσερακονταετῆ χρόνον ἐτροποφόρησεν αὐτοὺς ἐν τῇ ἐρήμῳ,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 19] ⸀καὶ καθελὼν ἔθνη ἑπτὰ ἐν γῇ Χανάαν ⸀κατεκληρονόμησεν τὴν γῆν αὐτῶν
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 20] ⸂ὡς ἔτεσι τετρακοσίοις καὶ πεντήκοντα. καὶ μετὰ ταῦτα⸃ ἔδωκεν κριτὰς ἕως Σαμουὴλ ⸀τοῦ προφήτου.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 21] κἀκεῖθεν ᾐτήσαντο βασιλέα, καὶ ἔδωκεν αὐτοῖς ὁ θεὸς τὸν Σαοὺλ υἱὸν Κίς, ἄνδρα ἐκ φυλῆς Βενιαμίν, ἔτη τεσσεράκοντα·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 22] καὶ μεταστήσας αὐτὸν ἤγειρεν ⸂τὸν Δαυὶδ αὐτοῖς⸃ εἰς βασιλέα, ᾧ καὶ εἶπεν μαρτυρήσας· Εὗρον Δαυὶδ τὸν τοῦ Ἰεσσαί, ἄνδρα κατὰ τὴν καρδίαν μου, ὃς ποιήσει πάντα τὰ θελήματά μου.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 23] τούτου ὁ θεὸς ἀπὸ τοῦ σπέρματος κατʼ ἐπαγγελίαν ἤγαγεν τῷ Ἰσραὴλ ⸂σωτῆρα Ἰησοῦν⸃,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 24] προκηρύξαντος Ἰωάννου πρὸ προσώπου τῆς εἰσόδου αὐτοῦ βάπτισμα μετανοίας ⸂παντὶ τῷ λαῷ⸃ Ἰσραήλ.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 25] ὡς δὲ ἐπλήρου ⸀Ἰωάννης τὸν δρόμον, ἔλεγεν· ⸂Τί ἐμὲ⸃ ὑπονοεῖτε εἶναι; οὐκ εἰμὶ ἐγώ· ἀλλʼ ἰδοὺ ἔρχεται μετʼ ἐμὲ οὗ οὐκ εἰμὶ ἄξιος τὸ ὑπόδημα τῶν ποδῶν λῦσαι.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 26] Ἄνδρες ἀδελφοί, υἱοὶ γένους Ἀβραὰμ καὶ οἱ ἐν ὑμῖν φοβούμενοι τὸν θεόν, ⸀ἡμῖν ὁ λόγος τῆς σωτηρίας ταύτης ⸀ἐξαπεστάλη.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 27] οἱ γὰρ κατοικοῦντες ἐν Ἰερουσαλὴμ καὶ οἱ ἄρχοντες αὐτῶν τοῦτον ἀγνοήσαντες καὶ τὰς φωνὰς τῶν προφητῶν τὰς κατὰ πᾶν σάββατον ἀναγινωσκομένας κρίναντες ἐπλήρωσαν,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 28] καὶ μηδεμίαν αἰτίαν θανάτου εὑρόντες ᾐτήσαντο Πιλᾶτον ἀναιρεθῆναι αὐτόν·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 29] ὡς δὲ ἐτέλεσαν πάντα τὰ περὶ αὐτοῦ γεγραμμένα, καθελόντες ἀπὸ τοῦ ξύλου ἔθηκαν εἰς μνημεῖον.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 30] ὁ δὲ θεὸς ἤγειρεν αὐτὸν ἐκ νεκρῶν·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 31] ὃς ὤφθη ἐπὶ ἡμέρας πλείους τοῖς συναναβᾶσιν αὐτῷ ἀπὸ τῆς Γαλιλαίας εἰς Ἰερουσαλήμ, οἵτινες ⸀νῦν εἰσὶ μάρτυρες αὐτοῦ πρὸς τὸν λαόν.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 32] καὶ ἡμεῖς ὑμᾶς εὐαγγελιζόμεθα τὴν πρὸς τοὺς πατέρας ἐπαγγελίαν γενομένην
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 33] ὅτι ταύτην ὁ θεὸς ἐκπεπλήρωκεν τοῖς τέκνοις ⸀ἡμῶν ἀναστήσας Ἰησοῦν, ὡς καὶ ἐν τῷ ⸂ψαλμῷ γέγραπται τῷ δευτέρῳ⸃· Υἱός μου εἶ σύ, ἐγὼ σήμερον γεγέννηκά σε.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 34] ὅτι δὲ ἀνέστησεν αὐτὸν ἐκ νεκρῶν μηκέτι μέλλοντα ὑποστρέφειν εἰς διαφθοράν, οὕτως εἴρηκεν ὅτι Δώσω ὑμῖν τὰ ὅσια Δαυὶδ τὰ πιστά.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 35] ⸀διότι καὶ ἐν ἑτέρῳ λέγει· Οὐ δώσεις τὸν ὅσιόν σου ἰδεῖν διαφθοράν·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 36] Δαυὶδ μὲν γὰρ ἰδίᾳ γενεᾷ ὑπηρετήσας τῇ τοῦ θεοῦ βουλῇ ἐκοιμήθη καὶ προσετέθη πρὸς τοὺς πατέρας αὐτοῦ καὶ εἶδεν διαφθοράν,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 37] ὃν δὲ ὁ θεὸς ἤγειρεν οὐκ εἶδεν διαφθοράν.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 38] γνωστὸν οὖν ἔστω ὑμῖν, ἄνδρες ἀδελφοί, ὅτι διὰ τούτου ὑμῖν ἄφεσις ἁμαρτιῶν καταγγέλλεται, καὶ ἀπὸ πάντων ὧν οὐκ ἠδυνήθητε ⸀ἐν νόμῳ Μωϋσέως δικαιωθῆναι
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 39] ἐν τούτῳ πᾶς ὁ πιστεύων δικαιοῦται.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 40] βλέπετε οὖν μὴ ⸀ἐπέλθῃ τὸ εἰρημένον ἐν τοῖς προφήταις·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 41] Ἴδετε, οἱ καταφρονηταί, καὶ θαυμάσατε καὶ ἀφανίσθητε, ὅτι ἔργον ⸂ἐργάζομαι ἐγὼ⸃ ἐν ταῖς ἡμέραις ὑμῶν, ⸀ἔργον ὃ οὐ μὴ πιστεύσητε ἐάν τις ἐκδιηγῆται ὑμῖν.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 42] Ἐξιόντων δὲ ⸀αὐτῶν ⸀παρεκάλουν εἰς τὸ μεταξὺ σάββατον λαληθῆναι αὐτοῖς τὰ ῥήματα ⸀ταῦτα.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 43] λυθείσης δὲ τῆς συναγωγῆς ἠκολούθησαν πολλοὶ τῶν Ἰουδαίων καὶ τῶν σεβομένων προσηλύτων τῷ Παύλῳ καὶ τῷ Βαρναβᾷ, οἵτινες προσλαλοῦντες ⸀αὐτοῖς ἔπειθον αὐτοὺς ⸀προσμένειν τῇ χάριτι τοῦ θεοῦ.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 44] Τῷ ⸀δὲ ἐρχομένῳ σαββάτῳ σχεδὸν πᾶσα ἡ πόλις συνήχθη ἀκοῦσαι τὸν λόγον τοῦ ⸀κυρίου.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 45] ἰδόντες δὲ οἱ Ἰουδαῖοι τοὺς ὄχλους ἐπλήσθησαν ζήλου καὶ ἀντέλεγον τοῖς ⸀ὑπὸ Παύλου ⸀λαλουμένοις ⸀βλασφημοῦντες.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 46] παρρησιασάμενοί ⸀τε ὁ Παῦλος καὶ ὁ Βαρναβᾶς εἶπαν· Ὑμῖν ἦν ἀναγκαῖον πρῶτον λαληθῆναι τὸν λόγον τοῦ θεοῦ· ⸀ἐπειδὴ ἀπωθεῖσθε αὐτὸν καὶ οὐκ ἀξίους κρίνετε ἑαυτοὺς τῆς αἰωνίου ζωῆς, ἰδοὺ στρεφόμεθα εἰς τὰ ἔθνη·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 47] οὕτως γὰρ ἐντέταλται ἡμῖν ὁ κύριος· Τέθεικά σε εἰς φῶς ἐθνῶν τοῦ εἶναί σε εἰς σωτηρίαν ἕως ἐσχάτου τῆς γῆς.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 48] ἀκούοντα δὲ τὰ ἔθνη ⸀ἔχαιρον καὶ ἐδόξαζον τὸν λόγον τοῦ ⸀κυρίου, καὶ ἐπίστευσαν ὅσοι ἦσαν τεταγμένοι εἰς ζωὴν αἰώνιον·
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 49] διεφέρετο δὲ ὁ λόγος τοῦ κυρίου διʼ ὅλης τῆς χώρας.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 50] οἱ δὲ Ἰουδαῖοι παρώτρυναν τὰς σεβομένας ⸀γυναῖκας τὰς εὐσχήμονας καὶ τοὺς πρώτους τῆς πόλεως καὶ ἐπήγειραν διωγμὸν ἐπὶ τὸν Παῦλον ⸀καὶ Βαρναβᾶν, καὶ ἐξέβαλον αὐτοὺς ἀπὸ τῶν ὁρίων αὐτῶν.
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 51] οἱ δὲ ἐκτιναξάμενοι τὸν κονιορτὸν τῶν ⸀ποδῶν ἐπʼ αὐτοὺς ἦλθον εἰς Ἰκόνιον,
[SBLGNT | EL | NT | Acts | Chapter 13 | Verse 52] οἵ ⸀τε μαθηταὶ ἐπληροῦντο χαρᾶς καὶ πνεύματος ἁγίου.
