[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 1] Ἐγένετο δὲ ἐν Ἰκονίῳ κατὰ τὸ αὐτὸ εἰσελθεῖν αὐτοὺς εἰς τὴν συναγωγὴν τῶν Ἰουδαίων καὶ λαλῆσαι οὕτως ὥστε πιστεῦσαι Ἰουδαίων τε καὶ Ἑλλήνων πολὺ πλῆθος.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 17] ⸀καίτοι οὐκ ἀμάρτυρον ⸀αὑτὸν ἀφῆκεν ⸀ἀγαθουργῶν, οὐρανόθεν ὑμῖν ὑετοὺς διδοὺς καὶ καιροὺς καρποφόρους, ἐμπιπλῶν τροφῆς καὶ εὐφροσύνης τὰς καρδίας ⸀ὑμῶν.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 18] καὶ ταῦτα λέγοντες μόλις κατέπαυσαν τοὺς ὄχλους τοῦ μὴ θύειν αὐτοῖς.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 19] Ἐπῆλθαν δὲ ἀπὸ Ἀντιοχείας καὶ Ἰκονίου Ἰουδαῖοι, καὶ πείσαντες τοὺς ὄχλους καὶ λιθάσαντες τὸν Παῦλον ἔσυρον ἔξω τῆς πόλεως, ⸀νομίζοντες αὐτὸν τεθνηκέναι.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 20] κυκλωσάντων δὲ ⸂τῶν μαθητῶν αὐτὸν⸃ ἀναστὰς εἰσῆλθεν εἰς τὴν πόλιν. καὶ τῇ ἐπαύριον ἐξῆλθεν σὺν τῷ Βαρναβᾷ εἰς Δέρβην.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 21] Εὐαγγελισάμενοί τε τὴν πόλιν ἐκείνην καὶ μαθητεύσαντες ἱκανοὺς ὑπέστρεψαν εἰς τὴν Λύστραν καὶ ⸀εἰς Ἰκόνιον καὶ ⸁εἰς Ἀντιόχειαν,
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 22] ἐπιστηρίζοντες τὰς ψυχὰς τῶν μαθητῶν, παρακαλοῦντες ἐμμένειν τῇ πίστει καὶ ὅτι διὰ πολλῶν θλίψεων δεῖ ἡμᾶς εἰσελθεῖν εἰς τὴν βασιλείαν τοῦ θεοῦ.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 23] χειροτονήσαντες δὲ αὐτοῖς ⸂κατʼ ἐκκλησίαν πρεσβυτέρους⸃ προσευξάμενοι μετὰ νηστειῶν παρέθεντο αὐτοὺς τῷ κυρίῳ εἰς ὃν πεπιστεύκεισαν.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 24] καὶ διελθόντες τὴν Πισιδίαν ἦλθον εἰς ⸀τὴν Παμφυλίαν,
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 25] καὶ λαλήσαντες ἐν Πέργῃ τὸν λόγον κατέβησαν εἰς Ἀττάλειαν,
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 26] κἀκεῖθεν ἀπέπλευσαν εἰς Ἀντιόχειαν, ὅθεν ἦσαν παραδεδομένοι τῇ χάριτι τοῦ θεοῦ εἰς τὸ ἔργον ὃ ἐπλήρωσαν.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 27] παραγενόμενοι δὲ καὶ συναγαγόντες τὴν ἐκκλησίαν ⸀ἀνήγγελλον ὅσα ἐποίησεν ὁ θεὸς μετʼ αὐτῶν καὶ ὅτι ἤνοιξεν τοῖς ἔθνεσιν θύραν πίστεως.
[SBLGNT | EL | NT | Acts | Chapter 14 | Verse 28] διέτριβον ⸀δὲ χρόνον οὐκ ὀλίγον σὺν τοῖς μαθηταῖς.
