[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 1] Ἐγένετο δὲ ἐν τῷ τὸν Ἀπολλῶ εἶναι ἐν Κορίνθῳ Παῦλον διελθόντα τὰ ἀνωτερικὰ μέρη ⸀ἐλθεῖν εἰς Ἔφεσον καὶ ⸀εὑρεῖν τινας μαθητάς,
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 12] ὥστε καὶ ἐπὶ τοὺς ἀσθενοῦντας ⸀ἀποφέρεσθαι ἀπὸ τοῦ χρωτὸς αὐτοῦ σουδάρια ἢ σιμικίνθια καὶ ἀπαλλάσσεσθαι ἀπʼ αὐτῶν τὰς νόσους, τά τε πνεύματα τὰ πονηρὰ ⸀ἐκπορεύεσθαι.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 13] ἐπεχείρησαν δέ τινες ⸀καὶ τῶν περιερχομένων Ἰουδαίων ἐξορκιστῶν ὀνομάζειν ἐπὶ τοὺς ἔχοντας τὰ πνεύματα τὰ πονηρὰ τὸ ὄνομα τοῦ κυρίου Ἰησοῦ λέγοντες· ⸀Ὁρκίζω ὑμᾶς τὸν Ἰησοῦν ⸀ὃν Παῦλος κηρύσσει.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 14] ἦσαν δέ ⸀τινος Σκευᾶ Ἰουδαίου ἀρχιερέως ἑπτὰ ⸀υἱοὶ τοῦτο ποιοῦντες.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 15] ἀποκριθὲν δὲ τὸ πνεῦμα τὸ πονηρὸν εἶπεν ⸀αὐτοῖς· ⸀Τὸν Ἰησοῦν γινώσκω καὶ τὸν Παῦλον ἐπίσταμαι, ὑμεῖς δὲ τίνες ἐστέ;
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 16] καὶ ⸀ἐφαλόμενος ⸂ὁ ἄνθρωπος ἐπʼ αὐτοὺς⸃ ἐν ᾧ ἦν τὸ πνεῦμα τὸ πονηρὸν ⸂κατακυριεύσας ἀμφοτέρων⸃ ἴσχυσεν κατʼ αὐτῶν, ὥστε γυμνοὺς καὶ τετραυματισμένους ἐκφυγεῖν ἐκ τοῦ οἴκου ἐκείνου.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 17] τοῦτο δὲ ἐγένετο γνωστὸν πᾶσιν Ἰουδαίοις τε καὶ Ἕλλησιν τοῖς κατοικοῦσιν τὴν Ἔφεσον, καὶ ⸀ἐπέπεσεν φόβος ἐπὶ πάντας αὐτούς, καὶ ἐμεγαλύνετο τὸ ὄνομα τοῦ κυρίου Ἰησοῦ.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 18] πολλοί τε τῶν πεπιστευκότων ἤρχοντο ἐξομολογούμενοι καὶ ἀναγγέλλοντες τὰς πράξεις αὐτῶν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 19] ἱκανοὶ δὲ τῶν τὰ περίεργα πραξάντων συνενέγκαντες τὰς βίβλους κατέκαιον ἐνώπιον πάντων· καὶ συνεψήφισαν τὰς τιμὰς αὐτῶν καὶ εὗρον ἀργυρίου μυριάδας πέντε.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 20] οὕτως κατὰ κράτος ⸂τοῦ κυρίου ὁ λόγος⸃ ηὔξανεν καὶ ἴσχυεν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 21] Ὡς δὲ ἐπληρώθη ταῦτα, ἔθετο ὁ Παῦλος ἐν τῷ πνεύματι διελθὼν τὴν Μακεδονίαν καὶ Ἀχαΐαν πορεύεσθαι εἰς ⸀Ἱεροσόλυμα, εἰπὼν ὅτι Μετὰ τὸ γενέσθαι με ἐκεῖ δεῖ με καὶ Ῥώμην ἰδεῖν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 22] ἀποστείλας δὲ εἰς τὴν Μακεδονίαν δύο τῶν διακονούντων αὐτῷ, Τιμόθεον καὶ Ἔραστον, αὐτὸς ἐπέσχεν χρόνον εἰς τὴν Ἀσίαν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 23] Ἐγένετο δὲ κατὰ τὸν καιρὸν ἐκεῖνον τάραχος οὐκ ὀλίγος περὶ τῆς ὁδοῦ.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 24] Δημήτριος γάρ τις ὀνόματι, ἀργυροκόπος, ποιῶν ναοὺς ἀργυροῦς Ἀρτέμιδος παρείχετο τοῖς τεχνίταις ⸂οὐκ ὀλίγην ἐργασίαν⸃,
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 25] οὓς συναθροίσας καὶ τοὺς περὶ τὰ τοιαῦτα ἐργάτας εἶπεν· Ἄνδρες, ἐπίστασθε ὅτι ἐκ ταύτης τῆς ἐργασίας ἡ εὐπορία ⸀ἡμῖν ἐστιν,
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 26] καὶ θεωρεῖτε καὶ ἀκούετε ὅτι οὐ μόνον Ἐφέσου ἀλλὰ σχεδὸν πάσης τῆς Ἀσίας ὁ Παῦλος οὗτος πείσας μετέστησεν ἱκανὸν ὄχλον, λέγων ὅτι οὐκ εἰσὶν θεοὶ οἱ διὰ χειρῶν γινόμενοι.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 27] οὐ μόνον δὲ τοῦτο κινδυνεύει ἡμῖν τὸ μέρος εἰς ἀπελεγμὸν ἐλθεῖν, ἀλλὰ καὶ τὸ τῆς μεγάλης θεᾶς ⸂Ἀρτέμιδος ἱερὸν⸃ εἰς οὐθὲν λογισθῆναι, μέλλειν ⸀τε καὶ καθαιρεῖσθαι ⸂τῆς μεγαλειότητος⸃ αὐτῆς, ἣν ὅλη ἡ Ἀσία καὶ ἡ οἰκουμένη σέβεται.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 28] Ἀκούσαντες δὲ καὶ γενόμενοι πλήρεις θυμοῦ ἔκραζον λέγοντες· Μεγάλη ἡ Ἄρτεμις Ἐφεσίων.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 29] καὶ ἐπλήσθη ἡ ⸀πόλις τῆς συγχύσεως, ὥρμησάν τε ὁμοθυμαδὸν εἰς τὸ θέατρον συναρπάσαντες Γάϊον καὶ Ἀρίσταρχον Μακεδόνας, συνεκδήμους Παύλου.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 30] ⸂Παύλου δὲ⸃ βουλομένου εἰσελθεῖν εἰς τὸν δῆμον οὐκ εἴων αὐτὸν οἱ μαθηταί·
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 31] τινὲς δὲ καὶ τῶν Ἀσιαρχῶν, ὄντες αὐτῷ φίλοι, πέμψαντες πρὸς αὐτὸν παρεκάλουν μὴ δοῦναι ἑαυτὸν εἰς τὸ θέατρον.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 32] ἄλλοι μὲν οὖν ἄλλο τι ἔκραζον, ἦν γὰρ ἡ ἐκκλησία συγκεχυμένη, καὶ οἱ πλείους οὐκ ᾔδεισαν τίνος ἕνεκα συνεληλύθεισαν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 33] ἐκ δὲ τοῦ ὄχλου ⸀συνεβίβασαν Ἀλέξανδρον προβαλόντων αὐτὸν τῶν Ἰουδαίων, ὁ δὲ Ἀλέξανδρος κατασείσας τὴν χεῖρα ἤθελεν ἀπολογεῖσθαι τῷ δήμῳ.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 34] ἐπιγνόντες δὲ ὅτι Ἰουδαῖός ἐστιν φωνὴ ἐγένετο μία ἐκ πάντων ⸀ὡς ἐπὶ ὥρας δύο κραζόντων· Μεγάλη ἡ Ἄρτεμις Ἐφεσίων.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 35] καταστείλας δὲ ⸂ὁ γραμματεὺς τὸν ὄχλον⸃ φησίν· Ἄνδρες Ἐφέσιοι, τίς γάρ ἐστιν ⸀ἀνθρώπων ὃς οὐ γινώσκει τὴν Ἐφεσίων πόλιν νεωκόρον οὖσαν τῆς ⸀μεγάλης Ἀρτέμιδος καὶ τοῦ διοπετοῦς;
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 36] ἀναντιρρήτων οὖν ὄντων τούτων δέον ἐστὶν ὑμᾶς κατεσταλμένους ὑπάρχειν καὶ μηδὲν προπετὲς πράσσειν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 37] ἠγάγετε γὰρ τοὺς ἄνδρας τούτους οὔτε ἱεροσύλους οὔτε βλασφημοῦντας τὴν θεὸν ⸀ἡμῶν.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 38] εἰ μὲν οὖν Δημήτριος καὶ οἱ σὺν αὐτῷ τεχνῖται ἔχουσιν πρός τινα λόγον, ἀγοραῖοι ἄγονται καὶ ἀνθύπατοί εἰσιν, ἐγκαλείτωσαν ἀλλήλοις.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 39] εἰ δέ τι ⸀περαιτέρω ἐπιζητεῖτε, ἐν τῇ ἐννόμῳ ἐκκλησίᾳ ἐπιλυθήσεται.
[SBLGNT | EL | NT | Acts | Chapter 19 | Verse 40] καὶ γὰρ κινδυνεύομεν ἐγκαλεῖσθαι στάσεως περὶ τῆς σήμερον μηδενὸς αἰτίου ὑπάρχοντος περὶ οὗ οὐ δυνησόμεθα ⸀ἀποδοῦναι λόγον ⸀περὶ τῆς συστροφῆς ταύτης. καὶ ταῦτα εἰπὼν ἀπέλυσεν τὴν ἐκκλησίαν.
