[IRV | GU | OT | Daniel | Chapter 4 | Verse 1] રાજા નબૂખાદનેસ્સારે આ હુકમ પૃથ્વી પર રહેતા સર્વ લોકોમાં, પ્રજાઓમાં તથા વિવિધ ભાષાઓ બોલનારાઓમાં મોકલ્યો: “તમને અધિકાધિક શાંતિ હો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 22] હે રાજા, તે વૃક્ષ તમે છો, તમે વધીને ઘણા બળવાન થયા છો. તમારી મહાનતા વધીને આકાશ સુધી પહોંચી છે, તમારી સત્તા પૃથ્વીના છેડા સુધી પહોંચી છે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 23] હે રાજા, તમે પવિત્ર દૂતને આકાશમાંથી નીચે ઊતરતો જોયો અને કહેતો હતો કે, ‘આ વૃક્ષને કાપીને તેનો નાશ કરો, પણ તેના મૂળની જડને લોખંડ તથા પિત્તળથી બાંધીને ખેતરના કુમળા ઘાસમાં રહેવા દો. સાત વર્ષ પસાર થાય ત્યાં સુધી તેને આકાશમાંથી પડતા ઝાકળથી પલળવા દો. તેને ખેતરના જંગલી પશુઓ સાથે રહેવા દો.’”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 24] હે રાજા, તેનો અર્થ આ છે: મારા સ્વામી રાજાની પાસે જે આવ્યું છે તે તો પરાત્પર ઈશ્વરનો હુકમ છે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 25] તમને માણસોમાંથી નસાડી મૂકવામાં આવશે, તમે ખેતરનાં જંગલી પશુઓ સાથે રહેશો. તમને બળદની જેમ ઘાસ ખવડાવવામાં આવશે, આકાશમાંથી વરસતા ઝાકળથી તમે પલળશો. પરાત્પર ઈશ્વર મનુષ્યોના સર્વ રાજ્યો ઉપર અધિકાર ચલાવે છે અને જેને ચાહે તેને તે સોંપે છે તે જાણ થતાં સુધી સાત વર્ષ પસાર થશે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 26] જેમ વૃક્ષના મૂળની જડને જમીનમાં રહેવા દેવાની આજ્ઞા કરી તેમ, તે પરથી આકાશનો અધિકાર ચાલે છે તે આપ જાણશો પછી તમને તમારું રાજ્ય પાછું મળશે.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 27] માટે, રાજા, મારી સલાહ તમારી આગળ માન્ય થાઓ. પાપ છોડો અને જે સત્ય છે તે કરો. ગરીબો પર દયા દર્શાવીને તમારા અન્યાયથી પાછા ફરો, જેથી તમારી જાહોજલાલી લાંબા કાળ સુધી ટકે.”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 28] આ બધું નબૂખાદનેસ્સાર રાજા સાથે બન્યું.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 29] બાર મહિના પછી તે બાબિલના રાજમહેલની અગાશીમાં ફરતો હતો.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 30] રાજા બોલ્યો કે, “આ મહાન બાબિલ જે મેં મારા રાજ્યગૃહને માટે તથા મારા ગૌરવ તથા મહિમા વધારવા માટે બાંધ્યું નથી?”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 31] હજી તો રાજા આ કહેતો હતો, ત્યાં તો આકાશમાંથી અવાજ આવ્યો “હે નબૂખાદનેસ્સાર રાજા, તારા માટે આ હુકમ છે કે આ રાજ્ય હવે તારી પાસે રહ્યું નથી.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 32] તને માણસોમાંથી નસાડી મૂકવામાં આવશે, તારે ખેતરનાં પશુઓ સાથે રહેવું પડશે. તને બળદની જેમ ઘાસ ખવડાવવામાં આવશે. સાત વર્ષ પસાર થતાં સુધી તું સમજશે કે પરાત્પર ઈશ્વર લોકોના રાજ્ય ઉપર રાજ કરે છે અને જેને ચાહે તેને તે આપે છે.”
[IRV | GU | OT | Daniel | Chapter 4 | Verse 33] તે જ સમયે આ વચન નબૂખાદનેસ્સારના બાબતમાં ફળીભૂત થયું. તેને લોકોમાંથી હાંકી કાઢવામાં આવ્યો. તેણે બળદની જેમ ઘાસ ખાધું, તેનું શરીર આકાશના ઝાકળથી પલળી ગયું. તેના વાળ ગરુડના પીંછા જેવા લાંબા થઈ ગયા, તેના નખ પક્ષીઓના પંજા જેવા થઈ ગયા.
[IRV | GU | OT | Daniel | Chapter 4 | Verse 34] તે દિવસોને અંતે મેં નબૂખાદનેસ્સારે, મારી આંખો આકાશ તરફ ઊંચી કરી, મારી સમજશકિત મને પાછી આપવામાં આવી. મેં પરાત્પર ઈશ્વરની સ્તુતિ કરી. જે સદાકાળ જીવે છે તેમની સ્તુતિ કરી અને તેમને માન આપ્યું. કેમ કે તેમનું રાજ અનંતકાળનું છે, તેમનું રાજ્ય પેઢી દરપેઢીનું છે.
