[IRV | PA | NT | Hebrews | Chapter 12 | Verse 1] ਉਪਰੰਤ ਜਦੋਂ ਗਵਾਹਾਂ ਦੇ ਐਨੇ ਵੱਡੇ ਬੱਦਲ ਨੇ ਸਾਨੂੰ ਘੇਰਿਆ ਹੋਇਆ ਹੈ ਤਾਂ ਆਓ, ਅਸੀਂ ਵੀ ਹਰੇਕ ਭਾਰ ਅਤੇ ਉਸ ਪਾਪ ਨੂੰ ਜਿਹੜਾ ਅਸਾਨੀ ਨਾਲ ਸਾਨੂੰ ਫਸਾ ਲੈਂਦਾ ਹੈ ਪਰੇ ਸੁੱਟ ਕੇ, ਉਸ ਦੌੜ ਵਿੱਚ ਜੋ ਸਾਡੇ ਸਾਹਮਣੇ ਪਈ ਹੋਈ ਹੈ ਸਬਰ ਨਾਲ ਦੌੜੀਏ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 12] ਇਸ ਲਈ ਢਿੱਲਿਆਂ ਹੱਥਾਂ ਅਤੇ ਕਮਜ਼ੋਰ ਗੋਡਿਆਂ ਨੂੰ ਮਜ਼ਬੂਤ ਕਰੋ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 13] ਅਤੇ ਆਪਣੇ ਪੈਰਾਂ ਲਈ ਸਿੱਧੇ ਰਾਹ ਬਣਾਓ ਭਈ ਜਿਹੜਾ ਲੰਗੜਾ ਹੋਵੇ ਉਹ ਜੋੜੋਂ ਨਾ ਉੱਖੜੇ ਸਗੋਂ ਚੰਗਾ ਹੋ ਜਾਵੇ!।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 14] ਸਭਨਾਂ ਨਾਲ ਮੇਲ-ਮਿਲਾਪ ਰੱਖੋ ਅਤੇ ਪਵਿੱਤਰਤਾਈ ਦੀ ਭਾਲ ਕਰੋ ਜਿਹ ਦੇ ਬਿਨ੍ਹਾਂ ਕੋਈ ਪ੍ਰਭੂ ਨੂੰ ਨਾ ਵੇਖੇਗਾ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 15] ਵੇਖਣਾ ਭਈ ਕੋਈ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਤੋਂ ਵਾਂਝਾ ਨਾ ਰਹੇ ਅਤੇ ਨਾ ਹੋਵੇ ਭਈ ਕੋਈ ਕੁੜੱਤਣ ਦੀ ਜੜ੍ਹ ਫੁੱਟ ਕੇ ਦੁੱਖ ਦੇਵੇ ਅਤੇ ਉਹ ਦੇ ਕਾਰਨ ਬਹੁਤਿਆਂ ਦਾ ਜੀਵਨ ਭਰਿਸ਼ਟ ਹੋ ਜਾਵੇ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 16] ਅਤੇ ਨਾ ਹੋਵੇ ਭਈ ਕੋਈ ਹਰਾਮਕਾਰ ਅਥਵਾ ਏਸਾਉ ਦੀ ਤਰ੍ਹਾਂ ਕੁਧਰਮੀ ਹੋਵੇ ਜਿਸ ਨੇ ਇੱਕ ਵੇਲੇ ਦੇ ਭੋਜਨ ਲਈ ਆਪਣੇ ਪਹਿਲੌਠੇ ਦਾ ਹੋਣ ਦਾ ਹੱਕ ਵੇਚ ਸੁੱਟਿਆ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 17] ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ ਕਿ ਬਾਅਦ ਵਿੱਚ ਜਦੋਂ ਉਹ ਨੇ ਬਰਕਤ ਦਾ ਅਧਿਕਾਰੀ ਹੋਣਾ ਚਾਹਿਆ ਵੀ ਤਾਂ ਉਹ ਅਪਰਵਾਨ ਹੋਇਆ, ਕਿਉਂਕਿ ਉਹ ਨੂੰ ਤੋਬਾ ਕਰਨ ਦਾ ਮੌਕਾ ਨਾ ਮਿਲਿਆ ਭਾਵੇਂ ਉਹ ਨੇ ਹੰਝੂ ਵਹਾ ਕੇ ਉਹ ਨੂੰ ਭਾਲਿਆ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 18] ਤੁਸੀਂ ਤਾਂ ਉਸ ਪਹਾੜ ਕੋਲ ਨਹੀਂ ਆਏ ਹੋ ਜਿਹ ਨੂੰ ਹੱਥ ਲਾਇਆ ਜਾਵੇ, ਜਿਹੜਾ ਅੱਗ ਨਾਲ ਬਲ ਉੱਠਿਆ, ਨਾ ਕਾਲੀ ਘਟਾ, ਨਾ ਘੁੱਪ ਹਨ੍ਹੇਰੇ, ਨਾ ਝੱਖੜ-ਝੋਲੇ,
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 19] ਨਾ ਤੁਰ੍ਹੀ ਦੇ ਸ਼ਬਦ, ਨਾ ਗੱਲਾਂ ਦੀ ਅਵਾਜ਼ ਕੋਲ ਜਿਹ ਦੇ ਸੁਣਨ ਵਾਲਿਆਂ ਨੇ ਅਰਦਾਸ ਕੀਤੀ ਕਿ ਹੋਰ ਬਚਨ ਸਾਨੂੰ ਨਾ ਆਖਿਆ ਜਾਵੇ!
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 20] ਕਿਉਂ ਜੋ ਉਹ ਉਸ ਹੁਕਮ ਨੂੰ ਸਹਾਰ ਨਾ ਸਕੇ ਭਈ ਜੇ ਪਸ਼ੂ ਵੀ ਪਰਬਤ ਨੂੰ ਛੂਹੇ ਤਾਂ ਵੱਟਿਆਂ ਨਾਲ ਮਾਰਿਆ ਜਾਵੇ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 21] ਅਤੇ ਉਹ ਜੋ ਦਿਖਾਈ ਦਿੱਤਾ ਸੋ ਅਜਿਹਾ ਭਿਆਨਕ ਸੀ ਜੋ ਮੂਸਾ ਨੇ ਆਖਿਆ ਕਿ ਮੈਂ ਬਹੁਤ ਹੀ ਡਰਦਾ ਅਤੇ ਥਰ-ਥਰ ਕੰਬਦਾ ਹਾਂ!
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 22] ਸਗੋਂ ਤੁਸੀਂ ਸੀਯੋਨ ਦੇ ਪਹਾੜ ਕੋਲ ਆਏ ਹੋ ਅਤੇ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਗਰੀ ਸਵਰਗੀ ਯਰੂਸ਼ਲਮ ਕੋਲ ਅਤੇ ਜੋੜ ਮੇਲੇ ਵਿੱਚ ਲੱਖਾਂ ਦੂਤਾਂ ਕੋਲ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 23] ਅਤੇ ਪਲੋਠਿਆਂ ਦੀ ਕਲੀਸਿਯਾ ਕੋਲ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਮ ਸਵਰਗ ਵਿੱਚ ਲਿਖੇ ਹੋਏ ਹਨ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਕੋਲ ਜਿਹੜਾ ਸਾਰਿਆਂ ਦਾ ਨਿਆਂ ਕਰਨ ਵਾਲਾ ਹੈ ਅਤੇ ਸਿੱਧ ਕੀਤਿਆਂ ਹੋਇਆ ਧਰਮੀਆਂ ਦੇ ਆਤਮਿਆਂ ਕੋਲ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 24] ਅਤੇ ਯਿਸੂ ਕੋਲ ਜਿਹੜਾ ਨਵੇਂ ਨੇਮ ਦਾ ਵਿਚੋਲਾ ਹੈ ਅਤੇ ਛਿੜਕੇ ਹੋਏ ਲਹੂ ਦੇ ਕੋਲ ਜੋ ਹਾਬਲ ਦੇ ਲਹੂ ਨਾਲੋਂ ਉੱਤਮ ਗੱਲਾਂ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 25] ਵੇਖੋ, ਤੁਸੀਂ ਉਸ ਤੋਂ ਜਿਹੜਾ ਬੋਲਦਾ ਹੈ ਮੂੰਹ ਨਾ ਮੋੜਨਾ, ਕਿਉਂਕਿ ਜਦੋਂ ਉਹ ਨਾ ਬਚੇ ਜਿਨ੍ਹਾਂ ਉਸ ਤੋਂ ਮੂੰਹ ਮੋੜੇ ਜਿਹੜਾ ਧਰਤੀ ਉੱਤੇ ਚਿਤਾਰਦਾ ਸੀ, ਤਾਂ ਉਸ ਤੋਂ ਕਿਵੇਂ ਬਚਾਂਗੇ ਜਿਹੜਾ ਸਵਰਗ ਉੱਤੋਂ ਚਿਤਾਰਦਾ ਹੈ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 26] ਜਿਹ ਦੇ ਸ਼ਬਦ ਨੇ ਉਸ ਵੇਲੇ ਧਰਤੀ ਨੂੰ ਹਿਲਾ ਦਿੱਤਾ ਪਰ ਹੁਣ ਉਹ ਨੇ ਇਹ ਕਹਿ ਕੇ ਬਚਨ ਦਿੱਤਾ ਹੈ ਭਈ ਫੇਰ ਇੱਕ ਵਾਰੀ ਮੈਂ ਕੇਵਲ ਧਰਤੀ ਨੂੰ ਹੀ ਨਹੀਂ ਸਗੋਂ ਅਕਾਸ਼ ਨੂੰ ਵੀ ਹਿਲਾ ਦਿਆਂਗਾ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 27] ਅਤੇ ਇਹ ਜਿਹੜਾ ਬਚਨ ਹੈ ਕਿ ਫੇਰ ਇੱਕ ਵਾਰੀ, ਇਹ ਦੱਸਦਾ ਹੈ ਕਿ ਬਣਾਈਆਂ ਹੋਈਆਂ ਵਸਤਾਂ ਵਾਂਗੂੰ ਉਹ ਵਸਤਾਂ ਜਿਹੜੀਆਂ ਹਿਲਾਈਆਂ ਜਾਂਦੀਆਂ ਹਨ ਸੋ ਟਲ ਜਾਣਗੀਆਂ, ਤਾਂ ਜੋ ਉਹ ਵਸਤਾਂ ਜਿਹੜੀਆਂ ਨਹੀਂ ਹਿਲਾਈਆਂ ਜਾਂਦੀਆਂ ਬਣੀਆਂ ਰਹਿਣ।
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 28] ਸੋ ਜਦੋਂ ਸਾਨੂੰ ਇੱਕ ਰਾਜ ਮਿਲਿਆ ਜਿਹੜਾ ਹਿਲਾਇਆ ਨਹੀਂ ਜਾਂਦਾ ਤਾਂ ਆਓ, ਅਸੀਂ ਧੰਨਵਾਦ ਕਰੀਏ ਜਿਸ ਕਰਕੇ ਅਸੀਂ ਭਗਤੀ ਅਤੇ ਡਰ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਹ ਬੰਦਗੀ ਕਰੀਏ ਜੋ ਉਹ ਦੇ ਮਨ ਨੂੰ ਚੰਗੀ ਲੱਗੇ,
[IRV | PA | NT | Hebrews | Chapter 12 | Verse 29] ਕਿਉਂ ਜੋ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਭਸਮ ਕਰਨ ਵਾਲੀ ਅੱਗ ਹੈ।
