[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 1] And there is a word of Jehovah unto me, saying, 'Son of man,
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 22] Therefore, O Aholibah, thus said the Lord Jehovah: Lo, I am stirring up thy lovers against thee, From whom thy soul hath been alienated, And have brought them in against thee from round about.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 23] Sons of Babylon, and of all Chaldea, Pekod, and Shoa, and Koa, All the sons of Asshur with them, Desirable young men, governors and prefects, All of them — rulers and proclaimed ones, Riding on horses, all of them.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 24] And they have come in against thee, With arms, rider, and wheel, And with an assembly of peoples; Target, and shield, and helmet, They do set against thee round about, And I have set before them judgment, They have judged thee in their Judgments.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 25] And I have set My jealousy against thee, And they have dealt with thee in fury, Thy nose and thine ears they turn aside, And thy posterity by sword falleth, They, thy sons and thy daughters do take away, And thy posterity is devoured by fire.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 26] And they have stripped thee of thy garments, And have taken thy beauteous jewels.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 27] And I have caused thy wickedness to cease from thee, And thy whoredoms out of the land of Egypt, And thou liftest not up thine eyes unto them, And Egypt thou dost not remember again.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 28] For thus said the Lord Jehovah: Lo, I am giving thee into a hand that thou hast hated, Into a hand from which thou wast alienated.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 29] And they have dealt with thee in hatred, And they have taken all thy labour, And they have left thee naked and bare, And revealed hath been the nakedness of thy whoredoms, And the wickedness of thy whoredoms.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 30] To do these things to thee, In thy going a-whoring after nations, Because thou hast been defiled with their idols,
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 31] In the way of thy sister thou hast walked, And I have given her cup into thy hand.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 32] Thus said the Lord Jehovah: The cup of thy sister thou dost drink, The deep and the wide one, (Thou art for laughter and for scorn,) Abundant to contain.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 33] With drunkenness and sorrow thou art filled, A cup of astonishment and desolation, The cup of thy sister Samaria.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 34] And thou hast drunk it, and hast drained [it], And its earthen ware thou dost gnaw, And thine own breasts thou pluckest off, For I have spoken, An affirmation of the Lord Jehovah,
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 35] Therefore, thus said the Lord Jehovah: Because thou hast forgotten Me, And thou dost cast Me behind thy back, Even thou also bear thy wickedness and thy whoredoms.'
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 36] And Jehovah saith unto me, 'Son of man, Dost thou judge Aholah and Aholibah? Declare then to them their abominations.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 37] For they have committed adultery, And blood [is] in their hands, With their idols they committed adultery, And also their sons whom they bore to Me, They caused to pass over to them for food.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 38] Again, this they have done to Me, They defiled My sanctuary in that day, And My sabbaths they have polluted.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 39] And in their slaughtering their sons to their idols They also come in unto My sanctuary in that day to pollute it, And lo, thus they have done in the midst of My house,
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 40] And also that they send to men coming from afar, Unto whom a messenger is sent, And lo, they have come in for whom thou hast washed, Painted thine eyes, and put on adornment.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 41] And thou hast sat on a couch of honour, And a table arrayed before it, And My perfume and My oil placed on it.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 42] And the voice of a multitude at ease [is] with her, And unto men of the common people are brought in Sabeans from the wilderness, And they put bracelets on their hands, And a beauteous crown on their heads.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 43] And I say of the worn-out one in adulteries, Now they commit her whoredoms — she also!
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 44] And they come in unto her, As the coming in unto a whorish woman, So they have come in unto Aholah, And unto Aholibah — the wicked women.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 45] As to righteous men, they judge them with the judgment of adulteresses, And the judgment of women shedding blood, For they [are] adulteresses, And blood [is] in their hands.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 46] For thus said the Lord Jehovah: Bring up against them an assembly, And give them to trembling and to spoiling.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 47] And they have cast at them the stone of the assembly, And cut them with their swords, Their sons and their daughters they do slay, And their houses with fire they burn.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 48] And I have caused wickedness to cease from the land, And instructed have been all the women, And they do not according to your wickedness.
[YLT | EN | OT | Ezekiel | Chapter 23 | Verse 49] And they have put your wickedness on you, And the sins of your idols ye bear, And ye have known that I [am] the Lord Jehovah!
