[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 1] In the twenty and fifth year of our removal, in the beginning of the year, in the tenth of the month, in the fourteenth year after that the city was smitten, in this self-same day hath a hand of Jehovah been upon me, and He bringeth me in thither;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 21] and its little chambers, three on this side, and three on that side, and its posts and its arches have been according to the measure of the first gate, fifty cubits its length, and the breadth five and twenty by the cubit;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 22] and its windows, and its arches, and its palm-trees [are] according to the measure of the gate whose face [is] eastward, and by seven steps they go up on it, and its arches [are] before them.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 23] And the gate of the inner court [is] over-against the gate at the north and at the east; and he measureth from gate unto gate, a hundred cubits.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 24] And he causeth me to go southward, and lo, a gate southward, and he hath measured its posts and its arches according to these measures;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 25] and windows [are] to it and to its arches all round about, like these windows, fifty cubits the length, and the breadth five and twenty cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 26] and seven steps [are] its ascent, and its arches [are] before them, and palm-trees [are] to it, one on this side, and one on that side, at its posts;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 27] and the gate of the inner court [is] southward, and he measureth from gate unto gate southward, a hundred cubits.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 28] And he bringeth me in unto the inner court by the south gate, and he measureth the south gate according to these measures;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 29] and its little chambers, and its posts, and its arches [are] according to these measures, and windows [are] to it and to its arches all round about; fifty cubits the length, and the breadth twenty and five cubits.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 30] As to the arches all round about, the length [is] five and twenty cubits, and the breadth five cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 31] and its arches [are] unto the outer court, and palm-trees [are] unto its posts, and eight steps [are] its ascent.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 32] And he bringeth me in unto the inner court eastward, and he measureth the gate according to these measures;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 33] and its little chambers, and its posts, and its arches [are] according to these measures: and windows [are] to it and to its arches all round about, the length fifty cubits, and the breadth five and twenty cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 34] and its arches [are] toward the outer court, and palm-trees [are] toward its posts, on this side and on that side, and eight steps [are] its ascent.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 35] And he bringeth me in unto the north gate, and hath measured according to these measures;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 36] its little chambers, its posts, and its arches; and windows [are] to it all round about: the length fifty cubits, and the breadth five and twenty cubits;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 37] and its posts [are] to the outer court, and palm-trees [are] unto its posts, on this side and on that side, and eight steps [are] its ascent.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 38] And the chamber and its opening [is] by the posts of the gates, there they purge the burnt-offering.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 39] And in the porch of the gate [are] two tables on this side, and two tables on that side, to slaughter on them the burnt-offering, and the sin-offering, and the guilt-offering;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 40] and at the side without, at the going up to the opening of the north gate, [are] two tables; and at the other side that [is] at the porch of the gate, [are] two tables;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 41] four tables [are] on this side, and four tables on that side, at the side of the gate, eight tables on which they slaughter.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 42] And the four tables for burnt-offering [are] of hewn stone: the length one cubit and a half, and the breadth one cubit and a half, and the height one cubit: on them they place the instruments with which they slaughter the burnt-offering and the sacrifice.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 43] And the boundaries [are] one handbreadth, prepared within all round about: and on the tables [is] the flesh of the offering.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 44] And on the outside of the inner gate [are] chambers of the singers, in the inner court, that [are] at the side of the north gate, and their fronts [are] southward, one at the side of the east gate [hath] the front northward.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 45] And he speaketh unto me: 'This chamber, whose front [is] southward, [is] for priests keeping charge of the house;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 46] and the chamber, whose front [is] northward, [is] for priests keeping charge of the altar: they [are] sons of Zadok, who are drawing near of the sons of Levi unto Jehovah, to serve Him.'
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 47] And he measureth the court: the length a hundred cubits, and the breadth a hundred cubits, square, and the altar [is] before the house.
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 48] And he bringeth me in unto the porch of the house, and he measureth the post of the porch, five cubits on this side, and five cubits on that side, and the breadth of the gate, three cubits on this side, and three cubits on that side;
[YLT | EN | OT | Ezekiel | Chapter 40 | Verse 49] the length of the porch twenty cubits, and the breadth eleven cubits; and by the steps whereby they go up unto it: and pillars [are] at the posts, one on this side, and one on that side.
