[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 1] परमेश्वर देवाचा शब्द माझ्याकडे आला आणि मला म्हणाला,
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 12] त्यांच्यातला राजा अंधारात सामान आपल्या खांद्यावर घेऊन जाईल आणि तो वेशीच्या बाहेर निघून जाईल. तो वेशीला भगदड पाडून आपले सामान घेऊन जाईल, तो आपले तोंड झाकील, त्यामुळे आपल्या डोळ्यांनी जमीन बघणार नाही.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 13] मी आपली जाळी त्यांच्यावर टाकीन आणि तो माझ्या फंद्यात पकडला जाईल; मग मी त्यांना बाबेलात खास्द्यांच्या देशात घेऊन जाईन, पण ती भूमी ते बघणार नाही त्यामध्ये त्यांचा अंत होईल.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 14] मी त्यांना सगळ्या अवतीभोवती असलेल्या त्यांच्या मदत करणाऱ्यांना व त्यांच्या सेनेची पांगापांग करेन, आणि त्यांचा पाठलाग तलवारीने करेन.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 15] मग त्यांना कळेल मी परमेश्वर देव आहे, जेव्हा मी त्यांना देशातून संपूर्ण भूमीतून पांगवेन.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 16] पण त्यांच्यातील काही लोकांस तलवारीने, दुष्काळाने, आणि साथीच्या रोगाने पांगवेन, ज्या भूमीत मी त्यांना घेऊन गेलो तेथे त्यांनी त्यांच्या घृणास्पद गोष्टीची नोंद केलेली असेल, म्हणून त्यांना कळेल मी परमेश्वर देव आहे.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 17] परमेश्वराचा शब्द माझ्याकडे आला आणि म्हणाला,
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 18] मानवाच्या मुला आपली भाकर थरथरत खाऊन टाक, आणि आपले पाणी थरकापत आणि चिंतातुर होऊन पिवून घे.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 19] मग त्या भूमीतील लोकांस सांग, प्रभू परमेश्वर हे यरूशलेम रहिवाशासंबंधी सांगतोय; इस्राएल निवासी तुम्ही आपली भाकर थरथर कापत खाल व पाणी प्याल आजपावोत तुमची भूमी लुटली जाईल कारण जे त्या ठिकाणी राहतात, त्यांच्या हिंसेमुळे हे घडेल.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 20] म्हणून त्यांच्या राहत्या नगराला उध्वस्त केले जाईल, आणि भूमी ओसाड नापीक होईल; मग तुम्हास कळेल की मी परमेश्वर देव आहे.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 21] पुन्हा परमेश्वर देवाचा शब्द माझ्याकडे आला आणि म्हणाला,
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 22] मानवाच्या मुला, इस्राएलाच्या भूमीत जी तुझी प्रसिध्द म्हण आहे, प्रदीर्घ दिवसात सर्व दृष्टांत वायफळ ठरतील.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 23] यास्तव त्यांना सांग परमेश्वर प्रभू देव असे म्हणतो, मी या म्हणीला संपुष्टात आणिन यासाठी की इस्राएलात याचा पुन्हा कोणी वापर करणार नाही. “मग त्यांना जाहीर कर, दिवस जवळ येत आहेत सर्व बोलके होतील”
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 24] आता येथून पुढे कोणतेही पाखंडी दृष्टांत नसणार किंवा अनूकुल भविष्य कथन इस्राएलात होणार नाही.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 25] मी परमेश्वर देव आहे आणि मी बोलत आहे. मी बोललेले शब्द पूर्ण करेन. आता येथे उशिर होणार नाही. हे परमेश्वर देव बंडखोर घराण्याला जाहीर करतो की, मी बोललेले शब्द पूर्ण करतो.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 26] पुन्हा परमेश्वर देवाचा शब्द माझ्याकडे आला आणि म्हणाला,
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 27] मानवाच्या मुला पहा! इस्राएलाचे घराणे म्हणेल जो दृष्टांत अनेक दिवसा पासून पाहिला आणि पुढच्या काळासाठी भाकीत पूर्ण येत आहे.
[IRV | MR | OT | Ezekiel | Chapter 12 | Verse 28] यास्तव त्यांना सांग परमेश्वर देव असे म्हणतो; माझ्या शब्दाला उशीर होणार नाही, जो शब्द मी बोललो तो पूर्ण करणार आहे, हे परमेश्वर देव जाहीर करत आहे.
