[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 12] Ὥσπερ ζητεῖ ὁ ποιμὴν τὸ ποίμνιον αὐτοῦ ἐν ἡμέρᾳ ὅτʼ ἄν ᾖ γνόφος καὶ νεφέλη ἐν μέσῳ προβάτων διακεχωρισμένων, οὕτως ἐκζητήσω τὰ πρόβατά μου, καὶ ἀπελάσω αὐτὰ ἀπὸ παντὸς τόπου οὗ διεσπάρησαν ἐκεῖ ἐν ἡμέρᾳ νεφέλης καὶ γνόφου.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 13] Καὶ ἐξάξω αὐτοὺς ἐκ τῶν ἐθνῶν, καὶ συνάξω αὐτοὺς ἀπὸ τῶν χωρῶν, καὶ εἰσάξω αὐτοὺς εἰς τὴν γῆν αὐτῶν, καὶ βοσκήσω αὐτοὺς ἐπὶ τὰ ὄρη Ἰσραὴλ, καὶ ἐν ταῖς φάραγξι, καὶ ἐν πάσῃ κατοικίᾳ τῆς γῆς,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 14] ἐν νομῇ ἀγαθῇ βοσκήσω αὐτοὺς, ἐν τῷ ὄρει τῷ ὑψηλῷ Ἰσραήλ· καὶ ἔσονται αἱ μάνδραι αὐτῶν ἐκεῖ, καὶ κοιμηθήσονται, καὶ ἐκεῖ ἀναπαύσονται ἐν τρυφῇ ἀγαθῇ, καὶ ἐν νομῇ πίονι βοσκηθήσονται ἐπὶ τῶν ὀρέων Ἰσραήλ.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 15] Ἐγὼ βοσκήσω τὰ πρόβατά μου, καὶ ἐγὼ ἀναπαύσω αὐτὰ, καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος· τάδε λέγει Κύριος Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 16] Τὸ ἀπολωλὸς ζητήσω, καὶ τὸ πλανώμενον ἀποστρέψω, καὶ τὸ συντετριμμένον καταδήσω, καὶ τὸ ἐκλεῖπον ἐνισχύσω, καὶ τὸ ἰσχυρὸν φυλάξω, καὶ βοσκήσω αὐτὰ μετὰ κρίματος.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 17] Καὶ ὑμεῖς πρόβατα, τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου καὶ προβάτου, κριῶν καὶ τράγων.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 18] Καὶ οὐχ ἱκανὸν ὑμῖν, ὅτι τὴν καλὴν νομὴν ἐνέμεσθε, καὶ τὰ κατάλοιπα τῆς νομῆς ὑμῶν κατεπατεῖτε τοῖς ποσὶν ὑμῶν; καὶ τὸ καθεστηκὸς ὕδωρ ἐπίνετε, καὶ τὸ λοιπὸν τοῖς ποσὶν ὑμῶν ἐταράσσετε;
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 19] Καὶ τὰ πρόβατά μου τὰ πατήματα τῶν ποδῶν ὑμῶν ἐνέμοντο, καὶ τὸ τεταραγμένον ὕδωρ ὑπὸ τῶν ποδῶν ὑμῶν ἔπινον.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 20] Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου ἰσχυροῦ καὶ ἀναμέσον προβάτου ἀσθενοῦς·
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 21] Ἐπὶ ταῖς πλευραῖς καὶ τοῖς ὤμοις ὑμῶν διωθεῖσθε, καὶ τοῖς κέρασιν ὑμῶν ἐκερατίζετε, καὶ πᾶν τὸ ἐκλεῖπον ἐξεθλίβετε.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 22] Καὶ σώσω τὰ πρόβατά μου, καὶ οὐ μὴ ὦσιν ἔτι εἰς προνομὴν, καὶ κρινῶ ἀναμέσον κριοῦ πρὸς κριόν.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 23] Καὶ ἀναστήσω ἐπʼ αὐτοὺς ποιμένα ἕνα, καὶ ποιμανεῖ αὐτοὺς, τὸν δοῦλόν μου Δαυὶδ, καὶ ἔσται αὐτῶν ποιμὴν,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 24] καὶ ἐγὼ Κύριος ἔσομαι αὐτοῖς εἰς Θεὸν, καὶ Δαυὶδ ἄρχων ἐν μέσῳ αὐτῶν· ἐγὼ Κύριος ἐλάλησα.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 25] Καὶ διαθήσομαι τῷ Δαυὶδ διαθήκην εἰρήνης, καὶ ἀφανιῶ θηρία πονηρὰ ἀπὸ τῆς γῆς, καὶ κατοικήσουσιν ἐν τῇ ἐρήμῳ, καὶ ὑπνώσουσιν ἐν τοῖς δρυμοῖς.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 26] Καὶ δώσω αὐτοὺς περικύκλῳ τοῦ ὄρους μου· καὶ δώσω τὸν ὑετὸν ὑμῖν, ὑετὸν εὐλογίας.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 27] Καὶ τὰ ξύλα τὰ ἐν τῷ πεδίῳ δώσει τὸν καρπὸν αὐτῶν, καὶ ἡ γῆ δώσει τὴν ἰσχὺν αὐτῆς, καὶ κατοικήσουσιν ἐπὶ τῆς γῆς αὐτῶν ἐν ἐλπίδι εἰρήνης, καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος, ἐν τῷ συντρίψαι με τὸν ζυγὸν αὐτῶν· καὶ ἐξελοῦμαι αὐτοὺς ἐκ χειρὸς τῶν καταδουλωσαμένων αὐτοὺς,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 28] καὶ οὐκ ἔσονται ἔτι ἐν προνομῇ τοῖς ἔθνεσι, καὶ τὰ θηρία τῆς γῆς οὐκέτι μὴ φάγωσιν αὐτούς· καὶ κατοικήσουσιν ἐν ἐλπίδι, καὶ οὐκ ἔσται ὁ ἐκφοβῶν αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 29] Καὶ ἀναστήσω αὐτοῖς φυτὸν εἰρήνης, καὶ οὐκέτι ἔσονται ἀπολλύμενοι λιμῷ ἐπὶ τῆς γῆς, καὶ ὀνειδισμὸν ἐθνῶν οὐ μὴ ἐνέγκωσιν ἔτι.
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 30] Καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς αὐτῶν, καὶ αὐτοὶ λαός μου. Οἶκος Ἰσραὴλ, λέγει Κύριος Κύριος,
[LXX | EL | OT | Ezekiel | Chapter 34 | Verse 31] πρόβατά μου καὶ πρόβατα ποιμνίου μου ἐστὲ, καὶ ἐγὼ Κύριος ὁ Θεὸς ὑμῶν, λέγει Κύριος Κύριος.
