[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 1] Καὶ σὺ υἱὲ ἀνθρώπου προφήτευσον ἐπὶ Γὼγ, καὶ εἰπὸν, τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐπὶ σὲ Γὼγ ἄρχοντα Ῥὼς, Μεσὸχ, καὶ Θοβέλ.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 19] Καὶ φάγεσθε στέαρ εἰς πλησμονὴν, καὶ πίεσθε αἷμα εἰς μέθην ἀπὸ τῆς θυσίας μου, ἧς ἔθυσα ὑμῖν.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 20] Καὶ ἐμπλησθήσεσθε ἐπὶ τῆς τραπέζης μου, ἵππον καὶ ἀναβάτην καὶ γίγαντα καὶ πάντα ἄνδρα πολεμιστὴν, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 21] Καὶ δώσω τὴν δόξαν μου ἐν ὑμῖν, καὶ ὄψονται πάντα τὰ ἔθνη τὴν κρίσιν μου ἣν ἐποίησα, καὶ τὴν χεῖρά μου ἣν ἐπήγαγον ἐπʼ αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 22] Καὶ γνώσονται οἶκος Ἰσραὴλ, ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς αὐτῶν, ἀπὸ τῆς ἡμέρας ταύτης καὶ ἐπέκεινα.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 23] Καὶ γνώσονται πάντα τὰ ἔθνη, ὅτι διὰ τὰς ἁμαρτίας αὐτῶν ᾐχμαλωτεύθησαν οἶκος Ἰσραὴλ, ἀνθʼ ὧν ἠθέτησαν εἰς ἐμὲ, καὶ ἀπέστρεψα τὸ πρόσωπόν μου ἀπʼ αὐτῶν, καὶ παρέδωκα αὐτοὺς εἰς χεῖρας τῶν ἐχθρῶν αὐτῶν, καὶ ἔπεσαν πάντες μαχαίρᾳ.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 24] Κατὰ τὰς ἀκαθαρσίας αὐτῶν, καὶ κατὰ τὰ ἀνομήματα αὐτῶν ἐποίησα αὐτοῖς, καὶ ἀπέστρεψα τὸ πρόσωπόν μου ἀπʼ αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 25] Διατοῦτο τάδε λέγει Κύριος Κύριος, νῦν ἀποστρέψω αἰχμαλωσίαν ἐν Ἰακὼβ, καὶ ἐλεήσω τὸν οἶκον Ἰσραὴλ, καὶ ζηλώσω διὰ τὸ ὄνομα τὸ ἅγιόν μου.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 26] Καὶ λήψονται τὴν ἀτιμίαν αὐτῶν, καὶ τὴν ἀδικίαν ἣν ἠδίκησαν ἐν τῷ κατοικισθῆναι αὐτοὺς ἐπὶ τὴν γῆν αὐτῶν ἐπʼ εἰρήνης· καὶ οὐκ ἔσται ὁ ἐκφοβῶν,
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 27] ἐν τῷ ἀποστρέψαι με αὐτοὺς ἐκ τῶν ἐθνῶν, καὶ συναγαγεῖν με αὐτοὺς ἐκ τῶν χωρῶν τῶν ἐθνῶν· καὶ ἁγιασθήσομαι ἐν αὐτοῖς ἐνώπιον τῶν ἐθνῶν.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 28] Καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς αὐτῶν, ἐν τῷ ἐπιφανῆναί με αὐτοῖς ἐν τοῖς ἔθνεσι.
[LXX | EL | OT | Ezekiel | Chapter 39 | Verse 29] Καὶ οὐκ ἀποστρέψω οὐκέτι τὸ πρόσωπόν μου ἀπʼ αὐτῶν, ἀνθʼ ὧν ἐξέχεα τὸν θυμόν μου ἐπὶ τὸν οἶκον Ἰσραὴλ, λέγει Κύριος Κύριος.
