[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 12] Καὶ ἰδοὺ πέπτωκεν ὁ τοῖχος, καὶ οὐκ ἐροῦσι πρὸς ὑμᾶς, ποῦ ἐστιν ἡ ἀλοιφὴ ὑμῶν ἣν ἠλείψατε;
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 13] Διατοῦτο τάδε λέγει Κύριος, καὶ ῥήξω πνοὴν ἐξαίρουσαν μετὰ θυμοῦ, καὶ ὑετὸς κατακλύζων ἐν ὀργῇ μου ἔσται· καὶ τοὺς λίθους τοὺς πετροβόλους ἐν θυμῷ ἐπάξω εἰς συντέλειαν·
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 14] Καὶ κατασκάψω τὸν τοῖχον ὃν ἠλείψατε, και πεσεῖται· καὶ θήσω αὐτὸν ἐπὶ τὴν γῆν, καὶ ἀποκαλυφθήσεται τὰ θεμέλια αὐτοῦ, καὶ πεσεῖται, καὶ συντελεσθήσεσθε μετʼ ἐλέγχων, καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 15] Καὶ συντελέσω τὸν θυμόν μου ἐπὶ τὸν τοῖχον, καὶ ἐπὶ τοὺς ἀλείφοντας αὐτὸν, πεσεῖται· καὶ εἶπα πρὸς ὑμᾶς, οὐκ ἔστιν ὁ τοῖχος, οὐδὲ οἱ ἀλείφοντες αὐτὸν,
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 16] προφῆται τοῦ Ἰσραὴλ, οἱ προφητεύοντες ἐπὶ Ἱερουσαλὴμ, καὶ οἱ ὁρῶντες αὐτῇ εἰρήνην, καὶ οὐκ ἔστιν εἰρήνη, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 17] Καὶ σὺ, υἱὲ ἀνθρώπου, στήρισον τὸ πρόσωπόν σου ἐπὶ τὰς θυγατέρας τοῦ λαοῦ σου, τὰς προφητευούσας ἀπὸ καρδίας αὐτῶν, καὶ προφήτευσον ἐπʼ αὐτὰς,
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 18] καὶ ἐρεῖς, τάδε λέγει Κύριος, οὐαὶ ταῖς συῤῥαπτούσαις προσκεφάλαια ὑπὸ πάντα ἀγκῶνα χειρὸς, καὶ ποιούσαις ἐπιβόλαια ἐπὶ πᾶσαν κεφαλὴν πάσης ἡλικίας, τοῦ διαστρέφειν ψυχάς· αἱ ψυχαὶ διεστράφησαν τοῦ λαοῦ μου· καὶ ψυχὰς περιεποιοῦντο.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 19] Καὶ ἐβεβήλουν με πρὸς τὸν λαόν μου, ἕνεκεν δρακὸς κριθῶν, καὶ ἕνεκεν κλασμάτων ἄρτων, τοῦ ἀποκτεῖναι ψυχὰς ἃς οὐκ ἔδει ἀποθανεῖν, καὶ τοῦ περιποιήσασθαι ψυχὰς ἃς οὐκ ἔδει ζῆσαι, ἐν τῷ ἀποφθέγγεσθαι ὑμᾶς λαῷ εἰσακούοντι μάταια ἀποφθέγματα.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 20] Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ ἐπὶ τὰ προσκεφάλαια ὑμῶν, ἐφʼ ἃ ὑμεῖς ἐκεῖ συστρέφετε ψυχάς· καὶ διαῤῥήξω αὐτὰ ἀπὸ τῶν βραχιόνων ὑμῶν, καὶ ἐξαποστελῶ τὰς ψυχὰς ἃς ὑμεῖς ἐκστρέφετε τὰς ψυχὰς αὐτῶν εἰς διασκορπισμόν.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 21] Καὶ διαῤῥήξω τὰ ἐπιβόλαια ὑμῶν, καὶ ῥύσομαι τὸν λαόν μου ἐκ χειρὸς ὑμῶν, καὶ οὐκέτι ἔσονται ἐν χερσὶν ὑμῶν εἰς συστροφήν· καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 22] Ἀνθʼ ὧν διεστρέψετε καρδίαν δικαίου, καὶ ἐγὼ οὐ διέστρεφον αὐτὸν, καὶ τοῦ κατισχῦσαι χεῖρας ἀνόμου τὸ καθόλου μὴ ἀποστρέψαι ἀπὸ τῆς ὁδοῦ αὐτοῦ τῆς πονηρᾶς, καὶ ζῆσαι αὐτόν·
[LXX | EL | OT | Ezekiel | Chapter 13 | Verse 23] Διατοῦτο ψευδῆ οὐ μὴ ἴδητε, καὶ μαντείας οὐ μὴ μαντεύσησθε ἔτι· καὶ ῥύσομαι τὸν λαόν μου ἐκ χειρὸς ὑμῶν, καὶ γνώσεσθε ὅτι ἐγὼ Κύριος.
