[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, ἐν τῷ ἔτει τῷ ἐννάτῳ, ἐν τῷ μηνὶ τῷ δεκάτῳ, δεκάτῃ τοῦ μηνὸς, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 12] καὶ οὐ μὴ ἐξέλθῃ ἐξ αὐτῆς πολὺς ὁ ἰὸς αὐτῆς. Καταισχυνθήσεται ὁ ἰὸς αὐτῆς,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 13] ἀνθʼ ὧν ἐμιαίνου σύ· καὶ τί ἐὰν μὴ καθαρισθῇς ἔτι ἕως οὗ ἐμπλήσω τὸν θυμόν μου;
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 14] Ἐγὼ Κύριος λελάληκα, καὶ ἥξει, καὶ ποιήσω, οὐ διαστελῶ, οὐδὲ μὴ ἐλεήσω· κατὰ τὰς ὁδούς σου, καὶ κατὰ τὰ ἐνθυμήματά σου κρινῶ σε, λέγει Κύριος· διατοῦτο ἐγὼ κρινῶ σε κατὰ τὰ αἵματά σου, καὶ κατὰ τὰ ἐνθυμήματά σου κρινῶ σε, ἡ ἀκάθαρτος, ἡ ὀνομαστὴ, καὶ πολλὴ τοῦ παραπικραίνειν.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 15] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 16] υἱὲ ἀνθρώπου, ἰδοὺ ἐγὼ λαμβάνω ἐκ σοῦ τὰ ἐπιθυμήματα τῶν ὀφθαλμῶν σου ἐν παρατάξει, οὐ μὴ κοπῇς, οὐδʼ οὐ μὴ κλαυσθῇς,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 17] στεναγμὸς αἵματος, ὀσφύος πένθος ἔσῃ· οὐκ ἔσται τὸ τρίχωμά σου συμπεπλεγμένον ἐπὶ σὲ, καὶ τὰ ὑοιδήματά σου ἐν τοῖς ποσί σου· οὐ μὴ παρακληθῇς ἐν χείλεσιν αὐτῶν, καὶ ἄρτον ἀνδρῶν οὐ μὴ φάγῃς.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 18] Καὶ ἐλάλησα πρὸς τὸν λαὸν τοπρωῒ, ὃν τρόπον ἐνετείλατὸ μοι ἑσπέρας, καὶ ἐποίησα τοπρωῒ, ὃν τρόπον ἐπετάγη μοι.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 19] Καὶ εἶπε πρὸς μὲ ὁ λαὸς, οὐκ ἀναγγέλλεις ἡμῖν τί ἐστι ταῦτα ἃ σὺ ποιεῖς;
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 20] Καὶ εἶπα πρὸς αὐτοὺς, λόγος Κυρίου ἐγένετο πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 21] εἰπὸν πρὸς τὸν οἶκον τοῦ Ἰσραήλ, Τάδε λέγει Κύριος, ἰδοὺ ἐγὼ βεβηλῶ τὰ ἅγιά μου, φρύαγμα ἰσχύος ὑμῶν, ἐπιθυμήματα ὀφθαλμῶν ὑμῶν, καὶ ὑπὲρ ὧν φείδονται αἱ ψυχαὶ ὑμῶν· καὶ οἱ υἱοὶ ὑμῶν καὶ αἱ θυγατέρες ὑμῶν, οὓς ἐγκατελίπετε, ἐν ῥομφαίᾳ πεσοῦνται.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 22] Καὶ ποιήσετε ὃν τρόπον πεποίηκα· ἀπὸ στόματος αὐτῶν οὐ παρακληθήσεσθε, καὶ ἄρτον ἀνδρῶν οὐ φάγεσθε,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 23] καὶ αἱ κόμαι ὑμῶν ἐπὶ τῆς κεφαλῆς ὑμῶν, καὶ τὰ ὑποδήματα ὑμῶν ἐν τοῖς ποσὶν ὑμῶν· οὔτε μὲ κόψησθε, οὔτε μὴ κλαύσητε, καὶ ἐντακήσεσθε ἐν ταῖς ἀδικίαις ὑμῶν, καὶ παρακαλέσετε ἕκαστος τὸν ἀδελφὸν αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 24] Καὶ ἔσται Ἰεζεκιὴλ ὑμῖν εἰς τέρας, κατὰ πάντα ὅσα ἐποίησα ποιήσετε, ὅταν ἔλθῃ ταῦτα, καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 25] Καὶ σύ, υἱὲ ἀνθρώπου, οὐχὶ ἐν τῇ ἡμέρᾳ ὅταν λαμβάνω τὴν ἰσχὺν παρʼ αὐτῶν, τὴν ἔπαρσιν τῆς καυχήσεως αὐτῶν, τὰ ἐπιθυμήματα ὀφθαλμῶν αὐτῶν, καὶ τὴν ἔπαρσιν ψυχῆς αὐτῶν, υἱοὺς αὐτῶν καὶ θυγατέρας αὐτῶν,
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 26] ἐν τῇ ἡμέρᾳ ἐκείνῃ ἥξει ὁ ἀνασωζόμενος πρὸς σὲ, τοῦ ἀναγγεῖλαί σοι εἰς τὰ ὦτα;
[LXX | EL | OT | Ezekiel | Chapter 24 | Verse 27] Ἐν τῇ ἡμέρᾳ ἐκείνῃ διανοιχθήσεται τὸ στόμα σου πρὸς τὸν ἀνασωζόμενον· λαλήσεις, καὶ οὐ μὴ ἀποκωφωθῇς οὐκέτι, καὶ ἔσῃ αὐτοῖς εἰς τέρας, καὶ ἐπιγνώσονται διότι ἐγὼ Κύριος.
