[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 12] υἱὲ ἀνθρώπου, εἰπὸν δὴ πρὸς τὸν οἶκον τὸν παραπικραίνοντα, οὐκ ἐπίστασθε τί ἦν ταῦτα; εἰπὸν, ὅταν ἔλθῃ βασιλεὺς Βαβυλῶνος ἐπὶ Ἱερουσαλὴμ, καὶ λήψεται τὸν βασιλέα αὐτῆς καὶ τοὺς ἄρχοντας αὐτῆς, καὶ ἄξῃ αὐτοὺς πρὸς ἑαυτὸν εἰς Βαβυλῶνα.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 13] Καὶ λήψεται ἐκ τοῦ σπέρματος τῆς βασιλείας, καὶ διαθήσεται πρὸς αὐτὸν διαθήκην, καὶ εἰσάξει αὐτὸν ἐν ἀρᾷ καὶ τοὺς ἡγεμόνας τῆς γῆς λήψεται,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 14] τοῦ γενέσθαι εἰς βασιλείαν ἀσθενῆ, τὸ καθόλου μὴ ἐπαίρεσθαι, τοῦ φυλάσσειν τὴν διαθήκην αὐτοῦ, καὶ ἱστάνειν αὐτήν.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 15] Καὶ ἀποστήσεται ἀπʼ αὐτοῦ, τοῦ ἐξαποστέλλειν ἀγγέλους ἑαυτοῦ εἰς Αἴγυπτον, τοῦ δοῦναι αὐτῷ ἵππους καὶ λαὸν πολύν· εἰ κατευθυνεῖ, εἰ διασωθήσεται ὁ ποιῶν ἐναντία; καὶ παραβαίνων διαθήκην εἰ διασωθήσεται;
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 16] Ζῶ ἐγὼ, λέγει Κύριος, ἐὰν μὴ ἐν τόπῳ ὁ βασιλεὺς ὁ βασιλεύσας αὐτὸν, ὃς ἠτίμωσε τὴν ἀράν μου, καὶ ὃς παρέβη τὴν διαθήκην μου, μετʼ αὐτοῦ ἐν μέσῳ Βαβυλῶνος τελευτήσει,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 17] καὶ οὐκ ἐν δυνάμει μεγάλῃ οὐδὲ ἐν ὄχλῳ πολλῷ ποιήσει πρὸς αὐτὸν Φαραὼ πόλεμον, ἐν χαρακοβολίᾳ καὶ ἐν οἰκοδομῇ βελοστάσεων, τοῦ ἐξᾶραι ψυχάς.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 18] Καὶ ἠτίμωσεν ὁρκωμοσίαν τοῦ παραβῆναι διαθήκην· καὶ ἰδοὺ δέδωκα τὴν χεῖρα αὐτοῦ, καὶ πάντα ταῦτα ἐποίησεν αὐτῷ, μὴ σωθήσεται.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 19] Διατοῦτο εἰπὸν, τάδε λέγει Κύριος, ζῶ ἐγὼ, ἐὰν μὴ τὴν ὁρκωμοσίαν μου ἣν ἠτίμωσε, καὶ τὴν διαθήκην μου ἣν παρέβη, καὶ δώσω αὐτὴν εἰς κεφαλὴν αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 20] Καὶ ἐκπετάσω ἐπʼ αὐτὸν τὸ δίκτυον, καὶ ἁλώσεται ἐν τῇ περιοχῇ αὐτοῦ.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 21] Ἐν πάσῃ παρατάξει αὐτοῦ ἐν ῥομφαίᾳ πεσοῦνται· καὶ τοὺς καταλοίπους εἰς πάντα ἄνεμον διασπερῶ, καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος λελάληκα.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 22] Διότι τάδε λέγει Κύριος, καὶ λήψομαι ἐγὼ ἐκ τῶν ἐκλεκτῶν τῆς κέδρου ἐκ κορυφῆς, καρδίας αὐτῶν ἀποκνιῶ, καὶ καταφυτεύσω ἐγὼ ἐπʼ ὄρος ὑψηλὸν,
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 23] καὶ κρεμάσω αὐτὸν ἐν ὄρει μετεώρῳ Ἰσραήλ· καὶ καταφυτεύσω, καὶ ἐξοίσει βλαστὸν, καὶ ποιήσει καρπὸν, καὶ ἔσται εἰς κέδρον μεγάλην· καὶ ἀναπαύσεται ὑποκάτω αὐτοῦ πᾶν ὄρνεον, καὶ πᾶν πετεινὸν ὑπὸ τὴν σκιὰν αὐτοῦ ἀναπαύσεται· τὰ κλήματα αὐτοῦ ἀποκατασταθήσεται.
[LXX | EL | OT | Ezekiel | Chapter 17 | Verse 24] Καὶ γνώσονται πάντα τὰ ξύλα τοῦ πεδίου, διότι ἐγὼ Κύριος ὁ ταπεινῶν ξύλον ὑψηλὸν, καὶ ὑψῶν ξύλον ταπεινὸν, καὶ ξηραίνων ξύλον χλωρὸν, καὶ ἀναθάλλων ξύλον ξηρόν· ἐγὼ Κύριος λελάληκα, καὶ ποιήσω.
