[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 16] Ἀπὸ πλήθους τῆς ἐμπορίας σου ἔπλησας τὰ ταμεῖά σου ἀνομίας, καὶ ἥμαρτες, καὶ ἐτραυματίσθης ἀπὸ ὄρους τοῦ Θεοῦ· καὶ ἤγαγέ σε τὸ χεροὺβ ἐκ μέσου λίθων πυρίνων.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 17] Ὑψώθη ἡ καρδία σου ἐπὶ τῷ κάλλει σου, διεφθάρη ἡ ἐπιστήμη σου μετὰ τοῦ κάλλους σου· διὰ πλῆθος ἁμαρτιῶν σου ἐπὶ τὴν γῆν ἔῤῥιψά σε, ἐναντίον βασιλέων ἔδωκά σε παραδειγματισθῆναι.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 18] Διὰ τὸ πλῆθος τῶν ἁμαρτιῶν σου καὶ τῶν ἀδικιῶν τῆς ἐμπορίας σου, ἐβεβήλωσα τὰ ἱερά σου, καὶ ἐξάξω πῦρ ἐκ μέσου σου, τοῦτο καταφάγεταί σε· καὶ δώσω σε σποδὸν ἐπὶ τῆς γῆς σου ἐναντίον πάντων τῶν ὁρώντων σε.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 19] Καὶ πάντες οἱ ἐπιστάμενοί σε ἐν τοῖς ἔθνεσι στενάξουσιν ἐπὶ σέ· ἀπώλεια ἐγένου, καὶ οὐχ ὑπάρξεις ἔτι εἰς τὸν αἰῶνα.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 20] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 21] υἱὲ ἀνθρώπου, στήρισον τὸ πρόσωπόν σου ἐπὶ Σιδῶνα, καὶ προφήτευσον ἐπʼ αὐτὴν,
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 22] καὶ εἰπὸν, Τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐπὶ σέ Σιδὼν, καὶ ἐνδοξασθήσομαι ἐν σοί, καὶ γνώσῃ ὅτι ἐγώ εἰμι Κύριος, ἐν τῷ ποιῆσαί με ἐν σοὶ κρίματα, καὶ ἁγιασθήσομαι ἐν σοί.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 23] Αἷμα καὶ θάνατος ἐν ταῖς πλατείαις σου, καὶ πεσοῦνται τετραυματισμέμοι μαχαίραις ἐν σοὶ περικύκλῳ σου, καὶ γνώσονται διότι ἐγώ εἰμι Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 24] Καὶ οὐκ ἔσονται οὐκέτι ἐν τῷ οἴκῳ τοῦ Ἰσραὴλ σκόλοψ πικρίας καὶ ἄκανθα ὀδύνης ἀπὸ τῶν περικύκλῳ αὐτῶν, τῶν ἀτιμασάντων αὐτοὺς, καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 25] Τάδε λέγει Κύριος Κύριος, καὶ συνάξω τὸν Ἰσραὴλ ἐκ τῶν ἐθνῶν οὗ διεσκορπίσθησαν ἐκεῖ, καὶ ἁγιασθήσομαι ἐν αὐτοῖς, καὶ ἐνώπιον τῶν λαῶν καὶ τῶν ἐθνῶν·
[LXX | EL | OT | Ezekiel | Chapter 28 | Verse 26] Καὶ κατοικήσουσι ἐπὶ τῆς γῆς αὐτῶν, ἣν δέδωκα τῷ δούλῳ μου Ἰακὼβ, καὶ κατοικήσουσιν ἐπʼ αὐτῆς ἐν ἐλπίδι, καὶ οἰκοδομήσουσιν οἰκίας, καὶ φυτεύσουσιν ἀμπελῶνας, καὶ κατοικήσουσιν ἐν ἐλπίδι, ὅταν ποιήσω κρίμα ἐν πᾶσι τοῖς ἀτιμάσασιν αὐτοὺς ἐν τοῖς κύκλῳ αὐτῶν· καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς αὐτῶν καὶ ὁ Θεὸς τῶν πατέρων αὐτῶν.
