[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 12] Καὶ ἔσται ἐὰν εἴπωσι πρὸς σὲ, ἕνεκα τίνος σὺ στενάζεις; καὶ ἐρεῖς, ἐπὶ τῇ ἀγγελίᾳ, διότι ἔρχεται, καὶ θραυσθήσεται πᾶσα καρδία, καὶ πᾶσαι χεῖρες παραλυθήσονται, καὶ ἐκψύξει πᾶσα σὰρξ καὶ πᾶν πνεῦμα, καὶ πάντες μηροὶ μολυνθήσονται ὑγρασίᾳ· ἰδοὺ ἔρχεται, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 13] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 14] υἱὲ ἀνθρώπου προφήτευσον, καὶ ἐρεῖς, τάδε λέγει Κύριος, εἰπὸν, ῥομφαία ῥομφαία ὀξύνου καὶ θυμώθητι,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 15] ὅπως σφάξῃς σφάγια, ὀξύνου ὅπως γένῃ εἰς στίλβωσιν, ἑτοίμη εἰς παράλυσιν· σφάζε, ἐξουδένει, ἀπόθου πᾶν ξῦλον.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 16] Καὶ ἔδωκεν αὐτὴν ἑτοίμην τοῦ κρατεῖν χεῖρα αὐτοῦ· ἐξηκονήθη ἡ ῥομφαία, ἐστὶν ἑτοίμη τοῦ δοῦναι αὐτὴν εἰς χεῖρα, ἀποκεντοῦντος.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 17] Ἀνάκραγε καὶ ὀλύλυξον, υἱὲ ἀνθρώπου, ὅτι αὕτη ἐγένετο ἐν τῷ λαῷ μου, αὕτη ἐν πᾶσι τοῖς ἀφηγουμένοις τοῦ Ἰσραήλ· παροικήσουσιν, ἐπὶ ῥομφαίᾳ ἐγένετο ἐν τῷ λαῷ μου· διατοῦτο κρότησον ἐπὶ τὴν χεῖρά σου,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 18] ὅτι δεδικαίωται· καὶ τί εἰ καὶ φυλὴ ἀπωσθῇ; οὐκ ἔσται, λέγει Κύριος Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 19] Καὶ σὺ υἱὲ ἀνθρώπου προφήτευσον, καὶ κρότησον χεῖρα ἐπὶ χεῖρα, καὶ διπλασίασον ῥομφαίαν· ἡ τρίτη ῥομφαία τραυματιῶν ἐστι, ῥομφαία τραυματιῶν ἡ μεγάλη· καὶ ἐκστήσεις αὐτοὺς,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 20] ὅπως μὴ θραυσθῇ ἡ καρδία, καὶ πληθυνθῶσιν οἱ ἀσθενοῦντες ἐπὶ πᾶσαν πύλην, παραδέδονται εἰς σφάγια ῥομφαίας· εὖ γέγονεν εἰς σφαγὴν, εὖ γέγονεν εἰς στίλβωσιν.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 21] Καὶ διαπορεύου, ὀξύνου ἐκ δεξιῶν καὶ ἐξ εὐωνύμων, οὗ ἄν τὸ πρόσωπόν σου ἐξεγείρηται.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 22] Καὶ ἐγὼ δὲ κροτήσω χεῖρά μου πρὸς χεῖρά μου, καὶ ἐναφήσω θυμόν μου, ἐγὼ Κύριος λελάληκα.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 23] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 24] καὶ σὺ, υἱὲ ἀνθρώπου, διάταξον σεαυτῷ δύο ὁδοὺς, τοῦ εἰσελθεῖν ῥομφαίαν βασιλέως Βαβυλῶνος, ἐκ χώρας μιᾶς ἐξελεύσονται αἱ δύο, καὶ χεὶρ ἐν ἀρχῇ ὁδοῦ πόλεως, ἐπʼ ἀρχῆς ὁδοῦ διατάξεις,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 25] τοῦ εἰσελθεῖν ῥομφαίαν ἐπὶ Ῥαββὰθ υἱῶν Ἀμμὼν, καὶ ἐπὶ τὴν Ἰουδαίαν, καὶ ἐπὶ τὴν Ἱερουσαλὴμ, ἐν μέσῳ αὐτῆς.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 26] Διότι στήσεται βασιλεὺς Βαβυλῶνος ἐπὶ τὴν ἀρχαίαν ὁδόν, ἐπʼ ἀρχῆς τῶν δύο ὁδῶν, τοῦ μαντεύσασθαι μαντείαν, τοῦ ἀναβράσαι ῥάβδον, καὶ ἐπερωτῆσαι ἐν τοῖς γλυπτοῖς, καὶ κατασκοπήσασθαι.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 27] Ἐκ δεξιῶν αὐτοῦ ἐγένετο τὸ μαντεῖον ἐπὶ Ἱερουσαλὴμ, τοῦ βαλεῖν χάρακα, τοῦ διανοῖξαι στόμα ἐν βοῇ, ὑψῶσαι φωνὴν μετὰ κραυγῆς, τοῦ βαλεῖν χάρακα ἐπὶ τὰς πύλας αὐτῆς, καὶ βαλεῖν χῶμα, καὶ οἰκοδομῆσαι βελοστάσεις.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 28] Καὶ αὐτός αὐτοῖς ὡς μαντευόμενος μαντείαν ἐνώπιον αὐτῶν, καὶ αὐτὸς ἀναμιμνήσκων ἀδικίας αὐτοῦ μνησθῆναι.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 29] Διατοῦτο τάδε λέγει Κύριος, ἀνθʼ ὧν ἀνεμνήσατε τὰς ἀδικίας ὑμῶν, ἐν τῷ ἀποκαλυφθῆναι τὰς ἀσεβείας ὑμῶν, τοῦ ὀραθῆναι ἁμαρτίας ὑμῶν, ἐν πάσαις ταῖς ἀσεβείαις ὑμῶν καὶ ἐν τοῖς ἐπιτηδεύμασιν ὑμῶν, ἀνθʼ ὧν ἀνεμνήσατε, ἐν τούτοις ἁλώσεσθε.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 30] Καὶ σὺ βέβηλε, ἄνομε, ἀφηγούμενε τοῦ Ἰσραὴλ, οὗ ἥκει ἡ ἡμέρα ἐν καιρῷ ἀδικίας, πέρας,
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 31] τάδε λέγει Κύριος, ἀφείλου τὴν κίδαριν, καὶ ἐπέθου τὸν στέφανον, αὐτῇ οὐ τοιαύτη ἔσται· ἐταπείνωσας τὸ ὑψηλὸν, καὶ ὕψωσας τὸ ταπεινόν.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 32] Ἀδικίαν, ἀδικίαν, ἀδικίαν θήσομαι αὐτὴν, οὐαὶ αὐτῇ, τοιαύτη ἔσται ἕως οὗ ἔλθῃ ᾧ καθήκει, καὶ παραδώσω αὐτῷ.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 33] Καὶ σὺ υἱὲ ἀνθρώπου προφήτευσον, καὶ ἐρεῖς, τάδε λέγει Κύριος πρὸς τοὺς υἱοὺς Ἀμμὼν καὶ πρὸς τὸν ὀνειδισμὸν αὐτῶν· καὶ ἐρεῖς, ῥομφαία ῥομφαία ἐσπασμένη εἰς σφάγια, καὶ ἐσπασμένη εἰς συντέλειαν, ἐγείρου ὅπως στίλβῃς·
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 34] ἐν τῇ ὁράσει σου τῇ ματαίᾳ, καὶ ἐν τῷ μαντεύεσθαί σε ψευδῆ, τοῦ παραδοῦναί σε ἐπὶ τραχήλους τραυματιῶν ἀνόμων, ἥκει ἡ ἡμέρα ἐν καιρῷ ἀδικίας, πέρας.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 35] Ἀπόστρεφε, μὴ καταλύσῃς ἐν τῷ τόπῳ τούτῳ ᾧ γεγέννησαι, ἐν τῇ γῇ τῇ ἰδίᾳ σου κρινῶ σε.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 36] Καὶ ἐκχεῶ ἐπὶ σὲ ὀργήν μου, ἐν πυρὶ ὀργῆς μου ἐμφυσήσω ἐπὶ σὲ, καὶ παραδώσω σε εἰς χεῖρας ἀνδρῶν βαρβάρων τεκταινόντων διαφθοράς.
[LXX | EL | OT | Ezekiel | Chapter 21 | Verse 37] Ἐν πυρὶ ἔσῃ κατάβρωμα, τὸ αἷμά σου ἔσται ἐν μέσῳ τῆς γῆς σου· οὐ μὴ γένηταί σου μνεία, διότι ἐγὼ Κύριος λελάληκα.
