[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 12] Εἰπὸν πρὸς τοὺς υἱοὺς τοῦ λαοῦ σου, δικαιοσύνη δικαίου οὐ μὴ ἐξελεῖται αὐτὸν, ἐν ᾗ ἂν ἡμέρᾳ πλανηθῇ· καὶ ἀνομία ἀσεβοῦς οὐ μὴ κακώσῃ αὐτὸν, ἐν ᾗ ἂν ἡμέρᾳ ἀποστρέψῃ ἀπὸ τῆς ἀνομίας αὐτοῦ· καὶ δίκαιος οὐ μὴ δύνηται σωθῆναι.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 13] Ἐν τῷ εἰπεῖν με τῷ δικαίῳ, οὗτος πέποιθεν ἐπὶ τῇ δικαιοσύνῃ αὐτοῦ, καὶ ποιήσει ἀνομίαν, πᾶσαι αἱ δικαιοσύναι αὐτοῦ οὐ μὴ ἀναμνησθῶσιν, ἐν τῇ ἀδικίᾳ αὐτοῦ ᾗ ἐποίησεν ἐν αὐτῇ ἀποθανεῖται.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 14] Καὶ ἐν τῷ εἰπεῖν με τῷ ἀσεβεῖ, θανάτῳ θανατωθήσῃ, καὶ ἀποστρέψει ἀπὸ τῆς ἁμαρτίαις αὐτοῦ, καὶ ποιήσει κρίμα καὶ δικαιοσύνην,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 15] καὶ ἐνεχύρασμα ἀποδοῖ, καὶ ἁρπάγματα ἀποτίσει, ἐν προστάγμασιν ζωῆς διαπορεύηται, τοῦ μὴ ποιῆσαι ἄδικον, ζωῇ ζήσεται, καὶ οὐ μὴ ἀποθάνῃ.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 16] Πᾶσαι αἱ ἁμαρτίαι αὐτοῦ ἃς ἥμαρτεν, οὐ μὴ ἀναμνησθῶσιν, ὅτι κρίμα καὶ δικαιοσύνην ἐποίησεν, ἐν αὐταῖς ζήσεται.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 17] Καὶ ἐροῦσιν οἱ υἱοὶ τοῦ λαοῦ σου, οὐκ εὐθεῖα ἡ ὁδὸς τοῦ Κυρίου· καὶ αὕτη ἡ ὁδὸς αὐτῶν οὐκ εὐθεῖα.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 18] Ἐν τῷ ἀποστρέψαι δίκαιον ἀπὸ τῆς δικαιοσύνης αὐτοῦ, καὶ ποιήσει ἀνομίας, καὶ ἀποθανεῖται ἐν αὐταῖς.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 19] Καὶ ἐν τῷ ἀποστρέψαι τὸν ἁμαρτωλὸν ἀπὸ τῆς ἀνομίας αὐτοῦ, καὶ ποιήσει κρίμα καὶ δικαιοσύνην, ἐν αὐτοῖς αὐτὸς ζήσεται.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 20] Καὶ τοῦτό ἐστιν ὃ εἴπατε, οὐκ εὐθεῖα ἡ ὁδὸς Κυρίου· ἕκαστον ἐν ταῖς ὁδοῖς αὐτοῦ κρινῶ ὑμᾶς, οἶκος Ἰσραήλ.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 21] Καὶ ἐγενήθη ἐν τῷ δεκάτῳ ἔτει, ἐν τῷ δωδεκάτῳ μηνὶ, πέμπτῃ τοῦ μηνὸς τῆς αἰχμαλωσίας ἡμῶν, ἦλθε πρὸς μὲ ὁ ἀνασωθεὶς ἀπὸ Ἱερουσαλὴμ, λέγων, ἑάλω ἡ πόλις.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 22] Καὶ χεὶρ Κυρίου ἐγενήθη ἐπʼ ἐμὲ ἑσπέρας πρὶν ἐλθεῖν αὐτὸν, καὶ ἤνοιξέ μου τὸ στόμα, ὡς ἦλθε πρὸς μὲ τὸ πρωΐ· καὶ ἀνοιχθὲν τὸ στόμα μου, οὐ συνεσχέθη ἔτι.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 23] Καὶ ἐγενήθη λόγος Κυρίου πρὸς μὲ, λέγων,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 24] υἱὲ ἀνθρώπου, οἱ κατοικοῦντες τὰς ἠρημωμένας ἐπὶ τῆς γῆς τοῦ Ἰσραὴλ, λέγουσιν, εἷς ἦν Ἁβραὰμ, καὶ κατέσχε τὴν γῆν, καὶ ἡμεῖς πλείους ἐσμὲν, ἡμῖν δέδοται ἡ γῆ εἰς κατάσχεσιν.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 25] Διατοῦτο εἰπὸν αὐτοῖς, τάδε λέγει Κύριος Κύριος,
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 27] ζῶ ἐγὼ, εἰ μὴν οἱ ἐν ταῖς ἠρημωμέναις μαχαίραις πεσοῦνται, καὶ οἱ ἐπὶ προσώπου τοῦ πεδίου τοῖς θηρίοις τοῦ ἀγροῦ δοθήσονται εἰς κατάβρωμα, καὶ τοὺς ἐν ταῖς τετειχισμέναις, καὶ τοὺς ἐν τοῖς σπηλαίοις θανάτῳ ἀποκτενῶ.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 28] Καὶ δώσω τὴν γῆν ἔρημον, καὶ ἀπολεῖται ἡ ὕβρις τῆς ἰσχύος αὐτῆς, καὶ ἐρημωθήσεται τὰ ὄρῃ τοῦ Ἰσραὴλ διὰ τὸ μὴ εἶναι διαπορευόμενον.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 29] Καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος· καὶ ποιήσω τὴν γῆν αὐτῶν ἔρημον, καὶ ἐρημωθήσεται διὰ πάντα τὰ βδελύγματα αὐτῶν ἃ ἐποίησαν.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 30] Καὶ σὺ υἱὲ ἀνθρώπου, οἱ υἱοὶ τοῦ λαοῦ σου οἱ λαλοῦντες περὶ σοῦ παρὰ τὰ τείχη καὶ ἐν τοῖς πυλῶσι τῶν οἰκιῶν, καὶ λαλοῦσιν ἄνθρωπος τῷ ἀδελφῷ αὐτοῦ, λέγοντες, συνέλθωμεν, καὶ ἀκούσωμεν τὰ ἐκπορευόμενα παρὰ Κυρίου.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 31] Ἔρχονται πρὸς σὲ, ὡς συμπορεύεται λαὸς, καὶ κάθηνται ἐναντίον σου, καὶ ἀκούουσι τὰ ῥήματά σου, καὶ αὐτὰ οὐ μὴ ποιήσουσιν, ὅτι ψεῦδος ἐν τῷ στόματι αὐτῶν, καὶ ὀπίσω τῶν μιασμάτων ἡ καρδία αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 32] Καὶ γίνῃ αὐτοῖς ὡς φωνὴ ψαλτηρίου ἡδυφώνου εὐαρμόστου, καὶ ἀκούσονταί σου τὰ ῥήματα, καὶ οὐ μὴ ποιήσουσιν αὐτά.
[LXX | EL | OT | Ezekiel | Chapter 33 | Verse 33] Καὶ ἡνίκα ἐὰν ἔλθῃ, ἐροῦσιν, ἰδοὺ ἥκει· καὶ γνώσονται ὅτι προφήτης ἦν ἐν μέσῳ αὐτῶν.
