[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 1] Καὶ ἐγένετο ἐν τῷ ἔτει τῷ ἑβδόμῳ τῇ πεντεκαιδεκάτῃ τοῦ μηνὸς, ἦλθον ἄνδρες ἐκ τῶν πρεσβυτέρων οἴκου Ἰσραὴλ, ἐπερωτῆσαι τὸν Κύριον, καὶ ἐκάθισαν πρὸ προσώπου μου.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 12] Καὶ τὰ σάββατά μου ἔδωκα αὐτοῖς, τοῦ εἶναι εἰς σημεῖον ἀναμέσον ἐμοῦ καὶ ἀναμέσον αὐτῶν, τοῦ γνῶναι αὐτοὺς διότι ἐγὼ Κύριος ὁ ἁγιάζων αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 13] Καὶ εἶπα πρὸς τὸν οἶκον τοῦ Ἰσραὴλ ἐν τῇ ἐρήμῳ, ἐν τοῖς προστάγμασί μου πορεύεσθε· καὶ οὐκ ἐπορεύθησαν· καὶ τὰ δικαιώματά μου ἀπώσαντο, ἃ ποιήσει αὐτὰ ἄνθρωπος καὶ ζήσεται ἐν αὐτοῖς· καὶ τὰ σάββατά μου ἐβεβήλωσαν σφόδρα· καὶ εἶπα τοῦ ἐκχέαι τὸν θυμόν μου ἐπʼ αὐτοὺς ἐν τῇ ἐρήμῳ, τοῦ ἐξαναλῶσαι αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 14] Καὶ ἐποίησα ὅπως τὸ ὄνομά μου τὸ παράπαν μὴ βεβηλωθῇ ἐνώπιον τῶν ἐθνῶν, ὧν ἐξήγαγον αὐτοὺς κατʼ ὀφθαλμοὺς αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 15] Καὶ ἐγὼ ἐξῇρα τὴν χεῖρά μου ἐπʼ αὐτοὺς ἐν τῇ ἐρήμῳ τὸ παράπαν, τοῦ μὴ εἰσαγαγεῖν αὐτοὺς εἰς τὴν γῆν ἣν ἔδωκα αὐτοῖς, γῆν ῥέουσαν γάλα καὶ μέλι· κηρίον ἐστὶ παρὰ πᾶσαν τὴν γῆν·
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 16] Ἀνθʼ ὧν τὰ δικαιώματά μου ἀπώσαντο, καὶ ἐν τοῖς προστάγμασί μου οὐκ ἐπορεύθησαν ἐν αὐτοῖς, καὶ τὰ σάββατά μου ἐβεβήλουν, καὶ ὀπίσω τῶν ἐνθυμημάτων καρδίας αὐτῶν ἐπορεύοντο.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 17] Καὶ ἐφείσατο ὁ ὀφθαλμός μου ἐπʼ αὐτοὺς, τοῦ ἐξαλεῖψαι αὐτοὺς, καὶ οὐκ ἐποίησα αὐτοὺς εἰς συντέλειαν ἐν τῇ ἐρήμῳ.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 18] Καὶ εἶπα πρὸς τὰ τέκνα αὐτῶν ἐν τῇ ἐρήμῳ, ἐν τοῖς νομίμοις τῶν πατέρων ὑμῶν μὴ πορεύεσθε, καὶ τὰ δικαιώματα αὐτῶν μὴ φυλάσσεσθε, καὶ ἐν τοῖς ἐπιτηδεύμασιν αὐτῶν μὴ συναναμίσγεσθε, καὶ μὴ μιαίνεσθε.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 19] Ἐγὼ Κύριος ὁ Θεὸς ὑμῶν· ἐν τοῖς προστάγμασί μου πορεύεσθε, καὶ τὰ δικαιώματά μου φυλάσσεσθε, καὶ ποιεῖτε αὐτά.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 20] Καὶ τὰ σάββατά μου ἁγιάζετε, καὶ ἔστω εἰς σημεῖον ἀναμέσον ἐμοῦ καὶ ὑμῶν, τοῦ γινώσκειν διότι ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 21] Καὶ παρεπίκρανάν με, καὶ τὰ τέκνα αὐτῶν ἐν τοῖς προστάγμασί μου οὐκ ἐπορεύθησαν, καὶ τὰ δικαιώματά μου οὐκ ἐφυλάξαντο τοῦ ποιεῖν αὐτὰ, ἃ ποιήσει ἄνθρωπος καὶ ζήσεται ἐν αὐτοῖς, καὶ τὰ σάββατά μου ἐβεβήλουν· καῖ εἶπα τοῦ ἐκχέαι τὸν θυμόν μου ἐπʼ αὐτοὺς ἐν τῇ ἐρήμῳ, τοῦ συντελέσαι τὴν ὀργήν μου ἐπʼ αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 22] Καὶ ἐποίησα ὅπως τὸ ὄνομά μου τὸ παράπαν μὴ βεβηλωθῇ ἐνώπιον τῶν ἐθνῶν, καὶ ἐξήγαγον αὐτοὺς κατʼ ὀφθαλμοὺς αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 23] Ἐξῇρα τὴν χεῖρά μου ἐπʼ αὐτοὺς ἐν τῇ ἐρήμῳ τοῦ διασκορπίσαι αὐτοὺς ἐν τοῖς ἔθνεσι, διασπεῖραι αὐτοὺς ἐν ταῖς χώραις,
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 24] ἀνθʼ ὧν τὰ δικαιώματά μου οὐκ ἐποίησαν, καὶ τὰ προστάγματά μου ἀπώσαντο, καὶ τὰ σάββατά μου ἐβεβήλουν καὶ ὀπίσω τῶν ἐνθυμημάτων τῶν πατέρων αὐτῶν ἦσαν οἱ ὀφθαλμοὶ αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 25] Καὶ ἐγὼ ἔδωκα αὐτοῖς προστάγματα οὐ καλὰ, καὶ δικαιώματα ἐν οἷς οὐ ζήσονται ἐν αὐτοῖς.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 26] Καὶ μιανῶ αὐτοὺς ἐν τοῖς δόγμασιν αὐτῶν, ἐν τῷ διαπορεύεσθαί με πᾶν διανοῖγον μήτραν, ὅπως ἀφανίσω αὐτούς.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 27] Διατοῦτο λάλησον πρὸς τὸν οἶκον τοῦ Ἰσραὴλ, υἱὲ ἀνθρώπου, καὶ ἐρεῖς πρὸς αὐτοὺς, τάδε λέγει Κύριος, ἕως τούτου παρώργισάν με οἱ πατέρες ὑμῶν ἐν τοῖς παραπτώμασιν αὐτῶν ἐν οἷς παρέπεσον εἰς ἐμέ.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 28] Καὶ εἰσήγαγον αὐτοὺς εἰς τὴν γῆν ἣν ᾖρα τὴν χεῖρά μου δοῦναι αὐτὴν αὐτοῖς· καὶ ἴδον πάντα βουνὸν ὑψηλὸν, καὶ πᾶν ξύλον κατάσκιον, καὶ ἔθυσαν ἐκεῖ τοῖς θεοῖς αὐτῶν, καὶ ἔταξαν ἐκεῖ ὀσμὴν εὐωδίας, καὶ ἔσπεισαν ἐκεῖ τὰς σπονδὰς αὐτῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 29] Καὶ εἶπον πρὸς αὐτοὺς, τί ἐστιν Ἀβαμὰ, ὅτι ὑμεῖς εἰσπορεύεσθε ἐκεῖ; καὶ ἐπεκάλεσαν τὸ ὄνομα αὐτοῦ Ἀβαμὰ, ἕως τῆς σήμερον ἡμέρας·
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 30] Διατοῦτο εἰπὸν πρὸς τὸν οἶκον τοῦ Ἰσραὴλ, τάδε λέγει Κύριος, εἰ ἐν ταῖς ἀνομίαις τῶν πατέρων ὑμῶν ὑμεῖς μιαίνεσθε, καὶ ὀπίσω τῶν βδελυγμάτων αὐτῶν ὑμεῖς ἐκπορνεύετε,
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 31] καὶ ἐν ταῖς ἀπαρχαῖς τῶν δομάτων ὑμῶν, ἐν τοῖς ἀφορισμοῖς οἷς ὑμεῖς μιαίνεσθε ἐν πᾶσι τοῖς ἐνθυμήμασιν ὑμῶν ἕως τῆς σήμερον ἡμέρας, καὶ ἐγὼ ἀποκριθῶ ὑμῖν οἶκος τοῦ Ἰσραήλ; Ζῶ ἐγὼ, λέγει Κύριος, εἰ ἀποκριθήσομαι ὑμῖν, καὶ εἰ ἀναβήσεται ἐπὶ τὸ πνεῦμα ὑμῶν τοῦτο.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 32] Καὶ οὐκ ἔσται ὃν τρόπον ὑμεῖς λέγετε, ἐσόμεθα ὡς τὰ ἔθνη, καὶ ὡς αἱ φυλαὶ τῆς γῆς, τοῦ λατρεύειν ξύλοις καὶ λίθοις.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 33] Διατοῦτο, ζῶ ἐγὼ, λέγει Κύριος, ἐν χειρὶ κραταιᾷ καὶ ἐν βραχίονι ὑψηλῷ καὶ ἐν θυμῷ κεχυμένῳ βασιλεύσω ἐφʼ ὑμᾶς,
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 34] καὶ ἐξάξω ὑμᾶς ἐκ τῶν λαῶν, καὶ εἰσδέξομαι ὑμᾶς ἐκ τῶν χωρῶν οὗ διεσκορπίσθητε ἐν αὐταῖς, ἐν χειρὶ κραταιᾷ καὶ ἐν βραχίονι ὑψηλῷ καὶ ἐν θυμῷ κεχυμένῳ.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 35] Καὶ ἄξω ὑμᾶς εἰς τὴν ἔρημον τῶν λαῶν, καὶ διακριθήσομαι πρὸς ὑμᾶς ἐκεῖ πρόσωπον κατὰ προσώπον.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 36] Ὃν τρόπον διεκρίθην πρὸς τοὺς πατέρας ὑμῶν ἐν τῇ ἐρήμῳ γῆς Αἰγύπτου, οὕτως κρινῶ ὑμᾶς, λέγει Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 37] Καὶ διάξω ὑμᾶς ὑπὸ τὴν ῥάβδον μου, καὶ εἰσάξω ὑμᾶς ἐν ἀριθμῷ.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 38] Καὶ ἐκλέξω ἐξ ὑμῶν τοὺς ἀσεβεῖς καὶ τοὺς ἀφεστηκότας, διότι ἐκ τῆς παροικεσίας αὐτῶν ἐξάξω αὐτοὺς, καὶ εἰς τὴν γῆν τοῦ Ἰσραὴλ οὐκ εἰσελεύσονται· καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος Κύριος.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 39] Καὶ ὑμεῖς οἶκος Ἰσραὴλ, τάδε λέγει Κύριος Κύριος, ἕκαστος τὰ ἐπιτηδεύματα αὐτοῦ ἐξάρατε, καὶ μετὰ ταῦτα εἰ ὑμεῖς εἰσακούετέ μου, καὶ τὸ ὄνομά μου τὸ ἅγιον οὐ βεβηλώσετε οὐκέτι ἐν τοῖς δώροις ὑμῶν καὶ ἐν τοῖς ἐπιτηδεύμασιν ὑμῶν·
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 40] Διότι ἐπι τοῦ ὄρους τοῦ ἁγίου μου, ἐπʼ ὄρους ὑψηλοῦ, λέγει Κύριος Κύριος, ἐκεῖ δουλεύσουσί μοι πᾶς οἶκος Ἰσραὴλ εἰς τέλος· καὶ ἐκεῖ προσδέξομαι, καὶ ἐκεῖ ἐπισκέψομαι τὰς ἀπαρχὰς ὑμῶν, καὶ τὰς ἀπαρχὰς τῶν ἀφορισμῶν ὑμῶν, ἐν πᾶσι τοῖς ἁγιάσμασιν ὑμῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 41] Ἐν ὀσμῇ εὐωδίας προσδέξομαι ὑμᾶς, ἐν τῷ ἐξαγαγεῖν με ὑμᾶς ἐκ τῶν λαῶν, καὶ εἰσδέχεσθαι ὑμᾶς ἐκ τῶν χωρῶν ἐν αἷς διεσκορπίσθητε ἐν αὐταῖς, καὶ ἁγιασθήσομαι ἐν ὑμῖν κατʼ ὀφθαλμοὺς τῶν λαῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 42] Καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος, ἐν τῷ εἰσαγαγεῖν με ὑμᾶς εἰς τὴν γῆν τοῦ Ἰσραὴλ, εἰς τὴν γῆν εἰς ἣν ᾖρα τὴν χεῖρά μου τοῦ δοῦναι αὐτὴν τοῖς πατράσιν ὑμῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 43] Καὶ μνησθήσεσθε ἐκεῖ τὰς ὁδοὺς ὑμῶν, καὶ τὰ ἐπιτηδεύματα ὑμῶν ἐν οἷς ἐμιαίνεσθε ἐν αὐτοῖς, καὶ κόψεσθε τὰ πρόσωπα ὑμῶν ἐν πάσαις ταῖς κακίαις ὑμῶν.
[LXX | EL | OT | Ezekiel | Chapter 20 | Verse 44] Καὶ ἐπιγνώσεσθε διότι ἐγὼ Κύριος, ἐν τῷ ποιῆσαί με οὕτως ὑμῖν, ὅπως τὸ ὄνομά μου μὴ βεβηλωθῇ κατὰ τὰς ὁδοὺς ὑμῶν τὰς κακὰς, καὶ κατὰ τὰ ἐπιτηδεύματα ὑμῶν τὰ διεφθαρμένα, λέγει Κύριος.
