[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 1] And the angel that was sent unto me, whose name was Uriel, gave me an answer,
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 18] If thou wert judge now betwixt these two, whom wouldest thou begin to justify? or whom wouldest thou condemn?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 19] I answered and said, Verily it is a foolish thought that they both have devised, for the ground is given unto the wood, and the sea also hath his place to bear his floods.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 20] Then answered he me, and said, Thou hast given a right judgment, but why judgest thou not thyself also?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 21] For like as the ground is given unto the wood, and the sea to his floods: even so they that dwell upon the earth may understand nothing but that which is upon the earth: and he that dwelleth above the heavens may only understand the things that are above the height of the heavens.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 22] Then answered I and said, I beseech thee, O Lord, let me have understanding:
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 23] for it was not my mind to be curious of the high things, but of such as pass by us daily, namely, wherefore Israel is given up as a reproach to the heathen, and for what cause the people whom thou hast loved is given over unto ungodly nations, and why the law of our forefathers is brought to nought, and the written covenants come to none effect,
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 24] and we pass away out of the world as grasshoppers, and our life is astonishment and fear, and we are not worthy to obtain mercy.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 25] What will he then do unto his name whereby we are called? of these things have I asked.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 26] Then answered he me, and said, The more thou searchest, the more thou shalt marvel; for the world hasteth fast to pass away,
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 27] and cannot comprehend the things that are promised to the righteous in time to come: for this world is full of unrighteousness and infirmities.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 28] But as concerning the things whereof thou askest me, I will tell thee; for the evil is sown, but the destruction thereof is not yet come.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 29] If therefore that which is sown be not turned upside down, and if the place where the evil is sown pass not away, then cannot it come that is sown with good.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 30] For the grain of evil seed hath been sown in the heart of Adam from the beginning, and how much ungodliness hath it brought up unto this time? and how much shall it yet bring forth until the time of threshing come?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 31] Ponder now by thyself, how great fruit of wickedness the grain of evil seed hath brought forth.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 32] And when the ears shall be cut down, which are without number, how great a floor shall they fill?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 33] Then I answered and said, How and when shall these things come to pass? wherefore are our years few and evil?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 34] And he answered me, saying, Do not thou hasten above the most Highest: for thy haste is in vain to be above him, for thou hast much exceeded.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 35] Did not the souls also of the righteous ask question of these things in their chambers, saying, How long shall I hope on this fashion? when cometh the fruit of the floor of our reward?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 36] And unto these things Uriel the archangel gave them answer, and said, Even when the number of seeds is filled in you: for he hath weighed the world in the balance.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 37] By measure hath he measured the times, and by number hath he numbered the times; and he doth not move nor stir them, until the said measure be fulfilled.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 38] Then answered I and said, O Lord that bearest rule, even we all are full of impiety.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 39] And for our sakes peradventure it is that the floors of the righteous are not filled, because of the sins of them that dwell upon the earth.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 40] So he answered me, and said, Go thy way to a woman with child, and ask of her when she hath fulfilled her nine months, if her womb may keep the birth any longer within her.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 41] Then said I, No, Lord, that can she not. And he said unto me, In the grave the chambers of souls are like the womb of a woman:
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 42] for like as a woman that travaileth maketh haste to escape the necessity of the travail: even so do these places haste to deliver those things that are committed unto them.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 43] From the beginning, look, what thou desirest to see, it shall be shewed thee.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 44] Then answered I and said, If I have found favour in thy sight, and if it be possible, and if I be meet therefore,
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 45] shew me then whether there be more to come than is past, or more past than is to come.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 46] What is past I know, but what is for to come I know not.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 47] And he said unto me, Stand up upon the right side, and I shall expound the similitude unto thee.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 48] So I stood, and saw, and behold, a hot burning oven passed by before me: and it happened, that when the flame was gone by, I looked, and behold, the smoke remained still.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 49] After this there passed by before me a watery cloud, and sent down much rain with a storm; and when the stormy rain was past, the drops remained still.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 50] Then said he unto me, Consider with thyself; as the rain is more than the drops, and as the fire is greater than the smoke; but the drops and the smoke remain behind: so the quantity which is past did more exceed.
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 51] Then I prayed, and said, May I live, thinkest thou, until that time? or what shall happen in those days?
[KJV | EN | OT | 2 Esdras | Chapter 4 | Verse 52] He answered me, and said, As for the tokens whereof thou askest me, I may tell thee of them in part: but as touching thy life, I am not sent to shew thee; for I do not know it.
