[ASV | EN | OT | Psalms | Chapter 106 | Verse 1] Praise ye Jehovah. Oh give thanks unto Jehovah; for he is good; For his lovingkindness endureth forever.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 25] But murmured in their tents, And hearkened not unto the voice of Jehovah.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 26] Therefore he sware unto them, That he would overthrow them in the wilderness,
[ASV | EN | OT | Psalms | Chapter 106 | Verse 27] And that he would overthrow their seed among the nations, And scatter them in the lands.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 28] They joined themselves also unto Baal-peor, And ate the sacrifices of the dead.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 29] Thus they provoked him to anger with their doings; And the plague brake in upon them.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 30] Then stood up Phinehas, and executed judgment; And so the plague was stayed.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 31] And that was reckoned unto him for righteousness, Unto all generations forevermore.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 32] They angered him also at the waters of Meribah, So that it went ill with Moses for their sakes;
[ASV | EN | OT | Psalms | Chapter 106 | Verse 33] Because they were rebellious against his spirit, And he spake unadvisedly with his lips.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 34] They did not destroy the peoples, As Jehovah commanded them,
[ASV | EN | OT | Psalms | Chapter 106 | Verse 35] But mingled themselves with the nations, And learned their works,
[ASV | EN | OT | Psalms | Chapter 106 | Verse 36] And served their idols, Which became a snare unto them.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 37] Yea, they sacrificed their sons and their daughters unto demons,
[ASV | EN | OT | Psalms | Chapter 106 | Verse 38] And shed innocent blood, Even the blood of their sons and of their daughters, Whom they sacrificed unto the idols of Canaan; And the land was polluted with blood.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 39] Thus were they defiled with their works, And played the harlot in their doings.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 40] Therefore was the wrath of Jehovah kindled against his people, And he abhorred his inheritance.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 41] And he gave them into the hand of the nations; And they that hated them ruled over them.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 42] Their enemies also oppressed them, And they were brought into subjection under their hand.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 43] Many times did he deliver them; But they were rebellious in their counsel, And were brought low in their iniquity.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 44] Nevertheless he regarded their distress, When he heard their cry:
[ASV | EN | OT | Psalms | Chapter 106 | Verse 45] And he remembered for them his covenant, And repented according to the multitude of his lovingkindnesses.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 46] He made them also to be pitied Of all those that carried them captive.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 47] Save us, O Jehovah our God, And gather us from among the nations, To give thanks unto thy holy name, And to triumph in thy praise.
[ASV | EN | OT | Psalms | Chapter 106 | Verse 48] Blessed be Jehovah, the God of Israel, From everlasting even to everlasting. And let all the people say, Amen. Praise ye Jehovah.
