[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 1] Ἐγένετο δὲ ἐν ταῖς ἡμέραις ἐκείναις ἐξῆλθεν δόγμα παρὰ Καίσαρος Αὐγούστου ἀπογράφεσθαι πᾶσαν τὴν οἰκουμένην·
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 17] ἰδόντες δὲ ⸀ἐγνώρισαν περὶ τοῦ ῥήματος τοῦ λαληθέντος αὐτοῖς περὶ τοῦ παιδίου τούτου.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 18] καὶ πάντες οἱ ἀκούσαντες ἐθαύμασαν περὶ τῶν λαληθέντων ὑπὸ τῶν ποιμένων πρὸς αὐτούς,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 19] ἡ δὲ ⸀Μαρία πάντα συνετήρει τὰ ῥήματα ταῦτα συμβάλλουσα ἐν τῇ καρδίᾳ αὐτῆς.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 20] καὶ ὑπέστρεψαν οἱ ποιμένες δοξάζοντες καὶ αἰνοῦντες τὸν θεὸν ἐπὶ πᾶσιν οἷς ἤκουσαν καὶ εἶδον καθὼς ἐλαλήθη πρὸς αὐτούς.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 21] Καὶ ὅτε ἐπλήσθησαν ἡμέραι ὀκτὼ τοῦ περιτεμεῖν αὐτόν, καὶ ἐκλήθη τὸ ὄνομα αὐτοῦ Ἰησοῦς, τὸ κληθὲν ὑπὸ τοῦ ἀγγέλου πρὸ τοῦ συλλημφθῆναι αὐτὸν ἐν τῇ κοιλίᾳ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 22] Καὶ ὅτε ἐπλήσθησαν αἱ ἡμέραι τοῦ καθαρισμοῦ αὐτῶν κατὰ τὸν νόμον Μωϋσέως, ἀνήγαγον αὐτὸν εἰς Ἱεροσόλυμα παραστῆσαι τῷ κυρίῳ,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 23] καθὼς γέγραπται ἐν νόμῳ κυρίου ὅτι Πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ κυρίῳ κληθήσεται,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 24] καὶ τοῦ δοῦναι θυσίαν κατὰ τὸ εἰρημένον ἐν ⸀τῷ νόμῳ κυρίου, ζεῦγος τρυγόνων ἢ δύο νοσσοὺς περιστερῶν.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 25] Καὶ ἰδοὺ ⸂ἄνθρωπος ἦν⸃ ἐν Ἰερουσαλὴμ ᾧ ὄνομα Συμεών, καὶ ὁ ἄνθρωπος οὗτος δίκαιος καὶ εὐλαβής, προσδεχόμενος παράκλησιν τοῦ Ἰσραήλ, καὶ πνεῦμα ἦν ἅγιον ἐπʼ αὐτόν·
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 26] καὶ ἦν αὐτῷ κεχρηματισμένον ὑπὸ τοῦ πνεύματος τοῦ ἁγίου μὴ ἰδεῖν θάνατον πρὶν ⸂ἢ ἂν⸃ ἴδῃ τὸν χριστὸν κυρίου.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 27] καὶ ἦλθεν ἐν τῷ πνεύματι εἰς τὸ ἱερόν· καὶ ἐν τῷ εἰσαγαγεῖν τοὺς γονεῖς τὸ παιδίον Ἰησοῦν τοῦ ποιῆσαι αὐτοὺς κατὰ τὸ εἰθισμένον τοῦ νόμου περὶ αὐτοῦ
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 28] καὶ αὐτὸς ἐδέξατο αὐτὸ εἰς τὰς ⸀ἀγκάλας καὶ εὐλόγησεν τὸν θεὸν καὶ εἶπεν·
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 29] Νῦν ἀπολύεις τὸν δοῦλόν σου, δέσποτα, κατὰ τὸ ῥῆμά σου ἐν εἰρήνῃ·
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 30] ὅτι εἶδον οἱ ὀφθαλμοί μου τὸ σωτήριόν σου
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 31] ὃ ἡτοίμασας κατὰ πρόσωπον πάντων τῶν λαῶν,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 32] φῶς εἰς ἀποκάλυψιν ἐθνῶν καὶ δόξαν λαοῦ σου Ἰσραήλ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 33] καὶ ἦν ⸂ὁ πατὴρ αὐτοῦ⸃ καὶ ἡ ⸀μήτηρ θαυμάζοντες ἐπὶ τοῖς λαλουμένοις περὶ αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 34] καὶ εὐλόγησεν αὐτοὺς Συμεὼν καὶ εἶπεν πρὸς Μαριὰμ τὴν μητέρα αὐτοῦ· Ἰδοὺ οὗτος κεῖται εἰς πτῶσιν καὶ ἀνάστασιν πολλῶν ἐν τῷ Ἰσραὴλ καὶ εἰς σημεῖον ἀντιλεγόμενον,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 35] καὶ σοῦ ⸀δὲ αὐτῆς τὴν ψυχὴν διελεύσεται ῥομφαία, ὅπως ἂν ἀποκαλυφθῶσιν ἐκ πολλῶν καρδιῶν διαλογισμοί.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 36] Καὶ ἦν Ἅννα προφῆτις, θυγάτηρ Φανουήλ, ἐκ φυλῆς Ἀσήρ (αὕτη προβεβηκυῖα ἐν ἡμέραις πολλαῖς, ζήσασα ⸂μετὰ ἀνδρὸς ἔτη⸃ ἑπτὰ ἀπὸ τῆς παρθενίας αὐτῆς,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 37] καὶ αὐτὴ χήρα ⸀ἕως ἐτῶν ὀγδοήκοντα τεσσάρων,) ἣ οὐκ ⸀ἀφίστατο τοῦ ἱεροῦ νηστείαις καὶ δεήσεσιν λατρεύουσα νύκτα καὶ ἡμέραν.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 38] ⸀καὶ αὐτῇ τῇ ὥρᾳ ἐπιστᾶσα ἀνθωμολογεῖτο τῷ ⸀θεῷ καὶ ἐλάλει περὶ αὐτοῦ πᾶσιν τοῖς προσδεχομένοις ⸀λύτρωσιν Ἰερουσαλήμ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 39] Καὶ ὡς ἐτέλεσαν ⸀πάντα τὰ κατὰ τὸν νόμον κυρίου, ⸀ἐπέστρεψαν εἰς τὴν Γαλιλαίαν ⸀εἰς πόλιν ἑαυτῶν Ναζαρέθ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 40] Τὸ δὲ παιδίον ηὔξανεν καὶ ἐκραταιοῦτο ⸂πληρούμενον σοφίᾳ⸃, καὶ χάρις θεοῦ ἦν ἐπʼ αὐτό.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 41] Καὶ ἐπορεύοντο οἱ γονεῖς αὐτοῦ κατʼ ἔτος εἰς Ἰερουσαλὴμ τῇ ἑορτῇ τοῦ πάσχα.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 42] καὶ ὅτε ἐγένετο ἐτῶν δώδεκα, ⸀ἀναβαινόντων ⸀αὐτῶν κατὰ τὸ ἔθος τῆς ἑορτῆς
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 43] καὶ τελειωσάντων τὰς ἡμέρας, ἐν τῷ ὑποστρέφειν αὐτοὺς ὑπέμεινεν Ἰησοῦς ὁ παῖς ἐν Ἰερουσαλήμ, καὶ οὐκ ⸂ἔγνωσαν οἱ γονεῖς⸃ αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 44] νομίσαντες δὲ αὐτὸν ⸂εἶναι ἐν τῇ συνοδίᾳ⸃ ἦλθον ἡμέρας ὁδὸν καὶ ἀνεζήτουν αὐτὸν ἐν τοῖς συγγενεῦσιν ⸀καὶ τοῖς γνωστοῖς,
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 45] καὶ μὴ ⸀εὑρόντες ὑπέστρεψαν εἰς Ἰερουσαλὴμ ⸀ἀναζητοῦντες αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 46] καὶ ἐγένετο μετὰ ἡμέρας τρεῖς εὗρον αὐτὸν ἐν τῷ ἱερῷ καθεζόμενον ἐν μέσῳ τῶν διδασκάλων καὶ ἀκούοντα αὐτῶν καὶ ἐπερωτῶντα αὐτούς·
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 47] ἐξίσταντο δὲ πάντες οἱ ἀκούοντες αὐτοῦ ἐπὶ τῇ συνέσει καὶ ταῖς ἀποκρίσεσιν αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 48] καὶ ἰδόντες αὐτὸν ἐξεπλάγησαν, καὶ ⸂εἶπεν πρὸς αὐτὸν ἡ μήτηρ αὐτοῦ⸃· Τέκνον, τί ἐποίησας ἡμῖν οὕτως; ἰδοὺ ὁ πατήρ σου καὶ ἐγὼ ὀδυνώμενοι ⸀ἐζητοῦμέν σε.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 49] καὶ εἶπεν πρὸς αὐτούς· Τί ὅτι ἐζητεῖτέ με; οὐκ ᾔδειτε ὅτι ἐν τοῖς τοῦ πατρός μου δεῖ εἶναί με;
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 50] καὶ αὐτοὶ οὐ συνῆκαν τὸ ῥῆμα ὃ ἐλάλησεν αὐτοῖς.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 51] καὶ κατέβη μετʼ αὐτῶν καὶ ἦλθεν εἰς Ναζαρέθ, καὶ ἦν ὑποτασσόμενος αὐτοῖς. καὶ ἡ μήτηρ αὐτοῦ διετήρει πάντα τὰ ῥήματα ⸀ταῦτα ἐν τῇ καρδίᾳ αὐτῆς.
[SBLGNT | EL | NT | Luke | Chapter 2 | Verse 52] Καὶ Ἰησοῦς προέκοπτεν ⸂σοφίᾳ καὶ ἡλικίᾳ⸃ καὶ χάριτι παρὰ θεῷ καὶ ἀνθρώποις.
