[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 1] Καὶ ἐγένετο ἐν τῷ καθεξῆς καὶ αὐτὸς διώδευεν κατὰ πόλιν καὶ κώμην κηρύσσων καὶ εὐαγγελιζόμενος τὴν βασιλείαν τοῦ θεοῦ, καὶ οἱ δώδεκα σὺν αὐτῷ,
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 13] οἱ δὲ ἐπὶ τῆς πέτρας οἳ ὅταν ἀκούσωσιν μετὰ χαρᾶς δέχονται τὸν λόγον, καὶ οὗτοι ῥίζαν οὐκ ἔχουσιν, οἳ πρὸς καιρὸν πιστεύουσιν καὶ ἐν καιρῷ πειρασμοῦ ἀφίστανται.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 14] τὸ δὲ εἰς τὰς ἀκάνθας πεσόν, οὗτοί εἰσιν οἱ ἀκούσαντες, καὶ ὑπὸ μεριμνῶν καὶ πλούτου καὶ ἡδονῶν τοῦ βίου πορευόμενοι συμπνίγονται καὶ οὐ τελεσφοροῦσιν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 15] τὸ δὲ ἐν τῇ καλῇ γῇ, οὗτοί εἰσιν οἵτινες ἐν καρδίᾳ καλῇ καὶ ἀγαθῇ ἀκούσαντες τὸν λόγον κατέχουσιν καὶ καρποφοροῦσιν ἐν ὑπομονῇ.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 16] Οὐδεὶς δὲ λύχνον ἅψας καλύπτει αὐτὸν σκεύει ἢ ὑποκάτω κλίνης τίθησιν, ἀλλʼ ἐπὶ λυχνίας ⸀τίθησιν, ἵνα οἱ εἰσπορευόμενοι βλέπωσιν τὸ φῶς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 17] οὐ γάρ ἐστιν κρυπτὸν ὃ οὐ φανερὸν γενήσεται, οὐδὲ ἀπόκρυφον ὃ οὐ ⸂μὴ γνωσθῇ⸃ καὶ εἰς φανερὸν ἔλθῃ.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 18] βλέπετε οὖν πῶς ἀκούετε· ὃς ⸂ἂν γὰρ⸃ ἔχῃ, δοθήσεται αὐτῷ, καὶ ὃς ⸀ἂν μὴ ἔχῃ, καὶ ὃ δοκεῖ ἔχειν ἀρθήσεται ἀπʼ αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 19] ⸀Παρεγένετο δὲ πρὸς αὐτὸν ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ οὐκ ἠδύναντο συντυχεῖν αὐτῷ διὰ τὸν ὄχλον.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 20] ⸂ἀπηγγέλη δὲ⸃ ⸀αὐτῷ· Ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἑστήκασιν ἔξω ἰδεῖν ⸂σε θέλοντες⸃.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 21] ὁ δὲ ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν οἱ τὸν λόγον τοῦ θεοῦ ἀκούοντες καὶ ⸀ποιοῦντες.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 22] ⸂Ἐγένετο δὲ⸃ ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἐνέβη εἰς πλοῖον καὶ οἱ μαθηταὶ αὐτοῦ, καὶ εἶπεν πρὸς αὐτούς· Διέλθωμεν εἰς τὸ πέραν τῆς λίμνης, καὶ ἀνήχθησαν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 23] πλεόντων δὲ αὐτῶν ἀφύπνωσεν. καὶ κατέβη λαῖλαψ ἀνέμου εἰς τὴν λίμνην, καὶ συνεπληροῦντο καὶ ἐκινδύνευον.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 24] προσελθόντες δὲ διήγειραν αὐτὸν λέγοντες· Ἐπιστάτα ἐπιστάτα, ἀπολλύμεθα· ὁ δὲ ⸀διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ τῷ κλύδωνι τοῦ ὕδατος, καὶ ἐπαύσαντο, καὶ ἐγένετο γαλήνη.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 25] εἶπεν δὲ αὐτοῖς· ⸀Ποῦ ἡ πίστις ὑμῶν; φοβηθέντες δὲ ἐθαύμασαν, λέγοντες πρὸς ἀλλήλους· Τίς ἄρα οὗτός ἐστιν ὅτι καὶ τοῖς ἀνέμοις ἐπιτάσσει καὶ τῷ ὕδατι, καὶ ὑπακούουσιν αὐτῷ;
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 26] Καὶ κατέπλευσαν εἰς τὴν χώραν τῶν ⸀Γερασηνῶν, ἥτις ἐστὶν ἀντιπέρα τῆς Γαλιλαίας.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 27] ἐξελθόντι δὲ αὐτῷ ἐπὶ τὴν γῆν ⸀ὑπήντησεν ἀνήρ τις ἐκ τῆς πόλεως ⸀ἔχων δαιμόνια· ⸂καὶ χρόνῳ ἱκανῷ οὐκ ἐνεδύσατο ἱμάτιον⸃, καὶ ἐν οἰκίᾳ οὐκ ἔμενεν ἀλλʼ ἐν τοῖς μνήμασιν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 28] ἰδὼν δὲ τὸν ⸀Ἰησοῦν ἀνακράξας προσέπεσεν αὐτῷ καὶ φωνῇ μεγάλῃ εἶπεν· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; δέομαί σου, μή με βασανίσῃς·
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 29] ⸀παρήγγελλεν γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου. πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ⸀ἐδεσμεύετο ἁλύσεσιν καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ⸀ὑπὸ τοῦ ⸀δαιμονίου εἰς τὰς ἐρήμους.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 30] ἐπηρώτησεν δὲ αὐτὸν ὁ ⸀Ἰησοῦς· Τί σοι ⸂ὄνομά ἐστιν⸃; ὁ δὲ εἶπεν· Λεγιών, ὅτι ⸂εἰσῆλθεν δαιμόνια πολλὰ⸃ εἰς αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 31] καὶ ⸀παρεκάλουν αὐτὸν ἵνα μὴ ἐπιτάξῃ αὐτοῖς εἰς τὴν ἄβυσσον ἀπελθεῖν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 32] Ἦν δὲ ἐκεῖ ἀγέλη χοίρων ἱκανῶν ⸀βοσκομένη ἐν τῷ ὄρει· καὶ ⸀παρεκάλεσαν αὐτὸν ἵνα ἐπιτρέψῃ αὐτοῖς εἰς ἐκείνους εἰσελθεῖν· καὶ ἐπέτρεψεν αὐτοῖς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 33] ἐξελθόντα δὲ τὰ δαιμόνια ἀπὸ τοῦ ἀνθρώπου εἰσῆλθον εἰς τοὺς χοίρους, καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν λίμνην καὶ ἀπεπνίγη.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 34] Ἰδόντες δὲ οἱ βόσκοντες τὸ ⸀γεγονὸς ἔφυγον καὶ ἀπήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 35] ἐξῆλθον δὲ ἰδεῖν τὸ γεγονὸς καὶ ἦλθον πρὸς τὸν Ἰησοῦν, καὶ εὗρον καθήμενον τὸν ἄνθρωπον ἀφʼ οὗ τὰ δαιμόνια ⸀ἐξῆλθεν ἱματισμένον καὶ σωφρονοῦντα παρὰ τοὺς πόδας τοῦ Ἰησοῦ, καὶ ἐφοβήθησαν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 36] ἀπήγγειλαν δὲ ⸀αὐτοῖς οἱ ἰδόντες πῶς ἐσώθη ὁ δαιμονισθείς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 37] καὶ ⸀ἠρώτησεν αὐτὸν ἅπαν τὸ πλῆθος τῆς περιχώρου τῶν ⸀Γερασηνῶν ἀπελθεῖν ἀπʼ αὐτῶν, ὅτι φόβῳ μεγάλῳ συνείχοντο· αὐτὸς δὲ ἐμβὰς ⸀εἰς πλοῖον ὑπέστρεψεν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 38] ἐδεῖτο δὲ αὐτοῦ ὁ ἀνὴρ ἀφʼ οὗ ἐξεληλύθει τὰ δαιμόνια εἶναι σὺν αὐτῷ· ἀπέλυσεν δὲ ⸀αὐτὸν λέγων·
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 39] Ὑπόστρεφε εἰς τὸν οἶκόν σου, καὶ διηγοῦ ὅσα ⸂σοι ἐποίησεν⸃ ὁ θεός. καὶ ἀπῆλθεν καθʼ ὅλην τὴν πόλιν κηρύσσων ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 40] ⸂Ἐν δὲ⸃ τῷ ⸀ὑποστρέφειν τὸν Ἰησοῦν ἀπεδέξατο αὐτὸν ὁ ὄχλος, ἦσαν γὰρ πάντες προσδοκῶντες αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 41] καὶ ἰδοὺ ἦλθεν ἀνὴρ ᾧ ὄνομα Ἰάϊρος, καὶ ⸀οὗτος ἄρχων τῆς συναγωγῆς ὑπῆρχεν, καὶ πεσὼν παρὰ τοὺς πόδας ⸀τοῦ Ἰησοῦ παρεκάλει αὐτὸν εἰσελθεῖν εἰς τὸν οἶκον αὐτοῦ,
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 42] ὅτι θυγάτηρ μονογενὴς ἦν αὐτῷ ὡς ἐτῶν δώδεκα καὶ αὐτὴ ἀπέθνῃσκεν. Ἐν δὲ τῷ ὑπάγειν αὐτὸν οἱ ὄχλοι συνέπνιγον αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 43] καὶ γυνὴ οὖσα ἐν ῥύσει αἵματος ἀπὸ ἐτῶν δώδεκα, ἥτις ⸂ἰατροῖς προσαναλώσασα ὅλον τὸν βίον⸃ οὐκ ἴσχυσεν ⸀ἀπʼ οὐδενὸς θεραπευθῆναι,
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 44] προσελθοῦσα ὄπισθεν ἥψατο τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ, καὶ παραχρῆμα ἔστη ἡ ῥύσις τοῦ αἵματος αὐτῆς.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 45] καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 46] ὁ δὲ Ἰησοῦς εἶπεν· Ἥψατό μού τις, ἐγὼ γὰρ ἔγνων δύναμιν ⸀ἐξεληλυθυῖαν ἀπʼ ἐμοῦ.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 47] ἰδοῦσα δὲ ἡ γυνὴ ὅτι οὐκ ἔλαθεν τρέμουσα ἦλθεν καὶ προσπεσοῦσα αὐτῷ διʼ ἣν αἰτίαν ἥψατο αὐτοῦ ⸀ἀπήγγειλεν ἐνώπιον παντὸς τοῦ λαοῦ καὶ ὡς ἰάθη παραχρῆμα.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 48] ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 49] Ἔτι αὐτοῦ λαλοῦντος ἔρχεταί τις παρὰ τοῦ ἀρχισυναγώγου ⸀λέγων ὅτι Τέθνηκεν ἡ θυγάτηρ σου, ⸀μηκέτι σκύλλε τὸν διδάσκαλον.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 50] ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη ⸀αὐτῷ· Μὴ φοβοῦ, μόνον ⸀πίστευσον, καὶ σωθήσεται.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 51] ἐλθὼν δὲ εἰς τὴν οἰκίαν οὐκ ἀφῆκεν εἰσελθεῖν ⸂τινα σὺν αὐτῷ⸃ εἰ μὴ Πέτρον καὶ Ἰωάννην καὶ Ἰάκωβον καὶ τὸν πατέρα τῆς παιδὸς καὶ τὴν μητέρα.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 52] ἔκλαιον δὲ πάντες καὶ ἐκόπτοντο αὐτήν. ὁ δὲ εἶπεν· Μὴ κλαίετε, ⸂οὐ γὰρ⸃ ἀπέθανεν ἀλλὰ καθεύδει.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 53] καὶ κατεγέλων αὐτοῦ, εἰδότες ὅτι ἀπέθανεν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 54] αὐτὸς ⸀δὲ κρατήσας τῆς χειρὸς αὐτῆς ἐφώνησεν λέγων· Ἡ παῖς, ⸀ἔγειρε.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 55] καὶ ἐπέστρεψεν τὸ πνεῦμα αὐτῆς, καὶ ἀνέστη παραχρῆμα, καὶ διέταξεν αὐτῇ δοθῆναι φαγεῖν.
[SBLGNT | EL | NT | Luke | Chapter 8 | Verse 56] καὶ ἐξέστησαν οἱ γονεῖς αὐτῆς· ὁ δὲ παρήγγειλεν αὐτοῖς μηδενὶ εἰπεῖν τὸ γεγονός.
