[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 1] Ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ ⸀καὶ ἀκούειν τὸν λόγον τοῦ θεοῦ καὶ αὐτὸς ἦν ἑστὼς παρὰ τὴν λίμνην Γεννησαρέτ,
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 20] καὶ ἰδὼν τὴν πίστιν αὐτῶν ⸀εἶπεν· Ἄνθρωπε, ἀφέωνταί σοι αἱ ἁμαρτίαι σου.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 21] καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι λέγοντες· Τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; τίς δύναται ⸂ἁμαρτίας ἀφεῖναι⸃ εἰ μὴ μόνος ὁ θεός;
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 22] ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 23] τί ἐστιν εὐκοπώτερον, εἰπεῖν· Ἀφέωνταί σοι αἱ ἁμαρτίαι σου, ἢ εἰπεῖν· ⸀Ἔγειρε καὶ περιπάτει;
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 24] ἵνα δὲ εἰδῆτε ὅτι ⸂ὁ υἱὸς τοῦ ἀνθρώπου ἐξουσίαν ἔχει⸃ ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας— εἶπεν τῷ παραλελυμένῳ· Σοὶ λέγω, ⸀ἔγειρε καὶ ἄρας τὸ κλινίδιόν σου πορεύου εἰς τὸν οἶκόν σου.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 25] καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν, ἄρας ἐφʼ ὃ κατέκειτο, ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ δοξάζων τὸν θεόν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 26] καὶ ἔκστασις ἔλαβεν ἅπαντας καὶ ἐδόξαζον τὸν θεόν, καὶ ἐπλήσθησαν φόβου λέγοντες ὅτι Εἴδομεν παράδοξα σήμερον.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 27] Καὶ μετὰ ταῦτα ἐξῆλθεν καὶ ἐθεάσατο τελώνην ὀνόματι Λευὶν καθήμενον ἐπὶ τὸ τελώνιον, καὶ εἶπεν αὐτῷ· Ἀκολούθει μοι.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 28] καὶ καταλιπὼν ⸀πάντα ἀναστὰς ⸀ἠκολούθει αὐτῷ.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 29] Καὶ ἐποίησεν δοχὴν μεγάλην Λευὶς αὐτῷ ἐν τῇ οἰκίᾳ αὐτοῦ· καὶ ἦν ὄχλος ⸂πολὺς τελωνῶν⸃ καὶ ἄλλων οἳ ἦσαν μετʼ αὐτῶν κατακείμενοι.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 30] καὶ ἐγόγγυζον οἱ ⸂Φαρισαῖοι καὶ οἱ γραμματεῖς αὐτῶν⸃ πρὸς τοὺς μαθητὰς αὐτοῦ λέγοντες· Διὰ τί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίετε καὶ πίνετε;
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 31] καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς αὐτούς· Οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλὰ οἱ κακῶς ἔχοντες·
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 32] οὐκ ἐλήλυθα καλέσαι δικαίους ἀλλὰ ἁμαρτωλοὺς εἰς μετάνοιαν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 33] Οἱ δὲ εἶπαν πρὸς αὐτόν· ⸀Οἱ μαθηταὶ Ἰωάννου νηστεύουσιν πυκνὰ καὶ δεήσεις ποιοῦνται, ὁμοίως καὶ οἱ τῶν Φαρισαίων, οἱ δὲ σοὶ ἐσθίουσιν καὶ πίνουσιν.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 34] ὁ ⸀δὲ εἶπεν πρὸς αὐτούς· Μὴ δύνασθε τοὺς υἱοὺς τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετʼ αὐτῶν ἐστιν ποιῆσαι ⸀νηστεῦσαι;
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 35] ἐλεύσονται δὲ ἡμέραι, καὶ ὅταν ἀπαρθῇ ἀπʼ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 36] ἔλεγεν δὲ καὶ παραβολὴν πρὸς αὐτοὺς ὅτι Οὐδεὶς ἐπίβλημα ⸀ἀπὸ ἱματίου καινοῦ ⸀σχίσας ἐπιβάλλει ἐπὶ ἱμάτιον παλαιόν· εἰ δὲ μήγε, καὶ τὸ καινὸν ⸀σχίσει καὶ τῷ παλαιῷ οὐ ⸂συμφωνήσει τὸ ἐπίβλημα⸃ τὸ ἀπὸ τοῦ καινοῦ.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 37] καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μήγε, ῥήξει ὁ ⸂οἶνος ὁ νέος⸃ τοὺς ἀσκούς, καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοὶ ἀπολοῦνται·
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 38] ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς ⸀βλητέον.
[SBLGNT | EL | NT | Luke | Chapter 5 | Verse 39] ⸀καὶ οὐδεὶς πιὼν ⸀παλαιὸν θέλει νέον· λέγει γάρ· Ὁ παλαιὸς ⸀χρηστός ἐστιν.
