[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 1] ⸀Ἐπειδὴ ἐπλήρωσεν πάντα τὰ ῥήματα αὐτοῦ εἰς τὰς ἀκοὰς τοῦ λαοῦ, εἰσῆλθεν εἰς Καφαρναούμ.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 25] ἀλλὰ τί ⸀ἐξήλθατε ἰδεῖν; ἄνθρωπον ἐν μαλακοῖς ἱματίοις ἠμφιεσμένον; ἰδοὺ οἱ ἐν ἱματισμῷ ἐνδόξῳ καὶ τρυφῇ ὑπάρχοντες ἐν τοῖς βασιλείοις εἰσίν.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 26] ἀλλὰ τί ⸀ἐξήλθατε ἰδεῖν; προφήτην; ναί, λέγω ὑμῖν, καὶ περισσότερον προφήτου.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 27] οὗτός ἐστιν περὶ οὗ γέγραπται· ⸀Ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ὃς κατασκευάσει τὴν ὁδόν σου ἔμπροσθέν σου.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 28] ⸀λέγω ὑμῖν, μείζων ἐν γεννητοῖς γυναικῶν ⸀Ἰωάννου οὐδείς ἐστιν· ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τοῦ θεοῦ μείζων αὐτοῦ ἐστιν.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 29] (καὶ πᾶς ὁ λαὸς ἀκούσας καὶ οἱ τελῶναι ἐδικαίωσαν τὸν θεόν, βαπτισθέντες τὸ βάπτισμα Ἰωάννου·
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 30] οἱ δὲ Φαρισαῖοι καὶ οἱ νομικοὶ τὴν βουλὴν τοῦ θεοῦ ἠθέτησαν εἰς ἑαυτούς, μὴ βαπτισθέντες ὑπʼ αὐτοῦ.)
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 31] Τίνι οὖν ὁμοιώσω τοὺς ἀνθρώπους τῆς γενεᾶς ταύτης, καὶ τίνι εἰσὶν ὅμοιοι;
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 32] ὅμοιοί εἰσιν παιδίοις τοῖς ἐν ἀγορᾷ καθημένοις καὶ προσφωνοῦσιν ἀλλήλοις, ⸂ἃ λέγει⸃· Ηὐλήσαμεν ὑμῖν καὶ οὐκ ὠρχήσασθε· ⸀ἐθρηνήσαμεν καὶ οὐκ ἐκλαύσατε·
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 33] ἐλήλυθεν γὰρ Ἰωάννης ὁ βαπτιστὴς ⸀μὴ ⸂ἐσθίων ἄρτον μήτε πίνων οἶνον⸃, καὶ λέγετε· Δαιμόνιον ἔχει·
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 34] ἐλήλυθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγετε· Ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, φίλος τελωνῶν καὶ ἁμαρτωλῶν.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 35] καὶ ἐδικαιώθη ἡ σοφία ἀπὸ ⸂πάντων τῶν τέκνων αὐτῆς⸃.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 36] Ἠρώτα δέ τις αὐτὸν τῶν Φαρισαίων ἵνα φάγῃ μετʼ αὐτοῦ· καὶ εἰσελθὼν εἰς ⸂τὸν οἶκον⸃ τοῦ Φαρισαίου ⸀κατεκλίθη.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 37] καὶ ἰδοὺ γυνὴ ⸂ἥτις ἦν ἐν τῇ πόλει⸃ ἁμαρτωλός, ⸀καὶ ἐπιγνοῦσα ὅτι ⸀κατάκειται ἐν τῇ οἰκίᾳ τοῦ Φαρισαίου, κομίσασα ἀλάβαστρον μύρου
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 38] καὶ στᾶσα ⸂ὀπίσω παρὰ τοὺς πόδας αὐτοῦ⸃ κλαίουσα, ⸂τοῖς δάκρυσιν ἤρξατο βρέχειν τοὺς πόδας αὐτοῦ⸃ καὶ ταῖς θριξὶν τῆς κεφαλῆς αὐτῆς ἐξέμασσεν, καὶ κατεφίλει τοὺς πόδας αὐτοῦ καὶ ἤλειφεν τῷ μύρῳ.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 39] ἰδὼν δὲ ὁ Φαρισαῖος ὁ καλέσας αὐτὸν εἶπεν ἐν ἑαυτῷ λέγων· Οὗτος εἰ ⸀ἦν προφήτης, ἐγίνωσκεν ἂν τίς καὶ ποταπὴ ἡ γυνὴ ἥτις ἅπτεται αὐτοῦ, ὅτι ἁμαρτωλός ἐστιν.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 40] καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν· Σίμων, ἔχω σοί τι εἰπεῖν. ὁ δέ· ⸂Διδάσκαλε, εἰπέ, φησίν⸃.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 41] δύο χρεοφειλέται ἦσαν δανιστῇ τινι· ὁ εἷς ὤφειλεν δηνάρια πεντακόσια, ὁ δὲ ἕτερος πεντήκοντα.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 42] μὴ ⸀ἐχόντων αὐτῶν ἀποδοῦναι ἀμφοτέροις ἐχαρίσατο. τίς οὖν ⸀αὐτῶν πλεῖον ⸂ἀγαπήσει αὐτόν⸃;
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 43] ⸀ἀποκριθεὶς Σίμων εἶπεν· Ὑπολαμβάνω ὅτι ᾧ τὸ πλεῖον ἐχαρίσατο. ὁ δὲ εἶπεν αὐτῷ· Ὀρθῶς ἔκρινας.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 44] καὶ στραφεὶς πρὸς τὴν γυναῖκα τῷ Σίμωνι ἔφη· Βλέπεις ταύτην τὴν γυναῖκα; εἰσῆλθόν σου εἰς τὴν οἰκίαν, ὕδωρ ⸀μοι ἐπὶ ⸀πόδας οὐκ ἔδωκας· αὕτη δὲ τοῖς δάκρυσιν ἔβρεξέν μου τοὺς πόδας καὶ ταῖς ⸀θριξὶν αὐτῆς ἐξέμαξεν.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 45] φίλημά μοι οὐκ ἔδωκας· αὕτη δὲ ἀφʼ ἧς εἰσῆλθον οὐ διέλιπεν καταφιλοῦσά μου τοὺς πόδας.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 46] ἐλαίῳ τὴν κεφαλήν μου οὐκ ἤλειψας· αὕτη δὲ μύρῳ ἤλειψεν ⸂τοὺς πόδας μου⸃.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 47] οὗ χάριν, λέγω σοι, ἀφέωνται αἱ ἁμαρτίαι αὐτῆς αἱ πολλαί, ὅτι ἠγάπησεν πολύ· ᾧ δὲ ὀλίγον ἀφίεται, ὀλίγον ἀγαπᾷ.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 48] εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι.
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 49] καὶ ἤρξαντο οἱ συνανακείμενοι λέγειν ἐν ἑαυτοῖς· Τίς οὗτός ἐστιν ὃς καὶ ἁμαρτίας ἀφίησιν;
[SBLGNT | EL | NT | Luke | Chapter 7 | Verse 50] εἶπεν δὲ πρὸς τὴν γυναῖκα· Ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην.
