[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 1] Εἶπεν δὲ πρὸς τοὺς μαθητὰς ⸀αὐτοῦ· Ἀνένδεκτόν ἐστιν τοῦ ⸂τὰ σκάνδαλα μὴ ἐλθεῖν⸃, ⸂πλὴν οὐαὶ⸃ διʼ οὗ ἔρχεται·
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 12] καὶ εἰσερχομένου αὐτοῦ εἴς τινα κώμην ⸀ἀπήντησαν δέκα λεπροὶ ἄνδρες, οἳ ⸀ἔστησαν πόρρωθεν,
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 13] καὶ αὐτοὶ ἦραν φωνὴν λέγοντες· Ἰησοῦ ἐπιστάτα, ἐλέησον ἡμᾶς.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 14] καὶ ἰδὼν εἶπεν αὐτοῖς· Πορευθέντες ἐπιδείξατε ἑαυτοὺς τοῖς ἱερεῦσιν. καὶ ἐγένετο ἐν τῷ ὑπάγειν αὐτοὺς ἐκαθαρίσθησαν.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 15] εἷς δὲ ἐξ αὐτῶν, ἰδὼν ὅτι ἰάθη, ὑπέστρεψεν μετὰ φωνῆς μεγάλης δοξάζων τὸν θεόν,
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 16] καὶ ἔπεσεν ἐπὶ πρόσωπον παρὰ τοὺς πόδας αὐτοῦ εὐχαριστῶν αὐτῷ· καὶ αὐτὸς ἦν Σαμαρίτης.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 17] ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· ⸀Οὐχὶ οἱ δέκα ἐκαθαρίσθησαν; οἱ δὲ ἐννέα ποῦ;
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 18] οὐχ εὑρέθησαν ὑποστρέψαντες δοῦναι δόξαν τῷ θεῷ εἰ μὴ ὁ ἀλλογενὴς οὗτος;
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 19] καὶ εἶπεν αὐτῷ· Ἀναστὰς πορεύου· ἡ πίστις σου σέσωκέν σε.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 20] Ἐπερωτηθεὶς δὲ ὑπὸ τῶν Φαρισαίων πότε ἔρχεται ἡ βασιλεία τοῦ θεοῦ ἀπεκρίθη αὐτοῖς καὶ εἶπεν· Οὐκ ἔρχεται ἡ βασιλεία τοῦ θεοῦ μετὰ παρατηρήσεως,
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 21] οὐδὲ ἐροῦσιν· Ἰδοὺ ὧδε ἤ· ⸀Ἐκεῖ· ἰδοὺ γὰρ ἡ βασιλεία τοῦ θεοῦ ἐντὸς ὑμῶν ἐστιν.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 22] Εἶπεν δὲ πρὸς τοὺς μαθητάς· Ἐλεύσονται ἡμέραι ὅτε ἐπιθυμήσετε μίαν τῶν ἡμερῶν τοῦ υἱοῦ τοῦ ἀνθρώπου ἰδεῖν καὶ οὐκ ὄψεσθε.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 23] καὶ ἐροῦσιν ὑμῖν· Ἰδοὺ ⸂ἐκεῖ· Ἰδοὺ ὧδε⸃· μὴ ἀπέλθητε μηδὲ διώξητε.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 24] ὥσπερ γὰρ ἡ ⸀ἀστραπὴ ἀστράπτουσα ἐκ τῆς ⸂ὑπὸ τὸν⸃ οὐρανὸν εἰς τὴν ὑπʼ οὐρανὸν λάμπει, οὕτως ἔσται ὁ υἱὸς τοῦ ἀνθρώπου ⸂ἐν τῇ ἡμέρᾳ αὐτοῦ⸃.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 25] πρῶτον δὲ δεῖ αὐτὸν πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῆς γενεᾶς ταύτης.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 26] καὶ καθὼς ἐγένετο ἐν ταῖς ἡμέραις Νῶε, οὕτως ἔσται καὶ ἐν ταῖς ἡμέραις τοῦ υἱοῦ τοῦ ἀνθρώπου·
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 27] ἤσθιον, ἔπινον, ἐγάμουν, ⸀ἐγαμίζοντο, ἄχρι ἧς ἡμέρας εἰσῆλθεν Νῶε εἰς τὴν κιβωτόν, καὶ ἦλθεν ὁ κατακλυσμὸς καὶ ἀπώλεσεν ⸀πάντας.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 28] ὁμοίως ⸀καθὼς ἐγένετο ἐν ταῖς ἡμέραις Λώτ· ἤσθιον, ἔπινον, ἠγόραζον, ἐπώλουν, ἐφύτευον, ᾠκοδόμουν·
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 29] ᾗ δὲ ἡμέρᾳ ἐξῆλθεν Λὼτ ἀπὸ Σοδόμων, ἔβρεξεν πῦρ καὶ θεῖον ἀπʼ οὐρανοῦ καὶ ἀπώλεσεν ⸀πάντας.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 30] κατὰ ⸂τὰ αὐτὰ⸃ ἔσται ᾗ ἡμέρᾳ ὁ υἱὸς τοῦ ἀνθρώπου ἀποκαλύπτεται.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 31] ἐν ἐκείνῃ τῇ ἡμέρᾳ ὃς ἔσται ἐπὶ τοῦ δώματος καὶ τὰ σκεύη αὐτοῦ ἐν τῇ οἰκίᾳ, μὴ καταβάτω ἆραι αὐτά, καὶ ὁ ⸀ἐν ἀγρῷ ὁμοίως μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 32] μνημονεύετε τῆς γυναικὸς Λώτ.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 33] ὃς ἐὰν ζητήσῃ τὴν ψυχὴν αὐτοῦ ⸀περιποιήσασθαι ἀπολέσει αὐτήν, ⸂ὃς δʼ ἂν⸃ ⸀ἀπολέσῃ ζῳογονήσει αὐτήν.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 34] λέγω ὑμῖν, ταύτῃ τῇ νυκτὶ ἔσονται δύο ἐπὶ κλίνης μιᾶς, ⸀ὁ εἷς παραλημφθήσεται καὶ ὁ ἕτερος ἀφεθήσεται·
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 35] ⸂ἔσονται δύο⸃ ἀλήθουσαι ἐπὶ τὸ αὐτό, ⸀ἡ μία παραλημφθήσεται ⸂ἡ δὲ⸃ ἑτέρα ⸀ἀφεθήσεται.
[SBLGNT | EL | NT | Luke | Chapter 17 | Verse 37] καὶ ἀποκριθέντες λέγουσιν αὐτῷ· Ποῦ, κύριε; ὁ δὲ εἶπεν αὐτοῖς· Ὅπου τὸ σῶμα, ἐκεῖ ⸂καὶ οἱ ἀετοὶ ἐπισυναχθήσονται⸃.
