[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 1] Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν τόπῳ τινὶ προσευχόμενον, ὡς ἐπαύσατο, εἶπέν τις τῶν μαθητῶν αὐτοῦ πρὸς αὐτόν· Κύριε, δίδαξον ἡμᾶς προσεύχεσθαι, καθὼς καὶ Ἰωάννης ἐδίδαξεν τοὺς μαθητὰς αὐτοῦ.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 44] οὐαὶ ⸀ὑμῖν, ὅτι ἐστὲ ὡς τὰ μνημεῖα τὰ ἄδηλα, καὶ οἱ ἄνθρωποι ⸀οἱ περιπατοῦντες ἐπάνω οὐκ οἴδασιν.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 45] Ἀποκριθεὶς δέ τις τῶν νομικῶν λέγει αὐτῷ· Διδάσκαλε, ταῦτα λέγων καὶ ἡμᾶς ὑβρίζεις.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 46] ὁ δὲ εἶπεν· Καὶ ὑμῖν τοῖς νομικοῖς οὐαί, ὅτι φορτίζετε τοὺς ἀνθρώπους φορτία δυσβάστακτα, καὶ αὐτοὶ ἑνὶ τῶν δακτύλων ὑμῶν οὐ προσψαύετε τοῖς φορτίοις.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 47] οὐαὶ ὑμῖν, ὅτι οἰκοδομεῖτε τὰ μνημεῖα τῶν προφητῶν οἱ δὲ πατέρες ὑμῶν ἀπέκτειναν αὐτούς.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 48] ἄρα ⸂μάρτυρές ἐστε⸃ καὶ συνευδοκεῖτε τοῖς ἔργοις τῶν πατέρων ὑμῶν, ὅτι αὐτοὶ μὲν ἀπέκτειναν αὐτοὺς ὑμεῖς δὲ ⸀οἰκοδομεῖτε.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 49] διὰ τοῦτο καὶ ἡ σοφία τοῦ θεοῦ εἶπεν· Ἀποστελῶ εἰς αὐτοὺς προφήτας καὶ ἀποστόλους, καὶ ἐξ αὐτῶν ἀποκτενοῦσιν καὶ ⸀διώξουσιν,
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 50] ἵνα ἐκζητηθῇ τὸ αἷμα πάντων τῶν προφητῶν τὸ ἐκκεχυμένον ἀπὸ καταβολῆς κόσμου ἀπὸ τῆς γενεᾶς ταύτης,
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 51] ⸀ἀπὸ αἵματος Ἅβελ ⸀ἕως αἵματος Ζαχαρίου τοῦ ἀπολομένου μεταξὺ τοῦ θυσιαστηρίου καὶ τοῦ οἴκου· ναί, λέγω ὑμῖν, ἐκζητηθήσεται ἀπὸ τῆς γενεᾶς ταύτης.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 52] οὐαὶ ὑμῖν τοῖς νομικοῖς, ὅτι ἤρατε τὴν κλεῖδα τῆς γνώσεως· αὐτοὶ οὐκ εἰσήλθατε καὶ τοὺς εἰσερχομένους ἐκωλύσατε.
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 53] ⸂Κἀκεῖθεν ἐξελθόντος αὐτοῦ⸃ ἤρξαντο οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι δεινῶς ἐνέχειν καὶ ἀποστοματίζειν αὐτὸν περὶ πλειόνων,
[SBLGNT | EL | NT | Luke | Chapter 11 | Verse 54] ἐνεδρεύοντες ⸀αὐτὸν θηρεῦσαί τι ἐκ τοῦ στόματος ⸀αὐτοῦ.
