[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 1] Ἤγγιζεν δὲ ἡ ἑορτὴ τῶν ἀζύμων ἡ λεγομένη Πάσχα.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 29] κἀγὼ διατίθεμαι ὑμῖν, καθὼς διέθετό μοι ὁ πατήρ μου βασιλείαν,
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 30] ἵνα ⸀ἔσθητε καὶ πίνητε ἐπὶ τῆς τραπέζης μου ⸂ἐν τῇ βασιλείᾳ μου⸃, καὶ ⸀καθήσεσθε ἐπὶ θρόνων ⸂τὰς δώδεκα φυλὰς κρίνοντες⸃ τοῦ Ἰσραήλ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 31] ⸀Σίμων Σίμων, ἰδοὺ ὁ Σατανᾶς ἐξῃτήσατο ὑμᾶς τοῦ σινιάσαι ὡς τὸν σῖτον·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 32] ἐγὼ δὲ ἐδεήθην περὶ σοῦ ἵνα μὴ ἐκλίπῃ ἡ πίστις σου· καὶ σύ ποτε ἐπιστρέψας ⸀στήρισον τοὺς ἀδελφούς σου.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 33] ὁ δὲ εἶπεν αὐτῷ· Κύριε, μετὰ σοῦ ἕτοιμός εἰμι καὶ εἰς φυλακὴν καὶ εἰς θάνατον πορεύεσθαι.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 34] ὁ δὲ εἶπεν· Λέγω σοι, Πέτρε, οὐ ⸀φωνήσει σήμερον ἀλέκτωρ ⸀ἕως τρίς ⸂με ἀπαρνήσῃ εἰδέναι⸃.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 35] Καὶ εἶπεν αὐτοῖς· Ὅτε ἀπέστειλα ὑμᾶς ἄτερ βαλλαντίου καὶ πήρας καὶ ὑποδημάτων, μή τινος ὑστερήσατε; οἱ δὲ εἶπαν· Οὐθενός.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 36] εἶπεν ⸀δὲ αὐτοῖς· Ἀλλὰ νῦν ὁ ἔχων βαλλάντιον ἀράτω, ὁμοίως καὶ πήραν, καὶ ὁ μὴ ἔχων ⸀πωλησάτω τὸ ἱμάτιον αὐτοῦ καὶ ⸀ἀγορασάτω μάχαιραν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 37] λέγω γὰρ ὑμῖν ⸀ὅτι τοῦτο τὸ γεγραμμένον δεῖ τελεσθῆναι ἐν ἐμοί, τό· Καὶ μετὰ ἀνόμων ἐλογίσθη· καὶ γὰρ ⸀τὸ περὶ ἐμοῦ τέλος ἔχει.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 38] οἱ δὲ εἶπαν· Κύριε, ἰδοὺ μάχαιραι ὧδε δύο. ὁ δὲ εἶπεν αὐτοῖς· Ἱκανόν ἐστιν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 39] Καὶ ἐξελθὼν ἐπορεύθη κατὰ τὸ ἔθος εἰς τὸ Ὄρος τῶν Ἐλαιῶν· ἠκολούθησαν δὲ αὐτῷ καὶ οἱ ⸀μαθηταί.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 40] γενόμενος δὲ ἐπὶ τοῦ τόπου εἶπεν αὐτοῖς· Προσεύχεσθε μὴ εἰσελθεῖν εἰς πειρασμόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 41] καὶ αὐτὸς ἀπεσπάσθη ἀπʼ αὐτῶν ὡσεὶ λίθου βολήν, καὶ θεὶς τὰ γόνατα προσηύχετο
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 42] λέγων· Πάτερ, εἰ βούλει ⸀παρένεγκε ⸂τοῦτο τὸ ποτήριον⸃ ἀπʼ ἐμοῦ· πλὴν μὴ τὸ θέλημά μου ἀλλὰ τὸ σὸν ⸀γινέσθω.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 43] ⸂ὤφθη δὲ αὐτῷ ἄγγελος ⸀ἀπʼ οὐρανοῦ ἐνισχύων αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 44] καὶ γενόμενος ἐν ἀγωνίᾳ ἐκτενέστερον προσηύχετο· ⸄καὶ ἐγένετο⸅ ὁ ἱδρὼς αὐτοῦ ὡσεὶ θρόμβοι αἵματος καταβαίνοντες ἐπὶ τὴν γῆν.⸃
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 45] καὶ ἀναστὰς ἀπὸ τῆς προσευχῆς ἐλθὼν πρὸς τοὺς μαθητὰς εὗρεν ⸂κοιμωμένους αὐτοὺς⸃ ἀπὸ τῆς λύπης,
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 46] καὶ εἶπεν αὐτοῖς· Τί καθεύδετε; ἀναστάντες προσεύχεσθε, ἵνα μὴ εἰσέλθητε εἰς πειρασμόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 47] ⸀Ἔτι αὐτοῦ λαλοῦντος ἰδοὺ ὄχλος, καὶ ὁ λεγόμενος Ἰούδας εἷς τῶν δώδεκα προήρχετο αὐτούς, καὶ ἤγγισεν τῷ Ἰησοῦ φιλῆσαι αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 48] ⸂Ἰησοῦς δὲ⸃ εἶπεν αὐτῷ· Ἰούδα, φιλήματι τὸν υἱὸν τοῦ ἀνθρώπου παραδίδως;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 49] ἰδόντες δὲ οἱ περὶ αὐτὸν τὸ ἐσόμενον ⸀εἶπαν· Κύριε, εἰ πατάξομεν ἐν μαχαίρῃ;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 50] καὶ ἐπάταξεν εἷς τις ἐξ αὐτῶν ⸂τοῦ ἀρχιερέως τὸν δοῦλον⸃ καὶ ἀφεῖλεν ⸂τὸ οὖς αὐτοῦ⸃ τὸ δεξιόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 51] ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Ἐᾶτε ἕως τούτου· καὶ ἁψάμενος τοῦ ⸀ὠτίου ἰάσατο αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 52] εἶπεν ⸀δὲ Ἰησοῦς πρὸς τοὺς παραγενομένους ἐπʼ αὐτὸν ἀρχιερεῖς καὶ στρατηγοὺς τοῦ ἱεροῦ καὶ πρεσβυτέρους· Ὡς ἐπὶ λῃστὴν ⸀ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 53] καθʼ ἡμέραν ὄντος μου μεθʼ ὑμῶν ἐν τῷ ἱερῷ οὐκ ἐξετείνατε τὰς χεῖρας ἐπʼ ἐμέ· ἀλλʼ αὕτη ⸂ἐστὶν ὑμῶν⸃ ἡ ὥρα καὶ ἡ ἐξουσία τοῦ σκότους.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 54] Συλλαβόντες δὲ αὐτὸν ἤγαγον καὶ ⸀εἰσήγαγον εἰς ⸂τὴν οἰκίαν⸃ τοῦ ἀρχιερέως· ὁ δὲ Πέτρος ἠκολούθει μακρόθεν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 55] ⸀περιαψάντων δὲ πῦρ ἐν μέσῳ τῆς αὐλῆς καὶ ⸀συγκαθισάντων ἐκάθητο ὁ Πέτρος ⸀μέσος αὐτῶν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 56] ἰδοῦσα δὲ αὐτὸν παιδίσκη τις καθήμενον πρὸς τὸ φῶς καὶ ἀτενίσασα αὐτῷ εἶπεν· Καὶ οὗτος σὺν αὐτῷ ἦν·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 57] ὁ δὲ ⸀ἠρνήσατο λέγων· ⸂Οὐκ οἶδα αὐτόν, γύναι⸃.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 58] καὶ μετὰ βραχὺ ἕτερος ἰδὼν αὐτὸν ἔφη· Καὶ σὺ ἐξ αὐτῶν εἶ· ὁ δὲ Πέτρος ⸀ἔφη· Ἄνθρωπε, οὐκ εἰμί.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 59] καὶ διαστάσης ὡσεὶ ὥρας μιᾶς ἄλλος τις διϊσχυρίζετο λέγων· Ἐπʼ ἀληθείας καὶ οὗτος μετʼ αὐτοῦ ἦν, καὶ γὰρ Γαλιλαῖός ἐστιν·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 60] εἶπεν δὲ ὁ Πέτρος· Ἄνθρωπε, οὐκ οἶδα ὃ λέγεις. καὶ παραχρῆμα ἔτι λαλοῦντος αὐτοῦ ἐφώνησεν ἀλέκτωρ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 61] καὶ στραφεὶς ὁ κύριος ἐνέβλεψεν τῷ Πέτρῳ, καὶ ὑπεμνήσθη ὁ Πέτρος τοῦ ⸀λόγου τοῦ κυρίου ὡς εἶπεν αὐτῷ ὅτι Πρὶν ἀλέκτορα φωνῆσαι ⸀σήμερον ἀπαρνήσῃ με τρίς.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 62] καὶ ἐξελθὼν ⸀ἔξω ἔκλαυσεν πικρῶς.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 63] Καὶ οἱ ἄνδρες οἱ συνέχοντες ⸀αὐτὸν ἐνέπαιζον αὐτῷ δέροντες,
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 64] καὶ περικαλύψαντες ⸂αὐτὸν ἐπηρώτων⸃ λέγοντες· Προφήτευσον, τίς ἐστιν ὁ παίσας σε;
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 65] καὶ ἕτερα πολλὰ βλασφημοῦντες ἔλεγον εἰς αὐτόν.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 66] Καὶ ὡς ἐγένετο ἡμέρα, συνήχθη τὸ πρεσβυτέριον τοῦ λαοῦ, ἀρχιερεῖς ⸀τε καὶ γραμματεῖς, καὶ ⸀ἀπήγαγον αὐτὸν εἰς τὸ συνέδριον αὐτῶν,
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 67] λέγοντες· Εἰ σὺ εἶ ὁ χριστός, εἰπὸν ἡμῖν. εἶπεν δὲ αὐτοῖς· Ἐὰν ὑμῖν εἴπω οὐ μὴ πιστεύσητε·
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 68] ἐὰν ⸀δὲ ἐρωτήσω, οὐ μὴ ⸀ἀποκριθῆτε.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 69] ἀπὸ τοῦ νῦν ⸀δὲ ἔσται ὁ υἱὸς τοῦ ἀνθρώπου καθήμενος ἐκ δεξιῶν τῆς δυνάμεως τοῦ θεοῦ.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 70] εἶπαν δὲ πάντες· Σὺ οὖν εἶ ὁ υἱὸς τοῦ θεοῦ; ὁ δὲ πρὸς αὐτοὺς ἔφη· Ὑμεῖς λέγετε ὅτι ἐγώ εἰμι.
[SBLGNT | EL | NT | Luke | Chapter 22 | Verse 71] οἱ δὲ εἶπαν· Τί ἔτι ⸂ἔχομεν μαρτυρίας χρείαν⸃; αὐτοὶ γὰρ ἠκούσαμεν ἀπὸ τοῦ στόματος αὐτοῦ.
