[LXX | EL | OT | Ezra | Chapter 8 | Verse 1] Καὶ οὗτοι οἱ ἄρχοντες πατριῶν αὐτῶν οἱ ὁδηγοὶ ἀναβαίνοντες μετʼ ἐμοῦ ἐν βασιλείᾳ Ἀρθασασθὰ τοῦ βασιλέως Βαβυλῶνος.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 25] Καὶ ἔστησα αὐτοῖς τὸ ἀργύριον καὶ τὸ χρυσίον καὶ τὰ σκεύη ἀπαρχῆς οἴκου Θεοῦ ἡμῶν, ἃ ὕψωσεν ὁ βασιλεὺς καὶ οἱ σύμβουλοι αὐτοῦ καὶ οἱ ἄρχοντες αὐτοῦ, καὶ πᾶς Ἰσραὴλ οἱ εὑρισκόμενοι.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 26] Καὶ ἔστησα ἐπὶ χεῖρας αὐτῶν ἀργυρίου τάλαντα ἑξακόσια πεντήκοντα, καὶ σκεύη ἀργυρᾶ ἑκατὸν, καὶ τάλαντα χρυσίου ἑκατὸν,
[LXX | EL | OT | Ezra | Chapter 8 | Verse 27] καὶ χαφουρῆ χρυσοῖ εἴκοσι εἰς τὴν ὁδὸν χίλιοι, καὶ σκεύη χαλκοῦ στίλβοντος ἀγαθοῦ διάφορα ἐπιθυμητὰ ἐν χρυσίῳ.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 28] Καὶ εἶπα πρὸς αὐτοὺς, ὑμεῖς ἅγιοι τῷ Κυρίῳ, καὶ τὰ σκεύη ἅγια, καὶ τὸ ἀργύριον καὶ τὸ χρυσίον ἑκούσια τῷ Κυρίῳ Θεῷ πατέρων ἡμῶν.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 29] Ἀγρυπνεῖτε καὶ τηρεῖτε ἕως στῆτε ἐνώπιον ἀρχόντων τῶν ἱερέων καὶ τῶν Λευιτῶν καὶ τῶν ἀρχόντων τῶν πατριῶν ἐν Ἱερουσαλὴμ εἰς σκηνὰς οἴκου Κυρίου.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 30] Καὶ ἐδέξαντο οἱ ἱερεῖς καὶ οἱ Λευῖται σταθμὸν τοῦ ἀργυρίου καὶ τοῦ χρυσίου καὶ τῶν σκευῶν, ἐνεγκεῖν εἰς Ἱερουσαλὴμ εἰς οἶκον Θεοῦ ἡμῶν.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 31] Καὶ ἐξῄραμεν ἀπὸ τοῦ ποταμοῦ τοῦ Ἀουὲ ἐν τῇ δωδεκάτῃ τοῦ μηνὸς τοῦ πρώτου τοῦ ἐλθεῖν εἰς Ἱερουσαλήμ· καὶ χεὶρ Θεοῦ ἡμῶν ἦν ἐφʼ ἡμῖν, καὶ ἐῤῥύσατο ἡμᾶς ἀπὸ χειρὸς ἐχθροῦ καὶ πολεμίου ἐν τῇ ὁδῷ.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 32] Καὶ ἤλθομεν εἰς Ἱερουσαλὴμ, καὶ ἐκαθίσαμεν ἐκεῖ ἡμέρας τρεῖς.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 33] Καὶ ἐγενήθη τῇ ἡμέρᾳ τῇ τετάρτῃ ἐστήσαμεν τὸ ἀργύριον καὶ τὸ χρυσίον καὶ τὰ σκεύη ἐν οἴκῳ Θεοῦ ἡμῶν ἐπὶ χεῖρα Μεριμὼθ υἱοῦ Οὐρία τοῦ ἱερέως, καὶ μετʼ αὐτοῦ Ἐλεάζαρ υἱὸς Φινεὲς, καὶ μετʼ αὐτῶν Ἰωζαβὰδ υἱὸς Ἰησοῦ, καὶ Νωαδία υἱὸς Βαναΐα οἱ Λευῖται.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 34] Ἐν ἀριθμῷ καὶ ἐν σταθμῷ τὰ πάντα, καὶ ἐγράφη πᾶς ὁ σταθμός.
[LXX | EL | OT | Ezra | Chapter 8 | Verse 35] Ἐν τῷ καιρῷ ἐκείνῳ οἱ ἐλθόντες ἐκ τῆς αἰχμαλωσίας υἱοὶ τῆς παροικίας, προσήνεγκαν ὁλοκαυτώσεις τῷ Θεῷ Ἰσραὴλ, μόσχους δώδεκα περὶ παντὸς Ἰσραὴλ, κριοὺς ἐννενηκανταὲξ, ἀμνοὺς ἑβδομηκονταεπτὰ, χιμάρους περὶ ἁμαρτίας δώδεκα, τὰ πάντα ὁλοκαυτώματα τῷ Κυρίῳ·
[LXX | EL | OT | Ezra | Chapter 8 | Verse 36] Καὶ ἔδωκαν τὸ νόμισμα τοῦ βασιλέως τοῖς διοικηταῖς τοῦ βασιλέως καὶ ἐπάρχοις πέραν τοῦ ποταμοῦ· καὶ ἐδόξασαν τὸν λαὸν καὶ τὸν οἶκον τοῦ Θεοῦ.
