[IRV | PA | OT | Job | Chapter 41 | Verse 1] “ਕੀ ਤੂੰ ਲਿਵਯਾਥਾਨ ਨੂੰ ਕੁੰਡੀ ਨਾਲ ਬਾਹਰ ਖਿੱਚ ਸਕਦਾ ਹੈਂ, bਜਾਂ ਡੋਰੀ ਨਾਲ ਉਹ ਦੀ ਜੀਭ ਨੂੰ ਦਬਾ ਸਕਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 41 | Verse 12] “ਮੈਂ ਉਹ ਦੇ ਅੰਗਾਂ ਦੇ ਵਿਖੇ, ਅਤੇ ਉਹ ਦੇ ਮਹਾਂ-ਬਲ ਤੇ ਉਹ ਦੇ ਢਾਂਚੇ ਦੇ ਸੁਹੱਪਣ ਵਿਖੇ ਚੁੱਪ ਨਾ ਰਹਾਂਗਾ।
[IRV | PA | OT | Job | Chapter 41 | Verse 13] ਕੌਣ ਉਹ ਦੇ ਉੱਪਰ ਦਾ ਲਿਬਾਸ ਉਤਾਰ ਸਕਦਾ ਹੈ? ਕੌਣ ਉਹ ਦੇ ਦੋਹਾਂ ਜਬਾੜਿਆਂ ਵਿੱਚ ਆਵੇਗਾ?
[IRV | PA | OT | Job | Chapter 41 | Verse 14] ਕੌਣ ਉਹ ਦੇ ਮੂੰਹ ਦੇ ਕਵਾੜਾਂ ਨੂੰ ਖੋਲ੍ਹ ਸਕਦਾ ਹੈ? ਉਹ ਦੇ ਦੰਦਾਂ ਦਾ ਘੇਰਾ ਭਿਆਨਕ ਹੈ!
[IRV | PA | OT | Job | Chapter 41 | Verse 15] ਉਹ ਦੇ ਛਿਲਕੇ ਦੀਆਂ ਧਾਰੀਆਂ ਉਹ ਦਾ ਘਮੰਡ ਹਨ, ਉਹ ਜਾਣੋ ਘੁੱਟ ਕੇ ਮੋਹਰ ਨਾਲ ਜੋੜੀਆਂ ਗਈਆਂ ਹਨ,
[IRV | PA | OT | Job | Chapter 41 | Verse 16] ਉਹ ਇੱਕ ਦੂਜੇ ਦੇ ਐਨੇ ਨੇੜੇ ਹਨ ਕਿ ਹਵਾ ਵੀ ਉਹਨਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਨਹੀਂ ਲੰਘ ਸਕਦੀ।
[IRV | PA | OT | Job | Chapter 41 | Verse 17] ਉਹ ਇੱਕ ਦੂਜੇ ਦੇ ਨਾਲ-ਨਾਲ ਹਨ, ਉਹ ਇਸ ਤਰ੍ਹਾਂ ਜੁੜੀਆਂ ਹੋਈਆਂ ਹਨ ਕਿ ਅਲੱਗ ਨਹੀਂ ਹੋ ਸਕਦੀਆਂ।
[IRV | PA | OT | Job | Chapter 41 | Verse 18] ਉਹ ਦੀਆਂ ਛਿੱਕਾਂ ਤੋਂ ਚਾਨਣ ਚਮਕ ਉੱਠਦਾ ਹੈ, ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਸਵੇਰ ਦੀਆਂ ਪਲਕਾਂ ਜਿਹੀਆਂ ਹਨ!
[IRV | PA | OT | Job | Chapter 41 | Verse 19] ਉਹ ਦੇ ਮੂੰਹੋਂ ਬਲਦੀਆਂ ਹੋਈਆਂ ਮਸ਼ਾਲਾਂ ਨਿੱਕਲਦੀਆਂ ਹਨ, ਅਤੇ ਅੱਗ ਦੀਆਂ ਚਿੰਗਿਆੜੀਆਂ ਉੱਡਦੀਆਂ ਹਨ।
[IRV | PA | OT | Job | Chapter 41 | Verse 20] ਉਹ ਦੀਆਂ ਨਾਸਾਂ ਵਿੱਚੋਂ ਧੂੰਆਂ ਨਿੱਕਲਦਾ ਹੈ, ਜਿਵੇਂ ਉੱਬਲਦੀ ਦੇਗ ਜਾਂ ਧੁਖਦਿਆਂ ਕਾਨਿਆਂ ਤੋਂ!
[IRV | PA | OT | Job | Chapter 41 | Verse 21] ਉਹ ਦਾ ਸਾਹ ਕੋਲਿਆਂ ਨੂੰ ਸੁਲਗਾ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਮੂੰਹੋਂ ਅੰਗਾਰੇ ਨਿੱਕਲਦੇ ਹਨ!
[IRV | PA | OT | Job | Chapter 41 | Verse 22] ਉਹ ਦੀ ਧੌਣ ਵਿੱਚ ਬਲ ਬਣਿਆ ਰਹਿੰਦਾ ਹੈ, ਅਤੇ ਭੈਅ ਉਹ ਦੇ ਅੱਗੇ ਨੱਚਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 41 | Verse 23] ਉਹ ਦੇ ਮਾਸ ਦੀਆਂ ਤਹਿਆਂ ਸਟੀਆਂ ਹੋਈਆਂ ਹਨ, ਉਹ ਉਸ ਦੇ ਉੱਤੇ ਜੰਮੀਆਂ ਹੋਈਆਂ ਹਨ, ਉਹ ਹਿੱਲ ਨਹੀਂ ਸਕਦੀਆਂ।
[IRV | PA | OT | Job | Chapter 41 | Verse 24] ਉਹ ਦਾ ਦਿਲ ਪੱਥਰ ਵਾਂਗੂੰ ਪੱਕਾ ਹੈ, ਸਗੋਂ ਚੱਕੀ ਦੇ ਹੇਠਲੇ ਪੁੜ ਵਾਂਗੂੰ ਪੱਕਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 41 | Verse 25] ਜਦ ਉਹ ਉੱਠਦਾ ਹੈ ਤਾਂ ਬਲਵਾਨ ਵੀ ਡਰ ਜਾਂਦੇ ਹਨ, ਉਹ ਘਬਰਾਹਟ ਨਾਲ ਸੁੱਧ-ਬੁੱਧ ਖੋਹ ਦਿੰਦੇ ਹਨ!
[IRV | PA | OT | Job | Chapter 41 | Verse 26] ਭਾਵੇਂ ਤਲਵਾਰ ਉਹ ਦੇ ਕੋਲ ਪਹੁੰਚੇ, ਉਸ ਤੋਂ ਕੁਝ ਨਹੀਂ ਬਣਦਾ, ਅਤੇ ਨਾ ਬਰਛੀ ਨਾ ਭਾਲੇ ਨਾ ਤੀਰ ਤੋਂ।
