[IRV | PA | OT | Job | Chapter 7 | Verse 1] “ਕੀ ਮਨੁੱਖ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਸਖ਼ਤ ਮਿਹਨਤ ਨਹੀਂ ਕਰਨੀ ਪੈਂਦੀ? ਅਤੇ ਉਹ ਦੇ ਦਿਨ ਮਜ਼ਦੂਰ ਦੇ ਦਿਨਾਂ ਦੀ ਤਰ੍ਹਾਂ ਨਹੀਂ ਹੁੰਦੇ?
[IRV | PA | OT | Job | Chapter 7 | Verse 12] ਕੀ ਮੈਂ ਸਮੁੰਦਰ ਹਾਂ, ਜਾਂ ਜਲ ਜੰਤੂ, ਜੋ ਤੂੰ ਮੇਰੇ ਉੱਤੇ ਪਹਿਰਾ ਬਿਠਾਉਂਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 7 | Verse 13] ਜਦ ਮੈਂ ਸੋਚਦਾ ਹਾਂ ਕਿ ਮੇਰੀ ਮੰਜੀ ਉੱਤੇ ਮੈਨੂੰ ਸ਼ਾਂਤੀ ਮਿਲੇਗੀ ਅਤੇ ਮੇਰੇ ਬਿਛੌਣੇ ਉੱਤੇ ਮੇਰਾ ਦੁੱਖ ਹਲਕਾ ਹੋਵੇਗਾ,
[IRV | PA | OT | Job | Chapter 7 | Verse 14] ਤਦ ਤੂੰ ਮੈਨੂੰ ਸੁਫ਼ਨਿਆਂ ਨਾਲ ਘਬਰਾ ਦਿੰਦਾ ਹੈਂ, ਅਤੇ ਮੈਨੂੰ ਦਰਸ਼ਣਾਂ ਨਾਲ ਡਰਾ ਦਿੰਦਾ ਹੈਂ।
[IRV | PA | OT | Job | Chapter 7 | Verse 15] ਇਸ ਲਈ ਮੇਰੀ ਜਾਨ ਫਾਂਸੀ ਨੂੰ ਅਤੇ ਮੇਰੀਆਂ ਹੱਡੀਆਂ ਮੌਤ ਨੂੰ ਜੀਵਨ ਤੋਂ ਵੱਧ ਚੁਣਦੀਆਂ ਹਨ!
[IRV | PA | OT | Job | Chapter 7 | Verse 16] ਮੈਂ ਤੁੱਛ ਹਾਂ, ਮੈਂ ਸਦਾ ਤੱਕ ਜੀਉਂਦਾ ਨਾ ਰਹਾਂਗਾ, ਮੈਨੂੰ ਛੱਡ ਦੇ ਕਿਉਂ ਜੋ ਮੇਰੇ ਦਿਨ ਸਾਹ ਦੀ ਤਰ੍ਹਾਂ ਹੀ ਹਨ!
[IRV | PA | OT | Job | Chapter 7 | Verse 17] “ਮਨੁੱਖ ਕੀ ਹੈ ਜੋ ਤੂੰ ਉਸ ਨੂੰ ਵਡਿਆਵੇਂ, ਅਤੇ ਆਪਣਾ ਦਿਲ ਉਸ ਉੱਤੇ ਲਾਵੇਂ?
[IRV | PA | OT | Job | Chapter 7 | Verse 18] ਅਤੇ ਹਰ ਸਵੇਰ ਉਸ ਦੀ ਖ਼ਬਰ ਲਵੇਂ, ਅਤੇ ਪਲ-ਪਲ ਤੇ ਉਸ ਨੂੰ ਜਾਂਚੇਂ?
[IRV | PA | OT | Job | Chapter 7 | Verse 19] ਤੂੰ ਕਦ ਤੱਕ ਮੇਰੀ ਵੱਲ ਵੇਖਣੋਂ ਨਾ ਹਟੇਂਗਾ ਅਤੇ ਮੈਨੂੰ ਨਾ ਛੱਡੇਂਗਾ ਜੋ ਮੈਂ ਆਪਣੀ ਥੁੱਕ ਨਿਗਲ ਲਵਾਂ?
[IRV | PA | OT | Job | Chapter 7 | Verse 20] ਹੇ ਮਨੁੱਖਾਂ ਦੇ ਰਾਖੇ, ਜੇ ਮੈਂ ਪਾਪ ਕੀਤਾ ਤਾਂ ਮੈਂ ਤੇਰਾ ਕੀ ਵਿਗਾੜਿਆ ਹੈ? ਤੂੰ ਕਿਉਂ ਮੈਨੂੰ ਆਪਣਾ ਨਿਸ਼ਾਨਾ ਬਣਾਇਆ ਹੈ ਕਿ ਮੈਂ ਆਪਣੇ ਆਪ ਲਈ ਬੋਝ ਹੋ ਗਿਆ ਹਾਂ?
[IRV | PA | OT | Job | Chapter 7 | Verse 21] ਅਤੇ ਤੂੰ ਮੇਰਾ ਅਪਰਾਧ ਕਿਉਂ ਮਾਫ਼ ਨਹੀਂ ਕਰਦਾ, ਅਤੇ ਮੇਰੀ ਬਦੀ ਦੂਰ ਨਹੀਂ ਕਰਦਾ? ਮੈਂ ਤਾਂ ਹੁਣ ਮਿੱਟੀ ਵਿੱਚ ਮਿਲ ਜਾਂਵਾਂਗਾ, ਤਦ ਤੂੰ ਮੈਨੂੰ ਢੂੰਡੇਂਗਾ, ਪਰ ਮੈਂ ਹੋਵਾਂਗਾ ਨਹੀਂ!”
