[IRV | PA | OT | Job | Chapter 36 | Verse 1] ਅਤੇ ਅਲੀਹੂ ਨੇ ਫੇਰ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 36 | Verse 22] “ਵੇਖ, ਪਰਮੇਸ਼ੁਰ ਆਪਣੀ ਸਮਰੱਥਾ ਨਾਲ ਸ਼ਾਨਦਾਰ ਕੰਮ ਕਰਦਾ ਹੈ, ਉਹ ਦੇ ਤੁੱਲ ਸਿੱਖਿਆ ਦੇਣ ਵਾਲਾ ਕੌਣ ਹੈ?
[IRV | PA | OT | Job | Chapter 36 | Verse 23] ਕਿਸ ਨੇ ਉਹ ਦੇ ਲਈ ਉਹ ਦਾ ਰਸਤਾ ਠਹਿਰਾਇਆ, ਜਾਂ ਕੌਣ ਕਹਿ ਸਕਦਾ ਹੈ ਕਿ ਤੂੰ ਗਲਤੀ ਕੀਤੀ ਹੈ?
[IRV | PA | OT | Job | Chapter 36 | Verse 24] ਉਸ ਦੇ ਕੰਮਾਂ ਦੀ ਵਡਿਆਈ ਕਰਨਾ ਯਾਦ ਰੱਖ, ਜਿਸ ਦੀ ਉਸਤਤ ਦਾ ਗੀਤ ਮਨੁੱਖ ਗਾਉਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 25] ਸਾਰੇ ਮਨੁੱਖਾਂ ਨੇ ਉਹ ਨੂੰ ਵੇਖਿਆ ਹੈ, ਮਨੁੱਖ ਉਹ ਨੂੰ ਦੂਰੋਂ ਤੱਕਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 26] ਵੇਖ, ਪਰਮੇਸ਼ੁਰ ਮਹਾਨ ਹੈ ਅਤੇ ਅਸੀਂ ਉਹ ਨੂੰ ਨਹੀਂ ਜਾਣਦੇ, ਉਹ ਦੇ ਵਰਿਹਾਂ ਦੀ ਗਿਣਤੀ ਸਮਝ ਤੋਂ ਪਰ੍ਹੇ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 27] “ਉਹ ਤਾਂ ਪਾਣੀ ਦੀਆਂ ਬੂੰਦਾਂ ਉਤਾਹਾਂ ਖਿੱਚਦਾ ਹੈ, ਜਿਹੜੀਆਂ ਉਹ ਦੀ ਭਾਫ਼ ਤੋਂ ਮੀਂਹ ਬਣ ਕੇ ਵਰ੍ਹਦੀਆਂ ਹਨ,
[IRV | PA | OT | Job | Chapter 36 | Verse 28] ਜਿਹਨਾਂ ਨੂੰ ਬੱਦਲ ਡੋਲ੍ਹਦੇ ਹਨ, ਅਤੇ ਉਹ ਮਨੁੱਖਾਂ ਉੱਤੇ ਬਹੁਤਾਇਤ ਨਾਲ ਵਰ੍ਹਦੀਆਂ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 29] ਭਲਾ, ਕੋਈ ਘਟਾਂ ਦਾ ਫੈਲਣਾ ਅਤੇ ਉਹ ਦੇ ਮੰਡਪ ਦੀਆਂ ਗਰਜਾਂ ਸਮਝ ਸਕਦਾ ਹੈ?
[IRV | PA | OT | Job | Chapter 36 | Verse 30] ਵੇਖ, ਉਹ ਉਸ ਉੱਤੇ ਆਪਣਾ ਚਾਨਣ ਫੈਲਾਉਂਦਾ ਹੈ, ਅਤੇ ਸਮੁੰਦਰ ਦੀਆਂ ਜੜ੍ਹਾਂ ਨੂੰ ਵੀ ਢੱਕਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 31] ਉਹ ਤਾਂ ਇਹਨਾਂ ਦੇ ਰਾਹੀਂ ਦੇਸ਼-ਦੇਸ਼ ਦੇ ਲੋਕਾਂ ਦਾ ਇਨਸਾਫ਼ ਕਰਦਾ ਹੈ, ਅਤੇ ਵਾਫ਼ਰੀ ਨਾਲ ਭੋਜਨ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 32] ਉਹ ਆਪਣਾ ਹੱਥ ਬਿਜਲੀ ਨਾਲ ਭਰਦਾ ਹੈ, ਅਤੇ ਉਹ ਨੂੰ ਹੁਕਮ ਦਿੰਦਾ ਹੈ ਕਿ ਉਹ ਨਿਸ਼ਾਨੇ ਉੱਤੇ ਡਿੱਗੇ।
[IRV | PA | OT | Job | Chapter 36 | Verse 33] ਉਹ ਦੀ ਕੜਕ ਆਉਣ ਵਾਲੇ ਤੂਫ਼ਾਨ ਦੀ ਖ਼ਬਰ ਦਿੰਦੀ ਹੈ, ਪਸ਼ੂ ਵੀ ਉਹ ਦੀ ਚੜ੍ਹਤ ਦੀ ਖ਼ਬਰ ਦਿੰਦੇ ਹਨ।”
