[IRV | PA | OT | Job | Chapter 21 | Verse 1] ਤਦ ਅੱਯੂਬ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 21 | Verse 12] ਉਹ ਡੱਫ਼ ਤੇ ਬਰਬਤ ਨਾਲ ਗਾਉਂਦੇ ਹਨ, ਅਤੇ ਬੀਨ ਦੀ ਅਵਾਜ਼ ਨਾਲ ਖੁਸ਼ੀ ਮਨਾਉਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 21 | Verse 13] ਉਹ ਆਪਣੇ ਦਿਨ ਸੁੱਖ ਨਾਲ ਕੱਟਦੇ ਹਨ, ਪਰ ਇੱਕ ਪਲ ਵਿੱਚ ਹੀ ਸ਼ਾਂਤੀ ਨਾਲ ਅਧੋਲੋਕ ਨੂੰ ਉਤਰ ਜਾਂਦੇ ਹਨ!
[IRV | PA | OT | Job | Chapter 21 | Verse 14] ਫੇਰ ਵੀ ਉਹ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਖਦੇ ਹਨ, ਸਾਥੋਂ ਦੂਰ ਹੋ, ਅਸੀਂ ਤੇਰੇ ਰਾਹਾਂ ਨੂੰ ਜਾਣਨਾ ਨਹੀਂ ਚਾਹੁੰਦੇ!
[IRV | PA | OT | Job | Chapter 21 | Verse 15] ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਕੌਣ ਹੈ ਜੋ ਅਸੀਂ ਉਹ ਦੀ ਉਪਾਸਨਾ ਕਰੀਏ, ਅਤੇ ਸਾਨੂੰ ਕੀ ਲਾਭ ਜੋ ਅਸੀਂ ਉਹ ਦੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰੀਏ?
[IRV | PA | OT | Job | Chapter 21 | Verse 16] ਵੇਖੋ, ਕੀ ਉਹਨਾਂ ਦੀ ਖੁਸ਼ਹਾਲੀ ਉਹਨਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਨਹੀਂ, ਦੁਸ਼ਟਾਂ ਦੀ ਸਲਾਹ ਮੈਥੋਂ ਦੂਰ ਹੀ ਰਹੇ।
[IRV | PA | OT | Job | Chapter 21 | Verse 17] “ਦੁਸ਼ਟਾਂ ਦਾ ਦੀਵਾ ਕਿੰਨੀ ਵਾਰੀ ਬੁੱਝ ਜਾਂਦਾ, ਅਤੇ ਉਹਨਾਂ ਦੀ ਬਿਪਤਾ ਉਹਨਾਂ ਉੱਤੇ ਆ ਪੈਂਦੀ ਹੈ, ਜਦ ਪਰਮੇਸ਼ੁਰ ਕ੍ਰੋਧ ਕਰਕੇ ਉਹਨਾਂ ਦੇ ਹਿੱਸੇ ਵਿੱਚ ਦੁੱਖ ਵੰਡਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 21 | Verse 18] ਉਹ ਪੌਣ ਦੀ ਉਡਾਈ ਹੋਈ ਤੂੜੀ ਵਾਂਗੂੰ ਹਨ, ਅਤੇ ਕੱਖ ਵਾਂਗੂੰ ਹਨ, ਜਿਸ ਨੂੰ ਵਾਵਰੋਲਾ ਉਡਾ ਕੇ ਲੈ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 21 | Verse 19] ਤੁਸੀਂ ਆਖਦੇ ਹੋ, ਕਿ ਪਰਮੇਸ਼ੁਰ ਉਹ ਦੀ ਬਦੀ ਨੂੰ ਉਹ ਦੇ ਬੱਚਿਆਂ ਲਈ ਰੱਖ ਛੱਡਦਾ ਹੈ, ਉਹ ਹੀ ਉਸ ਦਾ ਬਦਲਾ ਉਹ ਨੂੰ ਦੇਵੇ ਜੋ ਉਹ ਜਾਣ ਲਵੇ।
[IRV | PA | OT | Job | Chapter 21 | Verse 20] ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਆਪਣੀ ਹੀ ਬਰਬਾਦੀ ਨੂੰ ਵੇਖਣ, ਅਤੇ ਉਹ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦੇ ਕ੍ਰੋਧ ਦੇ ਪਿਆਲੇ ਵਿੱਚੋਂ ਪੀਵੇ।
[IRV | PA | OT | Job | Chapter 21 | Verse 21] ਉਹ ਨੂੰ ਆਪਣੇ ਬਾਅਦ ਆਪਣੇ ਘਰਾਣੇ ਲਈ ਕੀ ਖੁਸ਼ੀ ਹੁੰਦੀ ਹੈ, ਜਦੋਂ ਉਸ ਨੂੰ ਦਿੱਤੇ ਹੋਏ ਮਹੀਨਿਆਂ ਦੀ ਗਿਣਤੀ ਮੁੱਕ ਜਾਂਦੀ ਹੈ?
[IRV | PA | OT | Job | Chapter 21 | Verse 22] “ਕੀ ਕੋਈ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਸਿੱਖਿਆ ਦੇਵੇਗਾ? ਉਹ ਤਾਂ ਉੱਚਿਆਂ-ਉੱਚਿਆਂ ਦਾ ਨਿਆਂ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 21 | Verse 23] ਕੋਈ ਆਪਣੀ ਪੂਰੀ ਸ਼ਕਤੀ ਵਿੱਚ ਮਰ ਜਾਂਦਾ ਹੈ, ਜਦ ਉਸ ਨੂੰ ਚੈਨ ਸੀ ਅਤੇ ਉਸਦਾ ਸੁੱਖ ਸੰਪੂਰਨ ਸੀ।
[IRV | PA | OT | Job | Chapter 21 | Verse 24] ਉਹ ਦੀਆਂ ਦੋਹਨੀਆਂ ਦੁੱਧ ਨਾਲ ਭਰੀਆਂ ਹੋਈਆਂ ਹਨ, ਅਤੇ ਉਹ ਦੀਆਂ ਹੱਡੀਆਂ ਦਾ ਗੁੱਦਾ ਤਰ ਰਹਿੰਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 21 | Verse 25] ਅਤੇ ਕੋਈ ਆਪਣੀ ਜਾਨ ਦੀ ਕੁੜੱਤਣ ਵਿੱਚ ਮਰ ਜਾਂਦਾ, ਅਤੇ ਕੋਈ ਸੁੱਖ ਨਹੀਂ ਭੋਗਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 21 | Verse 26] ਉਹ ਦੋਵੇਂ ਮਿੱਟੀ ਵਿੱਚ ਮਿਲ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਕੀੜੇ ਉਹਨਾਂ ਨੂੰ ਢੱਕ ਲੈਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 21 | Verse 27] “ਵੇਖੋ, ਮੈਂ ਤੁਹਾਡੇ ਖਿਆਲਾਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ, ਅਤੇ ਉਹਨਾਂ ਜੁਗਤੀਆਂ ਨੂੰ ਵੀ ਜਿਹਨਾਂ ਨਾਲ ਤੁਸੀਂ ਮੇਰੇ ਵਿਰੁੱਧ ਜ਼ੁਲਮ ਕਰਦੇ ਹੋ।
[IRV | PA | OT | Job | Chapter 21 | Verse 28] ਤੁਸੀਂ ਤਾਂ ਕਹਿੰਦੇ ਹੋ ਪਤਵੰਤੇ ਦਾ ਘਰ ਕਿੱਥੇ ਹੈ, ਅਤੇ ਉਹ ਤੰਬੂ ਕਿੱਥੇ ਜਿਸ ਵਿੱਚ ਦੁਸ਼ਟ ਵੱਸਦੇ ਸਨ?
[IRV | PA | OT | Job | Chapter 21 | Verse 29] ਕੀ ਤੁਸੀਂ ਕਦੀ ਰਾਹ ਚੱਲਣ ਵਾਲਿਆਂ ਕੋਲੋਂ ਨਹੀਂ ਪੁੱਛਿਆ, ਅਤੇ ਉਹਨਾਂ ਦੇ ਨਿਸ਼ਾਨਾਂ ਨੂੰ ਨਹੀਂ ਪਹਿਚਾਣਦੇ ਹੋ,
[IRV | PA | OT | Job | Chapter 21 | Verse 30] ਭਈ ਬੁਰਿਆਰ ਤਾਂ ਬਿਪਤਾ ਦੇ ਦਿਨ ਲਈ ਰੱਖਿਆ ਜਾਂਦਾ ਹੈ, ਉਹ ਕਹਿਰ ਦੇ ਦਿਨ ਲਈ ਲਿਆਇਆ ਜਾਂਦਾ ਹੈ?
[IRV | PA | OT | Job | Chapter 21 | Verse 31] ਕੌਣ ਉਹ ਦੇ ਰਾਹ ਨੂੰ ਉਹ ਦੇ ਸਨਮੁਖ ਦੱਸੇਗਾ, ਅਤੇ ਕੌਣ ਉਹ ਦੇ ਕੀਤੇ ਦਾ ਬਦਲਾ ਉਹ ਨੂੰ ਦੇਵੇਗਾ?
[IRV | PA | OT | Job | Chapter 21 | Verse 32] ਉਹ ਕਬਰ ਵਿੱਚ ਪਹੁੰਚਾਇਆ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੀ ਕਬਰ ਉੱਤੇ ਪਹਿਰਾ ਦਿੱਤਾ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 21 | Verse 33] ਵਾਦੀ ਦੇ ਡਲੇ ਉਹ ਨੂੰ ਚੰਗੇ ਲੱਗਦੇ ਹਨ, ਜਿਵੇਂ ਉਸ ਤੋਂ ਪਹਿਲਾਂ ਅਣਗਿਣਤ ਲੋਕ ਜਾ ਚੁੱਕੇ ਹਨ, ਤਿਵੇਂ ਹੀ ਉਹ ਦੇ ਬਾਅਦ ਦੇ ਸਭ ਮਨੁੱਖ ਵੀ ਚਲੇ ਜਾਣਗੇ।
[IRV | PA | OT | Job | Chapter 21 | Verse 34] “ਫੇਰ ਤੁਸੀਂ ਮੈਨੂੰ ਫੋਕੀਆਂ ਤਸੱਲੀਆਂ ਕਿਉਂ ਦਿੰਦੇ ਹੋ, ਕਿਉਂ ਜੋ ਤੁਹਾਡੇ ਉੱਤਰਾਂ ਵਿੱਚ ਤਾਂ ਬੇਈਮਾਨੀ ਹੀ ਪਾਈ ਜਾਂਦੀ ਹੈ?”
