[IRV | PA | OT | Job | Chapter 13 | Verse 1] ਵੇਖੋ, ਮੇਰੀ ਅੱਖ ਨੇ ਇਹ ਸਭ ਕੁਝ ਵੇਖਿਆ ਹੈ, ਮੇਰੇ ਕੰਨਾਂ ਨੇ ਇਹ ਸੁਣਿਆ ਅਤੇ ਸਮਝਿਆ ਹੈ।
[IRV | PA | OT | Job | Chapter 13 | Verse 12] ਤੁਹਾਡੇ ਮਸਲੇ ਖ਼ਾਕ ਦੀਆਂ ਕਹਾਉਤਾਂ ਹਨ, ਤੁਹਾਡੇ ਗੜ੍ਹ ਮਿੱਟੀ ਦੇ ਗੜ੍ਹ ਹਨ!
[IRV | PA | OT | Job | Chapter 13 | Verse 13] ਮੇਰੇ ਅੱਗੇ ਚੁੱਪ ਰਹੋ ਤਾਂ ਜੋ ਮੈਂ ਗੱਲ ਕਰਾਂ, ਫੇਰ ਜੋ ਹੋਵੇ ਸੋ ਹੋਵੇ!
[IRV | PA | OT | Job | Chapter 13 | Verse 14] ਮੈਂ ਕਿਉਂ ਆਪਣਾ ਮਾਸ ਆਪਣੇ ਦੰਦਾਂ ਨਾਲ ਚੱਬਾਂ, ਅਤੇ ਆਪਣੀ ਜਾਨ ਤਲੀ ਉੱਤੇ ਰੱਖਾਂ?
[IRV | PA | OT | Job | Chapter 13 | Verse 15] ਵੇਖੋ, ਉਹ ਮੈਨੂੰ ਵੱਢ ਸੁੱਟੇਗਾ, ਮੈਨੂੰ ਕੋਈ ਆਸ ਨਹੀਂ, ਤਾਂ ਵੀ ਮੈਂ ਆਪਣੇ ਚਾਲ-ਚਲਣ ਲਈ ਉਹ ਦੇ ਨਾਲ ਵਾਦ-ਵਿਵਾਦ ਕਰਾਂਗਾ।
[IRV | PA | OT | Job | Chapter 13 | Verse 16] ਇਹ ਵੀ ਮੇਰੀ ਮੁਕਤੀ ਦਾ ਕਾਰਨ ਹੋਵੇਗਾ ਕਿ ਕੋਈ ਕੁਧਰਮੀ ਉਹ ਦੇ ਹਜ਼ੂਰ ਜਾ ਨਹੀਂ ਸਕਦਾ।
[IRV | PA | OT | Job | Chapter 13 | Verse 17] ਧਿਆਨ ਲਗਾ ਕੇ ਮੇਰੇ ਬਚਨਾਂ ਨੂੰ ਸੁਣੋ, ਅਤੇ ਮੇਰੀ ਬੇਨਤੀ ਤੁਹਾਡੇ ਕੰਨਾਂ ਵਿੱਚ ਪਵੇ।
[IRV | PA | OT | Job | Chapter 13 | Verse 18] ਹੁਣ ਵੇਖੋ, ਮੈਂ ਆਪਣੇ ਮੁਕੱਦਮੇ ਦੀ ਤਿਆਰੀ ਪੂਰੀ ਕਰ ਲਈ ਹੈ, ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਮੈਂ ਨਿਰਦੋਸ਼ ਠਹਿਰਾਂਗਾ।
[IRV | PA | OT | Job | Chapter 13 | Verse 19] ਕੌਣ ਮੇਰੇ ਨਾਲ ਬਹਿਸ ਕਰੇਗਾ? ਜੇਕਰ ਕੋਈ ਅਜਿਹਾ ਹੋਵੇ ਤਾਂ ਮੈਂ ਚੁੱਪ ਰਹਾਂਗਾ ਅਤੇ ਪ੍ਰਾਣ ਤਿਆਗ ਦਿਆਂਗਾ।
[IRV | PA | OT | Job | Chapter 13 | Verse 20] ਦੋ ਹੀ ਕੰਮ ਮੇਰੇ ਨਾਲ ਨਾ ਕਰ, ਤਦ ਮੈਂ ਤੇਰੇ ਹਜ਼ੂਰੋਂ ਨਾ ਲੁਕਾਂਗਾ।
[IRV | PA | OT | Job | Chapter 13 | Verse 21] ਤੂੰ ਆਪਣਾ ਹੱਥ ਮੇਰੇ ਉੱਤੋਂ ਦੂਰ ਕਰ ਲੈ, ਅਤੇ ਤੇਰਾ ਭੈਅ ਮੈਨੂੰ ਨਾ ਡਰਾਵੇ।
[IRV | PA | OT | Job | Chapter 13 | Verse 22] ਤਦ ਮੈਨੂੰ ਬੁਲਾਈਂ ਅਤੇ ਮੈਂ ਉੱਤਰ ਦਿਆਂਗਾ, ਜਾਂ ਮੈਂ ਬੋਲਾਂਗਾ ਅਤੇ ਤੂੰ ਜਵਾਬ ਦੇ!
[IRV | PA | OT | Job | Chapter 13 | Verse 23] ਮੇਰੀਆਂ ਬੁਰਾਈਆਂ ਅਤੇ ਪਾਪ ਕਿੰਨੇ ਹਨ? ਮੇਰਾ ਅਪਰਾਧ ਅਤੇ ਪਾਪ ਮੈਨੂੰ ਦੱਸ!
[IRV | PA | OT | Job | Chapter 13 | Verse 24] ਤੂੰ ਆਪਣਾ ਮੂੰਹ ਕਿਉਂ ਲੁਕਾਉਂਦਾ ਹੈਂ, ਅਤੇ ਮੈਨੂੰ ਆਪਣਾ ਵੈਰੀ ਗਿਣਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 13 | Verse 25] ਕੀ ਤੂੰ ਉੱਡਦੇ ਪੱਤੇ ਨੂੰ ਡਰਾਵੇਂਗਾ? ਕੀ ਤੂੰ ਸੁੱਕੇ ਘਾਹ ਦਾ ਪਿੱਛਾ ਕਰੇਂਗਾ?
[IRV | PA | OT | Job | Chapter 13 | Verse 26] ਕਿਉਂ ਜੋ ਤੂੰ ਮੇਰੇ ਵਿਰੁੱਧ ਕੌੜੀਆਂ ਗੱਲਾਂ ਲਿਖਦਾ ਹੈਂ, ਅਤੇ ਮੇਰੀ ਜੁਆਨੀ ਦੀਆਂ ਬਦੀਆਂ ਮੇਰੇ ਪੱਲੇ ਪਾਉਂਦਾ ਹੈਂ।
[IRV | PA | OT | Job | Chapter 13 | Verse 27] ਤੂੰ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਕਾਠ ਵਿੱਚ ਠੋਕਦਾ ਹੈਂ, ਅਤੇ ਮੇਰੇ ਸਾਰੇ ਰਾਹਾਂ ਦੀ ਨਿਗਾਹਬਾਨੀ ਕਰਦਾ ਹੈਂ, ਅਤੇ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਕੀਲ ਦਿੰਦਾ ਹੈਂ!
[IRV | PA | OT | Job | Chapter 13 | Verse 28] ਮੈਂ ਤਾਂ ਸੜੀ ਹੋਈ ਚੀਜ਼ ਵਰਗਾ ਹਾਂ ਜੋ ਹੰਢਾਈ ਹੋਈ ਹੈ, ਜਾਂ ਉਸ ਕੱਪੜੇ ਵਰਗਾ ਜਿਸ ਨੂੰ ਕੀੜੇ ਨੇ ਖਾ ਲਿਆ ਹੋਵੇ!
