[IRV | PA | OT | Job | Chapter 16 | Verse 1] ਤਦ ਅੱਯੂਬ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 16 | Verse 12] ਮੈਂ ਸੁਖੀ ਸੀ ਪਰ ਉਹ ਨੇ ਮੈਨੂੰ ਚੂਰ-ਚਾਰ ਕਰ ਸੁੱਟਿਆ, ਅਤੇ ਮੈਨੂੰ ਧੌਣ ਤੋਂ ਫੜ੍ਹ ਲਿਆ ਅਤੇ ਪਟਕਾ-ਪਟਕਾ ਕੇ ਮੈਨੂੰ ਭੰਨ ਸੁੱਟਿਆ, ਉਹ ਨੇ ਮੈਨੂੰ ਆਪਣੇ ਨਿਸ਼ਾਨੇ ਲਈ ਖੜ੍ਹਾ ਕੀਤਾ!
[IRV | PA | OT | Job | Chapter 16 | Verse 13] ਉਹ ਦੇ ਤੀਰ-ਅੰਦਾਜ਼ ਮੈਨੂੰ ਆਲੇ ਦੁਆਲਿਓਂ ਘੇਰ ਲੈਂਦੇ ਹਨ, ਉਹ ਮੇਰੇ ਗੁਰਦਿਆਂ ਨੂੰ ਚੀਰਦਾ ਹੈ ਅਤੇ ਦਯਾ ਨਹੀਂ ਕਰਦਾ, ਉਹ ਮੇਰੇ ਪਿੱਤ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੰਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 16 | Verse 14] ਉਹ ਤੇੜਾਂ ਤੇ ਤੇੜਾਂ ਪਾ ਕੇ ਮੈਨੂੰ ਤੋੜ ਸੁੱਟਦਾ ਹੈ, ਉਹ ਮੇਰੇ ਉੱਤੇ ਸੂਰਮੇ ਵਾਂਗੂੰ ਹਮਲਾ ਕਰਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 16 | Verse 15] “ਮੈਂ ਆਪਣੀ ਚਮੜੀ ਉੱਤੇ ਤੱਪੜ ਨੂੰ ਸਿਉਂ ਲਿਆ ਹੈ, ਮੈਂ ਆਪਣਾ ਸਿੰਗ ਨੂੰ ਮਿੱਟੀ ਵਿੱਚ ਰਲਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 16] ਮੇਰਾ ਮੂੰਹ ਰੋਣ ਨਾਲ ਲਾਲ ਹੋ ਗਿਆ ਹੈ, ਅਤੇ ਮੇਰੀਆਂ ਪਲਕਾਂ ਉੱਤੇ ਮੌਤ ਦਾ ਸਾਯਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 16 | Verse 17] ਫੇਰ ਵੀ ਮੇਰੇ ਹੱਥਾਂ ਵਿੱਚ ਕੋਈ ਜ਼ੁਲਮ ਨਹੀਂ, ਅਤੇ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਪਵਿੱਤਰ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 18] “ਹੇ ਧਰਤੀ, ਮੇਰੇ ਲਹੂ ਨੂੰ ਨਾ ਲੁਕਾ, ਅਤੇ ਮੇਰੀ ਦੁਹਾਈ ਕਿਤੇ ਨਾ ਰੁਕੇ!
[IRV | PA | OT | Job | Chapter 16 | Verse 19] ਪਰ ਹੁਣ ਵੇਖੋ, ਸਵਰਗ ਵਿੱਚ ਮੇਰਾ ਸਾਖੀ ਹੈ, ਅਤੇ ਮੇਰਾ ਗਵਾਹ ਉੱਚਿਆਈਆਂ ਉੱਤੇ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 20] ਮੇਰੇ ਮਿੱਤਰ ਮੇਰਾ ਮਖ਼ੌਲ ਉਡਾਉਂਦੇ ਹਨ, ਮੇਰੀਆਂ ਅੱਖਾਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਰੋਂਦੀਆਂ ਹਨ,
[IRV | PA | OT | Job | Chapter 16 | Verse 21] ਕੀ ਕੋਈ ਮਨੁੱਖ ਦੇ ਲਈ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਵਾਦ-ਵਿਵਾਦ ਕਰੇ, ਜਿਵੇਂ ਆਦਮ ਵੰਸ਼ ਆਪਣੇ ਮਿੱਤਰ ਲਈ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 22] “ਕਿਉਂ ਜੋ ਥੋੜ੍ਹਿਆਂ ਸਾਲਾਂ ਦੇ ਬੀਤਣ ਤੋਂ ਬਾਅਦ ਮੈਂ ਉਸ ਰਾਹ ਚਲਾ ਜਾਂਵਾਂਗਾ ਜਿੱਥੋਂ ਮੈਂ ਫੇਰ ਕਦੇ ਨਹੀਂ ਮੁੜਾਂਗਾ।”
