[IRV | PA | OT | Job | Chapter 15 | Verse 1] ਤਦ ਅਲੀਫਾਜ਼ ਤੇਮਾਨੀ ਨੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 15 | Verse 13] ਕੀ ਤੂੰ ਆਪਣਾ ਆਤਮਾ ਪਰਮੇਸ਼ੁਰ ਦੇ ਵਿਰੁੱਧ ਕਰਦਾ ਹੈਂ, ਅਤੇ ਆਪਣੇ ਮੂੰਹ ਤੋਂ ਵਿਅਰਥ ਗੱਲਾਂ ਬਕਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 15 | Verse 14] “ਮਨੁੱਖ ਕੀ ਹੈ ਜੋ ਉਹ ਨਿਰਦੋਸ਼ ਠਹਿਰੇ, ਅਤੇ ਇਸਤਰੀ ਤੋਂ ਜੰਮਿਆ ਹੋਇਆ ਕੀ ਹੈ ਜੋ ਉਹ ਧਰਮੀ ਠਹਿਰੇ?
[IRV | PA | OT | Job | Chapter 15 | Verse 15] ਵੇਖੋ, ਉਹ ਆਪਣੇ ਪਵਿੱਤਰ ਜਨਾਂ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਰੱਖਦਾ, ਅਤੇ ਅਕਾਸ਼ ਵੀ ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਸ਼ੁੱਧ ਨਹੀਂ,
[IRV | PA | OT | Job | Chapter 15 | Verse 16] ਭਲਾ, ਫੇਰ ਮਨੁੱਖ ਕੀ ਜੋ ਘਿਣਾਉਣਾ ਅਤੇ ਭਰਿਸ਼ਟ ਹੈ, ਜੋ ਬੁਰਿਆਈ ਨੂੰ ਪਾਣੀ ਵਾਂਗੂੰ ਪੀਂਦਾ ਹੈ?
[IRV | PA | OT | Job | Chapter 15 | Verse 17] “ਮੈਂ ਤੈਨੂੰ ਸਮਝਾ ਦਿਆਂਗਾ ਸੋ ਮੇਰੀ ਸੁਣ, ਅਤੇ ਜਿਸ ਨੂੰ ਮੈਂ ਵੇਖਿਆ ਉਹ ਦਾ ਵਰਨਣ ਮੈਂ ਕਰਦਾ ਹਾਂ,
[IRV | PA | OT | Job | Chapter 15 | Verse 18] ਆਪਣੇ ਪੁਰਖਿਆਂ ਤੋਂ ਸੁਣ ਕੇ, ਜੋ ਕੁਝ ਬੁੱਧਵਾਨਾਂ ਨੇ ਦੱਸਿਆ ਅਤੇ ਨਾ ਛੁਪਾਇਆ,
[IRV | PA | OT | Job | Chapter 15 | Verse 19] ਉਹਨਾਂ ਇੱਕਲਿਆਂ ਨੂੰ ਹੀ ਦੇਸ ਦਿੱਤਾ ਗਿਆ, ਅਤੇ ਕੋਈ ਪਰਦੇਸੀ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਨਾ ਲੰਘਿਆ,
[IRV | PA | OT | Job | Chapter 15 | Verse 20] ਦੁਸ਼ਟ ਜੀਵਨ ਭਰ ਤੜਫ਼ਦਾ ਹੈ, ਅਤੇ ਜ਼ਾਲਿਮ ਦੇ ਲਈ ਸਾਲ ਗਿਣ ਕੇ ਰੱਖੇ ਹੋਏ ਹਨ।
[IRV | PA | OT | Job | Chapter 15 | Verse 21] ਭੈਅ ਦੀ ਅਵਾਜ਼ ਉਹ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਗੂੰਜਦੀ ਰਹਿੰਦੀ ਹੈ, ਸ਼ਾਂਤੀ ਦੇ ਸਮੇਂ ਵੀ ਲੁਟੇਰਾ ਉਹਨਾਂ ਉੱਤੇ ਆ ਪੈਂਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 15 | Verse 22] ਉਹ ਨੂੰ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਿ ਉਹ ਹਨੇਰੇ ਵਿੱਚੋਂ ਮੁੜ ਆਵੇਗਾ, ਅਤੇ ਤਲਵਾਰ ਉਹ ਨੂੰ ਉਡੀਕਦੀ ਹੈ।
[IRV | PA | OT | Job | Chapter 15 | Verse 23] ਉਹ ਰੋਟੀ ਲਈ ਮਾਰਿਆ-ਮਾਰਿਆ ਫਿਰਦਾ ਹੈ ਕਿ ਉਹ ਉਸ ਨੂੰ ਕਿੱਥੇ ਮਿਲੇਗੀ? ਉਹ ਜਾਣਦਾ ਹੈ ਕਿ ਹਨੇਰੇ ਦਾ ਦਿਨ ਨੇੜੇ ਹੀ ਹੈ।
[IRV | PA | OT | Job | Chapter 15 | Verse 24] ਪੀੜ ਅਤੇ ਦੁੱਖ ਉਹ ਨੂੰ ਡਰਾਉਂਦੇ ਹਨ, ਉਸ ਰਾਜੇ ਵਾਂਗੂੰ ਜੋ ਯੁੱਧ ਲਈ ਤਿਆਰ ਹੈ, ਉਹ ਉਸ ਉੱਤੇ ਪਰਬਲ ਹੁੰਦੇ ਹਨ,
[IRV | PA | OT | Job | Chapter 15 | Verse 25] ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪਣਾ ਹੱਥ ਪਰਮੇਸ਼ੁਰ ਦੇ ਵਿਰੁੱਧ ਚੁੱਕਿਆ ਹੈ, ਅਤੇ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦੇ ਵਿਰੁੱਧ ਸਿਰ ਚੁੱਕਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 15 | Verse 26] ਉਹ ਟੇਢੀ ਧੌਣ ਨਾਲ ਆਪਣੀ ਮੋਟੀਆਂ-ਮੋਟੀਆਂ ਨੋਕਦਾਰ ਢਾਲਾਂ ਵਿਖਾਉਂਦਾ ਹੋਇਆ ਘਮੰਡ ਨਾਲ ਉਸ ਉੱਤੇ ਦੌੜਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 15 | Verse 27] “ਉਸ ਨੇ ਆਪਣਾ ਚਿਹਰਾ ਚਰਬੀ ਨਾਲ ਢੱਕ ਲਿਆ ਹੈ, ਅਤੇ ਆਪਣੇ ਪੱਟਾਂ ਉੱਤੇ ਚਰਬੀ ਦੀਆਂ ਤੈਹਾਂ ਜਮਾਈਆਂ ਹਨ,
[IRV | PA | OT | Job | Chapter 15 | Verse 28] ਉਹ ਉੱਜੜੇ ਹੋਏ ਨਗਰਾਂ ਵਿੱਚ ਵੱਸ ਗਿਆ ਹੈ, ਉਹਨਾਂ ਘਰਾਂ ਵਿੱਚ ਜਿੱਥੇ ਕੋਈ ਨਹੀਂ ਵੱਸਦਾ, ਜਿਹੜੇ ਖੰਡਰ ਹੋਣ ਲਈ ਛੱਡ ਦਿੱਤੇ ਗਏ ਹਨ।
[IRV | PA | OT | Job | Chapter 15 | Verse 29] ਉਹ ਧਨੀ ਨਾ ਹੋਵੇਗਾ ਨਾ ਉਹ ਦਾ ਮਾਲ ਬਣਿਆ ਰਹੇਗਾ, ਨਾ ਉਸ ਦੀ ਉਪਜ ਧਰਤੀ ਵੱਲ ਝੁਕੇਗੀ।
[IRV | PA | OT | Job | Chapter 15 | Verse 30] ਉਹ ਹਨੇਰੇ ਤੋਂ ਨਾ ਨਿੱਕਲੇਗਾ, ਲਾਟਾਂ ਉਸ ਦੀਆਂ ਟਹਿਣੀਆਂ ਨੂੰ ਸੁਕਾ ਦੇਣਗੀਆਂ, ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਮੂੰਹ ਦੇ ਸਾਹ ਨਾਲ ਉਹ ਜਾਂਦਾ ਰਹੇਗਾ।
[IRV | PA | OT | Job | Chapter 15 | Verse 31] ਉਹ ਵਿਅਰਥ ਗੱਲਾਂ ਉੱਤੇ ਭਰੋਸਾ ਕਰਕੇ ਆਪਣੇ ਆਪ ਨੂੰ ਧੋਖਾ ਨਾ ਦੇਵੇ ਕਿਉਂ ਜੋ ਉਸ ਦਾ ਬਦਲਾ ਵਿਅਰਥ ਹੀ ਹੋਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 15 | Verse 32] ਉਹ ਆਪਣੇ ਦਿਨ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਪੂਰਾ ਹੋ ਜਾਵੇਗਾ, ਅਤੇ ਉਹ ਦੀ ਟਹਿਣੀ ਹਰੀ ਨਾ ਰਹੇਗੀ।
[IRV | PA | OT | Job | Chapter 15 | Verse 33] ਦਾਖ ਦੀ ਕੱਚੀ ਵੇਲ ਵਾਂਗੂੰ ਉਸ ਦੇ ਫਲ ਝੜ ਜਾਣਗੇ ਅਤੇ ਜ਼ੈਤੂਨ ਦੇ ਫੁੱਲ ਵਾਂਗੂੰ ਉਸ ਦੇ ਫੁੱਲ ਡਿੱਗ ਪੈਣਗੇ।
[IRV | PA | OT | Job | Chapter 15 | Verse 34] ਅਧਰਮੀਆਂ ਦੀ ਮੰਡਲੀ ਬਾਂਝ ਹੁੰਦੀ ਹੈ, ਅਤੇ ਅੱਗ ਰਿਸ਼ਵਤ ਲੈਣ ਵਾਲਿਆਂ ਦੇ ਡੇਰਿਆਂ ਨੂੰ ਭਸਮ ਕਰ ਦਿੰਦੀ ਹੈ।
[IRV | PA | OT | Job | Chapter 15 | Verse 35] ਉਨ੍ਹਾਂ ਦੇ ਗਰਭ ਵਿੱਚ ਮੁਸੀਬਤ ਪੈਂਦੀ ਹੈ ਅਤੇ ਉਹ ਬਦੀ ਨੂੰ ਜਨਮ ਦਿੰਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਦੇ ਪੇਟ ਵਿੱਚ ਛਲ ਪੈਦਾ ਹੁੰਦਾ ਹੈ।”
