[IRV | PA | OT | Job | Chapter 20 | Verse 1] ਤਦ ਸੋਫ਼ਰ ਨਅਮਾਤੀ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 20 | Verse 17] ਉਹ ਨਦੀਆਂ ਨੂੰ ਨਾ ਵੇਖੇਗਾ ਅਰਥਾਤ ਸ਼ਹਿਦ ਅਤੇ ਦਹੀਂ ਦੀਆਂ ਵਗਦੀਆਂ ਨਦੀਆਂ ਨੂੰ।
[IRV | PA | OT | Job | Chapter 20 | Verse 18] ਉਹ ਆਪਣੀ ਕਸ਼ਟ ਨਾਲ ਕੀਤੀ ਹੋਈ ਕਮਾਈ ਨੂੰ ਮੋੜ ਦੇਵੇਗਾ ਪਰ ਆਪ ਉਸ ਨੂੰ ਨਹੀਂ ਨਿਗਲੇਗਾ, ਉਹ ਆਪਣੇ ਲੈਣ-ਦੇਣ ਦੇ ਲਾਭ ਦੇ ਅਨੁਸਾਰ ਖੁਸ਼ੀ ਨਾ ਮਨਾਏਗਾ,
[IRV | PA | OT | Job | Chapter 20 | Verse 19] ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਗਰੀਬਾਂ ਨੂੰ ਦਬਾਇਆ ਅਤੇ ਤਿਆਗ ਦਿੱਤਾ, ਉਸ ਨੇ ਘਰਾਂ ਨੂੰ ਖੋਹ ਲਿਆ ਜਿਹੜੇ ਉਸ ਨੇ ਨਹੀਂ ਉਸਾਰੇ।
[IRV | PA | OT | Job | Chapter 20 | Verse 20] “ਕਿਉਂ ਜੋ ਲਾਲਸਾ ਦੇ ਕਾਰਨ ਉਸ ਨੇ ਆਪਣੇ ਅੰਦਰ ਸ਼ਾਂਤੀ ਨਾ ਜਾਣੀ, ਇਸ ਲਈ ਉਹ ਆਪਣੀਆਂ ਮਨ ਭਾਉਣੀਆਂ ਚੀਜ਼ਾਂ ਨਾ ਬਚਾ ਸਕੇਗਾ।
[IRV | PA | OT | Job | Chapter 20 | Verse 21] ਕੋਈ ਵੀ ਚੀਜ਼ ਉਸ ਦੇ ਨਿਗਲਣ ਤੋਂ ਬਾਕੀ ਨਾ ਬਚੀ, ਇਸ ਕਾਰਨ ਉਹ ਦੀ ਖੁਸ਼ਹਾਲੀ ਬਣੀ ਨਾ ਰਹੇਗੀ।
[IRV | PA | OT | Job | Chapter 20 | Verse 22] ਉਹ ਆਪਣੀ ਭਰਪੂਰੀ ਦੀ ਬਹੁਤਾਇਤ ਵਿੱਚ ਵੀ ਲੋੜਵੰਦ ਰਹੇਗਾ, ਤਦ ਹਰੇਕ ਦੁਖਿਆਰੇ ਦਾ ਹੱਥ ਉਹ ਦੇ ਉੱਤੇ ਆਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 20 | Verse 23] ਜਦ ਉਹ ਆਪਣਾ ਪੇਟ ਭਰਨ ਨੂੰ ਹੋਵੇ ਤਦ ਪਰਮੇਸ਼ੁਰ ਆਪਣਾ ਕਹਿਰ ਉਸ ਉੱਤੇ ਘੱਲੇਗਾ ਅਤੇ ਉਹ ਦੇ ਰੋਟੀ ਖਾਣ ਦੇ ਵੇਲੇ ਉਹ ਉਸ ਉੱਤੇ ਆ ਪਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 20 | Verse 24] ਉਹ ਲੋਹੇ ਦੇ ਹਥਿਆਰ ਤੋਂ ਭੱਜੇਗਾ ਅਤੇ ਪਿੱਤਲ ਦਾ ਧਣੁੱਖ ਉਹ ਨੂੰ ਵਿੰਨ੍ਹ ਸੁੱਟੇਗਾ,
[IRV | PA | OT | Job | Chapter 20 | Verse 25] ਉਹ ਉਸ ਤੀਰ ਨੂੰ ਬਾਹਰ ਖਿੱਚਦਾ ਅਤੇ ਉਹ ਉਸ ਦੇ ਸਰੀਰ ਵਿੱਚੋਂ ਬਾਹਰ ਆਉਂਦਾ ਹੈ, ਤਦ ਉਹ ਦੀ ਚਮਕਦੀ ਹੋਈ ਨੋਕ ਉਹ ਦੇ ਪਿੱਤੇ ਵਿੱਚੋਂ ਨਿੱਕਲੇਗੀ, ਅਤੇ ਭੈਅ ਉਸ ਦੇ ਉੱਤੇ ਆ ਪਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 20 | Verse 26] ਉਸ ਦੇ ਖ਼ਜ਼ਾਨਿਆਂ ਉੱਤੇ ਘੁੱਪ ਹਨ੍ਹੇਰਾ ਛਾ ਜਾਵੇਗਾ, ਅਣਸੁਲਗੀ ਅੱਗ ਉਹ ਨੂੰ ਭਸਮ ਕਰੇਗੀ, ਜੋ ਕੁਝ ਉਹ ਦੇ ਤੰਬੂ ਵਿੱਚ ਬਾਕੀ ਹੈ, ਉਸ ਨੂੰ ਵੀ ਭਸਮ ਕਰ ਦੇਵੇਗੀ!
[IRV | PA | OT | Job | Chapter 20 | Verse 27] ਅਕਾਸ਼ ਉਹ ਦੀ ਬਦੀ ਨੂੰ ਪਰਗਟ ਕਰੇਗਾ, ਅਤੇ ਧਰਤੀ ਉਹ ਦੇ ਵਿਰੁੱਧ ਖੜ੍ਹੀ ਹੋਵੇਗੀ।
[IRV | PA | OT | Job | Chapter 20 | Verse 28] ਉਹ ਦੇ ਘਰ ਦਾ ਮਾਲ ਰੁੜ੍ਹ ਜਾਵੇਗਾ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਕ੍ਰੋਧ ਦੇ ਦਿਨ ਵਿੱਚ ਉਹ ਵਗ ਜਾਵੇਗਾ,
[IRV | PA | OT | Job | Chapter 20 | Verse 29] ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਦੁਸ਼ਟ ਮਨੁੱਖ ਦਾ ਇਹੋ ਹੀ ਹਿੱਸਾ ਹੈ, ਇਹ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਉਹ ਦੇ ਲਈ ਨਿਯੁਕਤ ਕੀਤੀ ਹੋਈ ਮਿਰਾਸ ਹੈ!”
