[IRV | HI | OT | Isaiah | Chapter 65 | Verse 1] जो मुझ को पूछते भी न थे वे मेरे खोजी हैं; जो मुझे ढूँढ़ते भी न थे उन्होंने मुझे पा लिया, और जो जाति मेरी नहीं कहलाई थी, उससे भी मैं कहता हूँ, “देख, मैं उपस्थित हूँ।”
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 12] मैं तुम्हें गिन-गिनकर तलवार का कौर बनाऊँगा, और तुम सब घात होने के लिये झुकोगे; क्योंकि, जब मैंने तुम्हें बुलाया तुम ने उत्तर न दिया, जब मैं बोला, तब तुम ने मेरी न सुनी; वरन् जो मुझे बुरा लगता है वही तुम ने नित किया, और जिससे मैं अप्रसन्न होता हूँ, उसी को तुम ने अपनाया।”
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 13] इस कारण प्रभु यहोवा यह कहता है: “देखो, मेरे दास तो खाएँगे, पर तुम भूखे रहोगे; मेरे दास पीएँगे, पर तुम प्यासे रहोगे; मेरे दास आनन्द करेंगे, पर तुम लज्जित होगे;
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 14] देखो, मेरे दास हर्ष के मारे जयजयकार करेंगे, परन्तु तुम शोक से चिल्लाओगे और खेद के मारे हाय! हाय!, करोगे।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 15] मेरे चुने हुए लोग तुम्हारी उपमा दे-देकर श्राप देंगे, और प्रभु यहोवा तुझको नाश करेगा; परन्तु अपने दासों का दूसरा नाम रखेगा। (जक. 8:13, प्रका. 2:17, प्रका. 3:12)
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 16] तब सारे देश में जो कोई अपने को धन्य कहेगा वह सच्चे परमेश्वर का नाम लेकर अपने को धन्य कहेगा, और जो कोई देश में शपथ खाए वह सच्चे परमेश्वर के नाम से शपथ खाएगा; क्योंकि पिछला कष्ट दूर हो गया और वह मेरी आँखों से छिप गया है।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 17] “क्योंकि देखो, मैं नया आकाश और नई पृथ्वी उत्पन्न करता हूँ; और पहली बातें स्मरण न रहेंगी और सोच-विचार में भी न आएँगी। (2 पत. 3:13, प्रका. 21:1-4)
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 18] इसलिए जो मैं उत्पन्न करने पर हूँ, उसके कारण तुम हर्षित हो और सदा सर्वदा मगन रहो; क्योंकि देखो, मैं यरूशलेम को मगन और उसकी प्रजा को आनन्दित बनाऊँगा।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 19] मैं आप यरूशलेम के कारण मगन, और अपनी प्रजा के हेतु हर्षित होऊँगा; उसमें फिर रोने या चिल्लाने का शब्द न सुनाई पड़ेगा। (प्रका. 21:4)
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 20] उसमें फिर न तो थोड़े दिन का बच्चा, और न ऐसा बूढ़ा जाता रहेगा जिसने अपनी आयु पूरी न की हो; क्योंकि जो लड़कपन में मरनेवाला है वह सौ वर्ष का होकर मरेगा, परन्तु पापी सौ वर्ष का होकर श्रापित ठहरेगा।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 21] वे घर बनाकर उनमें बसेंगे; वे दाख की बारियाँ लगाकर उनका फल खाएँगे।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 22] ऐसा नहीं होगा कि वे बनाएँ और दूसरा बसे; या वे लगाएँ, और दूसरा खाए; क्योंकि मेरी प्रजा की आयु वृक्षों की सी होगी, और मेरे चुने हुए अपने कामों का पूरा लाभ उठाएँगे।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 23] उनका परिश्रम व्यर्थ न होगा, न उनके बालक घबराहट के लिये उत्पन्न होंगे; क्योंकि वे यहोवा के धन्य लोगों का वंश ठहरेंगे, और उनके बाल-बच्चे उनसे अलग न होंगे। (भज. 115:14,15)
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 24] उनके पुकारने से पहले ही मैं उनको उत्तर दूँगा, और उनके माँगते ही मैं उनकी सुन लूँगा।
[IRV | HI | OT | Isaiah | Chapter 65 | Verse 25] भेड़िया और मेम्ना एक संग चरा करेंगे, और सिंह बैल के समान भूसा खाएगा; और सर्प का आहार मिट्टी ही रहेगा। मेरे सारे पवित्र पर्वत पर न तो कोई किसी को दुःख देगा और न कोई किसी की हानि करेगा, यहोवा का यही वचन है।”
