[DRA | EN | OT | Judges | Chapter 9 | Verse 1] And Abimelech the son of Jerobaal went to Sichem to his mother’s brethren and spoke to them, and to all the kindred of his mother’s father, saying:
[DRA | EN | OT | Judges | Chapter 9 | Verse 28] And Gaal the son of Obed cried: Who is Abimelech, and what is Sichem, that we should serve him? Is he not the son of Jerobaal, and hath made Zebul his servant ruler over the men of Emor the father of Sichem? Why then shall we serve him?
[DRA | EN | OT | Judges | Chapter 9 | Verse 29] Would to God that some man would put this people under my hand, that I might remove Abimelech out of the way. And it was said to Abimelech: Gather together the multitude of an army, and come.
[DRA | EN | OT | Judges | Chapter 9 | Verse 30] For Zebul the ruler of the city, hearing the words of Gaal, the son of Obed, was very angry,
[DRA | EN | OT | Judges | Chapter 9 | Verse 31] And sent messengers privately to Abimelech, saying: Behold Gaal the son of Obed is come into Sichem with his brethren, and endeavoureth to set the city against thee.
[DRA | EN | OT | Judges | Chapter 9 | Verse 32] Arise therefore in the night with the people that is with thee and he hid in the field:
[DRA | EN | OT | Judges | Chapter 9 | Verse 33] And betimes in the morning at sun rising set upon the city. And when he shall come out against thee with his people, do to him what thou shalt be able.
[DRA | EN | OT | Judges | Chapter 9 | Verse 34] Abimelech therefore arose with all his army by night, and laid ambushes near Sichem in four places.
[DRA | EN | OT | Judges | Chapter 9 | Verse 35] And Gaal the son of Obed went out, and stood in the entrance of the gate of the city. And Abimelech rose up, and all his army with him from the places of the ambushes.
[DRA | EN | OT | Judges | Chapter 9 | Verse 36] And when Gaal saw the people, he said to Zebul: Behold a multitude cometh down from the mountains. And he answered him: Thou seest the shadows of the mountains as if they were the heads of men, and this is thy mistake.
[DRA | EN | OT | Judges | Chapter 9 | Verse 37] Again Gaal said: Behold there cometh people down from the middle of the land, and one troop cometh by the way that looketh towards the oak.
[DRA | EN | OT | Judges | Chapter 9 | Verse 38] And Zebul said to him: Where is now thy mouth wherewith thou saidst? Who is Abimelech that we should serve him? Is not this the people which thou didst despise? Go out, and fight against him.
[DRA | EN | OT | Judges | Chapter 9 | Verse 39] So Gaal went out in the sight of the people of Sichem, and fought against Abimelech,
[DRA | EN | OT | Judges | Chapter 9 | Verse 40] Who chased and put him to flight, and drove him to the city: and many were slain of his people, even to the gate of the city:
[DRA | EN | OT | Judges | Chapter 9 | Verse 41] And Abimelech sat down in Ruma: but Zebul drove Gaal, and his companions out of the city, and would not suffer them to abide in it.
[DRA | EN | OT | Judges | Chapter 9 | Verse 42] So the day following the people went out into the field. And it was told Abimelech.
[DRA | EN | OT | Judges | Chapter 9 | Verse 43] And he took his army, and divided it into three companies, and laid ambushes in the fields. And seeing that the people came out of the city, he arose and set upon them,
[DRA | EN | OT | Judges | Chapter 9 | Verse 44] With his own company, assaulting and besieging the city: whilst the two other companies chased the enemies that were scattered about the field.
[DRA | EN | OT | Judges | Chapter 9 | Verse 45] And Abimelech assaulted the city all that day: and took it, and killed the inhabitants thereof, and demolished it, so that he sowed salt in it.
[DRA | EN | OT | Judges | Chapter 9 | Verse 46] And when they who dwelt in the tower of Sichem had heard this, they went into the temple of their god Berith where they had made a covenant with him, and from thence the place had taken its name, and it was exceeding strong.
[DRA | EN | OT | Judges | Chapter 9 | Verse 47] Abimelech also hearing that the men of the tower of Sichem were gathered together,
[DRA | EN | OT | Judges | Chapter 9 | Verse 48] Went up into mount Selmon he and all his people with him: and taking an axe, he cut down the bough of a tree, and laying it on his shoulder and carrying it, he said to his companions: What you see me do, do you out of hand.
[DRA | EN | OT | Judges | Chapter 9 | Verse 49] So they cut down boughs from the trees, every man as fast as he could, and followed their leader. And surrounding the fort they set it on fire: and so it came to pass that with the smoke and with the fire a thousand persons were killed, men and women together, of the inhabitants of the tower of Sichem.
[DRA | EN | OT | Judges | Chapter 9 | Verse 50] Then Abimelech departing from thence came to the town of Thebes, which he surrounded and besieged with his army.
[DRA | EN | OT | Judges | Chapter 9 | Verse 51] And there was in the midst of the city a high tower, to which both the men and the women were fled together, and all the princes of the city, and having shut and strongly barred the gate, they stood upon the battlements of the tower to defend themselves.
[DRA | EN | OT | Judges | Chapter 9 | Verse 52] And Abimelech coming near the tower, fought stoutly: and approaching to the gate, endeavoured to set fire to it:
[DRA | EN | OT | Judges | Chapter 9 | Verse 53] And behold a certain woman casting a piece of a millstone from above, dashed it against the head of Abimelech, and broke his skull.
[DRA | EN | OT | Judges | Chapter 9 | Verse 54] And he called hastily to his armourbearer, and said to him: Draw thy sword, and kill me: lest it should be said that I was slain by a woman. He did as he was commanded, and slew him.
[DRA | EN | OT | Judges | Chapter 9 | Verse 55] And when he was dead, all the men of Israel that were with him, returned to their homes.
[DRA | EN | OT | Judges | Chapter 9 | Verse 56] And God repaid the evil, that Abimelech had done against his father, killing his seventy brethren.
[DRA | EN | OT | Judges | Chapter 9 | Verse 57] The Sichemites also were rewarded for what they had done, and the curse of Joatham the son of Jerobaal came upon them.
