[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 1] King Antiochus was traveling through the upper countries; and he heard that in Elymais in Persia there was a city renowned for riches, for silver and gold,
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 33] The king rose early in the morning, and marched his army at full speed along the road to Bethzacharias. His forces made themselves ready to battle and sounded their trumpets.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 34] They offered the elephants the juice of grapes and mulberries, that they might prepare them for the battle.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 35] They distributed the animals among the phalanxes. They set by each elephant a thousand men armed with coats of mail and helmets of brass on their heads. Five hundred chosen cavalry were appointed for each elephant.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 36] These were ready beforehand, wherever the elephant was. Wherever the elephant went, they went with it. They didn’t leave it.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 37] Strong, covered wooden towers were upon them, one upon each elephant, fastened upon it with secure harnesses. Upon each were four valiant men who fought upon them, beside his Indian driver.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 38] The rest of the cavalry he set on this side and that side on the two flanks of the army, striking terror into the enemy, and protected by the phalanxes.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 39] Now when the sun shone upon the shields of gold and brass, the mountains lit up, and blazed like flaming torches.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 40] A part of the king’s army was spread upon the high hills and some on the low ground, and they went on firmly and in order.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 41] All who heard the noise of their multitude, the marching of the multitude, and the rattling of the weapons trembled; for the army was exceedingly great and strong.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 42] Judas and his army drew near for battle, and six hundred men of the king’s army fell.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 43] Eleazar, who was called Avaran, saw one of the animals armed with royal breastplates, and it was taller than all the animals, and the king seemed to be on it.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 44] He gave his life to deliver his people, and to get himself an everlasting name.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 45] He ran upon him courageously into the midst of the phalanx, and killed on the right hand and on the left, and they parted away from him on this side and on that.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 46] He crept under the elephant, and stabbed it from beneath, and killed it. The elephant fell to the earth upon him, and he died there.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 47] They saw the strength of the kingdom and the fierce attack of the army, and turned away from them.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 48] But the soldiers of the king’s army went up to Jerusalem to meet them, and the king encamped toward Judea and toward mount Zion.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 49] He made peace with the people of Bethsura. He came out of the city because they had no food there to endure the siege, because it was a Sabbath to the land.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 50] The king took Bethsura, and appointed a garrison there to keep it.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 51] He encamped against the sanctuary many days; and set there mounds to shoot from, and engines of war, and machines for throwing fire and stones, and weapons to throw darts, and slings.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 52] The Jews also made engines of war against their engines, and fought for many days.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 53] But there was no food in the sanctuary, because it was the seventh year, and those who fled for safety into Judea from among the Gentiles had eaten up the rest of the stores.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 54] There were only a few people left in the sanctuary, because the famine prevailed against them, and they were scattered, each man to his own place.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 55] Lysias heard that Philip, whom Antiochus the king, while he was yet alive, appointed to raise his son Antiochus to be king,
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 56] had returned from Persia and Media, and with him the forces that went with the king, and that he was seeking to take control of the government.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 57] He made haste, and gave orders to depart. He said to the king and the leaders of the army and to the men, “We get weaker daily, our food is scant, the place where we encamp is strong, and the affairs of the kingdom lie upon us.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 58] Now therefore let’s negotiate with these men, and make peace with them and with all their nation,
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 59] and covenant with them, that they may walk after their own laws, as before; for because of their laws which we abolished they were angered, and did all these things.”
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 60] The speech pleased the king and the princes, and he sent to them to make peace; and they accepted it.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 61] The king and the princes swore to them. On these conditions, they came out from the stronghold.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 62] Then the king entered into mount Zion. He saw the strength of the place, and broke the oath which he had sworn, and gave orders to pull down the wall all around.
[WEB | EN | OT | 1 Maccabees | Chapter 6 | Verse 63] Then he left in haste and returned to Antioch, and found Philip master of the city. He fought against him, and took the city by force.
