[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 1] Then the king of Egypt gathered together great forces, as the sand which is by the sea shore, and many ships, and sought to make himself master of Alexander’s kingdom by deceit, and to add it to his own kingdom.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 31] The copy of the letter which we wrote to Lasthenes our kinsman concerning you, we have written also to you, that you may see it.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 32] ‘King Demetrius to Lasthenes his father, greetings.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 33] We have determined to do good to the nation of the Jews, who are our friends, and observe what is just toward us, because of their good will toward us.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 34] We have confirmed therefore to them the borders of Judea, and also the three governments of Aphaerema, Lydda, and Ramathaim (these were added to Judea from the country of Samaria), and all their territory to them, for all who do sacrifice in Jerusalem, instead of the king’s dues which the king received of them yearly before from the produce of the earth and the fruits of trees.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 35] As for the other payments to us from henceforth, of the tithes and the taxes that pertain to us, and the salt pits, and the crown taxes due to us, all these we will give back to them.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 36] Not one of these grants shall be annulled from this time forth and forever.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 37] Now therefore be careful to make a copy of these things, and let it be given to Jonathan, and let it be set up on the holy mountain in a suitable and conspicuous place.’”
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 38] When King Demetrius saw that the land was quiet before him, and that no resistance was made to him, he sent away all his troops, each man to his own place, except the foreign troops, which he had raised from the islands of the Gentiles. So all the troops of his fathers hated him.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 39] Now Tryphon was one of those who previously had been on Alexander’s side, and he saw that all the forces murmured against Demetrius. So he went to Imalcue the Arabian, who was raising up Antiochus the young child of Alexander,
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 40] and urgently insisted to him that he should deliver him to him, that he might reign in his father’s place. He told him all that Demetrius had done, and the hatred with which his forces hated him; and he stayed there many days.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 41] Now Jonathan sent to King Demetrius, that he should remove the troops of the citadel from Jerusalem, and the troops who were in the strongholds; for they fought against Israel continually.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 42] Demetrius sent to Jonathan, saying, “I will not only do this for you and your nation, but I will greatly honor you and your nation, if I find an opportunity.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 43] Now therefore you shall do well if you send me men who will fight for me; for all my forces have revolted.”
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 44] So Jonathan sent him three thousand valiant men to Antioch. They came to the king, and the king was glad at their coming.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 45] The people of the city gathered themselves together into the midst of the city, to the number of one hundred and twenty thousand men, and they wanted to kill the king.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 46] The king fled into the court of the palace, and the people of the city seized the main streets of the city and began to fight.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 47] The king called the Jews to help him, and they were gathered together to him all at once, and they dispersed themselves in the city, and killed that day about one hundred thousand.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 48] They set the city on fire, and seized many spoils that day, and saved the king.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 49] The people of the city saw that the Jews had taken control of the city as they pleased, and they became faint in their hearts, and they cried out to the king with supplication, saying,
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 50] “Give us your right hand, and let the Jews cease from fighting against us and the city.”
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 51] They threw away their weapons and made peace. The Jews were glorified in the sight of the king, and before all who were in his kingdom. Then they returned to Jerusalem, having much plunder.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 52] So King Demetrius sat on the throne of his kingdom, and the land was quiet before him.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 53] He lied in all that he spoke, and estranged himself from Jonathan, and didn’t repay him according to the benefits with which he had repaid him, and treated him very harshly.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 54] Now after this, Tryphon returned, and with him the young child Antiochus, who reigned and put on a crown.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 55] All the forces which Demetrius had sent away with disgrace were gathered to him, and they fought against him, and he fled and was routed.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 56] Tryphon took the elephants, and took control of Antioch.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 57] The young Antiochus wrote to Jonathan, saying, “I confirm to you the high priesthood, and appoint you over the four districts, and to be one of the king’s friends.”
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 58] He sent to him golden vessels and furniture for the table, and gave him permission to drink in golden vessels, and to be clothed in purple, and to have a golden buckle.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 59] He made his brother Simon governor from the Ladder of Tyre to the borders of Egypt.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 60] Jonathan went out and took his journey beyond the river and through the cities. All the forces of Syria gathered themselves to him to be his allies. He came to Ascalon, and the people of the city met him honorably.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 61] He departed from there to Gaza, and the people of Gaza shut him out. So he besieged it and burned its pasture lands with fire, and plundered them.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 62] The people of Gaza pleaded with Jonathan, and he gave them his right hand, and took the sons of their princes for hostages, and sent them away to Jerusalem. Then he passed through the country as far as Damascus.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 63] Then Jonathan heard that Demetrius’ princes had come to Kedesh, which is in Galilee, with a great army, intending to remove him from his office.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 64] He went to meet them, but he left Simon his brother in the country.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 65] Simon encamped against Bethsura, and fought against it many days, and hemmed it in.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 66] They asked him to give them his right hand, and he gave it to them. He removed them from there, took possession of the city, and set a garrison over it.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 67] Jonathan and his army encamped at the water of Gennesareth, and early in the morning they marched to the plain of Hazor.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 68] Behold, an army of foreigners met him in the plain. They laid an ambush for him in the mountains, but they themselves met him face to face.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 69] But those who lay in ambush rose out of their places and joined battle. All those who were on Jonathan’s side fled.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 70] Not one of them was left, except Mattathias the son of Absalom, and Judas the son of Chalphi, captains of the forces.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 71] Jonathan tore his clothes, put dirt on his head, and prayed.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 72] He turned again to them in battle, and routed them, and they fled.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 73] When the men on his side who had fled saw this, they returned to him and pursued with him to Kedesh to their camp, and they encamped there.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 74] About three thousand men of the foreigners fell on that day. Then Jonathan returned to Jerusalem.
