[WEB | EN | OT | Genesis | Chapter 31 | Verse 1] Jacob heard Laban’s sons’ words, saying, “Jacob has taken away all that was our father’s. He has obtained all this wealth from that which was our father’s.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 32] Anyone you find your gods with shall not live. Before our relatives, discern what is yours with me, and take it.” For Jacob didn’t know that Rachel had stolen them.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 33] Laban went into Jacob’s tent, into Leah’s tent, and into the tent of the two female servants; but he didn’t find them. He went out of Leah’s tent, and entered into Rachel’s tent.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 34] Now Rachel had taken the teraphim, put them in the camel’s saddle, and sat on them. Laban felt around all the tent, but didn’t find them.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 35] She said to her father, “Don’t let my lord be angry that I can’t rise up before you; for I’m having my period.” He searched, but didn’t find the teraphim.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 36] Jacob was angry, and argued with Laban. Jacob answered Laban, “What is my trespass? What is my sin, that you have hotly pursued me?
[WEB | EN | OT | Genesis | Chapter 31 | Verse 37] Now that you have felt around in all my stuff, what have you found of all your household stuff? Set it here before my relatives and your relatives, that they may judge between us two.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 38] “These twenty years I have been with you. Your ewes and your female goats have not cast their young, and I haven’t eaten the rams of your flocks.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 39] That which was torn of animals, I didn’t bring to you. I bore its loss. Of my hand you required it, whether stolen by day or stolen by night.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 40] This was my situation: in the day the drought consumed me, and the frost by night; and my sleep fled from my eyes.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 41] These twenty years I have been in your house. I served you fourteen years for your two daughters, and six years for your flock, and you have changed my wages ten times.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 42] Unless the God of my father, the God of Abraham, and the fear of Isaac, had been with me, surely now you would have sent me away empty. God has seen my affliction and the labor of my hands, and rebuked you last night.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 43] Laban answered Jacob, “The daughters are my daughters, the children are my children, the flocks are my flocks, and all that you see is mine! What can I do today to these my daughters, or to their children whom they have borne?
[WEB | EN | OT | Genesis | Chapter 31 | Verse 44] Now come, let’s make a covenant, you and I. Let it be for a witness between me and you.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 45] Jacob took a stone, and set it up for a pillar.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 46] Jacob said to his relatives, “Gather stones.” They took stones, and made a heap. They ate there by the heap.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 47] Laban called it Jegar Sahadutha, but Jacob called it Galeed.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 48] Laban said, “This heap is witness between me and you today.” Therefore it was named Galeed
[WEB | EN | OT | Genesis | Chapter 31 | Verse 49] and Mizpah, for he said, “The LORD watch between me and you, when we are absent one from another.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 50] If you afflict my daughters, or if you take wives in addition to my daughters, no man is with us; behold, God is witness between me and you.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 51] Laban said to Jacob, “See this heap, and see the pillar, which I have set between me and you.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 52] May this heap be a witness, and the pillar be a witness, that I will not pass over this heap to you, and that you will not pass over this heap and this pillar to me, for harm.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 53] The God of Abraham, and the God of Nahor, the God of their father, judge between us.” Then Jacob swore by the fear of his father, Isaac.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 54] Jacob offered a sacrifice in the mountain, and called his relatives to eat bread. They ate bread, and stayed all night in the mountain.
