[IRV | PA | NT | Acts | Chapter 20 | Verse 1] ਜਦੋਂ ਰੌਲ਼ਾ ਹੱਟ ਗਿਆ ਤਾਂ ਪੌਲੁਸ ਨੇ ਯਿਸੂ ਦੇ ਚੇਲਿਆਂ ਨੂੰ ਸੱਦ ਕੇ ਦਿਲਾਸਾ ਦਿੱਤਾ ਅਤੇ ਉਹਨਾਂ ਕੋਲੋਂ ਵਿਦਾ ਹੋ ਕੇ ਮਕਦੂਨਿਯਾ ਵੱਲ ਨੂੰ ਤੁਰ ਪਿਆ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 12] ਅਤੇ ਉਹ ਉਸ ਮੁੰਡੇ ਨੂੰ ਜਿਉਂਦਾ ਲਿਆਏ ਅਤੇ ਬਹੁਤ ਸ਼ਾਂਤ ਹੋਏ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 13] ਪਰ ਅਸੀਂ ਅਗਾਹਾਂ ਤੁਰ ਕੇ ਜਹਾਜ਼ ਉੱਤੇ ਚੜ੍ਹੇ ਅਤੇ ਅੱਸੁਸ ਦੀ ਵੱਲ ਚੱਲੇ ਜਿੱਥੋਂ ਅਸੀਂ ਪੌਲੁਸ ਨੂੰ ਨਾਲ ਚੜ੍ਹਾ ਲੈਣਾ ਸੀ, ਕਿਉਂ ਜੋ ਉਹ ਆਪ ਪੈਦਲ ਜਾਣ ਦਾ ਇਰਾਦਾ ਬਣਾ ਕੇ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਹੁਕਮ ਦੇ ਗਿਆ ਸੀ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 14] ਜਦੋਂ ਉਹ ਅਸੁੱਸ ਵਿੱਚ ਸਾਨੂੰ ਆ ਮਿਲਿਆ ਤਾਂ ਅਸੀਂ ਉਹ ਨੂੰ ਜਹਾਜ਼ ਉੱਤੇ ਚੜ੍ਹਾ ਕੇ ਮਿਤੁਲੇਨੇ ਨੂੰ ਆਏ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 15] ਅਤੇ ਉੱਥੋਂ ਜਹਾਜ਼ ਖੋਲ੍ਹ ਕੇ ਦੂਜੇ ਦਿਨ ਖੀਓਸ ਦੇ ਬਰਾਬਰ ਪਹੁੰਚੇ ਅਤੇ ਉਸ ਦੇ ਦੂਜੇ ਦਿਨ ਸਾਮੁਸ ਵਿੱਚ ਜਾ ਪਹੁੰਚੇ। ਫੇਰ ਅਗਲੇ ਦਿਨ ਮਿਲੇਤੁਸ ਨੂੰ ਆਏ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 16] ਕਿਉਂਕਿ ਪੌਲੁਸ ਨੇ ਇਹ ਫੈਸਲਾ ਕੀਤਾ ਸੀ ਜੋ ਅਫ਼ਸੁਸ ਤੋਂ ਲੰਘ ਜਾਂਵਾਂ ਕਿ ਏਸ਼ੀਆ ਵਿੱਚ ਮੈਨੂੰ ਕਿਤੇ ਚਿਰ ਨਾ ਲੱਗੇ, ਕਿਉਂ ਜੋ ਉਹ ਛੇਤੀ ਕਰਦਾ ਸੀ ਕਿ ਜੇ ਹੋ ਸਕੇ ਤਾਂ ਮੈਂ ਪੰਤੇਕੁਸਤ ਦੇ ਦਿਨ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਪਹੁੰਚ ਜਾਂਵਾਂ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 17] ਉਸ ਨੇ ਮਿਲੇਤੁਸ ਤੋਂ ਅਫ਼ਸੁਸ ਦੀ ਵੱਲ ਸੁਨੇਹਾ ਭੇਜ ਕੇ ਕਲੀਸਿਯਾ ਦੇ ਆਗੂ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਬੁਲਾਇਆ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 18] ਅਤੇ ਜਦੋਂ ਉਹ ਉਸ ਦੇ ਕੋਲ ਆਏ ਤਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ ਜੋ ਮੈਂ ਪਹਿਲੇ ਦਿਨ ਤੋਂ ਹੀ ਜਦੋਂ ਮੈਂ ਏਸ਼ੀਆ ਵਿੱਚ ਪਹੁੰਚਿਆ ਤਾਂ ਹਰ ਰੋਜ਼ ਤੁਹਾਡੇ ਨਾਲ ਕਿਸ ਤਰ੍ਹਾਂ ਰਿਹਾ
[IRV | PA | NT | Acts | Chapter 20 | Verse 19] ਕਿ ਮੈਂ ਬਹੁਤ ਅਧੀਨਗੀ ਨਾਲ ਹੰਝੂ ਵਹਾ ਵਹਾ ਕੇ ਉਨ੍ਹਾਂ ਪਰਤਾਵਿਆਂ ਵਿੱਚ ਜੋ ਯਹੂਦੀਆਂ ਦੀਆਂ ਸਾਜਿਸ਼ਾਂ ਦੇ ਕਾਰਨ ਮੇਰੇ ਉੱਤੇ ਆਣ ਪਏ ਪ੍ਰਭੂ ਦੀ ਸੇਵਾ ਕਰਦਾ ਰਿਹਾ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 20] ਮੈਂ ਤੁਹਾਡੇ ਭਲੇ ਦੀ ਕੋਈ ਗੱਲ ਦੱਸਣ ਵਿੱਚ ਕੁਝ ਫ਼ਰਕ ਨਹੀਂ ਕੀਤਾ, ਸਗੋਂ ਤੁਹਾਨੂੰ ਖੁੱਲ੍ਹ ਕੇ ਅਤੇ ਘਰ-ਘਰ ਜਾ ਕੇ ਉਪਦੇਸ਼ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 21] ਅਤੇ ਮੈਂ ਯਹੂਦੀਆਂ ਅਤੇ ਯੂਨਾਨੀਆਂ ਦੇ ਸਾਹਮਣੇ ਗਵਾਹੀ ਦਿੱਤੀ ਕਿ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਤੋਬਾ ਕਰੋ ਅਤੇ ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰੋ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 22] ਹੁਣ ਵੇਖੋ, ਮੈਂ ਆਤਮਾ ਦਾ ਬੱਧਾ ਹੋਇਆ ਯਰੂਸ਼ਲਮ ਨੂੰ ਜਾਂਦਾ ਹਾਂ ਅਤੇ ਮੈਂ ਨਹੀਂ ਜਾਣਦਾ ਜੋ ਉੱਥੇ ਮੇਰੇ ਨਾਲ ਕੀ ਹੋਵੇਗਾ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 23] ਪਰ ਐਨਾ ਜਾਣਦਾ ਹਾਂ ਕਿ ਪਵਿੱਤਰ ਆਤਮਾ ਹਰੇਕ ਨਗਰ ਵਿੱਚ ਮੈਨੂੰ ਇਹ ਕਹਿ ਕੇ ਗਵਾਹੀ ਦਿੰਦਾ ਹੈ, ਜੋ ਬੰਧਨ ਅਤੇ ਬਿਪਤਾ ਤੇਰੇ ਲਈ ਤਿਆਰ ਹਨ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 24] ਪਰੰਤੂ ਮੈਂ ਆਪਣੇ ਲਈ ਆਪਣੀ ਜਾਨ ਨੂੰ ਕਿਸੇ ਤਰ੍ਹਾਂ ਵੀ ਪਿਆਰੀ ਨਹੀਂ ਸਮਝਦਾ, ਤਾਂ ਜੋ ਮੈਂ ਆਪਣੀ ਦੌੜ ਨੂੰ ਅਤੇ ਉਸ ਸੇਵਾ ਨੂੰ ਪੂਰੀ ਕਰਾਂ, ਜਿਹੜੀ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਦੀ ਖੁਸ਼ਖਬਰੀ ਉੱਤੇ ਗਵਾਹੀ ਦੇਣ ਲਈ ਪ੍ਰਭੂ ਯਿਸੂ ਤੋਂ ਪਾਈ ਸੀ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 25] ਅਤੇ ਹੁਣ ਵੇਖੋ, ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਸਭ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਮੈਂ ਰਾਜ ਦਾ ਪਰਚਾਰ ਕੀਤਾ, ਤੁਸੀਂ ਮੇਰਾ ਮੂੰਹ ਫੇਰ ਕਦੇ ਨਾ ਵੇਖੋਗੇ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 26] ਇਸ ਲਈ ਮੈਂ ਅੱਜ ਦੇ ਦਿਨ ਤੁਹਾਡੇ ਅੱਗੇ ਗਵਾਹੀ ਦਿੰਦਾ ਹਾਂ ਕਿ ਮੈਂ ਸਭਨਾਂ ਦੇ ਲਹੂ ਤੋਂ ਨਿਰਦੋਸ਼ ਹਾਂ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 27] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਾਰੀ ਮਰਜ਼ੀ ਦੱਸਣ ਤੋਂ ਨਹੀਂ ਝਿੱਜਕਿਆ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 28] ਤੁਸੀਂ ਆਪਣੀ, ਨਾਲੇ ਉਸ ਸਾਰੇ ਇੱਜੜ ਦੀ ਰਖਵਾਲੀ ਕਰੋ ਜਿਸ ਦੇ ਉੱਤੇ ਪਵਿੱਤਰ ਆਤਮਾ ਨੇ ਤੁਹਾਨੂੰ ਨਿਗਾਹਬਾਨ ਠਹਿਰਾਇਆ ਹੈ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਲੀਸਿਯਾ ਦੀ ਚਰਵਾਹੀ ਕਰੋ ਜਿਸ ਨੂੰ ਉਸ ਨੇ ਆਪਣੇ ਹੀ ਲਹੂ ਨਾਲ ਮੁੱਲ ਲਿਆ ਹੈ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 29] ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਜੋ ਮੇਰੇ ਜਾਣ ਤੋਂ ਬਾਅਦ ਬੁਰੇ-ਬੁਰੇ ਬਘਿਆੜ ਤੁਹਾਡੇ ਵਿੱਚ ਆ ਵੜਨਗੇ, ਜੋ ਇੱਜੜ ਨੂੰ ਨਾ ਛੱਡਣਗੇ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 30] ਅਤੇ ਤੁਹਾਡੇ ਆਪਣੇ ਹੀ ਵਿੱਚੋਂ ਕਈ ਪੁਰਸ਼ ਖੜੇ ਹੋਣਗੇ ਜਿਹੜੇ ਉਲਟੀਆਂ ਗੱਲਾਂ ਕਰਨਗੇ ਅਤੇ ਚੇਲਿਆਂ ਨੂੰ ਆਪਣੇ ਵੱਲ ਖਿੱਚ ਲੈਣਗੇ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 31] ਇਸ ਕਰਕੇ ਜਾਗਦੇ ਰਹੋ ਅਤੇ ਯਾਦ ਰੱਖੋ ਜੋ ਮੈਂ ਤਿੰਨਾਂ ਸਾਲਾਂ ਤੱਕ ਰਾਤ-ਦਿਨ ਰੋ-ਰੋ ਕੇ ਹਰੇਕ ਨੂੰ ਚਿਤਾਵਨੀ ਦੇਣ ਤੋਂ ਨਾ ਰੁਕਿਆ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 32] ਹੁਣ ਮੈਂ ਤੁਹਾਨੂੰ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਉਹ ਦੀ ਕਿਰਪਾ ਦੇ ਬਚਨ ਦੇ ਹੱਥ ਸੌਂਪਦਾ ਹਾਂ, ਜਿਹੜਾ ਤੁਹਾਨੂੰ ਸਿੱਧ ਬਣਾ ਸਕਦਾ ਅਤੇ ਤੁਹਾਨੂੰ ਸਾਰੇ ਪਵਿੱਤਰ ਕੀਤਿਆਂ ਹੋਇਆਂ ਵਿੱਚ ਵਿਰਾਸਤ ਦੇ ਸਕਦਾ ਹੈ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 33] ਮੈਂ ਕਿਸੇ ਦੀ ਚਾਂਦੀ ਜਾਂ ਸੋਨੇ ਜਾਂ ਬਸਤਰ ਦਾ ਲਾਲਚ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 34] ਤੁਸੀਂ ਆਪ ਜਾਣਦੇ ਹੋ ਕਿ ਮੇਰੇ ਇਨ੍ਹਾਂ ਹੀ ਹੱਥਾਂ ਨੇ ਮੇਰੀਆਂ ਅਤੇ ਮੇਰੇ ਸਾਥੀਆਂ ਦੀਆਂ ਲੋੜਾਂ ਪੂਰੀਆਂ ਕੀਤੀਆਂ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 35] ਮੈਂ ਤੁਹਾਨੂੰ ਸਾਰੀਆਂ ਗੱਲਾਂ ਵਿੱਚ ਜਿਵੇਂ ਕਰ ਵਿਖਾਲਿਆ ਕਿ ਤੁਹਾਨੂੰ ਚਾਹੀਦਾ ਹੈ ਕਿ ਉਸੇ ਤਰ੍ਹਾਂ ਮਿਹਨਤ ਕਰ ਕੇ ਕਮਜ਼ੋਰਾਂ ਦੀ ਸਹਾਇਤਾ ਕਰੋ ਅਤੇ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਬਚਨ ਚੇਤੇ ਰੱਖੋ ਜੋ ਉਹ ਨੇ ਆਪ ਕਿਹਾ ਸੀ ਕਿ ਲੈਣ ਨਾਲੋਂ ਦੇਣਾ ਹੀ ਧੰਨ ਹੈ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 36] ਉਸ ਨੇ ਇਸ ਤਰ੍ਹਾਂ ਕਹਿ ਕੇ ਗੋਡੇ ਟੇਕੇ ਅਤੇ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਦੇ ਨਾਲ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 37] ਉਹ ਸਭ ਬਹੁਤ ਰੋਏ ਅਤੇ ਪੌਲੁਸ ਦੇ ਗਲ਼ ਮਿਲ ਕੇ ਉਹ ਨੂੰ ਚੁੰਮਿਆ।
[IRV | PA | NT | Acts | Chapter 20 | Verse 38] ਖ਼ਾਸ ਕਰਕੇ ਇਸ ਗੱਲ ਉੱਤੇ ਬਹੁਤ ਉਦਾਸ ਹੋਏ ਜਿਹੜੀ ਉਹ ਨੇ ਆਖੀ ਸੀ ਕਿ ਤੁਸੀਂ ਮੇਰਾ ਮੂੰਹ ਫੇਰ ਕਦੇ ਨਾ ਵੇਖੋਗੇ, ਅਤੇ ਉਨ੍ਹਾਂ ਜਹਾਜ਼ ਤੱਕ ਉਹ ਨੂੰ ਪਹੁੰਚਾ ਦਿੱਤਾ।
