[IRV | PA | NT | Acts | Chapter 5 | Verse 1] ਹਨਾਨਿਯਾ ਨਾਮ ਦੇ ਇੱਕ ਮਨੁੱਖ ਨੇ ਆਪਣੀ ਪਤਨੀ ਸਫ਼ੀਰਾ ਨਾਲ ਮਿਲ ਕੇ ਜ਼ਮੀਨ ਨੂੰ ਵੇਚਿਆ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 12] ਰਸੂਲਾਂ ਦੇ ਹੱਥੋਂ ਬਹੁਤ ਸਾਰੇ ਨਿਸ਼ਾਨ ਅਤੇ ਅਚਰਜ਼ ਕੰਮ ਲੋਕਾਂ ਵਿੱਚ ਹੋ ਰਹੇ ਸਨ, ਅਤੇ ਉਹ ਸਭ ਇੱਕ ਮਨ ਹੋ ਕੇ ਸੁਲੇਮਾਨ ਦੇ ਦਲਾਨ ਵਿੱਚ ਇਕੱਠੇ ਹੁੰਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 13] ਹੋਰਨਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਦਾ ਹੌਂਸਲਾ ਨਹੀਂ ਹੁੰਦਾ ਸੀ, ਜੋ ਉਨ੍ਹਾਂ ਦੀ ਸੰਗਤ ਕਰਨ ਫਿਰ ਵੀ ਲੋਕ ਉਨ੍ਹਾਂ ਦੀ ਵਡਿਆਈ ਕਰਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 14] ਅਤੇ ਹੋਰ ਵਿਸ਼ਵਾਸ ਕਰਨ ਵਾਲੇ ਮਨੁੱਖਾਂ ਅਤੇ ਔਰਤਾਂ ਦੀਆਂ ਟੋਲੀਆਂ ਦੀਆਂ ਟੋਲੀਆਂ ਪ੍ਰਭੂ ਨਾਲ ਮਿਲਦੀਆਂ ਜਾਂਦੀਆਂ ਸਨ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 15] ਐਥੋਂ ਤੱਕ ਜੋ ਲੋਕ ਰੋਗੀਆਂ ਨੂੰ ਬਾਹਰ ਚੌਕਾਂ ਅਤੇ ਸੜਕਾਂ ਵਿੱਚ ਲਿਆਉਂਦੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮੰਜੀਆਂ ਉੱਤੇ ਪਾ ਦਿੰਦੇ ਸਨ, ਇਸ ਲਈ ਕਿ ਜਦੋਂ ਪਤਰਸ ਆਵੇ ਤਦ ਹੋਰ ਨਹੀਂ ਤਾਂ ਉਹ ਦਾ ਪਰਛਾਵਾਂ ਹੀ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਉੱਤੇ ਪੈ ਜਾਵੇ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 16] ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਨਗਰਾਂ ਵਿੱਚੋਂ ਵੀ ਬਹੁਤ ਸਾਰੇ ਰੋਗੀਆਂ ਨੂੰ ਅਤੇ ਜਿਹੜੇ ਅਸ਼ੁੱਧ ਆਤਮਾਵਾਂ ਦੇ ਸਤਾਏ ਹੋਏ ਸਨ ਇਕੱਠੇ ਹੁੰਦੇ ਅਤੇ ਉਹ ਸਾਰੇ ਚੰਗੇ ਕੀਤੇ ਜਾਂਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 17] ਤਦ ਪ੍ਰਧਾਨ ਜਾਜਕ ਅਤੇ ਉਹ ਦੇ ਸਾਥੀ ਵੀ ਸਭ ਜੋ ਸਦੂਕੀ ਪੰਥ ਦੇ ਸਨ ਉੱਠੇ ਅਤੇ ਉਹ ਸਭ ਵਿਰੋਧ ਨਾਲ ਭਰ ਗਏ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 18] ਅਤੇ ਉਹਨਾਂ ਨੇ ਰਸੂਲਾਂ ਨੂੰ ਫੜ੍ਹ ਕੇ ਉਹਨਾਂ ਨੂੰ ਹਵਾਲਾਤ ਵਿੱਚ ਪਾ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 19] ਪਰ ਰਾਤ ਨੂੰ ਪ੍ਰਭੂ ਦੇ ਇੱਕ ਦੂਤ ਨੇ ਉਸ ਹਵਾਲਾਤ ਦੇ ਦਰਵਾਜ਼ੇ ਨੂੰ ਖੋਲ੍ਹ ਦਿੱਤਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਬਾਹਰ ਕੱਢ ਕੇ ਆਖਿਆ,
[IRV | PA | NT | Acts | Chapter 5 | Verse 20] ਜਾਓ ਹੈਕਲ ਵਿੱਚ ਖੜ੍ਹੇ ਹੋ ਕੇ ਇਸ ਜੀਵਨ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਲੋਕਾਂ ਨੂੰ ਸੁਣਾਓ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 21] ਇਹ ਸੁਣ ਕੇ ਉਹ ਤੜਕੇ ਹੈਕਲ ਵਿੱਚ ਗਏ ਅਤੇ ਉਪਦੇਸ਼ ਦੇਣ ਲੱਗੇ। ਜਦੋਂ ਪ੍ਰਧਾਨ ਜਾਜਕ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਦੇ ਸਾਥੀ ਆਏ ਤਾਂ ਮਹਾਂ ਸਭਾ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਪੰਚਾਇਤ ਨੂੰ ਇਕੱਠਾ ਕੀਤਾ ਅਤੇ ਕੈਦਖ਼ਾਨੇ ਵਿੱਚੋਂ ਉਹਨਾਂ ਨੂੰ ਲੈ ਆਉਣ ਲਈ ਕਿਹਾ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 22] ਪਰ ਜਦੋਂ ਸਿਪਾਹੀ ਆਏ ਤਾਂ ਉਹਨਾਂ ਨੂੰ ਹਵਾਲਾਤ ਵਿੱਚ ਨਾ ਦੇਖਿਆ ਅਤੇ ਉਹ ਮੁੜ ਗਏ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 23] ਅਤੇ ਉਹਨਾਂ ਨੇ ਖ਼ਬਰ ਦਿੱਤੀ ਕਿ ਅਸੀਂ ਤਾਂ ਹਵਾਲਾਤ ਨੂੰ ਵੱਡੀ ਚੌਕਸੀ ਨਾਲ ਬੰਦ ਕੀਤਾ ਹੋਇਆ ਅਤੇ ਪਹਿਰੇ ਵਾਲਿਆਂ ਨੂੰ ਫਾਟਕਾਂ ਉੱਤੇ ਖੜੇ ਹੋਏ ਵੇਖਿਆ ਪਰ ਜਦੋਂ ਅਸੀਂ ਅੰਦਰ ਗਏ ਤਾਂ ਕਿਸੇ ਨੂੰ ਨਾ ਵੇਖਿਆ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 24] ਜਦੋਂ ਹੈਕਲ ਦੇ ਅਧਿਕਾਰੀ ਅਤੇ ਮੁੱਖ ਜਾਜਕਾਂ ਨੇ ਇਹ ਗੱਲਾਂ ਸੁਣੀਆਂ ਤਾਂ ਇਨ੍ਹਾਂ ਕਰਕੇ ਦੁਬਧਾ ਵਿੱਚ ਪਏ ਕਿ ਹੁਣ ਕੀ ਹੋਵੇਗਾ?
[IRV | PA | NT | Acts | Chapter 5 | Verse 25] ਤਦ ਕਿਸੇ ਆ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ, ਕਿ ਵੇਖੋ, ਜਿਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੂੰ ਤੁਸੀਂ ਹਵਾਲਾਤ ਵਿੱਚ ਪਾ ਦਿੱਤਾ ਸੀ, ਉਹ ਹੈਕਲ ਵਿੱਚ ਖੜੇ ਲੋਕਾਂ ਨੂੰ ਉਪਦੇਸ਼ ਦੇ ਰਹੇ ਹਨ!
[IRV | PA | NT | Acts | Chapter 5 | Verse 26] ਤਦ ਉਹ ਸਰਦਾਰ ਸਿਪਾਹੀਆਂ ਨਾਲ ਜਾ ਕੇ, ਉਹਨਾਂ ਨੂੰ ਲਿਆਇਆ ਪਰ ਧੱਕੇ ਨਾਲ ਨਹੀਂ ਕਿਉਂ ਜੋ ਉਹ ਲੋਕਾਂ ਤੋਂ ਡਰਦੇ ਸਨ ਕਿ ਉਹ ਸਾਨੂੰ ਪੱਥਰ ਨਾ ਮਾਰਨ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 27] ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਲਿਆ ਕੇ ਮਹਾਂ ਸਭਾ ਵਿੱਚ ਖੜੇ ਕੀਤਾ। ਤਦ ਪ੍ਰਧਾਨ ਜਾਜਕ ਨੇ ਉਹਨਾਂ ਨੂੰ ਪੁੱਛਿਆ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 28] ਅਸੀਂ ਤਾਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਕੀਤਾ ਸੀ ਜੋ ਇਸ ਨਾਮ ਦਾ ਉਪਦੇਸ਼ ਨਾ ਦੇਣਾ, ਫਿਰ ਵੀ ਵੇਖੋ, ਤੁਸੀਂ ਯਰੂਸ਼ਲਮ ਨੂੰ ਆਪਣੀ ਸਿੱਖਿਆ ਨਾਲ ਭਰ ਦਿੱਤਾ, ਨਾਲੇ ਇਹ ਚਾਹੁੰਦੇ ਹੋ, ਕਿ ਇਸ ਮਨੁੱਖ ਦਾ ਖੂਨ ਸਾਡੇ ਉੱਤੇ ਆ ਜਾਵੇ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 29] ਤਦ ਪਤਰਸ ਅਤੇ ਰਸੂਲਾਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਮਨੁੱਖਾਂ ਦੇ ਹੁਕਮਾਂ ਨਾਲੋਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਆਗਿਆ ਦਾ ਮੰਨਣਾ ਜ਼ਰੂਰੀ ਹੈ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 30] ਸਾਡੇ ਬਾਪ ਦਾਦਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਯਿਸੂ ਨੂੰ ਜਿਉਂਦਾ ਕੀਤਾ, ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਸਲੀਬ ਉੱਤੇ ਲਟਕਾ ਕੇ ਮਾਰ ਦਿੱਤਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 31] ਉਸੇ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੇ ਸੱਜੇ ਹੱਥ ਨਾਲ ਅੱਤ ਉੱਚਾ ਕਰ ਕੇ ਪ੍ਰਭੂ ਅਤੇ ਮੁਕਤੀਦਾਤਾ ਠਹਿਰਾਇਆ ਤਾਂ ਜੋ ਉਹ ਇਸਰਾਏਲ ਨੂੰ ਤੋਬਾ ਅਤੇ ਪਾਪਾਂ ਦੀ ਮਾਫ਼ੀ ਬਖ਼ਸ਼ੇ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 32] ਅਸੀਂ ਇਹਨਾਂ ਗੱਲਾਂ ਦੇ ਗਵਾਹ ਹਾਂ ਅਤੇ ਪਵਿੱਤਰ ਆਤਮਾ ਵੀ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੇ ਮੰਨਣ ਵਾਲਿਆਂ ਨੂੰ ਬਖ਼ਸ਼ਿਆ ਹੈ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 33] ਇਹ ਸੁਣ ਕੇ ਉਹ ਗੁੱਸੇ ਨਾਲ ਭਰ ਗਏ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਮਾਰਨ ਦੀ ਯੋਜਨਾ ਬਣਾਈ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 34] ਪਰ ਗਮਲੀਏਲ ਨਾਮ ਦੇ ਇੱਕ ਫ਼ਰੀਸੀ ਜੋ ਉਪਦੇਸ਼ਕ ਸੀ ਅਤੇ ਸਭ ਲੋਕਾਂ ਵਿੱਚ ਆਦਰਯੋਗ ਸੀ ਮਹਾਂ ਸਭਾ ਵਿੱਚ ਉੱਠ ਕੇ ਹੁਕਮ ਕੀਤਾ ਕਿ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੂੰ ਥੋੜ੍ਹੇ ਸਮੇਂ ਲਈ ਬਾਹਰ ਕੱਢ ਦਿਓ
[IRV | PA | NT | Acts | Chapter 5 | Verse 35] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਹੇ ਇਸਰਾਏਲੀ ਲੋਕੋ, ਖ਼ਬਰਦਾਰ ਰਹੋ, ਜੋ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨਾਲ ਕੀ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 36] ਕਿਉਂ ਜੋ ਇਨ੍ਹਾਂ ਦਿਨਾਂ ਤੋਂ ਅੱਗੇ ਥੇਉਦਾਸ ਉੱਠਿਆ ਅਤੇ ਕਹਿਣ ਲੱਗਾ ਕਿ ਮੈਂ ਕੁਝ ਹਾਂ ਅਤੇ ਗਿਣਤੀ ਵਿੱਚ ਚਾਰ ਸੌ ਆਦਮੀ ਉਹ ਦੇ ਨਾਲ ਮਿਲ ਗਏ ਅਤੇ ਉਹ ਮਾਰਿਆ ਗਿਆ ਅਤੇ ਸਭ ਜੋ ਉਹ ਨੂੰ ਮੰਨਦੇ ਸਨ, ਖਿੱਲਰ ਗਏ ਅਤੇ ਬੇ ਠਿਕਾਣੇ ਹੋ ਗਏ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 37] ਉਹ ਦੇ ਬਾਅਦ ਮਰਦੁਮਸ਼ੁਮਾਰੀ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਗਲੀਲ ਦਾ ਰਹਿਣ ਵਾਲਾ ਯਹੂਦਾ ਉੱਠਿਆ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਆਪਣੇ ਮਗਰ ਲਾ ਲਿਆ। ਉਹ ਦਾ ਵੀ ਨਾਸ ਹੋਇਆ ਅਤੇ ਜਿੰਨੇ ਉਹ ਨੂੰ ਮੰਨਦੇ ਸਨ, ਸਾਰੇ ਖਿੱਲਰ ਗਏ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 38] ਅਤੇ ਹੁਣ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਤੋਂ ਦੂਰ ਹੋਵੋ ਅਤੇ ਇਨ੍ਹਾਂ ਨੂੰ ਜਾਣ ਦਿਓ ਕਿਉਂਕਿ ਜੇ ਇਹ ਯੋਜਨਾ ਆਦਮੀਆਂ ਦੀ ਵੱਲੋਂ ਹੈ ਤਾਂ ਨਸ਼ਟ ਹੋ ਜਾਵੇਗੀ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 39] ਪਰ ਜੇ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਹੈ ਤਾਂ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਨਸ਼ਟ ਨਹੀਂ ਕਰ ਸਕਦੇ ਕਿ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਜੋ ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਵੀ ਲੜਨ ਵਾਲੇ ਠਹਿਰੋਂ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 40] ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੀ ਮਨ ਲਈ ਅਤੇ ਜਦੋਂ ਰਸੂਲਾਂ ਨੂੰ ਕੋਲ ਸੱਦਿਆ ਤੇ ਮਾਰ ਕੁੱਟ ਕੇ ਉਹਨਾਂ ਨੂੰ ਆਗਿਆ ਕੀਤੀ ਜੋ ਯਿਸੂ ਦੇ ਨਾਮ ਦਾ ਚਰਚਾ ਨਾ ਕਰਨਾ, ਫਿਰ ਉਹਨਾਂ ਨੂੰ ਛੱਡ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 41] ਉਹ ਇਸ ਗੱਲ ਤੋਂ ਅਨੰਦ ਕਰਦੇ ਹੋਏ ਜੋ ਅਸੀਂ ਉਸ ਨਾਮ ਦੇ ਕਾਰਨ ਬੇਪਤ ਹੋਣ ਦੇ ਯੋਗ ਗਿਣੇ ਗਏ ਮਹਾਂ ਸਭਾ ਦੇ ਸਾਹਮਣਿਓਂ ਚਲੇ ਗਏ।
[IRV | PA | NT | Acts | Chapter 5 | Verse 42] ਅਤੇ ਉਹ ਹਰ ਰੋਜ਼ ਹੈਕਲ ਵਿੱਚ ਅਤੇ ਘਰਾਂ ਵਿੱਚ ਉਪਦੇਸ਼ ਕਰਨ ਅਤੇ ਇਹ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਣ ਤੋਂ ਨਾ ਹਟੇ ਕਿ ਯਿਸੂ ਹੀ ਮਸੀਹ ਹੈ!
