[IRV | PA | NT | Acts | Chapter 11 | Verse 1] ਰਸੂਲਾਂ ਅਤੇ ਭਰਾਵਾਂ ਨੇ ਜੋ ਯਹੂਦਿਯਾ ਵਿੱਚ ਸਨ, ਸੁਣਿਆ ਕਿ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦੇ ਲੋਕਾਂ ਨੇ ਵੀ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਮੰਨ ਲਿਆ ਹੈ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 12] ਅਤੇ ਆਤਮਾ ਨੇ ਮੈਨੂੰ ਕਿਹਾ ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਬੇਝਿਝਕ ਚੱਲਿਆ ਜਾ ਅਤੇ ਇਹ ਛੇ ਭਾਈ ਵੀ ਮੇਰੇ ਨਾਲ ਤੁਰ ਪਏ ਅਤੇ ਅਸੀਂ ਉਸ ਮਨੁੱਖ ਦੇ ਘਰ ਜਾ ਵੜੇ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 13] ਤਦ ਉਸ ਨੇ ਸਾਨੂੰ ਦੱਸਿਆ ਕਿ ਕਿਵੇਂ ਉਸ ਨੇ ਆਪਣੇ ਘਰ ਵਿੱਚ ਦੂਤ ਨੂੰ ਖੜੇ ਵੇਖਿਆ, ਜਿਸ ਨੇ ਆਖਿਆ ਯਾਪਾ ਵੱਲ ਮਨੁੱਖ ਭੇਜ ਕੇ ਸ਼ਮਊਨ ਨੂੰ ਜਿਹੜਾ ਪਤਰਸ ਅਖਵਾਉਂਦਾ ਹੈ, ਬੁਲਵਾ ਲੈ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 14] ਉਹ ਤੈਨੂੰ ਅਜਿਹੀਆਂ ਗੱਲਾਂ ਸੁਣਾਵੇਗਾ ਜਿਨ੍ਹਾਂ ਤੋਂ ਤੂੰ ਅਤੇ ਤੇਰਾ ਸਾਰਾ ਘਰਾਣਾ ਬਚਾਏ ਜਾਓਗੇ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 15] ਅਤੇ ਜਦੋਂ ਮੈਂ ਗੱਲਾਂ ਕਰਨ ਲੱਗਾ ਤਾਂ ਪਵਿੱਤਰ ਆਤਮਾ ਉਨ੍ਹਾਂ ਤੇ ਉਤਰਿਆ, ਜਿਸ ਤਰ੍ਹਾਂ ਪਹਿਲਾਂ ਸਾਡੇ ਉੱਤੇ ਉਤਰਿਆ ਸੀ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 16] ਤਦ ਮੈਨੂੰ ਪ੍ਰਭੂ ਦਾ ਬਚਨ ਚੇਤੇ ਆਇਆ ਕਿ ਕਿਸ ਤਰ੍ਹਾਂ ਉਹ ਨੇ ਆਖਿਆ ਸੀ ਕਿ ਯੂਹੰਨਾ ਨੇ ਤਾਂ ਪਾਣੀ ਨਾਲ ਬਪਤਿਸਮਾ ਦਿੱਤਾ, ਪਰ ਤੁਹਾਨੂੰ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਬਪਤਿਸਮਾ ਦਿੱਤਾ ਜਾਵੇਗਾ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 17] ਇਸ ਲਈ ਜਦੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉਸੇ ਤਰ੍ਹਾਂ ਦੀ ਦਾਤ ਦਿੱਤੀ ਜਿਸ ਤਰ੍ਹਾਂ ਦੀ ਸਾਨੂੰ ਵੀ ਦਿੱਤੀ, ਜਦੋਂ ਅਸੀਂ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਤਾਂ ਫੇਰ ਮੈਂ ਕੌਣ ਸੀ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਰੋਕ ਸਕਦਾ?
[IRV | PA | NT | Acts | Chapter 11 | Verse 18] ਜਦੋਂ ਉਨ੍ਹਾਂ ਇਹ ਗੱਲਾਂ ਸੁਣੀਆਂ ਤਾਂ ਚੁੱਪ ਹੋ ਗਏ ਅਤੇ ਇਹ ਕਹਿ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕੀਤੀ ਕਿ, ਫਿਰ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਨੂੰ ਵੀ ਜੀਵਨ ਲਈ ਤੋਬਾ ਦੀ ਦਾਤ ਬਖ਼ਸ਼ੀ ਹੈ!।
[IRV | PA | NT | Acts | Chapter 11 | Verse 19] ਉਪਰੰਤ ਉਹ ਲੋਕ ਜਿਹੜੇ ਉਸ ਬਿਪਤਾ ਤੋਂ ਜੋ ਇਸਤੀਫ਼ਾਨ ਦੇ ਕਾਰਨ ਹੋਈ ਸੀ ਤਿੱਤਰ-ਬਿੱਤਰ ਹੋ ਗਏ ਸਨ, ਉਹ ਫ਼ੈਨੀਕੇ, ਕੁਪਰੁਸ ਅਤੇ ਅੰਤਾਕਿਯਾ ਤੱਕ ਫਿਰਦਿਆਂ ਹੋਇਆਂ ਯਹੂਦੀਆਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕਿਸੇ ਨੂੰ ਬਚਨ ਨਹੀਂ ਸੁਣਾਉਂਦੇ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 20] ਪਰ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਈ ਕੁਪਰੁਸ ਅਤੇ ਕੁਰੇਨੇ ਦੇ ਮਨੁੱਖ ਸਨ, ਜਿਨ੍ਹਾਂ ਅੰਤਾਕਿਯਾ ਵਿੱਚ ਆ ਕੇ ਪ੍ਰਭੂ ਯਿਸੂ ਦੀ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਂਦੇ ਹੋਏ ਯੂਨਾਨੀਆਂ ਨਾਲ ਵੀ ਗੱਲਾਂ ਕੀਤੀਆਂ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 21] ਅਤੇ ਪ੍ਰਭੂ ਦਾ ਹੱਥ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਸੀ ਅਤੇ ਬਹੁਤ ਲੋਕ ਵਿਸ਼ਵਾਸ ਕਰ ਕੇ ਪ੍ਰਭੂ ਵੱਲ ਮੁੜੇ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 22] ਉਨ੍ਹਾਂ ਦੀ ਖ਼ਬਰ ਯਰੂਸ਼ਲਮ ਦੀ ਕਲੀਸਿਯਾ ਦੇ ਕੰਨਾਂ ਤੱਕ ਪਹੁੰਚੀ। ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਬਰਨਬਾਸ ਨੂੰ ਅੰਤਾਕਿਯਾ ਤੱਕ ਭੇਜਿਆ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 23] ਸੋ ਜਦੋਂ ਉਹ ਉੱਥੇ ਪਹੁੰਚਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਵੇਖੀ ਤਾਂ ਅਨੰਦ ਹੋਇਆ, ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੂੰ ਉਪਦੇਸ਼ ਦਿੱਤਾ ਕਿ ਦਿਲ ਤੋਂ ਪ੍ਰਭੂ ਵਿੱਚ ਵਧਦੇ ਜਾਓ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 24] ਕਿਉਂਕਿ ਉਹ ਭਲਾ ਮਨੁੱਖ, ਪਵਿੱਤਰ ਆਤਮਾ ਅਤੇ ਵਿਸ਼ਵਾਸ ਨਾਲ ਭਰਪੂਰ ਸੀ, ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਪ੍ਰਭੂ ਦੇ ਨਾਲ ਮਿਲ ਗਏ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 25] ਤਦ ਉਹ ਸੌਲੁਸ ਨੂੰ ਲੱਭਣ ਲਈ ਤਰਸੁਸ ਨੂੰ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 26] ਅਤੇ ਉਹ ਨੂੰ ਲੱਭ ਕੇ ਅੰਤਾਕਿਯਾ ਵਿੱਚ ਲਿਆਇਆ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਜੋ ਉਹ ਪੂਰਾ ਇੱਕ ਸਾਲ ਕਲੀਸਿਯਾ ਦੇ ਨਾਲ ਇਕੱਠੇ ਰਹੇ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਉਪਦੇਸ਼ ਦਿੱਤਾ ਅਤੇ ਸਭ ਤੋਂ ਪਹਿਲਾਂ ਅੰਤਾਕਿਯਾ ਵਿੱਚ ਚੇਲੇ ਮਸੀਹੀ ਅਖਵਾਏ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 27] ਉਹਨਾਂ ਦਿਨਾਂ ਵਿੱਚ ਕਈ ਨਬੀ ਯਰੂਸ਼ਲਮ ਤੋਂ ਅੰਤਾਕਿਯਾ ਵਿੱਚ ਆਏ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 28] ਇੱਕ ਨੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਜਿਸ ਦਾ ਨਾਮ ਆਗਬੁਸ ਸੀ, ਉੱਠ ਕੇ ਆਤਮਾ ਦੇ ਰਾਹੀਂ ਇਹ ਪਤਾ ਦਿੱਤਾ ਜੋ ਸਾਰੀ ਦੁਨੀਆਂ ਵਿੱਚ ਇੱਕ ਵੱਡਾ ਕਾਲ ਪਵੇਗਾ ਜਿਹੜਾ ਕਲੌਦਿਯੁਸ ਦੇ ਸਮੇਂ ਵਿੱਚ ਪੈ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 29] ਅਤੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਹਰੇਕ ਨੇ ਆਪੋ-ਆਪਣੀ ਪਹੁੰਚ ਦੇ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਭਰਾਵਾਂ ਦੀ ਮਦਦ ਲਈ ਜਿਹੜੇ ਯਹੂਦਿਯਾ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ ਕੁਝ ਭੇਜਣ ਦਾ ਹੌਂਸਲਾ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 11 | Verse 30] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ, ਬਰਨਬਾਸ ਅਤੇ ਸੌਲੁਸ ਦੇ ਹੱਥੀਂ ਬਜ਼ੁਰਗਾਂ ਦੇ ਕੋਲ ਉਹ ਸਭ ਕੁਝ ਭੇਜਿਆ।
