[IRV | PA | NT | Acts | Chapter 21 | Verse 1] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਤੋਂ ਵਿਦਾ ਹੋ ਕੇ ਜਹਾਜ਼ ਖੋਲ੍ਹ ਦਿੱਤਾ ਤਾਂ ਸਿੱਧੇ ਰਾਹ ਕੋਸ ਨੂੰ ਆਏ ਅਤੇ ਦੂਜੇ ਦਿਨ ਰੋਦੁਸ ਨੂੰ, ਫਿਰ ਉੱਥੋਂ ਪਾਤਰ੍ਹਾਂ ਨੂੰ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 12] ਜਦੋਂ ਇਹ ਗੱਲਾਂ ਸੁਣੀਆਂ ਤਾਂ ਅਸੀਂ ਅਤੇ ਉੱਥੋਂ ਦੇ ਰਹਿਣ ਵਾਲਿਆਂ ਨੇ ਵੀ ਉਹ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਕਿ ਯਰੂਸ਼ਲਮ ਨੂੰ ਨਾ ਜਾਵੇ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 13] ਤਦ ਪੌਲੁਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਇਹ ਤੁਸੀਂ ਕੀ ਕਰਦੇ ਹੋ ਜੋ ਰੋਂਦੇ ਅਤੇ ਮੇਰਾ ਦਿਲ ਤੋੜਦੇ ਹੋ? ਕਿਉਂ ਜੋ ਮੈਂ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਨਾਮ ਦੇ ਲਈ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਕੇਵਲ ਬੰਨ੍ਹੇ ਜਾਣ ਨੂੰ ਹੀ ਨਹੀਂ ਸਗੋਂ ਮਰਨ ਨੂੰ ਵੀ ਤਿਆਰ ਹਾਂ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 14] ਜਦੋਂ ਉਹ ਨੇ ਨਾ ਮੰਨਿਆ ਤਾਂ ਅਸੀਂ ਇਹ ਕਹਿ ਕੇ ਚੁੱਪ ਰਹੇ ਕਿ ਪ੍ਰਭੂ ਦੀ ਮਰਜ਼ੀ ਪੂਰੀ ਹੋਵੇ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 15] ਇਨ੍ਹਾਂ ਦਿਨਾਂ ਤੋਂ ਬਾਅਦ ਅਸੀਂ ਤਿਆਰੀ ਕਰ ਕੇ, ਯਰੂਸ਼ਲਮ ਨੂੰ ਤੁਰ ਪਏ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 16] ਅਤੇ ਕੈਸਰਿਯਾ ਤੋਂ ਵੀ ਕਈ ਚੇਲੇ ਸਾਡੇ ਨਾਲ ਚੱਲੇ ਅਤੇ ਸਾਨੂੰ ਮਨਾਸੋਨ ਕੁਪਰੁਸੀ ਨਾਮ ਦੇ ਇੱਕ ਪੁਰਾਣੇ ਚੇਲੇ ਕੋਲ ਲੈ ਆਏ, ਜਿਸ ਦੇ ਕੋਲ ਅਸੀਂ ਠਹਿਰਨਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 17] ਜਦੋਂ ਅਸੀਂ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਆ ਪਹੁੰਚੇ ਤਾਂ ਭਰਾਵਾਂ ਨੇ ਖੁਸ਼ੀ ਨਾਲ ਸਾਡਾ ਸਵਾਗਤ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 18] ਦੂਜੇ ਦਿਨ ਪੌਲੁਸ ਸਾਡੇ ਨਾਲ ਯਾਕੂਬ ਦੇ ਘਰ ਗਿਆ ਅਤੇ ਸਾਰੇ ਬਜ਼ੁਰਗ ਉੱਥੇ ਹਾਜ਼ਰ ਸਨ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 19] ਅਤੇ ਉਸ ਨੇ ਉਹਨਾਂ ਨੂੰ ਪਰਨਾਮ ਕਰ ਕੇ, ਉਸ ਨੇ ਇੱਕ-ਇੱਕ ਕਰਕੇ ਉਹ ਸਾਰੇ ਜੋ ਕੰਮ ਪਰਮੇਸ਼ੁਰ ਨੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚ ਉਹ ਦੀ ਸੇਵਕਾਈ ਦੇ ਦੁਆਰਾ ਕੀਤੇ ਸਨ, ਸੁਣਾ ਦਿੱਤੇ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 20] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਸੁਣ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕੀਤੀ ਅਤੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਭਾਈ, ਤੂੰ ਵੇਖਦਾ ਹੈਂ ਜੋ ਯਹੂਦੀਆਂ ਵਿੱਚ ਕਈ ਹਜ਼ਾਰ ਵਿਸ਼ਵਾਸੀ ਹਨ ਅਤੇ ਸਭ ਬਿਵਸਥਾ ਦੇ ਲਈ ਗੈਰਤ ਵਾਲੇ ਹਨ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 21] ਅਤੇ ਉਨ੍ਹਾਂ ਤੇਰੀ ਇਹ ਖ਼ਬਰ ਸੁਣੀ ਹੈ ਕਿ ਤੂੰ ਸਾਰੇ ਯਹੂਦੀਆਂ ਨੂੰ ਜਿਹੜੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚ ਵੱਸਦੇ ਹਨ, ਇਹ ਸਿਖਾਉਂਦਾ ਹੈਂ ਕਿ ਮੂਸਾ ਨੂੰ ਤਿਆਗੋ ਅਤੇ ਆਖਦਾ ਹੈਂ ਜੋ ਆਪਣਿਆਂ ਬਾਲਕਾਂ ਦੀ ਸੁੰਨਤ ਨਾ ਕਰਵਾਓ ਅਤੇ ਰੀਤਾਂ ਉੱਤੇ ਨਾ ਚੱਲੋ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 22] ਸੋ ਹੁਣ ਕੀ ਕੀਤਾ ਜਾਵੇ? ਉਹ ਜ਼ਰੂਰ ਸੁਣ ਲੈਣਗੇ ਜੋ ਤੂੰ ਆਇਆ ਹੈਂ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 23] ਇਸ ਲਈ ਤੂੰ ਇਸ ਤਰ੍ਹਾਂ ਕਰ ਜਿਵੇਂ ਅਸੀਂ ਤੈਨੂੰ ਦੱਸਦੇ ਹਾਂ। ਸਾਡੇ ਕੋਲ ਚਾਰ ਪੁਰਖ ਹਨ ਜਿਨ੍ਹਾਂ ਮੰਨਤ ਮੰਨੀ ਹੈ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 24] ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਲੈ ਕੇ ਆਪਣੇ ਆਪ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਸ਼ੁੱਧ ਕਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਕੁਝ ਖ਼ਰਚ ਕਰ ਤਾਂ ਜੋ ਉਹ ਆਪਣੇ ਸਿਰ ਮੁਨਾਉਣ ਤਾਂ ਸਭ ਲੋਕ ਜਾਣਨਗੇ ਕਿ ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਉਹ ਦੇ ਵਿਖੇ ਅਸੀਂ ਸੁਣੀਆਂ ਹਨ ਉਹਨਾਂ ਵਿੱਚ ਸੱਚਾਈ ਨਹੀਂ ਹੈ, ਸਗੋਂ ਇਹ ਕੀ ਉਹ ਆਪ ਵੀ ਬਿਵਸਥਾ ਨੂੰ ਮੰਨ ਕੇ ਸਿੱਧੀ ਚਾਲ ਚੱਲਦਾ ਹੈ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 25] ਪਰ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦੇ ਹੱਕ ਵਿੱਚ ਜਿਨ੍ਹਾਂ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਹੈ ਅਸੀਂ ਇਹ ਲਿਖ ਭੇਜਿਆ ਸੀ ਕਿ ਉਹ ਮੂਰਤਾਂ ਦੇ ਚੜ੍ਹਾਵੇ, ਲਹੂ, ਗਲ਼ ਘੁੱਟੇ ਹੋਏ ਦੇ ਮਾਸ ਅਤੇ ਹਰਾਮਕਾਰੀ ਤੋਂ ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾ ਕੇ ਰੱਖਣ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 26] ਤਦ ਪੌਲੁਸ ਨੇ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੂੰ ਨਾਲ ਲਿਆ ਅਤੇ ਦੂਜੇ ਦਿਨ ਉਨ੍ਹਾਂ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਸ਼ੁੱਧ ਕਰ ਕੇ ਹੈਕਲ ਵਿੱਚ ਗਿਆ ਅਤੇ ਸ਼ੁੱਧ ਹੋਣ ਦੇ ਦਿਨਾਂ ਦੇ ਪੂਰੇ ਹੋਣ ਦੀ ਖ਼ਬਰ ਦਿੰਦਾ ਗਿਆ, ਜਦੋਂ ਤੱਕ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਹਰੇਕ ਦੇ ਲਈ ਭੇਟ ਚੜ੍ਹਾਈ ਨਾ ਗਈ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 27] ਜਦ ਉਹ ਸੱਤ ਦਿਨ ਪੂਰੇ ਹੋਣ ਲੱਗੇ ਤਾਂ ਉਹਨਾਂ ਯਹੂਦੀਆਂ ਨੇ ਜਿਹੜੇ ਏਸ਼ੀਆ ਦੇ ਸਨ, ਉਹ ਨੂੰ ਹੈਕਲ ਵਿੱਚ ਵੇਖ ਕੇ ਸਾਰੀ ਭੀੜ ਨੂੰ ਭੜਕਾਇਆ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 28] ਅਤੇ ਪੌਲੁਸ ਨੂੰ ਫੜ ਲਿਆ ਅਤੇ ਦੁਹਾਈ ਦੇਣ ਲੱਗੇ, ਹੇ ਇਸਰਾਏਲੀ ਮਰਦੋ ਇੱਥੇ ਆਓ ਅਤੇ ਮਦਦ ਕਰੋ! ਇਹ ਉਹ ਮਨੁੱਖ ਹੈ ਜਿਹੜਾ ਹਰ ਥਾਂ ਸਾਡੀ ਕੌਮ, ਬਿਵਸਥਾ ਅਤੇ ਇਸ ਥਾਂ ਦੇ ਵਿਰੁੱਧ ਸਭਨਾਂ ਨੂੰ ਸਿੱਖਿਆ ਦਿੰਦਾ ਹੈ! ਅਤੇ ਉਸ ਨੇ ਯੂਨਾਨੀਆਂ ਨੂੰ ਵੀ ਹੈਕਲ ਵਿੱਚ ਲਿਆਂਦਾ ਅਤੇ ਇਸ ਪਵਿੱਤਰ ਥਾਂ ਨੂੰ ਭਰਿਸ਼ਟ ਕੀਤਾ ਹੈ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 29] ਇਸ ਲਈ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਸ਼ਹਿਰ ਵਿੱਚ ਤ੍ਰੋਫ਼ਿਮੁਸ ਅਫ਼ਸੀ ਨੂੰ ਉਹ ਦੇ ਨਾਲ ਦੇਖਿਆ ਸੀ ਅਤੇ ਸ਼ੱਕ ਕੀਤਾ ਜੋ ਪੌਲੁਸ ਉਹ ਨੂੰ ਹੈਕਲ ਵਿੱਚ ਲਿਆਇਆ ਹੋਵੇਗਾ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 30] ਤਦ ਸਾਰੇ ਸ਼ਹਿਰ ਵਿੱਚ ਰੌਲ਼ਾ ਪਿਆ ਅਤੇ ਲੋਕ ਦੌੜ ਕੇ ਇਕੱਠੇ ਹੋਏ, ਉਹ ਪੌਲੁਸ ਨੂੰ ਫੜ੍ਹ ਕੇ ਹੈਕਲੋਂ ਬਾਹਰ ਲੈ ਆਏ ਅਤੇ ਝੱਟ ਦਰਵਾਜ਼ੇ ਬੰਦ ਕੀਤੇ ਗਏ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 31] ਜਦੋਂ ਉਹ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਸਨ ਤਾਂ ਫੌਜ ਦੇ ਸਰਦਾਰ ਨੂੰ ਖ਼ਬਰ ਪਹੁੰਚੀ ਕਿ ਸਾਰੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਭਗਦੜ ਮੱਚ ਗਈ ਹੈ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 32] ਤਾਂ ਉਹ ਉਸੇ ਵੇਲੇ ਸਿਪਾਹੀਆਂ ਅਤੇ ਸੂਬੇਦਾਰਾਂ ਨੂੰ ਲੈ ਕੇ ਉਨ੍ਹਾਂ ਵੱਲ ਦੌੜ ਪਿਆ ਅਤੇ ਉਹ ਲੋਕ ਸਰਦਾਰ ਅਤੇ ਸਿਪਾਹੀਆਂ ਨੂੰ ਵੇਖ ਕੇ ਪੌਲੁਸ ਨੂੰ ਮਾਰਨ ਤੋਂ ਹੱਟ ਗਏ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 33] ਤਦ ਸਰਦਾਰ ਨੇ ਨੇੜੇ ਆ ਕੇ ਉਹ ਨੂੰ ਫੜ ਲਿਆ ਅਤੇ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਉਹ ਨੂੰ ਦੋ ਸੰਗਲਾਂ ਨਾਲ ਬੰਨ੍ਹ ਲਓ ਅਤੇ ਪੁੱਛਿਆ ਜੋ ਇਹ ਕੌਣ ਹੈ ਅਤੇ ਇਸ ਨੇ ਕੀ ਕੀਤਾ ਹੈ?
[IRV | PA | NT | Acts | Chapter 21 | Verse 34] ਤਦ ਭੀੜ ਵਿੱਚੋਂ ਕਈ ਕੁਝ ਕਹਿਣ ਲੱਗੇ ਅਤੇ ਕਈ ਕੁਝ, ਜਦੋਂ ਉਹ ਉਸ ਰੌਲ਼ੇ ਦੇ ਕਾਰਨ ਅਸਲੀ ਗੱਲ ਪਤਾ ਨਾ ਕਰ ਸਕਿਆ ਤਾਂ ਉਸ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਇਹ ਨੂੰ ਕਿਲੇ ਵਿੱਚ ਲੈ ਜਾਓ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 35] ਅਤੇ ਜਦੋਂ ਉਹ ਪੌੜੀਆਂ ਉੱਤੇ ਪਹੁੰਚਿਆ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਜੋ ਹਿੰਸਕ ਭੀੜ ਦੇ ਕਾਰਨ, ਸਿਪਾਹੀਆਂ ਨੇ ਉਹ ਨੂੰ ਚੁੱਕ ਲਿਆ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 36] ਕਿਉਂ ਜੋ ਲੋਕਾਂ ਦੀ ਭੀੜ ਇਹ ਰੌਲ਼ਾ ਪਾਉਂਦੀ ਮਗਰ ਚੱਲੀ ਆਉਂਦੀ ਸੀ ਕਿ ਇਹ ਨੂੰ ਮਾਰ ਦਿਓ!।
[IRV | PA | NT | Acts | Chapter 21 | Verse 37] ਜਦੋਂ ਪੌਲੁਸ ਨੂੰ ਕਿਲੇ ਦੇ ਅੰਦਰ ਲੈ ਜਾਣ ਲੱਗੇ ਤਾਂ ਉਹ ਨੇ ਸਰਦਾਰ ਨੂੰ ਕਿਹਾ, ਜੇ ਹੁਕਮ ਹੋਵੇ ਤਾਂ ਮੈਂ ਤੇਰੇ ਅੱਗੇ ਕੁਝ ਆਖਾਂ? ਉਹ ਬੋਲਿਆ, ਕੀ, ਤੂੰ ਯੂਨਾਨੀ ਬੋਲੀ ਜਾਣਦਾ ਹੈਂ?
[IRV | PA | NT | Acts | Chapter 21 | Verse 38] ਕੀ ਤੂੰ ਉਹੋ ਮਿਸਰੀ ਨਹੀਂ ਹੈਂ, ਜਿਹੜਾ ਕੁਝ ਦਿਨ ਪਹਿਲਾਂ ਦੰਗਾ ਕਰ ਕੇ ਡਾਕੂਆਂ ਦੇ ਚਾਰ ਹਜ਼ਾਰ ਆਦਮੀਆਂ ਨੂੰ ਜੰਗਲ ਵਿੱਚ ਲੈ ਗਿਆ ਸੀ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 39] ਪੌਲੁਸ ਨੇ ਕਿਹਾ, ਮੈਂ ਤਾਂ ਇੱਕ ਯਹੂਦੀ ਮਨੁੱਖ ਕਿਲਕਿਯਾ ਦੇ ਤਰਸੁਸ ਦਾ ਰਹਿਣ ਵਾਲਾ ਹਾਂ, ਜੋ ਕੋਈ ਮਾੜਾ ਸ਼ਹਿਰ ਨਹੀਂ ਹੈ ਅਤੇ ਮੈਂ ਤੇਰੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਜੋ ਮੈਨੂੰ ਲੋਕਾਂ ਨਾਲ ਬੋਲਣ ਦੀ ਆਗਿਆ ਦੇ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 40] ਜਦੋਂ ਉਸ ਨੇ ਆਗਿਆ ਦਿੱਤੀ ਤਾਂ ਪੌਲੁਸ ਨੇ ਪੌੜੀਆਂ ਉੱਤੇ ਖੜੇ ਹੋ ਕੇ ਲੋਕਾਂ ਨੂੰ ਹੱਥ ਨਾਲ ਇਸ਼ਾਰਾ ਕੀਤਾ ਅਤੇ ਜਦੋਂ ਉਹ ਸਭ ਚੁੱਪ-ਚਾਪ ਹੋ ਗਏ ਤਾਂ ਉਹ ਇਬਰਾਨੀ ਭਾਸ਼ਾ ਵਿੱਚ ਬੋਲਣ ਲੱਗਾ ਅਤੇ ਆਖਿਆ:
