[IRV | PA | NT | Acts | Chapter 15 | Verse 1] ਕਈ ਆਦਮੀ ਯਹੂਦਿਯਾ ਤੋਂ ਆ ਕੇ, ਭਰਾਵਾਂ ਨੂੰ ਸਿਖਾਉਣ ਲੱਗੇ ਕਿ ਜੇ ਮੂਸਾ ਦੀ ਰੀਤ ਦੇ ਅਨੁਸਾਰ ਤੁਹਾਡੀ ਸੁੰਨਤ ਨਾ ਕਰਾਈ ਜਾਵੇ ਤਾਂ ਤੁਹਾਡੀ ਮੁਕਤੀ ਨਹੀਂ ਹੋ ਸਕਦੀ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 12] ਤਾਂ ਸਾਰੀ ਸਭਾ ਚੁੱਪ ਰਹੀ ਅਤੇ ਉਹ ਬਰਨਬਾਸ ਅਤੇ ਪੌਲੁਸ ਦੀਆਂ ਇਹ ਗੱਲਾਂ ਸੁਣਨ ਲੱਗੇ ਜੋ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਕਿਹੋ ਜਿਹੇ ਨਿਸ਼ਾਨ ਅਤੇ ਅਚਰਜ਼ ਕੰਮ, ਉਹਨਾਂ ਦੇ ਹੱਥੀਂ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚ ਵਿਖਾਏ ਗਏ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 13] ਅਤੇ ਜਦੋਂ ਉਹ ਚੁੱਪ ਹੋਏ ਤਾਂ ਯਾਕੂਬ ਅੱਗੋਂ ਕਹਿਣ ਲੱਗਾ, ਹੇ ਭਰਾਵੋ, ਮੇਰੀ ਸੁਣੋ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 14] ਸ਼ਮਊਨ ਨੇ ਦੱਸਿਆ ਹੈ ਕਿ ਕਿਸ ਪਰਕਾਰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਪਹਿਲਾਂ ਪਰਾਈਆਂ ਕੌਮਾਂ ਉੱਤੇ ਨਿਗਾਹ ਕੀਤੀ ਤਾਂ ਜੋ ਉਹਨਾਂ ਵਿੱਚੋਂ ਇੱਕ ਪਰਜਾ ਆਪਣੇ ਨਾਮ ਦੇ ਲਈ ਚੁਣੇ
[IRV | PA | NT | Acts | Chapter 15 | Verse 15] ਅਤੇ ਨਬੀਆਂ ਦੇ ਬਚਨ ਇਸ ਨਾਲ ਮਿਲਦੇ ਹਨ ਜਿਵੇਂ ਲਿਖਿਆ ਹੈ, -
[IRV | PA | NT | Acts | Chapter 15 | Verse 16] “ਇਹ ਤੋਂ ਪਿੱਛੋਂ ਮੈਂ ਮੁੜ ਆਵਾਂਗਾ, ਅਤੇ ਦਾਊਦ ਦੇ ਡਿੱਗੇ ਹੋਏ ਡੇਰੇ ਨੂੰ ਬਣਾਵਾਂਗਾ, ਅਤੇ ਉਹ ਦੇ ਖੋਲੇ ਨੂੰ ਫਿਰ ਬਣਾ ਕੇ ਖੜ੍ਹਾ ਕਰਾਂਗਾ,
[IRV | PA | NT | Acts | Chapter 15 | Verse 17] ਤਾਂ ਜੋ ਬਾਕੀ ਦੇ ਆਦਮੀ ਅਰਥਾਤ ਸਾਰੀਆਂ ਪਰਾਈਆਂ ਕੌਮਾਂ ਜੋ ਮੇਰੇ ਨਾਮ ਦੇ ਅਖਵਾਉਂਦੇ ਹਨ ਪ੍ਰਭੂ ਨੂੰ ਭਾਲਣ।”
[IRV | PA | NT | Acts | Chapter 15 | Verse 18] ਇਹ ਉਹ ਹੀ ਪ੍ਰਭੂ ਆਖਦਾ ਹੈ, ਜਿਹੜਾ ਸੰਸਾਰ ਦੀ ਉਤਪਤੀ ਤੋਂ ਹੀ ਇਹ ਗੱਲਾਂ ਪਰਗਟ ਕਰਦਾ ਆਇਆ ਹੈ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 19] ਮੇਰੀ ਸਲਾਹ ਇਹ ਹੈ ਕਿ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲ ਮੁੜਦੇ ਹਨ, ਅਸੀਂ ਉਹਨਾਂ ਨੂੰ ਪਰੇਸ਼ਾਨ ਨਾ ਕਰੀਏ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 20] ਸਗੋਂ ਉਹਨਾਂ ਨੂੰ ਲਿਖ ਭੇਜੀਏ ਕਿ ਮੂਰਤਾਂ ਦੀਆਂ ਪਲੀਤਗੀਆਂ, ਹਰਾਮਕਾਰੀ ਅਤੇ ਗਲ਼ ਘੁੱਟੇ ਹੋਏ ਦੇ ਮਾਸ ਅਤੇ ਲਹੂ ਤੋਂ ਬਚੇ ਰਹਿਣ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 21] ਕਿਉਂ ਜੋ ਪਹਿਲੇ ਸਮਿਆਂ ਤੋਂ ਹਰ ਨਗਰ ਵਿੱਚ ਮੂਸਾ ਦੇ ਪਰਚਾਰਕ ਹੁੰਦੇ ਆਏ ਹਨ ਅਤੇ ਹਰ ਸਬਤ ਦੇ ਦਿਨ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਉਹ ਦੀ ਬਿਵਸਥਾ ਪੜ੍ਹੀ ਜਾਂਦੀ ਹੈ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 22] ਤਦ ਰਸੂਲਾਂ, ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਸਾਰੀ ਕਲੀਸਿਯਾ ਨੂੰ ਇਹ ਚੰਗਾ ਲੱਗਿਆ ਕਿ ਆਪਣੇ ਵਿੱਚੋਂ ਮਨੁੱਖ ਚੁਣ ਕੇ ਪੌਲੁਸ ਅਤੇ ਬਰਨਬਾਸ ਦੇ ਨਾਲ ਅੰਤਾਕਿਯਾ ਨੂੰ ਭੇਜੀਏ, ਅਰਥਾਤ ਯਹੂਦਾ ਨੂੰ ਜਿਹੜਾ ਬਰਸਬਾਸ ਅਖਵਾਉਂਦਾ ਅਤੇ ਸੀਲਾਸ ਨੂੰ ਜਿਹੜੇ ਭਰਾਵਾਂ ਵਿੱਚ ਆਗੂ ਸੀ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 23] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਹੱਥ ਇਹ ਲਿਖ ਭੇਜਿਆ ਕਿ ਉਨ੍ਹਾਂ ਭਰਾਵਾਂ ਨੂੰ ਜਿਹੜੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚੋਂ ਹੋ ਕੇ ਅੰਤਾਕਿਯਾ, ਸੀਰੀਯਾ ਅਤੇ ਕਿਲਕਿਯਾ ਵਿੱਚ ਰਹਿੰਦੇ ਹਨ ਰਸੂਲਾਂ, ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਭਰਾਵਾਂ ਦਾ ਪਰਨਾਮ
[IRV | PA | NT | Acts | Chapter 15 | Verse 24] ਜਦੋਂ ਅਸੀਂ ਸੁਣਿਆ ਜੋ ਕਈ ਸਾਡੇ ਵਿੱਚੋਂ ਨਿੱਕਲੇ ਜਿਨ੍ਹਾਂ ਤੁਹਾਡੇ ਮਨਾਂ ਨੂੰ ਵਿਗਾੜ ਕੇ ਤੁਹਾਨੂੰ ਗੱਲਾਂ ਨਾਲ ਡਰਾ ਦਿੱਤਾ, ਪਰ ਅਸੀਂ ਉਹਨਾਂ ਨੂੰ ਕੋਈ ਹੁਕਮ ਨਹੀਂ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 25] ਤਾਂ ਅਸੀਂ ਇੱਕ ਮਨ ਹੋ ਕੇ ਇਹ ਚੰਗਾ ਸਮਝਿਆ ਜੋ ਕੁਝ ਪੁਰਖ ਚੁਣ ਕੇ ਆਪਣੇ ਪਿਆਰੇ ਬਰਨਬਾਸ ਅਤੇ ਪੌਲੁਸ ਦੇ ਨਾਲ, ਤੁਹਾਡੇ ਕੋਲ ਭੇਜੀਏ,
[IRV | PA | NT | Acts | Chapter 15 | Verse 26] ਜੋ ਅਜਿਹੇ ਮਨੁੱਖ ਹਨ ਕਿ ਜਿਨ੍ਹਾਂ ਆਪਣੇ ਪ੍ਰਾਣ ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੇ ਨਾਮ ਦੇ ਲਈ ਜੋਖਮ ਵਿੱਚ ਪਾ ਦਿੱਤੇ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 27] ਸੋ ਅਸੀਂ ਯਹੂਦਾਹ ਅਤੇ ਸੀਲਾਸ ਨੂੰ ਭੇਜਿਆ ਹੈ ਜੋ ਆਪਣੇ ਮੂੰਹੋਂ ਇਹ ਗੱਲਾਂ ਤੁਹਾਨੂੰ ਦੱਸਣਗੇ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 28] ਕਿਉਂਕਿ ਪਵਿੱਤਰ ਆਤਮਾ ਨੇ ਅਤੇ ਅਸੀਂ ਚੰਗਾ ਸਮਝਿਆ ਜੋ ਇਨ੍ਹਾਂ ਜ਼ਰੂਰੀ ਗੱਲਾਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਤੁਹਾਡੇ ਉੱਤੇ ਹੋਰ ਕੁਝ ਭਾਰ ਨਾ ਪਾਈਏ
[IRV | PA | NT | Acts | Chapter 15 | Verse 29] ਕਿ ਤੁਸੀਂ ਮੂਰਤੀਆਂ ਦੇ ਚੜ੍ਹਾਵਿਆਂ, ਲਹੂ ਅਤੇ ਗਲ਼ ਘੁੱਟਿਆਂ ਹੋਇਆਂ ਦੇ ਮਾਸ ਅਤੇ ਹਰਾਮਕਾਰੀ ਤੋਂ ਬਚੇ ਰਹੋ। ਜੇ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਤੋਂ ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾ ਕੇ ਰੱਖੋ ਤਾਂ ਤੁਹਾਡਾ ਭਲਾ ਹੋਵੇਗਾ। ਤੁਹਾਡਾ ਭਲਾ ਹੋਵੇ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 30] ਫੇਰ ਉਹ ਵਿਦਿਆ ਹੋ ਕੇ ਅੰਤਾਕਿਯਾ ਪਹੁੰਚੇ ਅਤੇ ਸੰਗਤ ਨੂੰ ਇਕੱਠੀ ਕਰ ਕੇ ਚਿੱਠੀ ਦਿੱਤੀ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 31] ਉਹ ਪੜ੍ਹ ਕੇ ਇਸ ਤਸੱਲੀ ਦੀਆਂ ਗੱਲਾਂ ਨਾਲ ਬਹੁਤ ਅਨੰਦ ਹੋਏ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 32] ਯਹੂਦਾ ਅਤੇ ਸੀਲਾਸ ਨੇ ਜੋ ਆਪ ਵੀ ਨਬੀ ਸਨ, ਭਰਾਵਾਂ ਨੂੰ ਬਹੁਤ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨਾਲ ਉਪਦੇਸ਼ ਦੇ ਕੇ ਉਹਨਾਂ ਤਕੜੇ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 33] ਅਤੇ ਉਹ ਕੁਝ ਦਿਨ ਰਹਿ ਕੇ ਆਪਣੇ ਭੇਜਣ ਵਾਲਿਆਂ ਦੇ ਕੋਲ ਜਾਣ ਨੂੰ ਭਰਾਵਾਂ ਕੋਲੋਂ ਸੁੱਖ-ਸਾਂਦ ਨਾਲ ਵਿਦਾ ਹੋਏ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 34] ਪਰ ਸੀਲਾਸ ਨੂੰ ਉੱਥੇ ਰਹਿਣਾ ਚੰਗਾ ਲੱਗਿਆ,
[IRV | PA | NT | Acts | Chapter 15 | Verse 35] ਪਰ ਪੌਲੁਸ ਅਤੇ ਬਰਨਬਾਸ ਅੰਤਾਕਿਯਾ ਵਿੱਚ ਰਹਿ ਕੇ ਹੋਰ ਬਹੁਤਿਆਂ ਦੇ ਨਾਲ ਪ੍ਰਭੂ ਦਾ ਬਚਨ ਸਿਖਾਉਂਦੇ ਅਤੇ ਉਹ ਦੀ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਂਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 36] ਕਈ ਦਿਨਾਂ ਪਿੱਛੋਂ ਪੌਲੁਸ ਨੇ ਬਰਨਬਾਸ ਨੂੰ ਆਖਿਆ ਕਿ ਆਉ ਹਰੇਕ ਨਗਰ ਵਿੱਚ ਜਿੱਥੇ ਅਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸੁਣਾਇਆ ਸੀ, ਫਿਰ ਜਾ ਕੇ ਭਰਾਵਾਂ ਦੀ ਖ਼ਬਰ ਲਈਏ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਕੀ ਹਾਲ ਹੈ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 37] ਅਤੇ ਬਰਨਬਾਸ ਦੀ ਇਹ ਸਲਾਹ ਹੋਈ ਜੋ ਅਸੀਂ ਯੂਹੰਨਾ ਨੂੰ ਜਿਸ ਨੂੰ ਮਰਕੁਸ ਵੀ ਕਹਿੰਦੇ ਹਨ ਆਪਣੇ ਨਾਲ ਲੈ ਚੱਲੀਏ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 38] ਪਰ ਪੌਲੁਸ ਨੂੰ ਇਹ ਚੰਗਾ ਨਾ ਲੱਗਿਆ ਕਿ ਉਹ ਨੂੰ ਨਾਲ ਲੈ ਚੱਲੀਏ, ਜਿਹੜਾ ਪਮਫ਼ੁਲਿਯਾ ਤੋਂ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਅੱਡ ਹੋਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਕੰਮ ਨੂੰ ਨਾ ਗਿਆ ਸੀ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 39] ਤਦ ਉਨ੍ਹਾਂ ਵਿੱਚ ਅਜਿਹਾ ਵਿਵਾਦ ਹੋਇਆ ਕਿ ਉਹ ਇੱਕ ਦੂਜੇ ਤੋਂ ਵੱਖ ਹੋ ਗਏ ਅਤੇ ਬਰਨਬਾਸ ਮਰਕੁਸ ਨੂੰ ਨਾਲ ਲੈ ਕੇ ਜਹਾਜ਼ ਉੱਤੇ ਚੜ੍ਹਿਆ ਅਤੇ ਕੁਪਰੁਸ ਨੂੰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 40] ਪਰ ਪੌਲੁਸ ਨੇ ਸੀਲਾਸ ਨੂੰ ਚੁਣਿਆ ਅਤੇ ਜਦੋਂ ਭਰਾਵਾਂ ਦੇ ਕੋਲੋਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਵਿੱਚ ਸੌਂਪਿਆ ਗਿਆ ਤਾਂ ਉਹ ਤੁਰ ਪਿਆ।
[IRV | PA | NT | Acts | Chapter 15 | Verse 41] ਅਤੇ ਸੀਰੀਯਾ ਅਤੇ ਕਿਲਕਿਯਾ ਵਿੱਚ ਫ਼ਿਰਦਿਆਂ ਹੋਇਆਂ ਉਸ ਨੇ ਕਲੀਸਿਯਾ ਨੂੰ ਮਜ਼ਬੂਤ ਕੀਤਾ।
