[IRV | PA | NT | Acts | Chapter 14 | Verse 1] ਇਕੋਨਿਯੁਮ ਵਿੱਚ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਉਹ ਯਹੂਦੀਆਂ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਗਏ ਅਤੇ ਅਜਿਹਾ ਬਚਨ ਸੁਣਾਇਆ ਜੋ ਯਹੂਦੀਆਂ ਅਤੇ ਯੂਨਾਨੀਆਂ ਵਿੱਚੋਂ ਬਹੁਤ ਲੋਕਾਂ ਨੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 12] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਬਰਨਬਾਸ ਦਾ ਨਾਮ ਜਿਓਸ ਅਤੇ ਪੌਲੁਸ ਦਾ ਨਾਮ ਹਰਮੇਸ ਰੱਖਿਆ, ਇਸ ਲਈ ਜੋ ਉਹ ਬਚਨ ਕਰਨ ਵਿੱਚ ਆਗੂ ਸੀ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 13] ਜਿਓਸ ਦਾ ਮੰਦਿਰ ਨਗਰ ਦੇ ਸਾਹਮਣੇ ਸੀ ਅਤੇ ਮੰਦਿਰ ਦਾ ਪੁਜਾਰੀ ਬਲ਼ਦ ਅਤੇ ਫੁੱਲਾਂ ਦੇ ਹਾਰ ਲੈ ਕੇ ਫਾਟਕਾਂ ਕੋਲ ਆ ਕੇ, ਇਹ ਚਾਹੁੰਦਾ ਸੀ ਕਿ ਲੋਕਾਂ ਦੇ ਨਾਲ ਮਿਲ ਕੇ ਬਲੀਦਾਨ ਕਰੇ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 14] ਪਰ ਜਦੋਂ ਬਰਨਬਾਸ ਅਤੇ ਪੌਲੁਸ ਰਸੂਲਾਂ ਨੇ ਇਹ ਸੁਣਿਆ, ਤਾਂ ਆਪਣੇ ਕੱਪੜੇ ਪਾੜੇ ਅਤੇ ਲੋਕਾਂ ਦੇ ਵਿੱਚੋਂ ਬਾਹਰ ਨੂੰ ਦੌੜੇ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 15] ਅਤੇ ਇਹ ਕਹਿਣ ਲੱਗੇ ਕਿ ਹੇ ਪੁਰਖੋ, ਤੁਸੀਂ ਇਹ ਕੀ ਕਰਦੇ ਹੋ? ਅਸੀਂ ਵੀ ਤੁਹਾਡੇ ਵਾਂਗੂੰ ਦੁੱਖ-ਸੁੱਖ ਭੋਗਣ ਵਾਲੇ ਮਨੁੱਖ ਹਾਂ, ਅਤੇ ਤੁਹਾਨੂੰ ਇਹ ਖੁਸ਼ਖਬਰੀ ਦਾ ਉਪਦੇਸ਼ ਦਿੰਦੇ ਹਾਂ ਕਿ ਇਨ੍ਹਾਂ ਵਿਅਰਥ ਗੱਲਾਂ ਨੂੰ ਛੱਡ ਕੇ, ਜਿਉਂਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲ ਮੁੜੋ ਜਿਸ ਨੇ ਅਕਾਸ਼, ਧਰਤੀ, ਸਮੁੰਦਰ ਅਤੇ ਸਭ ਕੁਝ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਹੈ ਬਣਾਇਆ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 16] ਉਸ ਨੇ ਪਹਿਲੇ ਸਮਿਆਂ ਵਿੱਚ ਸਾਰੀਆਂ ਕੌਮਾਂ ਨੂੰ ਆਪੋ ਆਪਣੇ ਰਾਹ ਉੱਤੇ ਚੱਲਣ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 17] ਤਾਂ ਵੀ ਉਹ ਨੇ ਆਪ ਨੂੰ ਬਿਨ੍ਹਾਂ ਗਵਾਹੀ ਨਾ ਰੱਖਿਆ, ਇਸ ਲਈ ਜੋ ਉਹ ਨੇ ਭਲਾ ਕੀਤਾ ਅਤੇ ਅਕਾਸ਼ ਤੋਂ ਵਰਖਾ ਅਤੇ ਫਲ ਦੇਣ ਵਾਲੀਆਂ ਰੁੱਤਾਂ ਤੁਹਾਨੂੰ ਦੇ ਕੇ ਤੁਹਾਡਿਆਂ ਮਨਾਂ ਨੂੰ ਭੋਜਨ ਅਤੇ ਅਨੰਦ ਨਾਲ ਭਰਪੂਰ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 18] ਇਹ ਗੱਲਾਂ ਕਹਿ ਕੇ ਉਨ੍ਹਾਂ ਨੇ ਮੁਸ਼ਕਿਲ ਨਾਲ ਲੋਕਾਂ ਨੂੰ ਰੋਕਿਆ, ਕਿ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਬਲੀਦਾਨ ਨਾ ਕਰਨ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 19] ਪਰੰਤੂ ਕਈ ਯਹੂਦੀ ਅੰਤਾਕਿਯਾ ਅਤੇ ਇਕੋਨਿਯੁਮ ਤੋਂ ਉੱਥੇ ਆਏ, ਲੋਕਾਂ ਨੂੰ ਭਰਮਾ ਕੇ ਪੌਲੁਸ ਉੱਤੇ ਪਥਰਾਉ ਕੀਤਾ ਅਤੇ ਇਹ ਸਮਝ ਕੇ ਉਹ ਮਰ ਗਿਆ ਹੈ ਉਹ ਨੂੰ ਘਸੀਟ ਕੇ ਨਗਰੋਂ ਬਾਹਰ ਲੈ ਗਏ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 20] ਪਰ ਜਦੋਂ ਚੇਲੇ ਉਹ ਦੇ ਚਾਰੇ ਪਾਸੇ ਇਕੱਠੇ ਹੋਏ ਤਾਂ ਉਹ ਉੱਠ ਕੇ ਨਗਰ ਵਿੱਚ ਆਇਆ ਅਤੇ ਅਗਲੇ ਦਿਨ ਬਰਨਬਾਸ ਦੇ ਨਾਲ ਦਰਬੇ ਨੂੰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 21] ਅਤੇ ਜਦੋਂ ਉਸ ਨਗਰ ਵਿੱਚ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾ ਚੁੱਕੇ, ਅਤੇ ਬਹੁਤ ਸਾਰਿਆਂ ਨੂੰ ਚੇਲੇ ਬਣਾਇਆ ਤਾਂ ਲੁਸਤ੍ਰਾ, ਇਕੁਨਿਯੁਮ ਅਤੇ ਅੰਤਾਕਿਯਾ ਨੂੰ ਮੁੜੇ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 22] ਅਤੇ ਚੇਲਿਆਂ ਦੇ ਮਨਾਂ ਨੂੰ ਤਕੜੇ ਕਰਦੇ ਅਤੇ ਇਹ ਉਪਦੇਸ਼ ਦਿੰਦੇ ਸਨ ਕਿ ਵਿਸ਼ਵਾਸ ਵਿੱਚ ਬਣੇ ਰਹੋ ਅਤੇ ਕਿਹਾ ਕਿ ਅਸੀਂ ਬਹੁਤ ਮੁਸ਼ਕਲਾਂ ਨੂੰ ਸਹਿ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਵਿੱਚ ਵੜਨਾ ਹੈ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 23] ਜਦੋਂ ਉਨ੍ਹਾਂ ਨੇ ਹਰੇਕ ਕਲੀਸਿਯਾ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਬਜ਼ੁਰਗ ਠਹਿਰਾਏ, ਅਤੇ ਵਰਤ ਰੱਖ ਕੇ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ ਤਾਂ ਉਹਨਾਂ ਨੂੰ ਪ੍ਰਭੂ ਦੇ ਹੱਥ ਸੌਂਪ ਦਿੱਤਾ, ਜਿਸ ਦੇ ਉੱਤੇ ਉਹਨਾਂ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 24] ਤਾਂ ਉਹ ਪਿਸਿਦਿਯਾ ਵਿੱਚੋਂ ਦੀ ਲੰਘ ਕੇ ਪਮਫ਼ੁਲਿਯਾ ਵਿੱਚ ਆਏ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 25] ਅਤੇ ਪਰਗਾ ਵਿੱਚ ਬਚਨ ਸੁਣਾ ਕੇ ਅੱਤਲਿਯਾ ਨੂੰ ਆਏ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 26] ਉੱਥੋਂ ਜਹਾਜ਼ ਤੇ ਚੜ੍ਹ ਕੇ ਅੰਤਾਕਿਯਾ ਨੂੰ ਚੱਲੇ, ਜਿੱਥੋਂ ਉਹ ਉਸ ਕੰਮ ਦੇ ਲਈ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਹੁਣ ਪੂਰਾ ਕੀਤਾ, ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਉੱਤੇ ਸੌਂਪੇ ਗਏ ਸਨ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 27] ਜਦੋਂ ਉਹ ਉੱਥੇ ਪਹੁੰਚੇ ਤਾਂ ਕਲੀਸਿਯਾ ਨੂੰ ਇਕੱਠੇ ਕਰ ਕੇ ਖ਼ਬਰ ਦਿੱਤੀ, ਪਰਮੇਸ਼ੁਰ ਨੇ ਸਾਡੇ ਨਾਲ ਹੋ ਕੇ ਕਿੰਨੇ ਵੱਡੇ-ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਅਤੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦੇ ਲਈ ਵਿਸ਼ਵਾਸ ਦਾ ਦਰਵਾਜ਼ਾ ਖੋਲ੍ਹਿਆ।
[IRV | PA | NT | Acts | Chapter 14 | Verse 28] ਤਾਂ ਉਹ ਚੇਲਿਆਂ ਦੇ ਨਾਲ ਬਹੁਤ ਸਮੇਂ ਤੱਕ ਰਹੇ।
