[IRV | PA | NT | Acts | Chapter 22 | Verse 1] ਹੇ ਭਰਾਵੋ ਅਤੇ ਬਜ਼ੁਰਗੋ, ਸੁਣੋ ਮੈਂ ਤੁਹਾਡੇ ਸਾਹਮਣੇ ਆਪਣੀ ਸਫ਼ਾਈ ਪੇਸ਼ ਕਰਦਾ ਹਾਂ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 13] ਉਹ ਮੇਰੇ ਕੋਲ ਆਇਆ ਅਤੇ ਉਸ ਨੇ ਕੋਲ ਖੜੇ ਹੋ ਕੇ ਮੈਨੂੰ ਆਖਿਆ, ਭਾਈ ਸੌਲੁਸ ਫੇਰ ਵੇਖਣ ਲੱਗ ਜਾ, ਅਤੇ ਓਸੇ ਵੇਲੇ ਮੈਂ ਦੇਖਣ ਲੱਗ ਗਿਆ ਅਤੇ ਉਸ ਨੂੰ ਦੇਖਿਆ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 14] ਉਹ ਬੋਲਿਆ, ਸਾਡੇ ਵੱਡਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੈਨੂੰ ਠਹਿਰਾਇਆ ਹੈ, ਜੋ ਤੂੰ ਉਹ ਦੀ ਮਰਜ਼ੀ ਨੂੰ ਜਾਣੇ, ਉਸ ਧਰਮੀ ਨੂੰ ਵੇਖੇਂ ਅਤੇ ਉਹ ਦੇ ਮੂੰਹ ਦਾ ਸ਼ਬਦ ਸੁਣੇਂ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 15] ਕਿਉਂ ਜੋ ਉਸੇ ਦੇ ਲਈ ਤੂੰ ਸਭ ਮਨੁੱਖਾਂ ਦੇ ਅੱਗੇ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਗਵਾਹ ਹੋਵੇਂਗਾ, ਜਿਹੜੀਆਂ ਤੂੰ ਵੇਖੀਆਂ ਅਤੇ ਸੁਣੀਆਂ ਹਨ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 16] ਹੁਣ ਤੂੰ ਕਿਉਂ ਢਿੱਲ ਕਰਦਾ ਹੈਂ? ਉੱਠ ਅਤੇ ਉਹ ਦਾ ਨਾਮ ਲੈਂਦਾ ਹੋਇਆ ਬਪਤਿਸਮਾ ਲੈ ਅਤੇ ਆਪਣੇ ਪਾਪ ਧੋ ਸੁੱਟ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 17] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਮੈਂ ਯਰੂਸ਼ਲਮ ਨੂੰ ਮੁੜਿਆ ਤਾਂ ਹੈਕਲ ਵਿੱਚ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਹੋਏ ਮੈਂ ਬੇਸੁਧ ਹੋ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 18] ਅਤੇ ਉਹ ਨੂੰ ਵੇਖਿਆ ਜੋ ਮੈਨੂੰ ਆਖਦਾ ਸੀ ਕਿ ਛੇਤੀ ਕਰ ਅਤੇ ਯਰੂਸ਼ਲਮ ਤੋਂ ਜਲਦੀ ਨਿੱਕਲ ਜਾ ਕਿਉਂ ਉਹ ਮੇਰੇ ਹੱਕ ਵਿੱਚ ਤੇਰੀ ਗਵਾਹੀ ਨਾ ਮੰਨਣਗੇ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 19] ਮੈਂ ਆਖਿਆ, “ਹੇ ਪ੍ਰਭੂ ਉਹ ਆਪ ਜਾਣਦੇ ਹਨ ਜੋ, ਜਿਨ੍ਹਾਂ ਤੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਕੈਦ ਕਰਦਾ ਅਤੇ ਹਰੇਕ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਮਾਰਦਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 20] ਅਤੇ ਜਦੋਂ ਤੇਰੇ ਸ਼ਹੀਦ ਇਸਤੀਫ਼ਾਨ ਦਾ ਖੂਨ ਵਹਾਇਆ ਗਿਆ ਤਾਂ ਮੈਂ ਵੀ ਕੋਲ ਖੜ੍ਹਾ ਮਾਰਨ ਵਾਲਿਆਂ ਦੇ ਨਾਲ ਸਹਿਮਤ ਸੀ ਅਤੇ ਉਹਨਾਂ ਦੇ ਕੱਪੜਿਆਂ ਦੀ ਰਖਵਾਲੀ ਕਰਦਾ ਸੀ।”
[IRV | PA | NT | Acts | Chapter 22 | Verse 21] ਤਦ ਉਸ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਚੱਲਿਆ ਜਾ ਕਿਉਂ ਜੋ ਮੈਂ ਤੈਨੂੰ ਦੂਰ-ਦੂਰ ਪਰਾਈਆਂ ਕੌਮਾਂ ਕੋਲ ਭੇਜਾਂਗਾ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 22] ਉਹ ਇਸ ਗੱਲ ਤੱਕ ਉਹ ਦੀ ਸੁਣਦੇ ਰਹੇ ਤਾਂ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਆਖਣ ਲੱਗੇ ਕਿ ਇਹੋ ਜਿਹੇ ਮਨੁੱਖ ਨੂੰ ਧਰਤੀ ਉੱਤੋਂ ਦੂਰ ਕਰ ਦਿਓ ਕਿਉਂ ਜੋ ਉਹ ਦਾ ਜੀਉਣਾ ਹੀ ਯੋਗ ਨਹੀਂ!
[IRV | PA | NT | Acts | Chapter 22 | Verse 23] ਜਦੋਂ ਉਹ ਰੌਲ਼ਾ ਪਾਉਣ ਅਤੇ ਆਪਣੇ ਲੀੜੇ ਸੁੱਟ ਕੇ ਖੇਹ ਉਡਾਉਣ ਲੱਗੇ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 24] ਤਾਂ ਫੌਜ ਦੇ ਸਰਦਾਰ ਨੇ ਉਹ ਨੂੰ ਕਿਲੇ ਵਿੱਚ ਲਿਆਉਣ ਦਾ ਹੁਕਮ ਦਿੱਤਾ ਅਤੇ ਆਖਿਆ ਕਿ ਕੋਰੜੇ ਮਾਰ ਕੇ ਉਹ ਦੀ ਜਾਂਚ-ਪੜਤਾਲ ਕਰੋ ਤਾਂ ਜੋ ਮੈਨੂੰ ਪਤਾ ਲੱਗੇ ਕਿ ਉਹ ਕਿਸ ਕਾਰਨ ਇਹ ਦੇ ਮਗਰ ਰੌਲ਼ਾ ਪਾਉਂਦੇ ਹਨ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 25] ਜਦੋਂ ਉਨ੍ਹਾਂ ਉਹ ਨੂੰ ਤਸਮਿਆਂ ਨਾਲ ਬੰਨਿਆ ਤਾਂ ਪੌਲੁਸ ਨੇ ਸੂਬੇਦਾਰ ਨੂੰ ਜਿਹੜਾ ਕੋਲ ਖੜ੍ਹਾ ਸੀ ਆਖਿਆ, ਕੀ ਇਹ ਠੀਕ ਹੈ ਕਿ ਤੁਸੀਂ ਇੱਕ ਰੋਮੀ ਆਦਮੀ ਨੂੰ ਦੋਸ਼ ਸਾਬਤ ਕੀਤੇ ਬਿਨ੍ਹਾਂ ਕੋਰੜੇ ਮਾਰੋ?
[IRV | PA | NT | Acts | Chapter 22 | Verse 26] ਜਦੋਂ ਸੂਬੇਦਾਰ ਨੇ ਇਹ ਸੁਣਿਆ ਤਾਂ ਸਰਦਾਰ ਦੇ ਕੋਲ ਜਾ ਕੇ ਖ਼ਬਰ ਦਿੱਤੀ ਅਤੇ ਕਿਹਾ, ਤੁਸੀਂ ਇਹ ਕੀ ਕਰਨ ਲੱਗੇ ਹੋ? ਇਹ ਮਨੁੱਖ ਤਾਂ ਰੋਮੀ ਹੈ!
[IRV | PA | NT | Acts | Chapter 22 | Verse 27] ਸਰਦਾਰ ਨੇ ਕੋਲ ਜਾ ਕੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਮੈਨੂੰ ਦੱਸ, ਕੀ ਤੂੰ ਰੋਮੀ ਹੈਂ? ਉਹ ਬੋਲਿਆ, ਹਾਂ ਜੀ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 28] ਤਾਂ ਸਰਦਾਰ ਨੇ ਅੱਗੋਂ ਆਖਿਆ, ਮੈਂ ਬਹੁਤ ਪੈਸਾ ਖ਼ਰਚ ਕੇ ਰੋਮੀ ਨਾਗਰਿਕਤਾ ਨੂੰ ਪ੍ਰਾਪਤ ਕੀਤਾ ਹੈ। ਪੌਲੁਸ ਬੋਲਿਆ, ਪਰ ਮੈਂ ਅਜਿਹਾ ਹੀ ਜੰਮਿਆ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 29] ਉਪਰੰਤ ਜਿਹੜੇ ਉਹ ਦੀ ਜਾਂਚ-ਪੜਤਾਲ ਕਰਨ ਲੱਗੇ ਸਨ ਉਹ ਝੱਟ ਉਹ ਦੇ ਕੋਲੋਂ ਹੱਟ ਗਏ ਅਤੇ ਸਰਦਾਰ ਵੀ ਇਹ ਜਾਣ ਕੇ ਕਿ ਉਹ ਰੋਮੀ ਹੈ ਅਤੇ ਮੈਂ ਉਹ ਨੂੰ ਬੰਨ੍ਹਿਆ, ਡਰ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 22 | Verse 30] ਅਗਲੇ ਦਿਨ, ਇਹ ਪਤਾ ਲਗਾਉਣ ਲਈ ਕਿ ਯਹੂਦੀਆਂ ਨੇ ਉਹ ਦੇ ਉੱਤੇ ਕਿਉਂ ਦੋਸ਼ ਲਾਇਆ ਹੈ ਉਸ ਨੇ ਉਹ ਨੂੰ ਖੋਲ੍ਹ ਦਿੱਤਾ ਅਤੇ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਸਾਰੀ ਮਹਾਂ ਸਭਾ ਦੇ ਇਕੱਠੇ ਹੋਣ ਦਾ ਹੁਕਮ ਕੀਤਾ। ਫੇਰ ਉਸ ਨੇ ਪੌਲੁਸ ਨੂੰ ਹੇਠਾਂ ਉਤਾਰ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਹਮਣੇ ਖੜ੍ਹਾ ਕੀਤਾ।
