[IRV | PA | NT | Acts | Chapter 25 | Verse 1] ਉਪਰੰਤ ਫ਼ੇਸਤੁਸ ਉਸ ਸੂਬੇ ਵਿੱਚ ਪਹੁੰਚ ਕੇ ਤਿੰਨਾਂ ਦਿਨਾਂ ਦੇ ਮਗਰੋਂ ਕੈਸਰਿਯਾ ਤੋਂ ਯਰੂਸ਼ਲਮ ਨੂੰ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 12] ਤਦ ਫ਼ੇਸਤੁਸ ਨੇ ਸਲਾਹਕਾਰਾਂ ਨਾਲ ਗੱਲ ਕਰ ਕੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਤੂੰ ਕੈਸਰ ਦੀ ਦੁਹਾਈ ਦਿੱਤੀ ਹੈ, ਤੂੰ ਕੈਸਰ ਹੀ ਦੇ ਕੋਲ ਜਾਏਂਗਾ!
[IRV | PA | NT | Acts | Chapter 25 | Verse 13] ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ, ਰਾਜਾ ਅਗ੍ਰਿੱਪਾ ਅਤੇ ਬਰਨੀਕੇ ਕੈਸਰਿਯਾ ਵਿੱਚ ਫ਼ੇਸਤੁਸ ਨੂੰ ਮਿਲਣ ਲਈ ਆਏ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 14] ਅਤੇ ਜਦੋਂ ਉਹ ਉੱਥੇ ਕਈ ਦਿਨ ਰਹੇ ਤਾਂ ਫ਼ੇਸਤੁਸ ਨੇ ਪੌਲੁਸ ਦੀ ਕਹਾਣੀ ਰਾਜੇ ਨੂੰ ਸੁਣਾ ਕੇ ਕਿਹਾ ਜੋ ਇੱਕ ਮਨੁੱਖ ਹੈ ਜਿਹ ਨੂੰ ਫ਼ੇਲਿਕਸ ਕੈਦ ਵਿੱਚ ਛੱਡ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 15] ਅਤੇ ਜਦੋਂ ਮੈਂ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਸੀ ਤਾਂ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਯਹੂਦੀਆਂ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਉਹ ਦੇ ਬਾਰੇ ਮੈਨੂੰ ਗੱਲਾਂ ਦੱਸੀਆਂ ਅਤੇ ਬੇਨਤੀ ਕੀਤੀ ਜੋ ਉਸ ਤੇ ਸਜ਼ਾ ਦਾ ਹੁਕਮ ਹੋਵੇ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 16] ਉਨ੍ਹਾਂ ਨੂੰ ਮੈਂ ਇਹ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਰੋਮੀਆਂ ਦਾ ਕਨੂੰਨ ਨਹੀਂ ਹੈ ਜੋ ਕਿਸੇ ਮਨੁੱਖ ਨੂੰ ਹਵਾਲੇ ਕਰਨ ਜਿਨ੍ਹਾਂ ਚਿਰ ਆਪਣੇ ਦੋਸ਼ ਲਗਾਉਣ ਵਾਲਿਆਂ ਦੇ ਸਾਹਮਣੇ ਸਫ਼ਾਈ ਦੇਣ ਦਾ ਮੌਕਾ ਨਾ ਪਾਵੇ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 17] ਸੋ ਜਦੋਂ ਉਹ ਇੱਥੇ ਇਕੱਠੇ ਹੋਏ ਤਾਂ ਮੈਂ ਬਿਨ੍ਹਾਂ ਕੁਝ ਦੇਰ ਕੀਤੇ ਅਗਲੇ ਦਿਨ ਅਦਾਲਤ ਦੀ ਗੱਦੀ ਤੇ ਬੈਠ ਕੇ ਹੁਕਮ ਦਿੱਤਾ ਜੋ ਉਸ ਮਨੁੱਖ ਨੂੰ ਹਾਜ਼ਰ ਕਰਨ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 18] ਪਰ ਜਦੋਂ ਉਹ ਦੇ ਉੱਤੇ ਦੋਸ਼ ਲਗਾਉਣ ਵਾਲੇ ਖੜੇ ਹੋਏ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਇਹੋ ਜਿਹੀ ਕੋਈ ਬੁਰੀ ਗੱਲ ਉਹ ਦੇ ਬਾਰੇ ਆਖੀ ਜਿਹੀ ਮੈਂ ਸਮਝਦਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 19] ਪਰ ਉਹ ਆਪਣੀ ਦੇਵਪੂਜਾ ਬਾਰੇ ਅਤੇ ਕਿਸੇ ਯਿਸੂ ਦੇ ਵਿਖੇ ਜੋ ਮਰ ਚੁੱਕਿਆ ਪਰ ਪੌਲੁਸ ਆਖਦਾ ਕਿ ਉਹ ਤਾਂ ਜਿਉਂਦਾ ਹੈ ਉਸ ਨਾਲ ਝਗੜਾ ਕਰਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 20] ਜਦੋਂ ਮੈਂ ਦੁਬਧਾ ਵਿੱਚ ਪਿਆ ਕਿ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਕਿਵੇਂ ਨਿਬੇੜਾ ਕਰਾਂ ਤਾਂ ਮੈਂ ਪੁੱਛਿਆ, ਤੂੰ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਜਾਣ ਲਈ ਸਹਿਮਤ ਹੈਂ ਜੋ ਉੱਥੇ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦੇ ਬਾਰੇ ਤੇਰਾ ਨਿਆਂ ਹੋਵੇ?
[IRV | PA | NT | Acts | Chapter 25 | Verse 21] ਪਰ ਜਦੋਂ ਪੌਲੁਸ ਨੇ ਦੁਹਾਈ ਦਿੱਤੀ ਜੋ ਮੇਰਾ ਨਿਆਂ ਪਾਤਸ਼ਾਹ ਦੀ ਅਦਾਲਤ ਉੱਤੇ ਰਹਿਣ ਦਿਓ ਤਾਂ ਮੈਂ ਹੁਕਮ ਦਿੱਤਾ ਜੋ ਉਹ ਨਜ਼ਰਬੰਦ ਰਹੇ ਜਦੋਂ ਤੱਕ ਮੈਂ ਉਹ ਨੂੰ ਕੈਸਰ ਕੋਲ ਨਾ ਭੇਜਾਂ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 22] ਉਪਰੰਤ ਅਗ੍ਰਿੱਪਾ ਨੇ ਫ਼ੇਸਤੁਸ ਨੂੰ ਕਿਹਾ ਕਿ ਮੈਂ ਆਪ ਵੀ ਉਸ ਮਨੁੱਖ ਨੂੰ ਸੁਣਨਾ ਚਾਹੁੰਦਾ ਹਾਂ। ਉਹ ਬੋਲਿਆ, ਤੂੰ ਕੱਲ ਉਹ ਦੀ ਸੁਣ ਲਵੀਂ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 23] ਸੋ ਦੂਜੇ ਦਿਨ ਜਦੋਂ ਅਗ੍ਰਿੱਪਾ ਅਤੇ ਬਰਨੀਕੇ ਵੱਡੀ ਧੂਮ-ਧਾਮ ਨਾਲ ਆਏ ਅਤੇ ਫੌਜ ਦੇ ਸਰਦਾਰਾਂ ਅਤੇ ਸ਼ਹਿਰ ਦੇ ਉੱਤਮ ਲੋਕਾਂ ਨਾਲ ਕਚਿਹਰੀ ਵਿੱਚ ਜਾ ਵੜੇ ਤਾਂ ਫ਼ੇਸਤੁਸ ਦੇ ਹੁਕਮ ਨਾਲ ਪੌਲੁਸ ਨੂੰ ਲਿਆਏ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 24] ਤਦ ਫ਼ੇਸਤੁਸ ਨੇ ਆਖਿਆ, ਹੇ ਰਾਜਾ ਅਗ੍ਰਿੱਪਾ ਅਤੇ ਸਭ ਲੋਕੋ ਜਿਹੜੇ ਇੱਥੇ ਸਾਡੇ ਨਾਲ ਹਾਜ਼ਰ ਹੋ, ਤੁਸੀਂ ਇਸ ਮਨੁੱਖ ਨੂੰ ਵੇਖਦੇ ਹੋ ਜਿਹ ਦੇ ਕਾਰਨ ਯਹੂਦੀਆਂ ਦੇ ਸਾਰੇ ਲੋਕ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਅਤੇ ਇੱਥੇ ਵੀ ਮੇਰੇ ਪਿੱਛੇ ਪਏ ਅਤੇ ਇਹ ਰੌਲ਼ਾ ਪਾਉਂਦੇ ਸਨ ਜੋ ਇਹ ਦਾ ਅੱਗੇ ਨੂੰ ਜਿਉਂਦਾ ਰਹਿਣਾ ਹੀ ਯੋਗ ਨਹੀਂ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 25] ਪਰ ਮੈਂ ਜਾਣ ਲਿਆ ਜੋ ਉਹ ਨੇ ਕਤਲ ਦੇ ਲਾਇਕ ਕੁਝ ਨਹੀਂ ਕੀਤਾ ਅਤੇ ਜਦੋਂ ਉਸ ਨੇ ਆਪ ਪਾਤਸ਼ਾਹ ਦੀ ਦੁਹਾਈ ਦਿੱਤੀ ਤਦ ਮੈਂ ਫੈਸਲਾ ਕੀਤਾ ਜੋ ਉਹ ਨੂੰ ਭੇਜ ਦਿਆਂ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 26] ਪਰ ਮੈਨੂੰ ਉਹ ਦੇ ਵਿਖੇ ਕੋਈ ਠੀਕ ਗੱਲ ਨਹੀਂ ਦਿੱਸਦੀ ਜੋ ਆਪਣੇ ਮਾਲਕ ਨੂੰ ਲਿਖਾਂ ਇਸ ਲਈ ਮੈਂ ਉਹ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗੇ ਖ਼ਾਸ ਕਰਕੇ, ਹੇ ਰਾਜਾ ਅਗ੍ਰਿੱਪਾ, ਤੇਰੇ ਅੱਗੇ ਹਾਜ਼ਰ ਕੀਤਾ ਹੈ ਜੋ ਜਾਂਚ-ਪੜਤਾਲ ਤੋਂ ਬਾਅਦ ਮੈਂ ਕੁਝ ਲਿਖ ਸਕਾਂ।
[IRV | PA | NT | Acts | Chapter 25 | Verse 27] ਕਿਉਂ ਜੋ ਮੈਨੂੰ ਇਹ ਗੱਲ ਸਿਆਣੀ ਨਹੀਂ ਲੱਗਦੀ ਕਿ ਇੱਕ ਕੈਦੀ ਭੇਜਾਂ ਅਤੇ ਨਾਲ ਹੀ ਨਾ ਦੱਸਾਂ ਜੋ ਕੀ ਦੋਸ਼ ਉਹ ਦੇ ਉੱਤੇ ਲਾਏ ਗਏ ਹਨ।
