[IRV | PA | NT | Acts | Chapter 4 | Verse 1] ਜਦੋਂ ਉਹ ਲੋਕਾਂ ਦੇ ਨਾਲ ਗੱਲਾਂ ਕਰ ਰਹੇ ਸਨ ਤਾਂ ਜਾਜਕ, ਹੈਕਲ ਦੇ ਅਧਿਕਾਰੀ ਅਤੇ ਸਦੂਕੀ ਉਹਨਾਂ ਉੱਤੇ ਚੜ੍ਹ ਆਏ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 12] ਅਤੇ ਕਿਸੇ ਦੂਜੇ ਤੋਂ ਮੁਕਤੀ ਨਹੀਂ ਕਿਉਂ ਜੋ ਅਕਾਸ਼ ਦੇ ਹੇਠਾਂ ਮਨੁੱਖਾਂ ਵਿੱਚ ਕੋਈ ਦੂਜਾ ਨਾਮ ਨਹੀਂ ਦਿੱਤਾ ਗਿਆ, ਜਿਸ ਤੋਂ ਅਸੀਂ ਬਚਾਏ ਜਾ ਸਕਦੇ ਹਾਂ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 13] ਜਦੋਂ ਉਨ੍ਹਾਂ ਨੇ ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਦੀ ਦਲੇਰੀ ਨੂੰ ਵੇਖਿਆ ਅਤੇ ਅਚਰਜ਼ ਮੰਨਿਆ ਕਿ ਉਹ ਵਿਦਵਾਨ ਨਹੀਂ ਸਗੋਂ ਆਮ ਲੋਕ ਹੀ ਹਨ। ਫੇਰ ਉਹਨਾਂ ਨੂੰ ਪਛਾਣਿਆ, ਕਿ ਇਹ ਦੋਨੋ ਯਿਸੂ ਦੇ ਨਾਲ ਰਹੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 14] ਅਤੇ ਉਸ ਮਨੁੱਖ ਨੂੰ ਜਿਹੜਾ ਚੰਗਾ ਹੋਇਆ ਸੀ ਉਹਨਾਂ ਦੇ ਵੱਲ ਖੜ੍ਹਾ ਵੇਖ ਕੇ ਇਹ ਦੇ ਵਿਰੁੱਧ ਵਿੱਚ ਕੁਝ ਨਾਮ ਕਹਿ ਸਕੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 15] ਪਰ ਉਹਨਾਂ ਨੂੰ ਪ੍ਰਾਰਥਨਾ ਘਰ ਤੋਂ ਬਾਹਰ ਜਾਣ ਦਾ ਹੁਕਮ ਦੇ ਕੇ, ਉਹ ਆਪਸ ਵਿੱਚ ਯੋਜਨਾਂ ਬਣਾਉਣ ਲੱਗੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 16] ਅਤੇ ਕਿਹਾ ਕਿ ਅਸੀਂ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨਾਲ ਕੀ ਕਰੀਏ? ਕਿਉਂਕਿ ਇਹ ਜੋ ਉਹਨਾਂ ਤੋਂ ਇੱਕ ਪੱਕਾ ਅਚਰਜ਼ ਕੰਮ ਹੋਇਆ ਹੈ ਯਰੂਸ਼ਲਮ ਦੇ ਸਾਰੇ ਰਹਿਣ ਵਾਲਿਆਂ ਤੇ ਇਹ ਪਰਗਟ ਹੋਇਆ ਅਤੇ ਇਸ ਤੋਂ ਅਸੀਂ ਇਨਕਾਰ ਨਹੀਂ ਕਰ ਸਕਦੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 17] ਆਓ, ਅਸੀਂ ਉਹਨਾਂ ਨੂੰ ਦਬਕਾਈਏ ਜੋ ਇਸ ਨਾਮ ਦਾ ਫੇਰ ਕਿਸੇ ਮਨੁੱਖ ਨਾਲ ਚਰਚਾ ਨਾ ਕਰਨ, ਤਾਂ ਜੋ ਇਹ ਗੱਲ ਲੋਕਾਂ ਵਿੱਚ ਹੋਰ ਨਾ ਫੈਲ ਜਾਏ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 18] ਤਦ ਉਹਨਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਕੋਲ ਸੱਦ ਕੇ ਆਗਿਆ ਦਿੱਤੀ ਕਿ ਯਿਸੂ ਦਾ ਨਾਮ ਲੈ ਕੇ, ਨਾ ਕੋਈ ਚਰਚਾ ਕਰਨੀ ਅਤੇ ਨਾ ਹੀ ਸਿੱਖਿਆ ਦੇਣੀ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 19] ਪਰ ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਤੁਸੀਂ ਹੀ ਫ਼ੈਸਲਾ ਕਰੋ, ਕੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਇਹ ਯੋਗ ਹੈ ਕਿ ਅਸੀਂ ਪਰਮੇਸ਼ੁਰ ਨਾਲੋਂ ਤੁਹਾਡੀ ਵੱਧ ਸੁਣੀਏ?।
[IRV | PA | NT | Acts | Chapter 4 | Verse 20] ਕਿਉਂਕਿ ਇਹ ਸਾਡੇ ਕੋਲੋਂ ਨਹੀਂ ਹੋ ਸਕਦਾ ਕਿ, ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਅਸੀਂ ਵੇਖੀਆਂ ਅਤੇ ਸੁਣੀਆਂ ਉਹ ਨਾ ਆਖੀਏ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 21] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਹੋਰ ਜਿਆਦਾ ਦਬਕਾ ਕੇ ਛੱਡ ਦਿੱਤਾ, ਕਿਉਂਕਿ ਲੋਕਾਂ ਦੇ ਕਾਰਨ ਉਹਨਾਂ ਉੱਤੇ ਸਜ਼ਾ ਲਾਉਣ ਦਾ ਕੋਈ ਕਾਰਨ ਨਾਮ ਮਿਲਿਆ, ਇਸ ਲਈ ਕਿ ਜੋ ਕੁਝ ਹੋਇਆ ਸੀ ਉਹ ਦੇ ਕਾਰਨ ਸਭ ਲੋਕ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕਰਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 22] ਕਿਉਂ ਜੋ ਉਹ ਮਨੁੱਖ ਜਿਸ ਨੂੰ ਉਹਨਾਂ ਨੇ ਚੰਗਾ ਕੀਤਾ ਸੀ ਉਹ ਚਾਲ੍ਹੀ ਸਾਲ ਤੋਂ ਜਿਆਦਾ ਉਮਰ ਦਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 23] ਫਿਰ ਜਦੋਂ ਉਹਨਾਂ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਤਾਂ, ਉਹ ਆਪਣੇ ਸਾਥੀਆਂ ਕੋਲ ਗਏ ਅਤੇ ਜੋ ਕੁਝ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ ਸੀ, ਦੱਸ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 24] ਜਦੋਂ ਉਨ੍ਹਾਂ ਨੇ ਇਹ ਸੁਣਿਆ ਤਦ ਉਹਨਾਂ ਨੇ ਇੱਕ ਮਨ ਹੋ ਕੇ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਖਿਆ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੁਸੀਂ ਹੀ ਅਕਾਸ਼, ਧਰਤੀ, ਸਮੁੰਦਰ ਅਤੇ ਸਭ ਕੁਝ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਹੈ, ਰਚਿਆ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 25] ਤੁਸੀਂ ਪਵਿੱਤਰ ਆਤਮਾ ਦੇ ਰਾਹੀਂ ਸਾਡੇ ਪੁਰਖੇ ਆਪਣੇ ਸੇਵਕ ਦਾਊਦ ਦੀ ਜੁਬਾਨੀ ਆਖਿਆ, “ਕੌਮਾਂ ਕਿਉਂ ਡੰਡ ਪਾਈ ਹੈ, ਅਤੇ ਉੱਮਤਾਂ ਨੇ ਵਿਅਰਥ ਸੋਚਾਂ ਕਿਉਂ ਸੋਚੀਆਂ ਹਨ?”
[IRV | PA | NT | Acts | Chapter 4 | Verse 26] ਪ੍ਰਭੂ ਅਤੇ ਉਹ ਦੇ ਮਸਹ ਕੀਤੇ ਹੋਏ ਦੇ ਵਿਰੁੱਧ, ਧਰਤੀ ਦੇ ਰਾਜੇ ਅਤੇ ਹਾਕਮ ਉੱਠ ਖੜੇ ਹੋਏ,।
[IRV | PA | NT | Acts | Chapter 4 | Verse 27] ਕਿਉਂਕਿ ਸੱਚ-ਮੁੱਚ ਇਸ ਸ਼ਹਿਰ ਵਿੱਚ ਤੇਰੇ ਪਵਿੱਤਰ ਸੇਵਕ ਯਿਸੂ ਦੇ ਵਿਰੁੱਧ ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਮਸਹ ਕੀਤਾ ਹੇਰੋਦੇਸ ਅਤੇ ਪੁੰਤਿਯੁਸ ਪਿਲਾਤੁਸ ਪਰਾਈਆਂ ਕੌਮਾਂ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਲੋਕਾਂ ਨਾਲ ਇਕੱਠੇ ਹੋਏ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 28] ਇਸ ਲਈ ਕਿ ਜੋ ਕੁਝ ਤੇਰੀ ਸ਼ਕਤੀ ਅਤੇ ਤੇਰੀ ਯੋਜਨਾ ਵਿੱਚ ਪਹਿਲਾਂ ਹੀ ਠਹਿਰਾਇਆ ਗਿਆ ਸੀ, ਉਹੀ ਕਰੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 29] ਅਤੇ ਹੁਣ ਹੇ, ਪ੍ਰਭੂ ਉਹਨਾਂ ਦੀਆਂ ਧਮਕੀਆਂ ਨੂੰ ਵੇਖ ਅਤੇ ਆਪਣੇ ਦਾਸਾਂ ਨੂੰ ਇਹ ਸ਼ਕਤੀ ਦੇ, ਕਿ ਤੇਰਾ ਬਚਨ ਬਿਨ੍ਹਾਂ ਡਰੇ ਸੁਣਾਉਣ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 30] ਜਦੋਂ ਤੁਸੀਂ ਆਪਣਾ ਹੱਥ ਚੰਗਾ ਕਰਨ ਲਈ ਵਧਾਓ, ਤਾਂ ਤੇਰੇ ਪਵਿੱਤਰ ਸੇਵਕ ਯਿਸੂ ਦੇ ਨਾਮ ਵਿੱਚ ਨਿਸ਼ਾਨ ਅਤੇ ਅਚਰਜ਼ ਕੰਮ ਹੋਣ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 31] ਜਦੋਂ ਉਹ ਬੇਨਤੀ ਕਰ ਹਟੇ ਤਾਂ, ਉਹ ਥਾਂ ਜਿੱਥੇ ਉਹ ਇਕੱਠੇ ਹੋਏ ਸਨ, ਹਿੱਲ ਗਿਆ ਅਤੇ ਸਾਰੇ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਭਰ ਗਏ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਬਿਨ੍ਹਾਂ ਡਰੇ ਸੁਣਾਉਣ ਲੱਗੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 32] ਵਿਸ਼ਵਾਸ ਕਰਨ ਵਾਲਿਆਂ ਦੀ ਮੰਡਲੀ ਇੱਕ ਮਨ ਅਤੇ ਇੱਕ ਜਾਨ ਸੀ ਅਤੇ ਕਿਸੇ ਨੇ ਆਪਣੀ ਜਾਇਦਾਦ ਵਿੱਚੋਂ ਕਿਸੇ ਚੀਜ਼ ਨੂੰ ਆਪਣੀ ਨਹੀਂ ਆਖਿਆ ਪਰ ਉਹ ਸਾਰੀਆਂ ਵਸਤਾਂ ਵਿੱਚ ਸਾਂਝੀਦਾਰ ਸਨ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 33] ਅਤੇ ਰਸੂਲ ਵੱਡੀ ਸਮਰੱਥਾ ਨਾਲ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਜੀ ਉੱਠਣ ਦੀ ਗਵਾਹੀ ਦਿੰਦੇ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਉੱਤੇ ਵੱਡੀ ਕਿਰਪਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 34] ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕੋਈ ਵੀ ਗਰੀਬ ਨਹੀਂ ਸੀ ਇਸ ਲਈ ਕਿ ਜਿਹੜੇ ਜ਼ਮੀਨਾਂ ਅਤੇ ਘਰਾਂ ਦੇ ਮਾਲਕ ਸਨ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਵੇਚ ਕੇ ਵਿਕੀਆਂ ਹੋਈਆਂ ਵਸਤਾਂ ਦਾ ਮੁੱਲ ਲਿਆਉਂਦੇ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 35] ਅਤੇ ਰਸੂਲਾਂ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਰੱਖ ਦਿੰਦੇ ਸਨ ਅਤੇ ਹਰੇਕ ਨੂੰ ਉਹ ਦੀ ਲੋੜ ਅਨੁਸਾਰ ਵੰਡ ਦਿੰਦੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 36] ਯੂਸੁਫ਼ ਜਿਸ ਦਾ ਰਸੂਲਾਂ ਨੇ ਬਰਨਬਾਸ ਅਰਥਾਤ ਸ਼ਾਂਤੀ ਦਾ ਪੁੱਤਰ ਨਾਮ ਰੱਖਿਆ ਸੀ ਜਿਹੜਾ ਇੱਕ ਲੇਵੀ ਅਤੇ ਕੁਪਰੁਸ ਦਾ ਰਹਿਣ ਵਾਲਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 4 | Verse 37] ਉਹ ਦੇ ਕੋਲ ਆਪਣੀ ਜ਼ਮੀਨ ਸੀ ਉਸ ਨੇ ਉਹ ਨੂੰ ਵੇਚ ਕੇ ਮੁੱਲ ਦਾ ਰੁਪਿਆ ਲਿਆਂਦਾ ਅਤੇ ਰਸੂਲਾਂ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਰੱਖ ਦਿੱਤਾ।
