[IRV | HI | NT | John | Chapter 12 | Verse 1] फिर यीशु फसह से छः दिन पहले बैतनिय्याह में आया, जहाँ लाज़र था; जिसे यीशु ने मरे हुओं में से जिलाया था।
[IRV | HI | NT | John | Chapter 12 | Verse 17] तब भीड़ के लोगों ने जो उस समय उसके साथ थे यह गवाही दी कि उसने लाज़र को कब्र में से बुलाकर, मरे हुओं में से जिलाया था।
[IRV | HI | NT | John | Chapter 12 | Verse 18] इसी कारण लोग उससे भेंट करने को आए थे क्योंकि उन्होंने सुना था, कि उसने यह आश्चर्यकर्म दिखाया है।
[IRV | HI | NT | John | Chapter 12 | Verse 19] तब फरीसियों ने आपस में कहा, “सोचो, तुम लोग कुछ नहीं कर पा रहे हो; देखो, संसार उसके पीछे हो चला है।”
[IRV | HI | NT | John | Chapter 12 | Verse 20] जो लोग उस पर्व में आराधना करने आए थे उनमें से कई यूनानी थे।
[IRV | HI | NT | John | Chapter 12 | Verse 21] उन्होंने गलील के बैतसैदा के रहनेवाले फिलिप्पुस के पास आकर उससे विनती की, “श्रीमान हम यीशु से भेंट करना चाहते हैं।”
[IRV | HI | NT | John | Chapter 12 | Verse 22] फिलिप्पुस ने आकर अन्द्रियास से कहा; तब अन्द्रियास और फिलिप्पुस ने यीशु से कहा।
[IRV | HI | NT | John | Chapter 12 | Verse 23] इस पर यीशु ने उनसे कहा, “वह समय आ गया है, कि मनुष्य के पुत्र कि महिमा हो।
[IRV | HI | NT | John | Chapter 12 | Verse 24] मैं तुम से सच-सच कहता हूँ, कि जब तक गेहूँ का दाना भूमि में पड़कर मर नहीं जाता, वह अकेला रहता है परन्तु जब मर जाता है, तो बहुत फल लाता है।
[IRV | HI | NT | John | Chapter 12 | Verse 25] जो अपने प्राण को प्रिय जानता है, वह उसे खो देता है; और जो इस जगत में अपने प्राण को अप्रिय जानता है; वह अनन्त जीवन के लिये उसकी रक्षा करेगा।
[IRV | HI | NT | John | Chapter 12 | Verse 26] यदि कोई मेरी सेवा करे, तो मेरे पीछे हो ले; और जहाँ मैं हूँ वहाँ मेरा सेवक भी होगा; यदि कोई मेरी सेवा करे, तो पिता उसका आदर करेगा।
[IRV | HI | NT | John | Chapter 12 | Verse 27] “अब मेरा जी व्याकुल हो रहा है। इसलिए अब मैं क्या कहूँ? ‘हे पिता, मुझे इस घड़ी से बचा?’ परन्तु मैं इसी कारण इस घड़ी को पहुँचा हूँ।
[IRV | HI | NT | John | Chapter 12 | Verse 28] हे पिता अपने नाम की महिमा कर।” तब यह आकाशवाणी हुई, “मैंने उसकी महिमा की है, और फिर भी करूँगा।”
[IRV | HI | NT | John | Chapter 12 | Verse 29] तब जो लोग खड़े हुए सुन रहे थे, उन्होंने कहा; कि बादल गरजा, औरों ने कहा, “कोई स्वर्गदूत उससे बोला।”
[IRV | HI | NT | John | Chapter 12 | Verse 30] इस पर यीशु ने कहा, “यह शब्द मेरे लिये नहीं परन्तु तुम्हारे लिये आया है।
[IRV | HI | NT | John | Chapter 12 | Verse 31] अब इस जगत का न्याय होता है,अब इस जगत का सरदारनिकाल दिया जाएगा।
[IRV | HI | NT | John | Chapter 12 | Verse 32] और मैं यदि पृथ्वी पर से ऊँचे पर चढ़ाया जाऊँगा, तो सब को अपने पास खीचूँगा।”
[IRV | HI | NT | John | Chapter 12 | Verse 33] ऐसा कहकर उसने यह प्रगट कर दिया, कि वह कैसी मृत्यु से मरेगा।
[IRV | HI | NT | John | Chapter 12 | Verse 34] इस पर लोगों ने उससे कहा, “हमने व्यवस्था की यह बात सुनी है, कि मसीह सर्वदा रहेगा, फिर तू क्यों कहता है, कि मनुष्य के पुत्र को ऊँचे पर चढ़ाया जाना अवश्य है? यह मनुष्य का पुत्र कौन है?” (दानि. 7:14)
[IRV | HI | NT | John | Chapter 12 | Verse 35] यीशु ने उनसे कहा, “ज्योति अब थोड़ी देर तक तुम्हारे बीच में है, जब तक ज्योति तुम्हारे साथ है तब तक चले चलो; ऐसा न हो कि अंधकार तुम्हें आ घेरे; जो अंधकार में चलता है वह नहीं जानता कि किधर जाता है।
[IRV | HI | NT | John | Chapter 12 | Verse 36] जब तक ज्योति तुम्हारे साथ है, ज्योति पर विश्वास करो कि तुम ज्योति के सन्तान बनो।” ये बातें कहकर यीशु चला गया और उनसे छिपा रहा।
[IRV | HI | NT | John | Chapter 12 | Verse 37] और उसने उनके सामने इतने चिन्ह दिखाए, तो भी उन्होंने उस पर विश्वास न किया;
[IRV | HI | NT | John | Chapter 12 | Verse 38] ताकि यशायाह भविष्यद्वक्ता का वचन पूरा हो जो उसने कहा: “हे प्रभु, हमारे समाचार पर किसने विश्वास किया है? और प्रभु का भुजबल किस पर प्रगट हुआ?” (यशा. 53:1)
[IRV | HI | NT | John | Chapter 12 | Verse 39] इस कारण वे विश्वास न कर सके, क्योंकि यशायाह ने यह भी कहा है:
[IRV | HI | NT | John | Chapter 12 | Verse 40] “उसने उनकी आँखें अंधी, और उनका मन कठोर किया है; कहीं ऐसा न हो, कि आँखों से देखें, और मन से समझें, और फिरें, और मैं उन्हें चंगा करूँ।” (यशा. 6:10)
[IRV | HI | NT | John | Chapter 12 | Verse 41] यशायाह ने ये बातें इसलिए कहीं, कि उसने उसकी महिमा देखी; और उसने उसके विषय में बातें की।
[IRV | HI | NT | John | Chapter 12 | Verse 42] तो भी सरदारों में से भी बहुतों ने उस पर विश्वास किया, परन्तु फरीसियों के कारण प्रगट में नहीं मानते थे, ऐसा न हो कि आराधनालय में से निकाले जाएँ।
[IRV | HI | NT | John | Chapter 12 | Verse 43] क्योंकि मनुष्यों की प्रशंसा उनको परमेश्वर की प्रशंसा से अधिक प्रिय लगती थी।
[IRV | HI | NT | John | Chapter 12 | Verse 44] यीशु ने पुकारकर कहा, “जो मुझ पर विश्वास करता है, वह मुझ पर नहीं, वरन् मेरे भेजनेवाले पर विश्वास करता है।
[IRV | HI | NT | John | Chapter 12 | Verse 45] और जो मुझे देखता है, वह मेरे भेजनेवाले को देखता है।
[IRV | HI | NT | John | Chapter 12 | Verse 46] मैं जगत में ज्योति होकर आया हूँ ताकि जो कोई मुझ पर विश्वास करे, वह अंधकार में न रहे।
[IRV | HI | NT | John | Chapter 12 | Verse 47] यदि कोई मेरी बातें सुनकर न माने, तो मैं उसे दोषी नहीं ठहराता, क्योंकि मैं जगत को दोषी ठहराने के लिये नहीं, परन्तु जगत का उद्धार करने के लिये आया हूँ।
[IRV | HI | NT | John | Chapter 12 | Verse 48] जो मुझे तुच्छ जानता है और मेरी बातें ग्रहण नहीं करता है उसको दोषी ठहरानेवाला तो एक है: अर्थात् जो वचन मैंने कहा है, वह अन्तिम दिन में उसे दोषी ठहराएगा।
[IRV | HI | NT | John | Chapter 12 | Verse 49] क्योंकि मैंने अपनी ओर से बातें नहीं की, परन्तु पिता जिसने मुझे भेजा है उसी ने मुझे आज्ञा दी है, कि क्या-क्या कहूँ और क्या-क्या बोलूँ?
[IRV | HI | NT | John | Chapter 12 | Verse 50] और मैं जानता हूँ, कि उसकी आज्ञा अनन्त जीवन है इसलिए मैं जो बोलता हूँ, वह जैसा पिता ने मुझसे कहा है वैसा ही बोलता हूँ।”
