[IRV | UR | NT | Revelation | Chapter 2 | Verse 1] “इफ़िसुस की कलीसिया के फ़रिश्ते को ये लिख: जो अपने दहने हाथ में सितारे लिए हुए है, और सोने के सातों चराग़दानों में फिरता है, वो ये फ़रमाया है कि।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 12] “और पिरगुमन की कलीसिया के फ़रिश्ते को ये लिख: जिसके पास दोधारी तेज़ तलवार है, वो फ़रमाता है कि
[IRV | UR | NT | Revelation | Chapter 2 | Verse 13] मैं ये तो जानता हूँ कि शैतान की तख़्त गाह में सुकूनत रखता है, और मेरे नाम पर क़ाईम रहता है; और जिन दिनों में मेरा वफ़ादार शहीद इन्तपास तुम में उस जगह क़त्ल हुआ था जहाँ शैतान रहता है, उन दिनों में भी तू ने मुझ पर ईमान रखने से इनकार नहीं किया।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 14] लेकिन मुझे चन्द बातों की तुझ से शिकायत है, इसलिए कि तेरे यहाँ कुछ लोग बिल'आम की ता'लीम माननेवाले हैं, जिसने बलक़ को बनी — इस्राईल के सामने ठोकर खिलाने वाली चीज़ रखने की ता'लीम दी, या'नी ये कि वो बुतों की क़ुर्बानियाँ खाएँ और हरामकारी करें।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 15] चुनाँचे तेरे यहाँ भी कुछ लोग इसी तरह नीकुलियों की ता'लीम के माननेवाले हैं।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 16] पस तौबा कर, नहीं तो मैं तेरे पास जल्द आकर अपने मुँह की तलवार से उनके साथ लडूंगा।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 17] जिसके कान हों वो सुने कि पाक रूह कलीसियाओं से क्या फ़रमाता है। जो ग़ालिब आएगा, मैं उसे आसमानी खाने में से दूँगा, और एक सफ़ेद पत्थर दूँगा। उस पत्थर पर एक नया नाम लिखा हुआ होगा, जिसे पानेवाले के सिवा कोई न जानेगा।”
[IRV | UR | NT | Revelation | Chapter 2 | Verse 18] “और थुवातीरा की कलीसिया के फ़रिश्ते को ये लिख: ख़ुदा का बेटा जिसकी आँखें आग के शो'ले की तरह और पाँव ख़ालिस पीतल की तरह हैं, ये फ़रमाता है कि
[IRV | UR | NT | Revelation | Chapter 2 | Verse 19] मैं तेरे कामों और मुहब्बत और ईमान और ख़िदमत और सब्र को तो जानता हूँ, और ये भी कि तेरे पिछले काम पहले कामों से ज़्यादा हैं।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 20] पर मुझे तुझ से ये शिकायत है कि तू ने उस औरत ईज़बिल को रहने दिया है जो अपने आपको नबिया कहती है, और मेरे बन्दों को हरामकारी करने और बुतों की क़ुर्बानियाँ खाने की ता'लीम देकर गुमराह करती है
[IRV | UR | NT | Revelation | Chapter 2 | Verse 21] मैंने उसको तौबा करने की मुहलत दी, मगर वो अपनी हरामकारी से तौबा करना नहीं चाहती।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 22] देख, मैं उसको बिस्तर पर डालता हूँ; और जो ज़िना करते हैं अगर उसके से कामों से तौबा न करें, तो उनको बड़ी मुसीबत में फँसाता हूँ;
[IRV | UR | NT | Revelation | Chapter 2 | Verse 23] और उसके मानने वालों को जान से मारूँगा, और सब कलीसियाओं को मा'लूम होगा कि गुर्दों और दिलों का जाँचने वाला मैं ही हूँ, और मैं तुम में से हर एक को उसके कामों के जैसा बदला दूँगा।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 24] मगर तुम थुवातीरा के बाक़ी लोगों से, जो उस ता'लीम को नहीं मानते और उन बातों से जिन्हें लोग शैतान की गहरी बातें कहते हैं ना जानते हो, ये कहता हूँ कि तुम पर और बोझ न डालूँगा।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 25] अलबत्ता, जो तुम्हारे पास है, मेरे आने तक उसको थामे रहो।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 26] जो ग़ालिब आए और जो मेरे कामों के जैसा आख़िर तक 'अमल करे, मैं उसे क़ौमों पर इख़्तियार दूँगा;
[IRV | UR | NT | Revelation | Chapter 2 | Verse 27] और वो लोहे के 'असा से उन पर हुकूमत करेगा, जिस तरह कि कुम्हार के बरतन चकना चूर हो जाते हैं: चुनाँचे मैंने भी ऐसा इख़्तियार अपने बाप से पाया है,
[IRV | UR | NT | Revelation | Chapter 2 | Verse 28] और मैं उसे सुबह का सितारा दूँगा।
[IRV | UR | NT | Revelation | Chapter 2 | Verse 29] जिसके कान हों वो सुने कि रूह कलीसियाओं से क्या फ़रमाता है।”
