[IRV | HI | OT | Proverbs | Chapter 3 | Verse 1] हे मेरे पुत्र, मेरी शिक्षा को न भूलना; अपने हृदय में मेरी आज्ञाओं को रखे रहना;
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 12] जैसे पिता अपने प्रिय पुत्र को डाँटता है, वैसे ही यहोवा जिससे प्रेम रखता है उसको डाँटता है। (इफि. 6:4, इब्रा. 12:5-7)
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 13] क्या ही धन्य है वह मनुष्य जो बुद्धि पाए, और वह मनुष्य जो समझ प्राप्त करे,
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 14] जो उपलब्धि बुद्धि से प्राप्त होती है, वह चाँदी की प्राप्ति से बड़ी, और उसका लाभ शुद्ध सोने के लाभ से भी उत्तम है।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 15] वह बहुमूल्य रत्नों से अधिक मूल्यवान है, और जितनी वस्तुओं की तू लालसा करता है, उनमें से कोई भी उसके तुल्य न ठहरेगी।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 16] उसके दाहिने हाथ में दीर्घायु, और उसके बाएँ हाथ में धन और महिमा हैं।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 17] उसके मार्ग आनन्ददायक हैं, और उसके सब मार्ग कुशल के हैं।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 18] जो बुद्धि को ग्रहण कर लेते हैं, उनके लिये वह जीवन का वृक्ष बनती है; और जो उसको पकड़े रहते हैं, वह धन्य हैं।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 19] यहोवा ने पृथ्वी की नींव बुद्धि ही से डाली; और स्वर्ग को समझ ही के द्वारा स्थिर किया।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 20] उसी के ज्ञान के द्वारा गहरे सागर फूट निकले, और आकाशमण्डल से ओस टपकती है।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 21] हे मेरे पुत्र, ये बातें तेरी दृष्टि की ओट न होने पाए; तू खरी बुद्धि और विवेक की रक्षा कर,
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 22] तब इनसे तुझे जीवन मिलेगा, और ये तेरे गले का हार बनेंगे।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 23] तब तू अपने मार्ग पर निडर चलेगा, और तेरे पाँव में ठेस न लगेगी।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 24] जब तू लेटेगा, तब भय न खाएगा, जब तू लेटेगा, तब सुख की नींद आएगी।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 25] अचानक आनेवाले भय से न डरना, और जब दुष्टों पर विपत्ति आ पड़े, तब न घबराना;
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 26] क्योंकि यहोवा तुझे सहारा दिया करेगा, और तेरे पाँव को फंदे में फँसने न देगा।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 27] जो भलाई के योग्य है उनका भला अवश्य करना, यदि ऐसा करना तेरी शक्ति में है।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 28] यदि तेरे पास देने को कुछ हो, तो अपने पड़ोसी से न कहना कि जा कल फिर आना, कल मैं तुझे दूँगा। (2 कुरि. 8:12)
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 29] जब तेरा पड़ोसी तेरे पास निश्चिन्त रहता है, तब उसके विरुद्ध बुरी युक्ति न बाँधना।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 30] जिस मनुष्य ने तुझ से बुरा व्यवहार न किया हो, उससे अकारण मुकद्दमा खड़ा न करना।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 31] उपद्रवी पुरुष के विषय में डाह न करना, न उसकी सी चाल चलना;
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 32] क्योंकि यहोवा कुटिल मनुष्य से घृणा करता है, परन्तु वह अपना भेद सीधे लोगों पर प्रगट करता है।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 33] दुष्ट के घर पर यहोवा का श्राप और धर्मियों के वासस्थान पर उसकी आशीष होती है।
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 34] ठट्ठा करनेवालों का वह निश्चय ठट्ठा करता है; परन्तु दीनों पर अनुग्रह करता है। (याकू. 4:6, 1 पत. 5:5)
[IRV | HI | OT | Proverbs | Chapter 3 | Verse 35] बुद्धिमान महिमा को पाएँगे, परन्तु मूर्खों की बढ़ती अपमान ही की होगी।
