[BSB | EN | OT | Genesis | Chapter 30 | Verse 1] When Rachel saw that she was not bearing any children for Jacob, she envied her sister. “Give me children, or I will die!” she said to Jacob.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 21] After that, Leah gave birth to a daughter and named her Dinah.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 22] Then God remembered Rachel. He listened to her and opened her womb,
[BSB | EN | OT | Genesis | Chapter 30 | Verse 23] and she conceived and gave birth to a son. “God has taken away my shame,” she said.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 24] She named him Joseph, and said, “May the LORD add to me another son.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 25] Now after Rachel had given birth to Joseph, Jacob said to Laban, “Send me on my way so I can return to my homeland.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 26] Give me my wives and children for whom I have served you, that I may go on my way. You know how hard I have worked for you.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 27] But Laban replied, “If I have found favor in your eyes, please stay. I have learned by divination that the LORD has blessed me because of you.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 28] And he added, “Name your wages, and I will pay them.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 29] Then Jacob answered, “You know how I have served you and how your livestock have thrived under my care.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 30] Indeed, you had very little before my arrival, but now your wealth has increased many times over. The LORD has blessed you wherever I set foot. But now, when may I also provide for my own household?”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 31] “What can I give you?” Laban asked. “You do not need to give me anything,” Jacob replied. “If you do this one thing for me, I will keep on shepherding and keeping your flocks.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 32] Let me go through all your flocks today and remove from them every speckled or spotted sheep, every dark-colored lamb, and every spotted or speckled goat. These will be my wages.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 33] So my honesty will testify for me when you come to check on my wages in the future. If I have any goats that are not speckled or spotted, or any lambs that are not dark-colored, they will be considered stolen.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 34] “Agreed,” said Laban. “Let it be as you have said.”
[BSB | EN | OT | Genesis | Chapter 30 | Verse 35] That very day Laban removed all the streaked or spotted male goats and every speckled or spotted female goat—every one that had any white on it—and every dark-colored lamb, and he placed them under the care of his sons.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 36] Then he put a three-day journey between himself and Jacob, while Jacob was shepherding the rest of Laban’s flocks.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 37] Jacob, however, took fresh branches of poplar, almond, and plane trees, and peeled the bark, exposing the white inner wood of the branches.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 38] Then he set the peeled branches in the watering troughs in front of the flocks coming in to drink. So when the flocks were in heat and came to drink,
[BSB | EN | OT | Genesis | Chapter 30 | Verse 39] they mated in front of the branches. And they bore young that were streaked or speckled or spotted.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 40] Jacob set apart the young, but made the rest face the streaked dark-colored sheep in Laban’s flocks. Then he set his own stock apart and did not put them with Laban’s animals.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 41] Whenever the stronger females of the flock were in heat, Jacob would place the branches in the troughs, in full view of the animals, so that they would breed in front of the branches.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 42] But if the animals were weak, he did not set out the branches. So the weaker animals went to Laban and the stronger ones to Jacob.
[BSB | EN | OT | Genesis | Chapter 30 | Verse 43] Thus Jacob became exceedingly prosperous. He owned large flocks, maidservants and menservants, and camels and donkeys.
