[BSB | EN | OT | Genesis | Chapter 27 | Verse 1] When Isaac was old and his eyes were so weak that he could no longer see, he called his older son Esau and said to him, “My son.” “Here I am,” Esau replied.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 18] So Jacob went to his father and said, “My father.” “Here I am!” he answered. “Which one are you, my son?”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 19] Jacob said to his father, “I am Esau, your firstborn. I have done as you told me. Please sit up and eat some of my game, so that you may bless me.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 20] But Isaac asked his son, “How did you ever find it so quickly, my son?” “Because the LORD your God brought it to me,” he replied.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 21] Then Isaac said to Jacob, “Please come closer so I can touch you, my son. Are you really my son Esau, or not?”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 22] So Jacob came close to his father Isaac, who touched him and said, “The voice is the voice of Jacob, but the hands are the hands of Esau.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 23] Isaac did not recognize him, because his hands were hairy like those of his brother Esau; so he blessed him.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 24] Again he asked, “Are you really my son Esau?” And he replied, “I am.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 25] “Serve me,” said Isaac, “and let me eat some of my son’s game, so that I may bless you.” Jacob brought it to him, and he ate; then he brought him wine, and he drank.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 26] Then his father Isaac said to him, “Please come near and kiss me, my son.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 27] So he came near and kissed him. When Isaac smelled his clothing, he blessed him and said: “Ah, the smell of my son is like the smell of a field that the LORD has blessed.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 28] May God give to you the dew of heaven and the richness of the earth— an abundance of grain and new wine.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 29] May peoples serve you and nations bow down to you. May you be the master of your brothers, and may the sons of your mother bow down to you. May those who curse you be cursed, and those who bless you be blessed.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 30] As soon as Isaac had finished blessing him and Jacob had left his father’s presence, his brother Esau returned from the hunt.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 31] He too made some tasty food, brought it to his father, and said to him, “My father, sit up and eat of your son’s game, so that you may bless me.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 32] But his father Isaac replied, “Who are you?” “I am Esau, your firstborn son,” he answered.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 33] Isaac began to tremble violently and said, “Who was it, then, who hunted the game and brought it to me? Before you came in, I ate it all and blessed him—and indeed, he will be blessed!”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 34] When Esau heard his father’s words, he let out a loud and bitter cry and said to his father, “Bless me too, O my father!”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 35] But Isaac replied, “Your brother came deceitfully and took your blessing.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 36] So Esau declared, “Is he not rightly named Jacob? For he has cheated me twice. He took my birthright, and now he has taken my blessing.” Then he asked, “Haven’t you saved a blessing for me?”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 37] But Isaac answered Esau: “Look, I have made him your master and given him all his relatives as servants; I have sustained him with grain and new wine. What is left that I can do for you, my son?”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 38] Esau said to his father, “Do you have only one blessing, my father? Bless me too, O my father!” Then Esau wept aloud.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 39] His father Isaac answered him: “Behold, your dwelling place shall be away from the richness of the land, away from the dew of heaven above.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 40] You shall live by the sword and serve your brother. But when you rebel, you will tear his yoke from your neck.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 41] Esau held a grudge against Jacob because of the blessing his father had given him. And Esau said in his heart, “The days of mourning for my father are at hand; then I will kill my brother Jacob.”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 42] When the words of her older son Esau were relayed to Rebekah, she sent for her younger son Jacob and told him, “Look, your brother Esau is consoling himself by plotting to kill you.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 43] So now, my son, obey my voice and flee at once to my brother Laban in Haran.
[BSB | EN | OT | Genesis | Chapter 27 | Verse 44] Stay with him for a while, until your brother’s fury subsides—
[BSB | EN | OT | Genesis | Chapter 27 | Verse 45] until your brother’s rage against you wanes and he forgets what you have done to him. Then I will send for you and bring you back from there. Why should I lose both of you in one day?”
[BSB | EN | OT | Genesis | Chapter 27 | Verse 46] Then Rebekah said to Isaac, “I am weary of my life because of these Hittite women. If Jacob takes a Hittite wife from among them, what good is my life?”
