[BSB | EN | OT | Genesis | Chapter 24 | Verse 1] By now Abraham was old and well along in years, and the LORD had blessed him in every way.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 33] Then a meal was set before the man, but he said, “I will not eat until I have told you what I came to say.” So Laban said, “Please speak.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 34] “I am Abraham’s servant,” he replied.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 35] “The LORD has greatly blessed my master, and he has become rich. He has given him sheep and cattle, silver and gold, menservants and maidservants, camels and donkeys.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 36] My master’s wife Sarah has borne him a son in her old age, and my master has given him everything he owns.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 37] My master made me swear an oath and said, ‘You shall not take a wife for my son from the daughters of the Canaanites in whose land I dwell,
[BSB | EN | OT | Genesis | Chapter 24 | Verse 38] but you shall go to my father’s house and to my kindred to take a wife for my son.’
[BSB | EN | OT | Genesis | Chapter 24 | Verse 39] Then I asked my master, ‘What if the woman will not come back with me?’
[BSB | EN | OT | Genesis | Chapter 24 | Verse 40] And he told me, ‘The LORD, before whom I have walked, will send His angel with you and make your journey a success, so that you may take a wife for my son from my kindred and from my father’s house.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 41] And when you go to my kindred, if they refuse to give her to you, then you will be released from my oath.’
[BSB | EN | OT | Genesis | Chapter 24 | Verse 42] So when I came to the spring today, I prayed: O LORD, God of my master Abraham, if only You would make my journey a success!
[BSB | EN | OT | Genesis | Chapter 24 | Verse 43] Here I am, standing beside this spring. Now if a maiden comes out to draw water and I say to her, ‘Please let me drink a little water from your jar,’
[BSB | EN | OT | Genesis | Chapter 24 | Verse 44] and she replies, ‘Drink, and I will draw water for your camels as well,’ may she be the woman the LORD has appointed for my master’s son.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 45] And before I had finished praying in my heart, there was Rebekah coming out with her jar on her shoulder, and she went down to the spring and drew water. So I said to her, ‘Please give me a drink.’
[BSB | EN | OT | Genesis | Chapter 24 | Verse 46] She quickly lowered her jar from her shoulder and said, ‘Drink, and I will water your camels as well.’ So I drank, and she also watered the camels.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 47] Then I asked her, ‘Whose daughter are you?’ She replied, ‘The daughter of Bethuel son of Nahor, whom Milcah bore to him.’ So I put the ring on her nose and the bracelets on her wrists.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 48] Then I bowed down and worshiped the LORD; and I blessed the LORD, the God of my master Abraham, who led me on the right road to take the granddaughter of my master’s brother for his son.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 49] Now if you will show kindness and faithfulness to my master, tell me; but if not, let me know, so that I may go elsewhere.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 50] Laban and Bethuel answered, “This is from the LORD; we have no choice in the matter.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 51] Rebekah is here before you. Take her and go, and let her become the wife of your master’s son, just as the LORD has decreed.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 52] When Abraham’s servant heard their words, he bowed down to the ground before the LORD.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 53] Then he brought out jewels of silver and gold, and articles of clothing, and he gave them to Rebekah. He also gave precious gifts to her brother and her mother.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 54] Then he and the men with him ate and drank and spent the night there. When they got up the next morning, he said, “Send me on my way to my master.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 55] But her brother and mother said, “Let the girl remain with us ten days or so. After that, she may go.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 56] But he replied, “Do not delay me, since the LORD has made my journey a success. Send me on my way so that I may go to my master.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 57] So they said, “We will call the girl and ask her opinion.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 58] They called Rebekah and asked her, “Will you go with this man?” “I will go,” she replied.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 59] So they sent their sister Rebekah on her way, along with her nurse and Abraham’s servant and his men.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 60] And they blessed Rebekah and said to her, “Our sister, may you become the mother of thousands upon thousands. May your offspring possess the gates of their enemies.”
[BSB | EN | OT | Genesis | Chapter 24 | Verse 61] Then Rebekah and her servant girls got ready, mounted the camels, and followed the man. So the servant took Rebekah and left.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 62] Now Isaac had just returned from Beer-lahai-roi, for he was living in the Negev.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 63] Early in the evening, Isaac went out to the field to meditate, and looking up, he saw the camels approaching.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 64] And when Rebekah looked up and saw Isaac, she got down from her camel
[BSB | EN | OT | Genesis | Chapter 24 | Verse 65] and asked the servant, “Who is that man in the field coming to meet us?” “It is my master,” the servant answered. So she took her veil and covered herself.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 66] Then the servant told Isaac all that he had done.
[BSB | EN | OT | Genesis | Chapter 24 | Verse 67] And Isaac brought her into the tent of his mother Sarah and took Rebekah as his wife. And Isaac loved her and was comforted after his mother’s death.
