[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 1] And Jonathan saw that the time served him, and he chose men, and sent them to Rome, to confirm and renew the friendship that they had with them.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 39] And Trypho sought to reign over Asia and to put on himself the diadem, and to stretch forth his hand against Antiochus the king.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 40] And he was afraid lest haply Jonathan should not suffer him, and lest he should fight against him; and he sought a way how to take him, that he might destroy him. And he removed, and came to Beth-shan.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 41] And Jonathan came forth to meet him with forty thousand men chosen for battle, and came to Beth-shan.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 42] And Trypho saw that he came with a great host, and he was afraid to stretch forth his hand against him:
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 43] and he received him honorably, and commended him unto all his Friends, and gave him gifts, and commanded his forces to be obedient unto him, as unto himself.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 44] And he said unto Jonathan, Why hast thou put all this people to trouble, seeing there is no war between us?
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 45] And now send them away to their homes, but choose for thyself a few men who shall be with thee, and come thou with me to Ptolemais, and I will give it up to thee, and the rest of the strongholds and the rest of the forces, and all the king’s officers: and I will return and depart; for this is the cause of my coming.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 46] And he put his trust in him, and did even as he said, and sent away his forces, and they departed into the land of Judah.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 47] But he reserved to himself three thousand men, of whom he left two thousand in Galilee, but one thousand went with him.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 48] Now as soon as Jonathan entered into Ptolemais, they of Ptolemais shut the gates, and laid hands on him; and all them that came in with him they slew with the sword.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 49] And Trypho sent forces and horsemen into Galilee, and into the great plain, to destroy all Jonathan’s men.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 50] And they perceived that he was taken and had perished, and they that were with him; and they encouraged one another, and went on their way close together, prepared to fight.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 51] And they that followed upon them saw that they were ready to fight for their lives, and turned back again.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 52] And they all came in peace into the land of Judah, and they mourned for Jonathan, and them that were with him, and they were sore afraid; and all Israel mourned with a great mourning.
[ASV | EN | OT | 1 Maccabees | Chapter 12 | Verse 53] And all the Gentiles that were round about them sought to destroy them utterly: for they said, They have no ruler, nor any to help them: now therefore let us fight against them, and take away their memorial from among men.
