[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 1] Then Eleazar, an illustrious priest of the country, who had attained to length of days, and whose life had been adorned with virtue, caused the elders who were around him to cease to cry out to the holy God, and prayed this:
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 18] Then the all-glorious, all-powerful, and true God, displayed his holy countenance, and opened the gates of heaven, from which two angels, dreadful of form, came down and were visible to all but the Jews.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 19] They stood opposite, and filled the enemies’ army with confusion and cowardice, and bound them with immoveable shackles.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 20] A cold shudder came over the person of the king, and oblivion paralyzed the vehemence of his spirit.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 21] They turned back the animals on the armed forces who followed them; and the animals trampled them and destroyed them.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 22] The king’s wrath was converted into compassion; and he wept at the things he had devised.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 23] For when he heard the cry, and saw them all on the verge of destruction, with tears he angrily threatened his friends, saying,
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 24] “You have governed badly, and have exceeded tyrants in cruelty. You have labored to deprive me, your benefactor, at once of my dominion and my life, by secretly devising measures injurious to the kingdom.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 25] Who has gathered here, unreasonably removing each from his home, those who, in fidelity to us, had held the fortresses of the country?
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 26] Who has consigned to unmerited punishments those who in good will toward us from the beginning have in all things surpassed all nations, and who often have engaged in the most dangerous undertakings?
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 27] Loose, loose the unjust bonds! Send them to their homes in peace, begging pardon for what has been done.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 28] Release the sons of the almighty living God of heaven, who from our ancestors’ times until now has granted a glorious and uninterrupted prosperity to our affairs.”
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 29] He said these things, and they, released the same moment, having now escaped death, praised God their holy Savior.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 30] The king then departed to the city, and called his financier to himself, and asked him provide a seven days’ quantity of wine and other materials for feasting for the Jews. He decided that they should keep a cheerful festival of deliverance in the very place in which they expected to meet with their destruction.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 31] Then they who were before despised and near to hades, yes, rather advanced into it, partook of the cup of salvation, instead of a grievous and lamentable death. Full of exultation, they apportioned the place intended for their fall and burial into banqueting booths.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 32] Ceasing their miserable strain of woe, they took up the subject of their fatherland, singing in praise to God their wonder-working Savior. All groans and all wailing were laid aside. They formed dances as a sign of peaceful joy.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 33] So the king also collected a number of guests for the occasion, and returned unceasing thanks with much magnificence for the unexpected deliverance afforded him.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 34] Those who had marked them out as for death and for carrion, and had registered them with joy, howled aloud, and were clothed with shame, and had the fire of their rage ingloriously put out.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 35] But the Jews, as we just said, instituted a dance, and then gave themselves up to feasting, glad thanksgiving, and psalms.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 36] They made a public ordinance to commemorate these things for generations to come, as long as they should be sojourners. They thus established these days as days of mirth, not for the purpose of drinking or luxury, but because God had saved them.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 37] They requested the king to send them back to their homes.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 38] They were being enrolled from the twenty-fifth of Pachon to the fourth of Epiphi, a period of forty days. The measures taken for their destruction lasted from the fifth of Epiphi till the seventh, that is, three days.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 39] The Ruler over all during this time manifested his mercy gloriously, and delivered them all together unharmed.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 40] They feasted upon the king’s provision up to the fourteenth day, then asked to be sent away.
[WEB | EN | OT | 3 Maccabees | Chapter 6 | Verse 41] The king commended them, and wrote the following letter, of magnanimous import for them, to the commanders of every city:
