[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 1] Then he called Hermon, who had charge of the elephants. Full of rage, altogether fixed in his furious design,
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 32] Had it not been for familiar friendship, and the claims of your office, your life should have gone for theirs.”
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 33] Hermon, being threatened in this unexpected and alarming manner, was troubled in his eyes, and his face fell.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 34] The friends, too, stole out one by one, and dismissed the assembled multitudes to their respective occupations.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 35] The Jews, having heard of these events, praised the glorious God and King of kings, because they had obtained this help, too, from him.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 36] Now the king arranged another banquet in the same way, and proclaimed an invitation to mirth.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 37] He summoned Hermon to his presence, and said, with threats, “How often, O wretch, must I repeat my orders to you about these same persons?
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 38] Once more, arm the elephants for the extermination of the Jews tomorrow!”
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 39] His kinsmen, who were reclining with him, wondered at his instability, and thus expressed themselves:
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 40] “O king, how long do you test us, as of men bereft of reason? This is the third time that you have ordered their destruction. When the thing is to be done, you change your mind, and recall your instructions.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 41] Because of this, the feeling of expectation causes tumult in the city. It swarms with factions, and is continually on the point of being plundered.”
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 42] The king, just like another Phalaris, a prey to thoughtlessness, made no account of the changes which his own mind had undergone, issuing in the deliverance of the Jews. He swore a fruitless oath, and determined immediately to send them to hades, crushed by the knees and feet of the elephants.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 43] He would also invade Judea, level its towns with fire and the sword, destroy that temple which the heathen might not enter, and prevent sacrifices ever after being offered up there.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 44] Joyfully his friends broke up, together with his kinsmen; and, trusting in his determination, arranged their forces in guard at the most convenient places of the city.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 45] The master of the elephants urged the animals into an almost maniacal state, drenched them with incense and wine, and decked them with frightful devices.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 46] About early morning, when the city was filled with an immense number of people at the hippodrome, he entered the palace and called the king to the business in hand.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 47] The king’s heart teemed with impious rage; and he rushed forth with the mass, along with the elephants. With unsoftened feelings and pitiless eyes, he longed to gaze at the hard and wretched doom of the previously mentioned Jews.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 48] But the Jews, when the elephants went out at the gate, followed by the armed force. When they saw the dust raised by the throng, and heard the loud cries of the crowd,
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 49] thought that they had come to the last moment of their lives, to the end of what they had tremblingly expected. They gave way, therefore, to lamentations and moans. They kissed each other. Those nearest of kin to each other hung around one another’s necks—fathers hugging their sons and mothers their daughters. Other women held their infants to their breasts, which drew what seemed their last milk.
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 50] Nevertheless, when they reflected upon the help previously granted them from heaven, they prostrated themselves with one accord, removed even the sucking children from the breasts, and
[WEB | EN | OT | 3 Maccabees | Chapter 5 | Verse 51] sent up an exceedingly great cry asking the Lord of all power to reveal himself, and have mercy upon those who now lay at the gates of hades.
