[WLC | HE | OT | Job | Chapter 6 | Verse 1] וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
[WLC | HE | OT | Job | Chapter 6 | Verse 17] בְּ֭עֵת יְזֹרְב֣וּ נִצְמָ֑תוּ בְּ֝חֻמּ֗וֹ נִדְעֲכ֥וּ מִמְּקוֹמָֽם׃
[WLC | HE | OT | Job | Chapter 6 | Verse 18] יִ֭לָּ֣פְתוּ אָרְח֣וֹת דַּרְכָּ֑ם יַעֲל֖וּ בַתֹּ֣הוּ וְיֹאבֵֽדוּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 19] הִ֭בִּיטוּ אָרְח֣וֹת תֵּמָ֑א הֲלִיכֹ֥ת שְׁ֝בָ֗א קִוּוּ־לָֽמוֹ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 20] בֹּ֥שׁוּ כִּֽי־בָטָ֑ח בָּ֥אוּ עָ֝דֶ֗יהָ וַיֶּחְפָּֽרוּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 21] כִּֽי־עַ֭תָּה הֱיִ֣יתֶם לא תִּֽרְא֥וּ חֲ֝תַ֗ת וַתִּירָֽאוּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 22] הֲֽכִי־אָ֭מַרְתִּי הָ֣בוּ לִ֑י וּ֝מִכֹּחֲכֶ֗ם שִׁחֲד֥וּ בַעֲדִֽי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 23] וּמַלְּט֥וּנִי מִיַּד־צָ֑ר וּמִיַּ֖ד עָרִיצִ֣ים תִּפְדּֽוּנִי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 24] ה֭וֹרוּנִי וַאֲנִ֣י אַחֲרִ֑ישׁ וּמַה־שָּׁ֝גִ֗יתִי הָבִ֥ינוּ לִֽי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 25] מַה־נִּמְרְצ֥וּ אִמְרֵי־יֹ֑שֶׁר וּמַה־יּוֹכִ֖יחַ הוֹכֵ֣חַ מִכֶּֽם׃
[WLC | HE | OT | Job | Chapter 6 | Verse 26] הַלְהוֹכַ֣ח מִלִּ֣ים תַּחְשֹׁ֑בוּ וּ֝לְר֗וּחַ אִמְרֵ֥י נֹאָֽשׁ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 27] אַף־עַל־יָת֥וֹם תַּפִּ֑ילוּ וְ֝תִכְר֗וּ עַל־רֵֽיעֲכֶֽם׃
[WLC | HE | OT | Job | Chapter 6 | Verse 28] וְ֭עַתָּה הוֹאִ֣ילוּ פְנוּ־בִ֑י וְעַל־פְּ֝נֵיכֶ֗ם אִם־אֲכַזֵּֽב׃
[WLC | HE | OT | Job | Chapter 6 | Verse 29] שֻֽׁבוּ־נָ֭א אַל־תְּהִ֣י עַוְלָ֑ה ושבי ע֝וֹד צִדְקִי־בָֽהּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 30] הֲיֵשׁ־בִּלְשׁוֹנִ֥י עַוְלָ֑ה אִם־חִ֝כִּ֗י לֹא־יָבִ֥ין הַוּֽוֹת׃
