[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 1] Now the feast of unleavened bread drew nigh, which is called the Passover.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 27] For which is greater, he that sitteth at table, or he that serveth? is not he that sitteth at table? but I am among you as he that serveth.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 28] Ye are they who have continued with me in my temptations.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 29] And I appoint to you a kingdom, as my Father hath appointed to me;
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 30] That ye may eat and drink at my table in my kingdom, and sit on thrones, judging the twelve tribes of Israel.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 31] And the Lord said, Simon, Simon, behold, Satan hath desired to have you, that he may sift you as wheat:
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 32] But I have prayed for thee, that thy faith fail not; and when thou art converted, strengthen thy brethren.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 33] And he said to him, Lord, I am ready to go with thee both into prison, and to death.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 34] And he said, I tell thee, Peter, the cock will not crow this day, before thou wilt thrice deny that thou knowest me.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 35] And he said to them, When I sent you without purse, and sack, and shoes, lacked ye any thing? And they said, Nothing.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 36] Then said he to them, But now he that hath a purse, let him take it , and likewise his sack: and he that hath no sword, let him sell his garment, and buy one.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 37] For I say to you, that this which is written must yet be accomplished in me, And he was reckoned among the transgressors: for the things concerning me have an end.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 38] And they said, Lord, behold, here are two swords. And he said to them, It is enough.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 39] And he came out, and went, as he was wont, to the mount of Olives; and his disciples also followed him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 40] And when he was at the place, he said to them, Pray, that ye enter not into temptation.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 41] And he was withdrawn from them about a stone's cast, and kneeled down, and prayed.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 42] Saying, Father, if thou art willing, remove this cup from me: nevertheless not my will, but thine be done.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 43] And there appeared to him an angel from heaven, strengthening him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 44] And being in an agony, he prayed more earnestly: and his sweat was as it were great drops of blood falling to the ground.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 45] And when he arose from prayer, and had come to his disciples, he found them sleeping for sorrow:
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 46] And said to them, Why sleep ye? rise and pray, lest ye enter into temptation.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 47] And while he was yet speaking, behold a multitude, and he that was called Judas, one of the twelve, went before them, and drew near to Jesus to kiss him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 48] But Jesus said to him, Judas, betrayest thou the Son of man with a kiss?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 49] When they who were about him, saw what would follow, they said to him, Lord, shall we smite with the sword?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 50] And one of them smote the servant of the high priest, and cut off his right ear.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 51] And Jesus answered and said, Suffer ye thus far. And he touched his ear, and healed him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 52] Then Jesus said to the chief priests, and captains of the temple, and the elders who had come to him, Are ye come out as against a thief, with swords and staffs?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 53] When I was daily with you in the temple, ye stretched forth no hands against me: but this is your hour, and the power of darkness.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 54] Then they took him, and led him , and brought him into the high priest's house. And Peter followed at a distance.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 55] And when they had kindled a fire in the midst of the hall, and were set down together, Peter sat down among them.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 56] But a certain maid beheld him as he sat by the fire, and earnestly looked upon him, and said, This man was also with him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 57] And he denied him, saying, Woman, I know him not.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 58] And after a little while another saw him, and said, Thou art also of them. And Peter said, Man, I am not.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 59] And about the space of one hour after, another confidently affirmed, saying, In truth this man also was with him; for he is a Galilean.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 60] And Peter said, Man, I know not what thou sayest. And immediately, while he was yet speaking, the cock crowed.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 61] And the Lord turned, and looked upon Peter. And Peter remembered the word of the Lord, how he had said to him, Before the cock shall crow, thou wilt deny me thrice.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 62] And Peter went out, and wept bitterly.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 63] And the men that held Jesus, mocked him, and smote him .
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 64] And when they had blindfolded him, they struck him on the face, and asked him, saying, Prophesy, who is it that smote thee?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 65] And many other things blasphemously they spoke against him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 66] And as soon as it was day, the elders of the people, and the chief priests, and the scribes came together, and led him into their council,
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 67] Saying, Art thou the Christ? tell us. And he said to them, If I tell you, ye will not believe.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 68] And if I also ask you , ye will not answer me, nor let me go.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 69] Hereafter will the Son of man sit on the right hand of the power of God.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 70] Then said they all, Art thou then the Son of God? And he said to them, Ye say that I am.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 71] And they said, What need have we of any further testimony? for we ourselves have heard from his own mouth.
