[LXX | EL | OT | Exodus | Chapter 9 | Verse 1] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, εἴσελθε πρὸς Φαραὼ, καὶ ἐρεῖς αὐτῷ, τάδε λέγει Κύριος ὁ Θεὸς τῶν Ἑβραίων, ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι λατρεύσωσι.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 14] Ἐν τῷ γὰρ νῦν καιρῷ ἐγὼ ἐξαποστέλλω πάντα τὰ συναντήματά μου εἰς τὴν καρδίαν σου, καὶ τῶν θεραπόντων σου, καὶ τοῦ λαοῦ σου, ἵνα εἴδῇς ὅτι οὐκ ἔστιν, ὡς ἐγὼ, ἄλλος ἐν πάσῃ τῇ γῇ.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 15] Νῦν γὰρ ἀποστείλας τὴν χεῖρα πατάξω σε, καὶ τὸν λαόν σου θανατώσω, καὶ ἐκτριβήσῃ ἀπὸ τῆς γῆς.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 16] Καὶ ἕνεκεν τούτου διετηρήθης, ἵνα ἐνδείξωμαι ἐν σοὶ τὴν ἰσχύν μου, καὶ ὅπως διαγγελῇ τὸ ὄνομά μου ἐν πάσῃ τῇ γῇ.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 17] Ἔτι οὖν σὺ ἐνποιῇ τοῦ λαοῦ μου, τοῦ μὴ ἐξαποστεῖλαι αὐτούς;
[LXX | EL | OT | Exodus | Chapter 9 | Verse 18] Ἰδοὺ ἐγὼ ὕω ταύτην τὴν ὥραν αὔριον χάλαζαν πολλὴν σφόδρα, ἥτις τοιαύτη οὐ γέγονεν ἐν Αἰγύπτῳ, ἀφʼ ἧς ἡμέρας ἔκτισται, ἕως τῆς ἡμέρας ταύτης.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 19] Νῦν οὖν κατάσπευσον συναγαγεῖν τὰ κτήνη σου, καὶ ὅσα σοι ἐστὶν ἐν τῷ πεδίῳ· πάντες γὰρ οἱ ἄνθρωποι, καὶ τὰ κτήνη, ὅσα σοί ἐστιν ἐν τῷ πεδίῳ· πὰντες γὰρ οἱ ἄνθρωποι, καὶ τὰ κτήνη, ὅσα ἐὰν εὑρεθῇ ἐν τοῖς πεδίοις, καὶ μὴ εἰσέλθῃ εἰς οἰκίαν, πεσῇ δὲ ἐπʼ αὐτὰ ἡ χάλαζα, τελευτήσει.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 20] Ὁ φοβούμενος τὸ ῥῆμα Κυρίου τῶν θεραπόντων Φαραὼ, συνήγαγε τὰ κτήνη αὐτοῦ εἰς τοὺς οἴκους.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 21] Ὃς δὲ μὴ πρόσεσχεν τῇ διανοίᾳ εἰς τὸ ῥῆμα Κυρίου, ἀφῆκε τὰ κτήνη ἐν τοῖς πεδίοις.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 22] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, ἔκτεινον τὴν χεῖρά σου εἰς τὸν οὐρανὸν, καὶ ἔσται χάλαζα ἐπὶ πᾶσαν γῆν Αἰγύπτου, ἐπί τε τοὺς ἀνθρώπους, καὶ τὰ κτήνη, καὶ ἐπὶ πᾶσαν βοτάνην τὴν ἐπὶ τῆς γῆς.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 23] Ἐξέτεινε δὲ Μωυσῆς τὴν χεῖρα εἰς τὸν οὐρανὸν, καὶ Κύριος ἔδωκε φωνὰς καὶ χάλαζαν· καὶ διέτρεχε τὸ πῦρ ἐπὶ τῆς γῆς· καὶ ἔβρεξε Κύριος χάλαζαν ἐπὶ πᾶσαν γῆν Αἰγύπτου.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 24] Ἦν δὲ ἡ χάλαζα καὶ τὸ πῦρ φλογίζον ἐν τῇ χαλάζῃ· ἡ δὲ χάλαζα πολλὴ σφόδρα, ἥτις τοιαύτη οὐ γέγονεν ἐν Αἰγύπτῳ, ἀφʼ ἧς ἡμέρας γεγένηται ἐπʼ αὐτῆς ἔθνος.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 25] Ἐπάταξε δὲ ἡ χάλαζα ἐν πάσῃ γῇ Αἰγύπτου, ἀπὸ ἀνθρώπου ἕως κτήνους· καὶ πᾶσαν βοτάνην τὴν ἐν τῷ πεδίῳ ἐπάταξεν ἡ χάλαζα· καὶ πάντα τὰ ξύλα τὰ ἐν τοῖς πεδίοις συνέτριψεν ἡ χάλαζα.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 26] Πλὴν ἐν γῇ Γεσὲμ, οὗ ἦσαν οἱ υἱοὶ Ἰσραὴλ, οὐκ ἐγένετο ἡ χάλαζα.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 27] Ἀποστείλας δὲ Φαραὼ ἐκάλεσε Μωυσῆν καὶ Ἀαρὼν, καὶ εἶπεν αὐτοῖς, ἡμάρτηκα τὸ νῦν· ὁ Κύριος δίκαιος, ἐγὼ δὲ καὶ ὁ λαός μου ἀσεβεῖς.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 28] Εὔξασθε οὖν περὶ ἐμοῦ πρὸς Κύριον, καὶ παυσάσθω τοῦ γενηθῆναι φωνὰς Θεοῦ, καὶ χάλαζαν, καὶ πῦρ· καὶ ἐξαποστελῶ ὑμᾶς, καὶ οὐκέτι προστεθήσεσθε μένειν.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 29] Εἶπε δὲ αὐτῷ Μωυσῆς, ὡς ἂν ἐξέλθω τὴν πόλιν, ἐκπετάσω τὰς χεῖράς μου πρὸς τὸν Κύριον, καὶ αἱ φωναὶ παύσονται, καὶ ἡ χὰλαζα καὶ ὁ ὑετὸς οὐκ ἔσται ἔτι, ἵνα γνῷς ὅτι τοῦ Κυρίου ἡ γῆ.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 30] Καὶ σὺ καὶ οἱ θεράποντές σου, ἐπίσταμαι ὅτι οὐδέπω πεφόβησθε τὸν Κύριον.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 31] Τὸ δὲ λίνον καὶ ἡ κριθὴ ἐπλήγη· ἡ γὰρ κριθὴ παρεστηκυῖα, τὸ δὲ λίνον σπερματίζον.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 32] Ὁ δὲ πυρὸς καὶ ἡ ὀλύρα οὐκ ἐπληγησαν, ὄψιμα γὰρ ἦν.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 33] Ἐξῆλθε δὲ Μωυσῆς ἀπὸ Φαραὼ ἐκτὸς τῆς πόλεως, καὶ ἐξέτεινε τὰς χεῖρας πρὸς Κύριον· καὶ αἱ φωναὶ ἐπαύσαντο, καὶ ἡ χάλαζα καὶ ὁ ὑετὸς οὐκ ἔσταξεν ἔτι ἐπὶ τὴν γῆν.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 34] Ἰδὼν δὲ Φαραὼ ὅτι πέπαυται ὁ ὑετὸς καὶ ἡ χάλαζα καὶ αἱ φωναὶ, προσέθετο τοῦ ἁμαρτάνειν· καὶ ἐβάρυνεν αὐτοῦ τὴν καρδίαν, καὶ τῶν θεραπόντων αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 9 | Verse 35] Καὶ ἐσκληρύνθη ἡ καρδία Φαραὼ, καὶ οὐκ ἐξαπέστειλε τοὺς υἱοὺς Ἰσραὴλ, καθάπερ ἐλάλησε Κύριος τῷ Μωυσῇ.
