[LXX | EL | OT | Exodus | Chapter 26 | Verse 1] Καὶ τὴν σκηνὴν ποιήσεις, δέκα αὐλαίας ἐκ βύσσου κεκλωσμένης, καὶ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου κεκλωσμένου χερουβὶμ· ἐργασίᾳ ὑφάντου ποιήσεις αὐτάς.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 13] Πῆχυν ἐκ τούτου, καὶ πῆχυν ἐκ τούτου, ἐκ τοῦ ὑπερέχοντος τῶν δέῤῥεων, ἐκ τοῦ μήκους τῶν δέῤῥεων τῆς σκηνῆς· ἔσται συγκαλύπτον ἐπὶ τὰ πλάγια τῆς σκηνῆς ἔνθεν καὶ ἔνθεν, ἵνα καλύπτῃ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 14] Καὶ ποιήσεις κατακάλυμμα τῇ σκηνῇ δέρματα κριῶν ἠρυθροδανωμένα, καὶ ἐπικαλύμματα δέρματα ὑακίνθινα ἐπάνωθεν.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 15] Καὶ ποιήσεις στύλους τῆς σκηνῆς ἐκ ξύλων ἀσήπτων.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 16] Δέκα πήχεων ποιήσεις τὸν στύλον τὸν ἕνα, καὶ πήχεως ἑνὸς καὶ ἡμίσους τὸ πλάτος τοῦ στύλου τοῦ ἑνός.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 17] Δύο ἀγκωνίσκους τῷ στύλῳ τῷ ἑνὶ, ἀντιπίπτοντας ἕτερον τῷ ἑτέρῳ· οὕτω ποιήσεις πᾶσι τοῖς στύλοις τῆς σκηνῆς.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 18] Καὶ ποιήσεις στύλους τῇ σκηνῇ, εἴκοσι στύλους ἐκ τοῦ κλίτους τοῦ πρὸς Βοῤῥᾶν.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 19] Καὶ τεσσαράκοντα βάσεις ἀργυρᾶς ποιήσεις τοῖς εἴκοσι στύλοις· δύο βάσεις τῷ στύλῳ τῷ ἑνὶ εἰς ἀμφότερα τὰ μέρη αὐτοῦ· και δύο βάσεις τῷ στύλῳ τῷ ἑνὶ εἰς ἀμφοτέρα τὰ μέρη αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 20] Καὶ τὸ κλίτος τὸ δεύτερον τὸ πρὸς Νότον, εἴκοσι στύλους,
[LXX | EL | OT | Exodus | Chapter 26 | Verse 21] καὶ τεσσαράκοντα βάσεις αὐτῶν ἀργυρᾶς· δύο βάσεις τῷ στύλῳ τῷ ἑνὶ εἰς ἀμφότερα τὰ μέρη αὐτοῦ, καὶ δύο βάσεις τῷ στύλῳ τῷ ἑνὶ εἰς ἀμφότερα τὰ μέρη αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 22] Καὶ ἐκ τῶν ὀπίσω τῆς σκηνῆς κατὰ τὸ μέρος τὸ πρὸς θάλασσαν ποιήσεις ἓξ στύλους.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 23] Καὶ δύο στύλους ποιήσεις ἐπὶ τῶν γωνιῶν τῆς σκηνῆς ἐκ τῶν ὀπισθίων.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 24] Καὶ ἔσται ἐξ ἴσου κάτωθεν· κατὰ τὸ αὐτὸ ἔσονται ἴσοι ἐκ τῶν κεφαλῶν εἰς σύμβλησιν μίαν· οὕτω ποιήσεῖς ἀμφοτέραις ταῖς δυσὶ γωνίαις· ἴσαι ἔστωσαν.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 25] Καὶ ἔσονται ὀκτὼ στύλοι, καὶ αἱ βάσεις αὐτῶν ἀργυραῖ δεκαέξ· δύο βάσεις τῷ ἑνὶ στύλῳ εἰς ἀμφότερα τὰ μέρη αὐτοῦ, καὶ δύο βάσεις τῷ στύλῳ τῷ ἑνί.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 26] Καὶ ποιήσεις μοχλοὺς ἐκ ξύλων ἀσήπτων· πέντε τῷ ἑνὶ στύλῳ ἐκ τοῦ ἑνὸς μέρους τῆς σκηνῆς,
[LXX | EL | OT | Exodus | Chapter 26 | Verse 27] καὶ πέντε μοχλοὺς τῷ στύλῳ τῷ ἑνὶ κλίτει τῆς σκηνῆς τῷ δευτέρῳ, καὶ πέντε μοχλοὺς τῷ στύλῳ τῷ ὀπισθίῳ τῷ κλίτει τῆς σκηνῆς τῷ πρὸς θάλασσαν.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 28] Καὶ ὁ μοχλὸς ὁ μέσος ἀναμέσον τῶν στύλων διϊκνείσθω ἀπὸ τοῦ ἑνὸς κλίτους εἰς τὸ ἕτερον κλίτος.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 29] Καὶ τοὺς στύλους καταχρυσώσεις χρυσίῳ· καὶ τοὺς δακτυλίους ποιήσεις χρυσοῦς, εἰς οὓς εἰσάξεις τούς μοχλούς· καὶ καταχρυσώσεις τοὺς μοχλοὺς χρυσίῳ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 30] Καὶ ἀναστήσεις τὴν σκηνὴν κατὰ τὸ εἶδος τὸ δεδειγμένον σοι ἐν τῷ ὄρει.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 31] Καὶ ποιήσεις καταπέτασμα ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου κεκλωσμένου, καὶ βύσσου νενησμένης· ἔργον ὑφαντὸν ποιήσεις αὐτὸ χερουβίμ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 32] Καὶ ἐπιθήσεις αὐτὸ ἐπὶ τεσσάρων στύλων ἀσήπτων κεχρυσωμένων χρυσίῳ· καὶ αἱ κεφαλίδες αὐτῶν χρυσαῖ, καὶ αἱ βάσεις αὐτῶν τέσσαρες ἀργυραῖ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 33] Καὶ θήσεις τὸ καταπέτασμα ἐπὶ τῶν στύλων· καὶ εἰσοίσεις ἐκεῖ ἐσώτερον τοῦ καταπετάσματος τὴν κιβωτὸν τοῦ μαρτυρίου· καὶ διοριεῖ τὸ καταπέτασμα ὑμῖν ἀναμέσον τοῦ ἁγίου καὶ ἀναμέσον τοῦ ἁγίου τῶν ἁγίων.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 34] Καὶ κατακαλύψεις τῷ καταπετάσματι τὴν κιβωτὸν τοῦ μαρτυρίου ἐν τῷ ἁγίῳ τῶν ἁγίων.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 35] Καὶ ἐπιθήσεις τὴν τράπεζαν ἔξωθεν τοῦ καταπετάσματος, καὶ τὴν λυχνίαν ἀπέναντι τῆς τραπέζης ἐπὶ μέρους τῆς σκηνῆς τὸ πρὸς Νότον· καὶ τὴν τράπεζαν θήσεις ἐπὶ μέρους τῆς σκηνῆς τὸ πρὸς Βοῤῥᾶν.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 36] Καὶ ποιήσεις ἐπίσπαστρον τῇ θύρᾳ τῆς σκηνῆς ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου κεκλωσμένου, καὶ βύσσου κεκλωσμένης, ἔργον ποικιλτοῦ.
[LXX | EL | OT | Exodus | Chapter 26 | Verse 37] Καὶ ποιήσεις τῷ καταπετάσματι πέντε στύλους, καὶ χρυσώσεις αὐτοὺς χρυσίῳ· καὶ αἱ κεφαλίδες αὐτῶν χρυσαῖ· καὶ χωνεύσεις αὐτοῖς πέντε βάσεις χαλκᾶς.
