[LXX | EL | OT | Exodus | Chapter 37 | Verse 1] Καὶ ἐποίησαν τῇ σκηνῇ δέκα αὐλαίας·
[LXX | EL | OT | Exodus | Chapter 37 | Verse 12] καὶ οἱ στύλοι αὐτῶν τρεῖς, καὶ αἱ βάσεις αὐτῶν τρεῖς·
[LXX | EL | OT | Exodus | Chapter 37 | Verse 13] Καὶ ἐπὶ τοῦ νώτου τοῦ δευτέρου ἔνθεν καὶ ἔνθεν κατὰ τὴν πύλην τῆς αὐλῆς, αὐλαῖαι πεντεκαίδεκα πήχεων· στύλοι αὐτῶν τρεῖς, καὶ αἱ βάσεις αὐτῶν τρεῖς·
[LXX | EL | OT | Exodus | Chapter 37 | Verse 14] πᾶσαι αἱ αὐλαῖαι τῆς σκηνῆς ἐκ βύσσου κεκλωσμένης.
[LXX | EL | OT | Exodus | Chapter 37 | Verse 15] Καὶ αἱ βάσεις τῶν στύλων αὐτῶν χαλκαῖ, καὶ αἱ ἀγκύλαι αὐτῶν ἀργυραῖ, καὶ αἱ κεφαλίδες αὐτῶν περιηργυρωμέναι ἀργυρίῳ, καὶ οἱ στύλοι περιηργυρωμένοι ἀργυρίῳ πάντες οἱ στύλοι τῆς αὐλῆς·
[LXX | EL | OT | Exodus | Chapter 37 | Verse 16] καὶ τὸ καταπέτασμα τῆς πύλης τῆς αὐλῆς ἔργον ποικιλτοῦ ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου νενησμένου, καὶ βύσσου κεκλωσμένης· εἴκοσι πήχεων τὸ μῆκος, καὶ τὸ ὕψος καὶ τὸ εὖρος πέντε πήχεων ἐξισούμενον τοῖς ἱστίοις τῆς αὐλῆς·
[LXX | EL | OT | Exodus | Chapter 37 | Verse 17] καὶ οἱ στύλοι αὐτῶν τέσσαρες, καὶ αἱ βάσεις αὐτῶν τέσσαρες χαλκαῖ, καὶ αἱ ἀγκύλαι αὐτῶν ἀργυραῖ, καὶ αἱ κεφαλίδες αὐτῶν περιηργυρωμέναι ἀργυρίῳ.
[LXX | EL | OT | Exodus | Chapter 37 | Verse 18] Καὶ πάντες οἱ πάσσαλοι τῆς αὐλῆς κύκλῳ χαλκοῖ, καὶ αὐτοὶ περιηργυρωμένοι ἀργυρίῳ.
[LXX | EL | OT | Exodus | Chapter 37 | Verse 19] Καὶ αὕτη ἡ σύνταξις τῆς σκηνῆς τοῦ μαρτυρίου, καθὰ συνετάγη Μωυσῇ, τὴν λειτουργίαν εἶναι τῶν Λευιτῶν διὰ Ἰθάμαρ τοῦ υἱοῦ Ἀαρὼν τοῦ ἱερέως.
[LXX | EL | OT | Exodus | Chapter 37 | Verse 20] Καὶ Βεσελεὴλ ὁ τοῦ Οὐρείου, ἐκ φυλῆς Ἰούδα, ἐποίησε καθὰ συνέταξε Κύριος τῷ Μωυσῇ,
[LXX | EL | OT | Exodus | Chapter 37 | Verse 21] καὶ Ἐλιὰβ ὁ τοῦ Ἀχισαμὰχ ἐκ φυλῆς Δὰν, ὅς ἠρχιτεκτόνησε τὰ ὑφαντὰ καὶ τὰ ῥαφιδευτὰ καὶ ποικιλτικά, ὑφάναι τῷ κοκκίνῳ καὶ τῇ βύσσῳ.
